ch	pt	m	q
25	 7	0.1999	119.5019
26	 0	0.2165	116.5046
26	 1	0.1557	126.1384
26	 2	0.1724	123.4536
26	 3	0.1499	127.0842
26	 4	0.1458	127.8039
26	 5	0.1448	127.9271
26	 6	0.1460	127.7645
26	 7	0.1884	121.0737
27	 0	0.2059	115.5286
27	 1	0.1380	127.1698
27	 2	0.1665	122.2793
27	 3	0.1554	124.2236
27	 4	0.1475	125.6550
27	 5	0.1620	123.1289
27	 6	0.1910	118.2029
27	 7	0.1994	116.7788
28	 0	0.1938	121.3997
28	 1	0.1471	128.4731
28	 2	0.1694	125.0669
28	 3	0.1564	127.0577
28	 4	0.1433	129.1084
28	 5	0.1789	123.7067
28	 6	0.1910	121.8636
28	 7	0.1800	123.5393
29	 0	0.1533	125.2765
29	 1	0.1221	130.4760
29	 2	0.1538	125.1186
29	 3	0.1502	125.8255
29	 4	0.1296	129.2974
29	 5	0.1622	123.8249
29	 6	0.1779	121.2309
29	 7	0.1606	124.1308
30	 0	0.1638	125.7063
30	 1	0.1526	127.4514
30	 2	0.1583	126.5380
30	 3	0.1299	130.9123
30	 4	0.1570	126.8279
30	 5	0.1870	122.2186
30	 6	0.1756	123.9606
30	 7	0.2001	120.2266
31	 0	0.1364	126.9215
31	 1	0.1232	129.2781
31	 2	0.1398	126.3494
31	 3	0.1283	128.3922
31	 4	0.1580	123.2883
31	 5	0.1738	120.5112
31	 6	0.1486	124.9286
31	 7	0.1580	123.3042
