INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.950	3.299	3.426	2.863
 0	 1	8.372	5.644	7.761	5.337
 0	 2	12.963	7.597	11.770	6.672
 0	 3	16.462	10.265	15.045	9.505
 0	 4	4.587	3.616	4.172	3.255
 0	 5	5.986	4.054	5.636	3.803
 0	 6	4.496	3.906	4.381	3.653
 0	 7	3.624	3.385	3.500	3.225
 1	 0	4.876	3.735	4.030	3.078
 1	 1	9.702	6.055	8.426	5.295
 1	 2	14.947	8.468	13.338	7.169
 1	 3	19.559	11.700	17.705	10.447
 1	 4	5.812	3.733	5.268	3.397
 1	 5	7.922	4.285	7.213	3.974
 1	 6	5.671	3.680	5.553	3.372
 1	 7	4.598	3.718	4.436	3.415
 2	 0	5.140	3.795	4.383	3.244
 2	 1	11.943	7.338	10.457	6.507
 2	 2	16.839	9.471	15.314	8.251
 2	 3	21.568	12.833	19.115	11.344
 2	 4	6.348	4.100	5.593	3.700
 2	 5	8.055	4.446	7.163	3.986
 2	 6	5.925	4.418	5.667	3.911
 2	 7	4.708	3.964	4.363	3.494
 3	 0	7.175	4.234	5.934	3.434
 3	 1	17.116	9.456	14.524	8.024
 3	 2	24.711	12.262	21.568	10.200
 3	 3	31.942	17.514	28.128	15.416
 3	 4	9.632	4.534	8.220	3.902
 3	 5	13.485	4.907	11.837	4.357
 3	 6	9.238	4.764	8.924	4.135
 3	 7	7.202	4.224	6.843	3.728
 4	 0	4.536	3.749	3.976	3.122
 4	 1	13.463	7.626	11.175	6.533
 4	 2	12.865	9.245	11.181	7.072
 4	 3	13.565	9.020	12.173	7.772
 4	 4	6.965	4.491	5.886	3.842
 4	 5	7.469	5.017	6.309	4.355
 4	 6	6.154	5.340	6.068	4.242
 4	 7	4.977	4.922	4.659	4.061
 5	 0	5.298	3.630	4.626	2.986
 5	 1	16.569	8.740	13.886	7.778
 5	 2	17.285	10.210	15.282	8.169
 5	 3	18.330	10.506	17.002	9.049
 5	 4	8.475	4.541	7.329	4.179
 5	 5	9.446	4.881	8.073	4.281
 5	 6	6.642	4.860	7.120	4.277
 5	 7	5.084	4.693	5.008	3.794
 6	 0	8.791	4.043	7.929	3.357
 6	 1	16.876	8.207	13.698	7.273
 6	 2	16.697	9.926	14.959	7.759
 6	 3	18.652	9.852	18.355	8.762
 6	 4	14.141	4.431	12.668	3.961
 6	 5	15.068	4.481	12.712	4.138
 6	 6	11.147	4.778	12.224	4.185
 6	 7	8.392	4.768	8.485	3.883
 7	 0	12.097	4.658	11.471	3.932
 7	 1	27.460	9.417	21.885	8.493
 7	 2	26.081	13.403	22.542	9.016
 7	 3	28.089	12.490	27.853	11.082
 7	 4	28.948	6.315	25.824	5.645
 7	 5	28.910	7.395	22.509	6.869
 7	 6	19.990	6.605	21.196	5.590
 7	 7	16.031	7.291	16.013	5.541
 8	 0	14.528	5.289	13.540	4.337
 8	 1	37.344	9.191	29.707	8.119
 8	 2	43.766	11.028	35.571	8.298
 8	 3	44.427	12.250	42.689	10.977
 8	 4	38.903	8.268	38.918	7.726
 8	 5	39.074	9.236	30.528	8.211
 8	 6	26.452	7.932	27.704	6.944
 8	 7	21.452	8.449	22.498	6.727
 9	 0	7.319	5.267	6.463	4.327
 9	 1	19.186	11.004	15.550	9.400
 9	 2	19.953	13.035	17.261	9.866
 9	 3	19.606	12.465	18.232	10.716
 9	 4	10.418	5.767	9.181	5.320
 9	 5	13.869	6.587	11.653	5.880
 9	 6	9.477	6.658	10.388	5.652
 9	 7	7.646	6.745	7.864	5.411
10	 0	6.735	4.961	6.110	4.240
10	 1	12.833	8.251	10.611	7.371
10	 2	14.594	9.177	13.015	7.288
10	 3	16.589	9.056	15.758	8.190
10	 4	11.046	5.572	9.914	5.075
10	 5	12.197	5.880	10.574	5.509
10	 6	9.108	6.079	9.673	5.346
10	 7	6.875	6.036	6.953	5.120
11	 0	5.413	4.511	4.847	3.863
11	 1	12.162	7.828	10.079	6.855
11	 2	12.310	8.379	10.932	6.666
11	 3	13.703	8.488	12.886	7.512
11	 4	8.022	4.644	7.224	4.375
11	 5	9.522	5.574	8.328	5.126
11	 6	7.225	5.066	7.473	4.443
11	 7	5.561	5.261	5.498	4.467
12	 0	4.529	3.788	3.898	3.111
12	 1	11.969	7.100	9.897	5.985
12	 2	11.499	8.853	9.857	6.702
12	 3	12.242	9.254	10.908	7.655
12	 4	6.546	5.011	5.648	4.386
12	 5	7.469	5.869	6.430	5.115
12	 6	6.105	5.787	6.155	4.851
12	 7	5.322	5.647	5.163	4.833
13	 0	5.755	3.857	4.809	3.203
13	 1	14.140	8.950	12.179	7.754
13	 2	18.524	11.661	15.891	9.287
13	 3	21.124	13.465	19.468	12.414
13	 4	7.874	5.806	6.868	5.144
13	 5	8.726	6.177	8.107	5.741
13	 6	7.643	6.265	7.137	5.243
13	 7	7.007	5.865	6.562	5.061
14	 0	5.409	3.767	4.586	3.118
14	 1	12.089	7.454	10.553	6.570
14	 2	17.346	9.689	15.236	8.134
14	 3	21.565	13.460	19.493	12.014
14	 4	7.110	5.170	6.463	4.829
14	 5	10.237	6.153	9.336	5.604
14	 6	7.100	5.647	7.026	5.215
14	 7	6.766	6.009	6.627	5.543
15	 0	5.280	3.804	4.402	3.115
15	 1	11.241	7.475	9.825	6.624
15	 2	16.770	9.758	14.906	8.275
15	 3	20.445	12.149	18.600	10.949
15	 4	6.915	5.127	6.271	4.725
15	 5	9.897	5.900	9.045	5.442
15	 6	7.415	6.417	7.223	5.768
15	 7	6.820	6.337	6.658	5.849
16	 0	6.707	4.563	5.476	3.657
16	 1	12.870	7.712	10.809	6.392
16	 2	19.415	9.797	16.931	8.082
16	 3	24.733	13.256	21.635	11.497
16	 4	7.806	4.629	6.707	3.971
16	 5	10.558	4.999	9.301	4.442
16	 6	7.273	4.844	6.973	4.316
16	 7	6.329	4.780	5.920	4.300
17	 0	7.052	4.175	6.016	3.532
17	 1	15.938	8.436	13.792	7.322
