ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	211.065	0.537
 0	 0	 1	209.987	0.508
 0	 0	 2	208.866	0.422
 0	 0	 3	207.732	0.408
 0	 0	 4	206.764	0.423
 0	 0	 5	205.641	0.376
 0	 0	 6	204.657	0.414
 0	 0	 7	203.466	0.413
 0	 1	 0	211.020	0.461
 0	 1	 1	209.907	0.371
 0	 1	 2	208.820	0.342
 0	 1	 3	207.656	0.313
 0	 1	 4	206.769	0.307
 0	 1	 5	205.639	0.326
 0	 1	 6	204.599	0.313
 0	 1	 7	203.456	0.356
 0	 2	 0	211.016	0.469
 0	 2	 1	209.871	0.269
 0	 2	 2	208.751	0.306
 0	 2	 3	207.655	0.277
 0	 2	 4	206.719	0.279
 0	 2	 5	205.562	0.306
 0	 2	 6	204.578	0.300
 0	 2	 7	203.503	0.316
 0	 3	 0	210.930	0.469
 0	 3	 1	209.823	0.294
 0	 3	 2	208.771	0.251
 0	 3	 3	207.672	0.279
 0	 3	 4	206.731	0.266
 0	 3	 5	205.641	0.284
 0	 3	 6	204.620	0.299
 0	 3	 7	203.534	0.360
 0	 4	 0	210.976	0.568
 0	 4	 1	209.835	0.257
 0	 4	 2	208.832	0.237
 0	 4	 3	207.700	0.296
 0	 4	 4	206.719	0.286
 0	 4	 5	205.718	0.271
 0	 4	 6	204.665	0.348
 0	 4	 7	203.652	0.428
 0	 5	 0	211.042	0.727
 0	 5	 1	209.799	0.267
 0	 5	 2	208.805	0.268
 0	 5	 3	207.741	0.288
 0	 5	 4	206.749	0.292
 0	 5	 5	205.715	0.375
 0	 5	 6	204.735	0.379
 0	 5	 7	203.749	0.421
 0	 6	 0	210.977	0.572
 0	 6	 1	209.805	0.271
 0	 6	 2	208.788	0.262
 0	 6	 3	207.761	0.311
 0	 6	 4	206.774	0.272
 0	 6	 5	205.742	0.325
 0	 6	 6	204.731	0.350
 0	 6	 7	203.721	0.358
 0	 7	 0	210.966	0.531
 0	 7	 1	209.811	0.275
 0	 7	 2	208.791	0.262
 0	 7	 3	207.704	0.293
 0	 7	 4	206.752	0.275
 0	 7	 5	205.691	0.292
 0	 7	 6	204.632	0.328
 0	 7	 7	203.563	0.320
 1	 0	 0	213.437	0.344
 1	 0	 1	212.371	0.335
 1	 0	 2	211.365	0.330
 1	 0	 3	210.209	0.365
 1	 0	 4	209.255	0.380
 1	 0	 5	208.097	0.360
 1	 0	 6	207.070	0.326
 1	 0	 7	205.933	0.336
 1	 1	 0	213.498	0.294
 1	 1	 1	212.363	0.319
 1	 1	 2	211.322	0.304
 1	 1	 3	210.125	0.304
 1	 1	 4	209.211	0.314
 1	 1	 5	208.096	0.314
 1	 1	 6	207.013	0.309
 1	 1	 7	205.944	0.277
 1	 2	 0	213.472	0.287
 1	 2	 1	212.330	0.288
 1	 2	 2	211.354	0.298
 1	 2	 3	210.227	0.300
 1	 2	 4	209.290	0.305
 1	 2	 5	208.117	0.321
 1	 2	 6	207.039	0.279
 1	 2	 7	205.896	0.314
 1	 3	 0	213.484	0.276
 1	 3	 1	212.389	0.278
 1	 3	 2	211.340	0.292
 1	 3	 3	210.176	0.287
 1	 3	 4	209.228	0.291
 1	 3	 5	208.134	0.315
 1	 3	 6	207.067	0.273
 1	 3	 7	205.902	0.297
 1	 4	 0	213.494	0.265
 1	 4	 1	212.340	0.288
 1	 4	 2	211.338	0.289
 1	 4	 3	210.197	0.279
 1	 4	 4	209.178	0.286
 1	 4	 5	208.098	0.262
 1	 4	 6	207.050	0.277
 1	 4	 7	205.871	0.317
 1	 5	 0	213.460	0.278
 1	 5	 1	212.372	0.296
 1	 5	 2	211.338	0.280
 1	 5	 3	210.159	0.292
 1	 5	 4	209.204	0.290
 1	 5	 5	208.059	0.311
 1	 5	 6	207.037	0.280
 1	 5	 7	205.927	0.304
 1	 6	 0	213.446	0.343
 1	 6	 1	212.361	0.326
 1	 6	 2	211.342	0.333
 1	 6	 3	210.165	0.332
 1	 6	 4	209.230	0.367
 1	 6	 5	208.076	0.355
 1	 6	 6	207.041	0.308
 1	 6	 7	205.861	0.314
 1	 7	 0	213.444	0.298
 1	 7	 1	212.337	0.323
 1	 7	 2	211.258	0.302
 1	 7	 3	210.217	0.347
 1	 7	 4	209.180	0.334
 1	 7	 5	208.089	0.352
 1	 7	 6	207.034	0.296
 1	 7	 7	205.916	0.332
 2	 0	 0	226.925	0.355
 2	 0	 1	225.768	0.354
 2	 0	 2	224.668	0.335
 2	 0	 3	223.589	0.354
 2	 0	 4	222.580	0.316
 2	 0	 5	221.544	0.337
 2	 0	 6	220.426	0.330
 2	 0	 7	219.375	0.304
 2	 1	 0	226.893	0.325
 2	 1	 1	225.711	0.328
 2	 1	 2	224.659	0.311
 2	 1	 3	223.525	0.317
 2	 1	 4	222.586	0.321
 2	 1	 5	221.456	0.304
 2	 1	 6	220.467	0.307
 2	 1	 7	219.340	0.293
 2	 2	 0	227.087	0.331
 2	 2	 1	225.747	0.290
 2	 2	 2	224.679	0.309
 2	 2	 3	223.581	0.283
 2	 2	 4	222.604	0.297
 2	 2	 5	221.493	0.287
 2	 2	 6	220.422	0.292
 2	 2	 7	219.335	0.271
 2	 3	 0	226.906	0.340
 2	 3	 1	225.752	0.284
 2	 3	 2	224.658	0.307
 2	 3	 3	223.530	0.291
 2	 3	 4	222.559	0.285
 2	 3	 5	221.464	0.287
 2	 3	 6	220.466	0.295
 2	 3	 7	219.348	0.285
 2	 4	 0	226.855	0.281
