INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	4.044	3.281	3.497	2.839
 0	 1	3.402	3.115	3.159	2.882
 0	 2	3.254	2.812	3.151	2.724
 0	 3	3.143	2.934	3.141	2.934
 0	 4	3.113	2.934	3.180	3.000
 0	 5	2.973	2.740	3.166	2.919
 0	 6	3.358	3.197	3.561	3.391
 0	 7	3.110	2.943	3.281	3.109
 1	 0	3.991	3.254	3.395	2.767
 1	 1	3.354	3.037	2.992	2.701
 1	 2	3.378	3.142	3.102	2.885
 1	 3	2.913	2.741	2.742	2.588
 1	 4	3.127	2.858	2.950	2.702
 1	 5	3.121	3.025	2.967	2.884
 1	 6	3.174	3.097	3.070	2.996
 1	 7	3.473	3.324	3.375	3.227
 2	 0	4.243	3.838	3.428	3.098
 2	 1	3.517	3.286	3.118	2.929
 2	 2	3.175	3.118	2.816	2.771
 2	 3	3.286	3.219	2.987	2.926
 2	 4	3.135	3.041	2.931	2.849
 2	 5	3.117	3.081	2.942	2.914
 2	 6	3.302	3.218	3.151	3.073
 2	 7	3.281	3.171	3.160	3.056
 3	 0	3.108	2.890	2.501	2.335
 3	 1	2.886	2.720	2.471	2.328
 3	 2	2.607	2.472	2.297	2.183
 3	 3	2.628	2.567	2.366	2.308
 3	 4	2.567	2.560	2.348	2.334
 3	 5	2.577	2.518	2.413	2.350
 3	 6	2.630	2.586	2.488	2.444
 3	 7	2.783	2.739	2.658	2.613
 4	 0	2.798	2.615	2.327	2.184
 4	 1	2.757	2.707	2.417	2.372
 4	 2	2.519	2.526	2.284	2.284
 4	 3	2.536	2.441	2.378	2.278
 4	 4	2.407	2.390	2.304	2.280
 4	 5	2.555	2.552	2.492	2.490
 4	 6	2.766	2.650	2.708	2.602
 4	 7	2.708	2.670	2.704	2.669
 5	 0	3.326	3.231	2.762	2.700
 5	 1	3.172	3.081	2.733	2.664
 5	 2	3.009	2.998	2.722	2.716
 5	 3	3.006	2.979	2.744	2.718
 5	 4	3.160	3.143	2.900	2.889
 5	 5	3.301	3.264	3.053	3.024
 5	 6	3.333	3.287	3.162	3.123
 5	 7	3.375	3.368	3.260	3.262
 6	 0	3.202	3.115	2.632	2.562
 6	 1	2.938	2.866	2.545	2.471
 6	 2	3.129	3.056	2.814	2.740
 6	 3	2.902	2.857	2.707	2.662
 6	 4	2.970	2.846	2.813	2.699
 6	 5	2.981	2.973	2.876	2.865
 6	 6	3.066	3.023	3.032	2.994
 6	 7	3.144	3.035	3.148	3.052
 7	 0	3.923	3.593	3.068	2.821
 7	 1	3.657	3.329	3.118	2.852
 7	 2	3.479	3.418	3.027	2.969
 7	 3	3.367	3.283	3.059	2.973
 7	 4	3.255	3.199	2.969	2.917
 7	 5	3.209	3.161	2.956	2.908
 7	 6	3.360	3.307	3.116	3.085
 7	 7	3.318	3.272	3.160	3.115
 8	 0	3.559	3.386	2.925	2.793
 8	 1	3.387	3.257	2.957	2.846
 8	 2	3.323	3.279	2.959	2.916
 8	 3	3.221	3.177	2.912	2.882
 8	 4	3.439	3.340	3.121	3.042
 8	 5	3.374	3.272	3.134	3.050
 8	 6	3.406	3.329	3.111	3.037
 8	 7	3.459	3.416	3.322	3.294
 9	 0	3.229	3.140	2.625	2.554
 9	 1	3.212	3.064	2.815	2.696
 9	 2	2.978	2.915	2.640	2.594
 9	 3	3.009	2.928	2.783	2.723
 9	 4	3.036	2.963	2.787	2.735
 9	 5	3.233	3.157	2.984	2.928
 9	 6	3.373	3.308	3.101	3.049
 9	 7	3.390	3.323	3.181	3.116
10	 0	3.214	3.137	2.614	2.556
10	 1	3.016	2.890	2.606	2.514
10	 2	2.868	2.832	2.532	2.506
10	 3	2.922	2.907	2.613	2.597
10	 4	3.199	3.171	2.847	2.820
10	 5	3.337	3.318	3.009	3.001
10	 6	3.645	3.579	3.337	3.267
10	 7	3.538	3.510	3.227	3.225
11	 0	2.930	2.848	2.436	2.381
11	 1	2.870	2.816	2.532	2.501
11	 2	2.868	2.830	2.543	2.501
11	 3	2.850	2.832	2.548	2.536
11	 4	3.043	3.040	2.772	2.778
11	 5	3.179	3.142	2.924	2.878
11	 6	3.396	3.339	3.141	3.079
11	 7	3.776	3.758	3.517	3.501
12	 0	3.231	3.152	2.602	2.534
12	 1	3.052	2.996	2.694	2.656
12	 2	2.980	2.943	2.674	2.641
12	 3	2.983	2.957	2.709	2.690
12	 4	3.163	3.092	2.907	2.849
12	 5	3.428	3.380	3.228	3.188
12	 6	3.514	3.425	3.325	3.237
12	 7	3.598	3.530	3.391	3.322
13	 0	3.745	3.537	3.076	2.898
13	 1	3.398	3.271	2.912	2.813
13	 2	3.176	3.135	2.882	2.847
13	 3	3.380	3.237	3.045	2.938
13	 4	3.737	3.682	3.426	3.377
13	 5	4.120	4.003	3.881	3.768
13	 6	4.445	4.311	4.251	4.149
13	 7	4.577	4.510	4.408	4.356
14	 0	3.595	3.322	2.983	2.765
14	 1	3.315	3.155	2.903	2.758
14	 2	3.240	3.131	2.956	2.870
14	 3	3.614	3.533	3.350	3.274
14	 4	3.779	3.737	3.565	3.540
14	 5	4.388	4.203	4.240	4.065
14	 6	5.155	4.892	5.040	4.816
14	 7	5.202	4.963	5.104	4.925
15	 0	3.757	3.351	3.116	2.780
15	 1	3.372	3.300	2.913	2.837
15	 2	3.555	3.389	3.178	3.036
15	 3	3.720	3.690	3.397	3.355
15	 4	4.055	4.024	3.803	3.767
15	 5	4.596	4.296	4.474	4.201
15	 6	5.526	5.441	5.394	5.310
15	 7	5.522	5.349	5.520	5.345
16	 0	4.359	3.137	3.619	2.612
16	 1	4.214	3.557	3.687	3.119
16	 2	3.575	3.264	3.151	2.879
16	 3	3.411	3.296	3.045	2.943
16	 4	3.907	3.566	3.485	3.173
16	 5	3.416	3.310	3.152	3.052
16	 6	3.623	3.434	3.314	3.151
16	 7	3.548	3.314	3.293	3.074
17	 0	4.051	3.318	3.326	2.723
17	 1	3.387	2.980	3.024	2.656
17	 2	2.946	2.787	2.666	2.525
17	 3	3.014	2.984	2.784	2.757
17	 4	3.114	3.015	2.916	2.829
17	 5	3.023	2.836	2.826	2.659
17	 6	3.246	3.114	3.082	2.962
17	 7	3.296	3.186	3.154	3.054
18	 0	3.569	3.178	2.947	2.630
18	 1	3.172	3.028	2.816	2.697
18	 2	2.830	2.760	2.590	2.531
18	 3	2.816	2.739	2.599	2.533
18	 4	2.898	2.815	2.695	2.618
18	 5	2.860	2.825	2.648	2.613
18	 6	3.144	3.065	2.980	2.911
18	 7	2.993	2.917	2.837	2.768
19	 0	3.706	3.644	3.104	3.061
19	 1	3.326	3.306	2.936	2.908
19	 2	3.175	3.140	2.902	2.896
19	 3	2.967	2.953	2.730	2.717
19	 4	3.252	3.223	2.970	2.939
19	 5	3.353	3.333	3.104	3.089
19	 6	3.368	3.365	3.183	3.189
19	 7	3.323	3.238	3.162	3.088
20	 0	3.057	2.956	2.544	2.461
20	 1	3.009	3.001	2.641	2.631
20	 2	2.965	2.951	2.643	2.637
20	 3	2.918	2.848	2.662	2.605
20	 4	3.004	2.948	2.751	2.703
20	 5	3.066	3.022	2.852	2.804
20	 6	3.322	3.251	3.117	3.053
20	 7	3.206	3.219	3.104	3.105
21	 0	3.106	3.026	2.564	2.496
21	 1	2.822	2.820	2.439	2.418
21	 2	2.696	2.660	2.439	2.412
21	 3	2.687	2.651	2.504	2.470
21	 4	2.719	2.674	2.602	2.546
21	 5	2.774	2.704	2.669	2.607
21	 6	2.927	2.884	2.904	2.865
21	 7	3.060	3.011	3.037	2.993
22	 0	3.147	3.082	2.570	2.519
22	 1	3.006	2.918	2.605	2.530
22	 2	2.901	2.842	2.569	2.535
22	 3	2.700	2.644	2.481	2.430
22	 4	2.891	2.866	2.671	2.657
22	 5	2.992	2.987	2.774	2.752
22	 6	3.066	3.067	2.925	2.930
22	 7	3.115	3.108	3.041	3.037
23	 0	2.898	2.852	2.371	2.337
23	 1	2.943	2.886	2.544	2.477
23	 2	2.663	2.618	2.397	2.349
23	 3	2.654	2.626	2.426	2.399
23	 4	2.638	2.570	2.474	2.411
23	 5	2.977	2.960	2.765	2.757
23	 6	2.994	2.926	2.833	2.763
23	 7	3.257	3.185	3.094	3.017
24	 0	3.737	3.607	3.020	2.918
24	 1	3.385	3.255	2.872	2.758
24	 2	3.236	3.221	2.782	2.762
24	 3	3.080	3.028	2.758	2.722
24	 4	3.126	3.017	2.812	2.712
24	 5	3.086	3.063	2.758	2.725
24	 6	3.332	3.308	3.018	2.999
24	 7	3.521	3.444	3.215	3.152
25	 0	3.013	2.889	2.488	2.394
25	 1	2.986	2.973	2.573	2.561
25	 2	2.901	2.866	2.624	2.593
25	 3	2.848	2.811	2.631	2.595
25	 4	2.888	2.859	2.747	2.716
25	 5	2.967	2.911	2.881	2.830
25	 6	3.140	3.060	3.094	3.010
25	 7	3.124	3.087	3.128	3.094
26	 0	3.143	3.025	2.538	2.435
26	 1	2.988	2.975	2.591	2.581
26	 2	2.921	2.850	2.584	2.530
26	 3	2.778	2.736	2.427	2.384
26	 4	2.680	2.619	2.411	2.360
26	 5	2.913	2.890	2.637	2.615
26	 6	2.859	2.821	2.608	2.576
26	 7	2.958	2.886	2.734	2.675
27	 0	3.333	3.120	2.724	2.536
27	 1	3.115	3.062	2.687	2.646
27	 2	2.960	2.935	2.630	2.605
27	 3	2.828	2.765	2.589	2.535
27	 4	2.924	2.786	2.658	2.531
27	 5	2.938	2.875	2.765	2.716
27	 6	3.039	3.021	2.938	2.917
27	 7	3.019	2.849	2.924	2.780
28	 0	3.253	2.925	2.690	2.428
28	 1	3.041	2.899	2.696	2.573
28	 2	2.908	2.801	2.587	2.480
28	 3	2.813	2.709	2.508	2.412
28	 4	2.915	2.812	2.660	2.571
28	 5	2.997	2.877	2.788	2.672
28	 6	3.104	3.060	2.869	2.824
28	 7	3.156	3.065	2.932	2.852
29	 0	4.469	3.614	3.669	2.940
29	 1	3.665	3.379	3.272	3.024
29	 2	3.520	3.299	3.153	2.960
29	 3	3.248	3.225	2.975	2.944
29	 4	3.430	3.305	3.170	3.053
29	 5	3.292	3.235	3.064	3.007
29	 6	3.621	3.547	3.423	3.361
29	 7	3.680	3.671	3.452	3.443
30	 0	5.726	4.052	4.728	3.352
30	 1	4.355	3.703	3.819	3.245
30	 2	3.974	3.720	3.507	3.294
30	 3	3.872	3.649	3.465	3.258
30	 4	3.843	3.554	3.441	3.185
30	 5	4.090	3.843	3.680	3.451
30	 6	3.951	3.726	3.606	3.409
30	 7	3.756	3.490	3.418	3.184
31	 0	5.944	4.361	4.891	3.585
31	 1	4.776	4.209	4.136	3.647
31	 2	4.391	3.973	3.900	3.546
31	 3	4.151	4.086	3.795	3.722
31	 4	4.024	3.869	3.744	3.606
31	 5	3.890	3.768	3.717	3.602
31	 6	4.281	4.078	4.179	3.990
31	 7	4.379	4.035	4.342	3.996
