INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	4.273	3.558	3.621	3.020
 0	 1	4.086	3.680	3.683	3.322
 0	 2	3.557	3.476	3.335	3.260
 0	 3	3.411	3.328	3.245	3.167
 0	 4	3.336	3.291	3.188	3.145
 0	 5	2.975	2.949	2.951	2.924
 0	 6	3.254	3.156	3.261	3.169
 0	 7	3.719	3.635	3.716	3.634
 1	 0	4.167	3.533	3.475	2.942
 1	 1	3.904	3.552	3.452	3.144
 1	 2	3.708	3.519	3.387	3.227
 1	 3	3.523	3.465	3.316	3.263
 1	 4	3.400	3.317	3.234	3.151
 1	 5	3.322	3.169	3.235	3.085
 1	 6	3.316	3.199	3.286	3.167
 1	 7	3.831	3.690	3.850	3.718
 2	 0	3.444	3.012	2.829	2.472
 2	 1	3.110	2.919	2.770	2.597
 2	 2	2.868	2.798	2.595	2.533
 2	 3	2.570	2.512	2.438	2.393
 2	 4	2.946	2.843	2.737	2.642
 2	 5	2.966	2.841	2.813	2.696
 2	 6	2.909	2.865	2.756	2.721
 2	 7	3.113	2.957	3.049	2.895
 3	 0	3.653	3.303	2.957	2.682
 3	 1	3.229	3.062	2.804	2.650
 3	 2	3.211	3.140	2.826	2.773
 3	 3	2.936	2.863	2.677	2.614
 3	 4	2.886	2.860	2.660	2.626
 3	 5	3.103	2.973	2.948	2.818
 3	 6	3.140	3.106	3.004	2.969
 3	 7	3.212	3.200	3.099	3.087
 4	 0	2.967	2.919	2.448	2.398
 4	 1	2.578	2.487	2.282	2.197
 4	 2	2.694	2.661	2.410	2.383
 4	 3	2.597	2.568	2.367	2.344
 4	 4	2.684	2.666	2.448	2.442
 4	 5	2.853	2.837	2.669	2.659
 4	 6	2.927	2.837	2.746	2.663
 4	 7	2.871	2.863	2.688	2.679
 5	 0	2.615	2.599	2.166	2.154
 5	 1	2.532	2.519	2.173	2.167
 5	 2	2.622	2.576	2.277	2.247
 5	 3	2.691	2.640	2.374	2.333
 5	 4	2.584	2.524	2.324	2.271
 5	 5	2.888	2.848	2.626	2.595
 5	 6	2.979	2.963	2.699	2.684
 5	 7	3.173	3.130	2.916	2.875
 6	 0	3.080	2.985	2.505	2.436
 6	 1	2.953	2.894	2.584	2.531
 6	 2	2.841	2.757	2.546	2.470
 6	 3	2.965	2.907	2.715	2.655
 6	 4	2.851	2.813	2.677	2.629
 6	 5	2.978	2.917	2.799	2.750
 6	 6	3.080	3.040	2.896	2.848
 6	 7	3.359	3.284	3.196	3.130
 7	 0	3.445	3.235	2.801	2.636
 7	 1	3.113	3.046	2.702	2.643
 7	 2	3.252	3.201	2.896	2.856
 7	 3	3.184	3.138	2.857	2.832
 7	 4	3.221	3.195	2.955	2.933
 7	 5	3.460	3.358	3.205	3.106
 7	 6	3.453	3.423	3.179	3.160
 7	 7	3.597	3.497	3.378	3.283
 8	 0	3.513	3.213	2.866	2.641
 8	 1	3.552	3.311	3.120	2.901
 8	 2	3.518	3.382	3.091	2.978
 8	 3	3.434	3.378	3.149	3.092
 8	 4	3.516	3.473	3.198	3.168
 8	 5	3.363	3.220	3.146	3.025
 8	 6	3.370	3.315	3.137	3.082
 8	 7	3.656	3.614	3.538	3.541
 9	 0	3.618	3.471	2.956	2.826
 9	 1	3.640	3.446	3.213	3.034
 9	 2	3.405	3.253	3.054	2.916
 9	 3	3.280	3.251	3.042	3.026
 9	 4	3.281	3.241	3.040	3.017
 9	 5	3.389	3.356	3.129	3.078
 9	 6	3.611	3.566	3.440	3.410
 9	 7	3.675	3.668	3.555	3.550
10	 0	3.016	2.917	2.431	2.358
10	 1	2.784	2.762	2.390	2.366
10	 2	2.720	2.667	2.348	2.299
10	 3	2.809	2.676	2.499	2.381
10	 4	2.955	2.896	2.647	2.585
10	 5	3.055	3.060	2.758	2.743
10	 6	3.386	3.319	3.042	2.978
10	 7	3.391	3.274	3.127	3.025
11	 0	3.489	3.253	2.839	2.661
11	 1	3.175	3.047	2.785	2.681
11	 2	3.027	3.011	2.727	2.719
11	 3	2.903	2.870	2.690	2.665
11	 4	3.071	3.017	2.863	2.817
11	 5	3.292	3.260	3.087	3.035
11	 6	3.251	3.211	3.126	3.104
11	 7	3.382	3.326	3.319	3.285
12	 0	3.139	2.984	2.583	2.469
12	 1	2.826	2.723	2.486	2.396
12	 2	2.885	2.822	2.604	2.554
12	 3	2.828	2.781	2.562	2.509
12	 4	3.063	2.989	2.812	2.747
12	 5	3.376	3.278	3.100	3.023
12	 6	3.477	3.291	3.240	3.077
12	 7	3.880	3.805	3.637	3.566
13	 0	3.720	3.410	3.034	2.775
13	 1	3.323	3.159	2.816	2.693
13	 2	3.202	3.037	2.791	2.648
13	 3	3.632	3.486	3.184	3.056
13	 4	3.691	3.618	3.288	3.227
13	 5	4.445	4.294	3.972	3.845
13	 6	4.233	4.118	3.915	3.787
13	 7	4.859	4.710	4.511	4.385
14	 0	4.158	3.606	3.548	3.088
14	 1	3.612	3.274	3.278	2.978
14	 2	3.719	3.627	3.407	3.324
14	 3	3.868	3.771	3.598	3.512
14	 4	4.464	4.296	4.165	4.015
14	 5	5.170	5.029	4.881	4.733
14	 6	5.520	5.072	5.207	4.823
14	 7	6.354	6.091	6.120	5.883
15	 0	3.918	3.433	3.189	2.800
15	 1	3.444	3.276	2.990	2.840
15	 2	3.472	3.256	3.123	2.929
15	 3	3.709	3.612	3.403	3.326
15	 4	4.473	4.327	4.109	3.969
