Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6250	0.6458	0.6458	0.6250	0.6458	0.6667	0.6458	0.6458	0.6250	0.6250	0.6667	0.6250	0.6250	0.6667	0.6250	0.6250	0.6250	0.6458	0.6458	0.6250	0.6458	0.6458	0.6458	0.6667	0.6250	0.6458	0.6458	0.6458	0.6458	0.6250	0.6458	0.6458	0.6406	0.0140	0.6458	  0	0.6406	0.0140
0.8333	0.7917	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.7917	0.8333	0.8333	0.8333	0.7917	0.8333	0.8125	0.8333	0.8333	0.8333	0.7917	0.8125	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8125	0.8125	0.8255	0.0147	0.8333	  8	0.8333	0.0000
1.0000	0.9792	1.0000	1.0000	1.0000	1.0000	0.9792	1.0000	0.9792	1.0208	1.0000	0.9583	0.9792	0.9792	0.9583	0.9792	1.0000	1.0000	1.0000	1.0000	1.0000	1.0417	1.0000	0.9792	1.0000	0.9583	0.9792	1.0000	1.0000	1.0000	0.9792	0.9792	0.9915	0.0174	1.0000	 15	1.0000	0.0000
1.2500	1.2500	1.2708	1.2500	1.2500	1.2500	1.2500	1.3125	1.2083	1.2500	1.3125	1.2917	1.2500	1.2708	1.2292	1.2500	1.2500	1.2500	1.2500	1.2917	1.2917	1.2708	1.2083	1.2083	1.2083	1.2083	1.2083	1.2500	1.2708	1.2292	1.2500	1.2500	1.2513	0.0290	1.2500	  0	1.2513	0.0290
1.5000	1.5000	1.5625	1.5000	1.5208	1.5417	1.5000	1.5000	1.5000	1.5208	1.5625	1.5000	1.5625	1.5208	1.5208	1.5417	1.5417	1.5000	1.5417	1.5625	1.5417	1.5417	1.5000	1.5000	1.5625	1.5625	1.5000	1.5417	1.5625	1.5000	1.5417	1.4792	1.5260	0.0265	1.5208	  0	1.5260	0.0265
1.7708	1.8125	1.8125	1.8333	1.7708	1.8125	1.8125	1.7708	1.8125	1.7917	1.8125	1.7917	1.7708	1.7917	1.8125	1.8125	1.7917	1.7708	1.8125	1.7708	1.7917	1.7917	1.7708	1.8333	1.8125	1.8125	1.8125	1.8125	1.8125	1.7917	1.7917	1.7500	1.7975	0.0207	1.8021	  1	1.7991	0.0191
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
