ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 164.45	 1.604	164.0	  1	 164.40	 1.545	 100
 0	 0	  1	 180.68	 1.711	181.0	  1	 180.73	 1.653	 100
 0	 0	  2	 229.97	 2.389	230.0	  0	 229.97	 2.389	 100
 0	 0	  3	 317.34	 2.614	317.0	  1	 317.27	 2.539	 100
 0	 0	  4	 396.58	 1.955	397.0	  1	 396.53	 1.886	 100
 0	 0	  5	 472.27	 2.220	472.0	  0	 472.27	 2.220	 100
 0	 0	  6	 535.70	 1.840	536.0	  2	 535.69	 1.714	 100
 0	 0	  7	 587.37	 2.028	587.0	  3	 587.34	 1.767	 100
 0	 0	  8	 629.61	 2.025	630.0	  4	 629.59	 1.792	 100
 0	 0	  9	 662.50	 1.957	662.0	  0	 662.50	 1.957	 100
 0	 0	 10	 688.06	 2.224	688.0	  0	 688.06	 2.224	 100
 0	 0	 11	 707.18	 2.405	707.0	  0	 707.18	 2.405	 100
 0	 0	 12	 718.76	 2.011	719.0	  0	 718.76	 2.011	 100
 0	 0	 13	 724.93	 1.865	725.0	  2	 725.03	 1.744	 100
 0	 0	 14	 726.24	 2.142	726.0	  3	 726.20	 1.993	 100
 0	 0	 15	 722.81	 2.163	722.5	  0	 722.81	 2.163	 100
 0	 0	 16	 715.17	 1.815	715.0	  1	 715.12	 1.757	 100
 0	 0	 17	 704.12	 2.463	705.0	  0	 704.12	 2.463	 100
 0	 0	 18	 690.10	 2.077	690.0	  2	 690.10	 1.971	 100
 0	 0	 19	 675.59	 1.955	676.0	  1	 675.65	 1.881	 100
 0	 0	 20	 658.57	 2.011	658.0	  4	 658.59	 1.775	 100
 0	 0	 21	 640.26	 2.073	640.0	  3	 640.21	 1.887	 100
 0	 0	 22	 621.18	 1.914	621.0	  2	 621.08	 1.803	 100
 0	 0	 23	 600.81	 2.058	601.0	  2	 600.70	 1.938	 100
 0	 0	 24	 580.74	 1.606	581.0	  0	 580.74	 1.606	 100
 0	 0	 25	 559.37	 2.135	560.0	  0	 559.37	 2.135	 100
 0	 0	 26	 538.55	 1.410	538.0	  0	 538.55	 1.410	 100
 0	 0	 27	 518.39	 1.681	518.0	  1	 518.34	 1.624	 100
 0	 0	 28	 497.03	 1.904	497.0	  0	 497.03	 1.904	 100
 0	 0	 29	 477.20	 1.875	477.0	  2	 477.10	 1.762	 100
 0	 0	 30	 458.31	 1.587	458.0	  0	 458.31	 1.587	 100
 0	 0	 31	 438.35	 1.654	438.0	  1	 438.30	 1.594	 100
 0	 0	 32	 420.10	 1.573	420.0	  0	 420.10	 1.573	 100
 0	 0	 33	 403.37	 1.535	403.0	  0	 403.37	 1.535	 100
 0	 0	 34	 386.93	 1.616	387.0	  1	 386.88	 1.540	 100
 0	 0	 35	 371.31	 1.489	372.0	  0	 371.31	 1.489	 100
 0	 0	 36	 356.74	 1.353	357.0	  0	 356.74	 1.353	 100
 0	 0	 37	 343.18	 1.351	343.0	  0	 343.18	 1.351	 100
 0	 0	 38	 330.60	 1.326	330.5	 17	 330.46	 0.874	 100
 0	 0	 39	 318.60	 1.670	318.0	  1	 318.56	 1.618	 100
 0	 0	 40	 306.85	 1.313	307.0	  0	 306.85	 1.313	 100
 0	 0	 41	 296.64	 1.194	297.0	  0	 296.64	 1.194	 100
 0	 0	 42	 287.08	 1.529	288.0	  0	 287.08	 1.529	 100
 0	 0	 43	 277.75	 1.329	278.0	  1	 277.80	 1.245	 100
 0	 0	 44	 269.59	 1.207	269.0	  0	 269.59	 1.207	 100
 0	 0	 45	 261.84	 1.245	262.0	  0	 261.84	 1.245	 100
 0	 0	 46	 255.29	 1.493	256.0	  0	 255.29	 1.493	 100
 0	 0	 47	 247.59	 1.379	248.0	  0	 247.59	 1.379	 100
 0	 0	 48	 241.57	 1.112	242.0	  0	 241.57	 1.112	 100
 0	 0	 49	 235.12	 1.266	235.0	  0	 235.12	 1.266	 100
 0	 0	 50	 229.82	 1.149	230.0	  0	 229.82	 1.149	 100
 0	 0	 51	 224.71	 1.250	225.0	  0	 224.71	 1.250	 100
 0	 0	 52	 219.65	 1.201	220.0	  0	 219.65	 1.201	 100
 0	 0	 53	 215.60	 1.303	216.0	  0	 215.60	 1.303	 100
 0	 0	 54	 211.66	 1.265	212.0	  0	 211.66	 1.265	 100
 0	 0	 55	 208.20	 1.333	208.0	  0	 208.20	 1.333	 100
 0	 0	 56	 204.58	 1.112	205.0	  6	 204.68	 0.907	 100
 0	 0	 57	 201.63	 0.849	202.0	  0	 201.63	 0.849	 100
 0	 0	 58	 198.87	 1.276	199.0	  0	 198.87	 1.276	 100
 0	 0	 59	 196.46	 1.009	196.5	  6	 196.56	 0.824	 100
 0	 0	 60	 193.80	 1.064	194.0	  0	 193.80	 1.064	 100
 0	 0	 61	 190.93	 1.499	190.5	  0	 190.93	 1.499	 100
 0	 0	 62	 188.74	 1.160	189.0	  1	 188.69	 1.037	 100
 0	 0	 63	 186.64	 1.049	187.0	  0	 186.64	 1.049	 100
 0	 0	 64	 184.79	 1.192	185.0	  0	 184.79	 1.192	 100
 0	 0	 65	 183.28	 1.393	183.0	  0	 183.28	 1.393	 100
 0	 0	 66	 181.26	 0.970	181.0	 47	 181.00	 0.000	 100
 0	 0	 67	 180.01	 1.185	180.0	  0	 180.01	 1.185	 100
 0	 0	 68	 178.28	 1.120	178.0	 49	 178.00	 0.000	 100
 0	 0	 69	 177.31	 0.884	177.0	  0	 177.31	 0.884	 100
 0	 0	 70	 175.99	 1.105	176.0	  0	 175.99	 1.105	 100
 0	 0	 71	 174.51	 1.267	174.0	  0	 174.51	 1.267	 100
 0	 0	 72	 173.78	 1.268	174.0	  0	 173.78	 1.268	 100
 0	 0	 73	 172.63	 1.041	173.0	  0	 172.63	 1.041	 100
 0	 0	 74	 172.20	 1.231	172.0	  1	 172.15	 1.137	 100
 0	 0	 75	 171.14	 1.035	171.0	  0	 171.14	 1.035	 100
 0	 0	 76	 170.61	 1.014	170.0	  0	 170.61	 1.014	 100
 0	 0	 77	 170.28	 1.036	170.0	  0	 170.28	 1.036	 100
 0	 0	 78	 169.28	 1.026	169.0	  0	 169.28	 1.026	 100
 0	 0	 79	 169.12	 1.028	169.0	  0	 169.12	 1.028	 100
 0	 0	 80	 168.52	 0.926	168.5	  2	 168.52	 0.864	 100
 0	 0	 81	 167.98	 1.146	168.0	  0	 167.98	 1.146	 100
 0	 0	 82	 167.24	 1.224	168.0	  0	 167.24	 1.224	 100
 0	 0	 83	 167.24	 1.280	168.0	  0	 167.24	 1.280	 100
