ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 186.13	 3.567	186.0	 12	 185.97	 1.758	 100
 0	 0	  1	 207.11	 2.998	208.0	  7	 207.53	 1.736	 100
 0	 0	  2	 261.43	 4.068	261.0	 10	 261.69	 1.900	 100
 0	 0	  3	 347.81	 4.722	349.0	  6	 348.70	 2.778	 100
 0	 0	  4	 425.92	 3.730	426.0	 13	 426.07	 1.891	 100
 0	 0	  5	 497.62	 2.688	498.0	  7	 497.71	 1.821	 100
 0	 0	  6	 555.41	 2.198	555.0	  9	 555.20	 1.447	 100
 0	 0	  7	 604.44	 3.096	604.5	  2	 604.18	 2.438	 100
 0	 0	  8	 644.25	 2.341	644.0	  4	 643.96	 1.863	 100
 0	 0	  9	 675.70	 2.505	676.0	  2	 675.70	 2.216	 100
 0	 0	 10	 700.80	 3.354	701.0	  3	 700.66	 2.857	 100
 0	 0	 11	 718.57	 3.141	719.0	  4	 718.75	 2.608	 100
 0	 0	 12	 729.56	 2.969	730.0	  1	 729.41	 2.599	 100
 0	 0	 13	 736.01	 2.513	736.0	  0	 736.01	 2.513	 100
 0	 0	 14	 736.45	 2.607	737.0	  6	 736.46	 1.966	 100
 0	 0	 15	 733.52	 2.548	733.0	  0	 733.52	 2.548	 100
 0	 0	 16	 726.26	 2.427	726.0	  7	 725.95	 1.861	 100
 0	 0	 17	 715.38	 2.696	715.0	  2	 715.20	 2.420	 100
 0	 0	 18	 701.48	 2.393	701.0	  1	 701.58	 2.204	 100
 0	 0	 19	 687.77	 2.538	688.0	  0	 687.77	 2.538	 100
 0	 0	 20	 671.43	 3.089	672.0	  3	 671.33	 2.565	 100
 0	 0	 21	 654.20	 3.140	654.0	  2	 654.10	 2.353	 100
 0	 0	 22	 634.90	 2.213	635.0	  7	 634.91	 1.626	 100
 0	 0	 23	 615.65	 2.634	616.0	  0	 615.65	 2.634	 100
 0	 0	 24	 596.06	 2.009	596.0	  4	 596.08	 1.702	 100
 0	 0	 25	 576.84	 3.390	577.0	  8	 576.58	 1.724	 100
 0	 0	 26	 555.75	 2.346	556.0	  2	 555.71	 2.015	 100
 0	 0	 27	 536.12	 2.375	537.0	  5	 536.45	 1.867	 100
 0	 0	 28	 516.52	 1.962	517.0	  4	 516.61	 1.713	 100
 0	 0	 29	 498.28	 2.165	498.0	  6	 498.30	 1.696	 100
 0	 0	 30	 478.57	 2.080	478.5	  0	 478.57	 2.080	 100
 0	 0	 31	 460.55	 2.171	461.0	  6	 460.65	 1.644	 100
 0	 0	 32	 443.28	 2.050	443.0	  3	 443.33	 1.778	 100
 0	 0	 33	 426.22	 1.703	426.0	  2	 426.21	 1.528	 100
 0	 0	 34	 410.23	 1.663	410.0	  1	 410.17	 1.565	 100
 0	 0	 35	 395.41	 1.793	395.0	  3	 395.25	 1.548	 100
 0	 0	 36	 380.76	 1.747	381.0	  2	 380.63	 1.509	 100
 0	 0	 37	 367.29	 2.138	367.0	  6	 367.06	 1.709	 100
 0	 0	 38	 354.65	 1.684	354.5	  0	 354.65	 1.684	 100
 0	 0	 39	 342.40	 1.682	342.0	  1	 342.35	 1.625	 100
 0	 0	 40	 331.53	 1.527	331.0	  1	 331.48	 1.466	 100
 0	 0	 41	 322.01	 1.439	322.0	  1	 322.06	 1.354	 100
 0	 0	 42	 311.92	 1.587	312.0	  0	 311.92	 1.587	 100
 0	 0	 43	 302.72	 1.564	303.0	  1	 302.77	 1.497	 100
 0	 0	 44	 293.96	 1.504	294.0	  0	 293.96	 1.504	 100
 0	 0	 45	 286.50	 1.642	286.0	  0	 286.50	 1.642	 100
 0	 0	 46	 278.78	 1.368	279.0	  1	 278.83	 1.286	 100
 0	 0	 47	 272.35	 1.344	272.0	  1	 272.30	 1.265	 100
 0	 0	 48	 265.77	 1.294	266.0	  0	 265.77	 1.294	 100
 0	 0	 49	 260.27	 1.362	260.0	  0	 260.27	 1.362	 100
 0	 0	 50	 254.24	 1.865	254.0	  0	 254.24	 1.865	 100
 0	 0	 51	 248.64	 1.411	249.0	  0	 248.64	 1.411	 100
 0	 0	 52	 244.16	 1.346	244.0	  0	 244.16	 1.346	 100
 0	 0	 53	 239.34	 1.401	239.0	  0	 239.34	 1.401	 100
 0	 0	 54	 235.29	 1.431	235.0	  0	 235.29	 1.431	 100
 0	 0	 55	 231.53	 1.389	232.0	  0	 231.53	 1.389	 100
 0	 0	 56	 227.76	 1.224	228.0	  0	 227.76	 1.224	 100
 0	 0	 57	 224.34	 1.512	224.0	  0	 224.34	 1.512	 100
 0	 0	 58	 221.38	 1.482	221.0	  0	 221.38	 1.482	 100
