ch	pt	m	q
 0	 0	0.9504	4.0115
 0	 1	1.2314	-35.1153
 0	 2	1.2382	-35.9427
 0	 3	1.4491	-65.3169
 0	 4	1.4198	-61.4394
 0	 5	1.5372	-77.9329
 0	 6	1.4058	-59.5537
 0	 7	1.3101	-46.0377
 1	 0	0.7034	21.5802
 1	 1	0.9357	-16.1673
 1	 2	0.9691	-21.4781
 1	 3	1.0922	-41.7192
 1	 4	1.0815	-39.8491
 1	 5	1.1262	-47.2159
 1	 6	1.1112	-44.7124
 1	 7	1.0137	-28.7986
 2	 0	0.7474	35.7678
 2	 1	0.9237	11.8609
 2	 2	1.0056	0.9398
 2	 3	1.1178	-14.1378
 2	 4	1.1570	-19.5338
 2	 5	1.1379	-16.9974
 2	 6	1.0945	-11.1012
 2	 7	1.0149	-0.2486
 3	 0	0.7566	26.7443
 3	 1	0.9015	5.6709
 3	 2	0.9260	2.1014
 3	 3	1.0378	-14.0328
 3	 4	1.0187	-11.3193
 3	 5	1.0076	-9.7370
 3	 6	1.0181	-11.2353
 3	 7	0.9832	-6.2179
 4	 0	0.6700	41.9817
 4	 1	0.7727	27.5488
 4	 2	0.7964	24.2930
 4	 3	0.8265	20.0777
 4	 4	0.8252	20.3146
 4	 5	0.8480	16.9522
 4	 6	0.8160	21.5560
 4	 7	0.8027	23.4303
 5	 0	0.6117	66.4370
 5	 1	0.6794	58.5256
 5	 2	0.7009	56.2601
 5	 3	0.7290	52.5096
 5	 4	0.7538	49.7247
 5	 5	0.7285	52.6707
 5	 6	0.7397	51.4220
 5	 7	0.7090	54.9239
 6	 0	0.5569	60.2397
 6	 1	0.6094	52.9565
 6	 2	0.6122	52.7467
 6	 3	0.6260	50.7655
 6	 4	0.6393	48.9268
 6	 5	0.6287	50.4713
 6	 6	0.6243	51.0920
 6	 7	0.6165	52.0857
 7	 0	0.5159	85.7192
 7	 1	0.5581	81.5738
 7	 2	0.5528	82.0996
 7	 3	0.5590	81.4257
 7	 4	0.5568	81.7191
 7	 5	0.5527	82.1187
 7	 6	0.5460	82.8749
 7	 7	0.5514	82.3284
 8	 0	0.4235	76.3381
 8	 1	0.4421	73.6362
 8	 2	0.4365	74.5380
 8	 3	0.4377	74.3510
 8	 4	0.4361	74.7086
 8	 5	0.4441	73.6138
 8	 6	0.4381	74.5396
 8	 7	0.4271	76.1149
 9	 0	0.5830	85.2871
 9	 1	0.6127	82.4874
 9	 2	0.6124	82.6172
 9	 3	0.6344	80.5649
 9	 4	0.6144	82.4815
 9	 5	0.6192	81.9861
 9	 6	0.5993	83.8252
 9	 7	0.5909	84.5485
10	 0	0.6718	77.4381
10	 1	0.7289	72.5614
10	 2	0.7128	74.0101
10	 3	0.7374	71.7877
10	 4	0.7217	73.1848
10	 5	0.7393	71.7279
10	 6	0.7111	74.2997
10	 7	0.6922	75.9517
11	 0	0.6552	60.5750
11	 1	0.7073	54.4703
11	 2	0.6949	56.0388
11	 3	0.7391	50.8231
11	 4	0.7114	53.9753
11	 5	0.7230	52.7331
11	 6	0.7108	54.1770
11	 7	0.6868	56.9338
12	 0	0.7321	60.9059
12	 1	0.8187	51.9810
12	 2	0.7908	54.9415
12	 3	0.8233	51.4134
12	 4	0.7967	54.3107
12	 5	0.8227	51.5965
12	 6	0.7791	56.0365
12	 7	0.7497	59.1971
13	 0	0.7172	34.6946
13	 1	0.8289	18.7597
13	 2	0.8107	21.4101
13	 3	0.8202	19.8504
13	 4	0.8125	21.0437
13	 5	0.8058	22.0358
13	 6	0.7499	30.0042
13	 7	0.6961	37.6714
14	 0	0.7253	47.0288
14	 1	0.8936	26.2024
14	 2	0.8553	30.8234
14	 3	0.8858	27.0323
14	 4	0.8527	31.0748
14	 5	0.8069	36.8542
14	 6	0.7380	45.3467
14	 7	0.6333	58.3532
15	 0	0.8146	54.6164
15	 1	0.9746	38.5576
15	 2	0.9445	41.4334
15	 3	0.9436	41.7183
15	 4	0.9224	43.8403
15	 5	0.8341	52.7297
15	 6	0.7824	58.0046
15	 7	0.6779	68.5367
16	 0	0.7520	38.8693
16	 1	0.8922	20.6933
16	 2	0.9875	8.2824
16	 3	1.0335	2.3834
16	 4	1.0838	-4.0545
16	 5	1.0987	-6.1667
16	 6	1.0575	-0.7678
16	 7	0.9518	12.9132
17	 0	0.7011	23.3202
17	 1	0.9216	-12.2068
17	 2	0.9364	-14.6242
17	 3	0.9919	-23.0874
17	 4	1.0301	-29.6424
17	 5	1.0389	-30.9906
17	 6	0.9957	-24.0831
17	 7	0.9232	-12.4311
18	 0	0.6978	11.7027
18	 1	0.7903	-4.6667
18	 2	0.8460	-14.7572
18	 3	0.8809	-21.0625
18	 4	0.8973	-23.9712
18	 5	0.8913	-22.7995
18	 6	0.8913	-22.9116
18	 7	0.8451	-14.4800
19	 0	0.6368	26.1756
19	 1	0.7414	8.1035
19	 2	0.7384	8.4983
19	 3	0.7770	1.8958
19	 4	0.8060	-3.0994
19	 5	0.7830	1.0069
19	 6	0.7937	-0.8884
19	 7	0.7673	3.6833
20	 0	0.5865	42.3305
20	 1	0.7036	23.5510
20	 2	0.7106	22.5171
20	 3	0.7224	20.6765
20	 4	0.7343	18.7619
20	 5	0.7270	19.9576
20	 6	0.7227	20.7172
20	 7	0.7026	23.9134
21	 0	0.5966	20.0791
21	 1	0.6526	9.1838
21	 2	0.6705	5.8511
21	 3	0.6781	4.3566
21	 4	0.6796	4.0201
21	 5	0.6862	2.7466
21	 6	0.6777	4.4207
21	 7	0.6594	7.8868
22	 0	0.5651	60.6554
22	 1	0.6026	55.6222
22	 2	0.6042	55.3395
22	 3	0.6140	54.0498
22	 4	0.6198	53.4655
22	 5	0.6091	54.8920
22	 6	0.6137	54.1470
22	 7	0.6008	55.9341
23	 0	0.4677	77.8347
23	 1	0.4967	74.1293
23	 2	0.4882	75.3655
23	 3	0.5006	73.7826
23	 4	0.5026	73.4323
23	 5	0.4995	73.9884
23	 6	0.4937	74.7896
23	 7	0.4847	75.9024
24	 0	0.5168	67.2584
24	 1	0.5595	61.4927
24	 2	0.5584	61.7142
24	 3	0.5607	61.3712
24	 4	0.5715	60.0221
24	 5	0.5786	59.0826
24	 6	0.5647	60.9789
24	 7	0.5595	61.6778
25	 0	0.5419	40.7335
25	 1	0.6011	30.2924
25	 2	0.6121	28.3993
25	 3	0.6337	24.5107
25	 4	0.6402	23.4504
25	 5	0.6352	24.3580
25	 6	0.6190	27.3011
25	 7	0.6153	27.8739
26	 0	0.6990	44.1620
26	 1	0.7784	33.7669
26	 2	0.8158	28.8241
26	 3	0.8368	26.0329
26	 4	0.8229	27.9216
26	 5	0.8432	25.3515
26	 6	0.8314	27.0129
26	 7	0.8135	29.4334
27	 0	0.7159	49.1203
27	 1	0.7963	39.2199
27	 2	0.8333	34.7286
27	 3	0.8470	33.2251
27	 4	0.8818	28.9592
27	 5	0.8829	28.8842
27	 6	0.8496	33.0043
27	 7	0.8300	35.3460
28	 0	0.7564	47.4865
28	 1	0.9160	28.6466
28	 2	0.9396	25.9993
28	 3	0.9845	20.6645
28	 4	1.0353	14.8011
28	 5	1.0346	14.8576
28	 6	0.9972	19.3063
28	 7	0.9394	26.0668
29	 0	0.6461	38.5290
29	 1	0.8380	9.4557
29	 2	0.9248	-3.5398
29	 3	1.0254	-19.0092
29	 4	1.0445	-21.8931
29	 5	1.0633	-24.7646
29	 6	1.0347	-20.3003
29	 7	0.9663	-9.7754
30	 0	0.6609	38.4256
30	 1	0.9531	-4.7885
30	 2	0.9546	-4.9853
30	 3	1.1273	-30.6668
30	 4	1.1490	-33.8700
30	 5	1.1182	-29.2900
30	 6	1.0785	-23.2942
30	 7	0.9606	-5.9449
31	 0	0.6321	42.2903
31	 1	0.8870	4.0224
31	 2	0.9494	-5.2661
31	 3	1.0907	-26.4018
31	 4	1.0648	-22.4437
31	 5	1.0666	-22.5624
31	 6	1.0285	-16.9078
31	 7	0.9541	-5.7566
