ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	225.831	0.436
 0	 0	 1	224.686	0.410
 0	 0	 2	223.708	0.445
 0	 0	 3	222.593	0.391
 0	 0	 4	221.670	0.370
 0	 0	 5	220.510	0.339
 0	 0	 6	219.599	0.333
 0	 0	 7	218.494	0.304
 0	 1	 0	225.773	0.394
 0	 1	 1	224.664	0.379
 0	 1	 2	223.667	0.381
 0	 1	 3	222.546	0.364
 0	 1	 4	221.645	0.286
 0	 1	 5	220.514	0.292
 0	 1	 6	219.557	0.271
 0	 1	 7	218.466	0.270
 0	 2	 0	225.732	0.386
 0	 2	 1	224.607	0.340
 0	 2	 2	223.619	0.354
 0	 2	 3	222.513	0.350
 0	 2	 4	221.600	0.244
 0	 2	 5	220.489	0.256
 0	 2	 6	219.502	0.258
 0	 2	 7	218.437	0.238
 0	 3	 0	225.700	0.357
 0	 3	 1	224.571	0.353
 0	 3	 2	223.602	0.353
 0	 3	 3	222.504	0.348
 0	 3	 4	221.611	0.249
 0	 3	 5	220.485	0.231
 0	 3	 6	219.521	0.231
 0	 3	 7	218.422	0.244
 0	 4	 0	225.694	0.361
 0	 4	 1	224.558	0.333
 0	 4	 2	223.599	0.340
 0	 4	 3	222.522	0.337
 0	 4	 4	221.604	0.228
 0	 4	 5	220.476	0.239
 0	 4	 6	219.506	0.230
 0	 4	 7	218.442	0.227
 0	 5	 0	225.663	0.350
 0	 5	 1	224.512	0.351
 0	 5	 2	223.576	0.316
 0	 5	 3	222.459	0.317
 0	 5	 4	221.566	0.231
 0	 5	 5	220.458	0.216
 0	 5	 6	219.531	0.216
 0	 5	 7	218.418	0.226
 0	 6	 0	225.658	0.330
 0	 6	 1	224.582	0.312
 0	 6	 2	223.555	0.311
 0	 6	 3	222.500	0.222
 0	 6	 4	221.537	0.223
 0	 6	 5	220.449	0.214
 0	 6	 6	219.468	0.221
 0	 6	 7	218.379	0.201
 0	 7	 0	225.666	0.303
 0	 7	 1	224.561	0.314
 0	 7	 2	223.582	0.289
 0	 7	 3	222.478	0.220
 0	 7	 4	221.543	0.211
 0	 7	 5	220.451	0.240
 0	 7	 6	219.509	0.207
 0	 7	 7	218.363	0.180
 1	 0	 0	225.025	0.555
 1	 0	 1	223.830	0.527
 1	 0	 2	222.796	0.454
 1	 0	 3	221.718	0.478
 1	 0	 4	220.850	0.372
 1	 0	 5	219.815	0.339
 1	 0	 6	218.808	0.363
 1	 0	 7	217.744	0.334
 1	 1	 0	224.901	0.479
 1	 1	 1	223.775	0.430
 1	 1	 2	222.822	0.497
 1	 1	 3	221.747	0.479
 1	 1	 4	220.859	0.299
 1	 1	 5	219.789	0.287
 1	 1	 6	218.770	0.281
 1	 1	 7	217.721	0.287
 1	 2	 0	224.915	0.524
 1	 2	 1	223.788	0.487
 1	 2	 2	222.821	0.461
 1	 2	 3	221.666	0.485
 1	 2	 4	220.877	0.241
 1	 2	 5	219.789	0.306
 1	 2	 6	218.751	0.262
 1	 2	 7	217.752	0.261
 1	 3	 0	224.971	0.516
 1	 3	 1	223.770	0.497
 1	 3	 2	222.780	0.507
 1	 3	 3	221.711	0.477
 1	 3	 4	220.825	0.288
 1	 3	 5	219.721	0.287
 1	 3	 6	218.749	0.261
 1	 3	 7	217.686	0.279
 1	 4	 0	224.970	0.529
 1	 4	 1	223.767	0.514
 1	 4	 2	222.758	0.500
 1	 4	 3	221.654	0.513
 1	 4	 4	220.833	0.290
 1	 4	 5	219.753	0.247
 1	 4	 6	218.770	0.269
 1	 4	 7	217.753	0.262
 1	 5	 0	224.956	0.503
 1	 5	 1	223.782	0.534
 1	 5	 2	222.781	0.508
 1	 5	 3	221.679	0.456
 1	 5	 4	220.804	0.293
 1	 5	 5	219.741	0.279
 1	 5	 6	218.796	0.222
 1	 5	 7	217.704	0.281
 1	 6	 0	224.973	0.518
 1	 6	 1	223.795	0.541
 1	 6	 2	222.717	0.505
 1	 6	 3	221.753	0.284
 1	 6	 4	220.838	0.292
 1	 6	 5	219.756	0.263
 1	 6	 6	218.756	0.245
 1	 6	 7	217.723	0.251
 1	 7	 0	224.950	0.468
 1	 7	 1	223.771	0.472
 1	 7	 2	222.805	0.469
 1	 7	 3	221.779	0.284
 1	 7	 4	220.860	0.237
 1	 7	 5	219.736	0.286
 1	 7	 6	218.811	0.226
 1	 7	 7	217.746	0.259
 2	 0	 0	219.789	0.519
 2	 0	 1	218.710	0.481
 2	 0	 2	217.819	0.491
 2	 0	 3	216.779	0.497
 2	 0	 4	215.860	0.370
 2	 0	 5	214.719	0.376
 2	 0	 6	213.854	0.348
 2	 0	 7	212.739	0.352
 2	 1	 0	219.763	0.481
 2	 1	 1	218.748	0.490
 2	 1	 2	217.769	0.512
 2	 1	 3	216.749	0.470
 2	 1	 4	215.873	0.348
 2	 1	 5	214.780	0.335
 2	 1	 6	213.820	0.318
 2	 1	 7	212.676	0.332
 2	 2	 0	219.778	0.531
 2	 2	 1	218.732	0.473
 2	 2	 2	217.799	0.534
 2	 2	 3	216.705	0.474
 2	 2	 4	215.813	0.338
 2	 2	 5	214.746	0.310
 2	 2	 6	213.765	0.304
 2	 2	 7	212.699	0.300
 2	 3	 0	219.785	0.502
 2	 3	 1	218.701	0.504
 2	 3	 2	217.786	0.533
 2	 3	 3	216.747	0.504
 2	 3	 4	215.837	0.275
 2	 3	 5	214.746	0.297
 2	 3	 6	213.804	0.263
 2	 3	 7	212.736	0.293
 2	 4	 0	219.809	0.544
 2	 4	 1	218.699	0.476
 2	 4	 2	217.797	0.497
 2	 4	 3	216.759	0.510
 2	 4	 4	215.815	0.284
 2	 4	 5	214.728	0.290
 2	 4	 6	213.813	0.283
 2	 4	 7	212.741	0.295
 2	 5	 0	219.811	0.533
 2	 5	 1	218.731	0.504
 2	 5	 2	217.809	0.527
 2	 5	 3	216.751	0.519
 2	 5	 4	215.817	0.298
 2	 5	 5	214.673	0.289
 2	 5	 6	213.790	0.287
 2	 5	 7	212.750	0.283
 2	 6	 0	219.740	0.497
 2	 6	 1	218.722	0.474
 2	 6	 2	217.774	0.555
 2	 6	 3	216.765	0.266
 2	 6	 4	215.824	0.271
 2	 6	 5	214.722	0.294
 2	 6	 6	213.796	0.234
 2	 6	 7	212.706	0.287
 2	 7	 0	219.755	0.493
 2	 7	 1	218.736	0.446
 2	 7	 2	217.789	0.505
 2	 7	 3	216.785	0.273
 2	 7	 4	215.845	0.277
 2	 7	 5	214.776	0.293
 2	 7	 6	213.765	0.297
 2	 7	 7	212.736	0.268
 3	 0	 0	229.773	0.579
 3	 0	 1	228.711	0.560
 3	 0	 2	227.744	0.586
 3	 0	 3	226.613	0.544
 3	 0	 4	225.746	0.367
 3	 0	 5	224.579	0.377
 3	 0	 6	223.605	0.355
 3	 0	 7	222.447	0.369
 3	 1	 0	229.774	0.638
 3	 1	 1	228.650	0.525
 3	 1	 2	227.704	0.620
 3	 1	 3	226.596	0.555
 3	 1	 4	225.725	0.330
 3	 1	 5	224.548	0.354
 3	 1	 6	223.610	0.319
 3	 1	 7	222.443	0.308
 3	 2	 0	229.754	0.620
 3	 2	 1	228.658	0.602
 3	 2	 2	227.708	0.646
 3	 2	 3	226.566	0.564
 3	 2	 4	225.698	0.337
 3	 2	 5	224.583	0.295
 3	 2	 6	223.554	0.299
 3	 2	 7	222.458	0.299
 3	 3	 0	229.739	0.623
 3	 3	 1	228.622	0.593
 3	 3	 2	227.661	0.644
 3	 3	 3	226.568	0.592
 3	 3	 4	225.738	0.322
 3	 3	 5	224.574	0.283
 3	 3	 6	223.604	0.291
 3	 3	 7	222.419	0.274
 3	 4	 0	229.722	0.654
 3	 4	 1	228.616	0.629
 3	 4	 2	227.652	0.688
 3	 4	 3	226.520	0.625
 3	 4	 4	225.734	0.277
 3	 4	 5	224.558	0.297
 3	 4	 6	223.542	0.277
 3	 4	 7	222.502	0.298
 3	 5	 0	229.754	0.662
 3	 5	 1	228.636	0.666
 3	 5	 2	227.642	0.675
 3	 5	 3	226.583	0.553
 3	 5	 4	225.723	0.281
 3	 5	 5	224.584	0.298
 3	 5	 6	223.543	0.275
 3	 5	 7	222.471	0.283
 3	 6	 0	229.719	0.672
 3	 6	 1	228.642	0.614
 3	 6	 2	227.673	0.632
 3	 6	 3	226.707	0.281
 3	 6	 4	225.738	0.286
 3	 6	 5	224.577	0.300
 3	 6	 6	223.558	0.277
 3	 6	 7	222.435	0.272
 3	 7	 0	229.743	0.576
 3	 7	 1	228.666	0.597
