ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200
 7	 6	 151.18	   7.26	 151.0	  96	 151.01	  5.02	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   4	   0	   5	   6	   7	   4	   9	   6	  12	  10	   4	  19	  18	   4	  25	  17	  35	  14	  49	 107	 113	  75	  77	  82	  66	  43	  27	  25	  15	   3	  24	  11	  12	  10	   7	  14	   6	   3	   7	   5	   6	   6	   1	   2	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	 151.02	   6.60	 151.0	  73	 150.78	  4.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   1	   2	   4	   2	   2	   8	   7	   8	  14	   9	  15	  19	   4	  24	  23	  33	  20	  64	 111	 102	 105	  75	  78	  70	  28	  17	  26	  12	   1	  27	  16	  17	   3	   6	  12	  11	   0	   4	   7	   3	   1	   2	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 144.55	   6.85	 145.0	  66	 144.58	  4.44	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   2	   2	   1	   1	   1	   2	   3	   4	   4	   1	   3	   0	   6	   1	   8	  10	   5	   8	  16	  10	  25	  21	  24	  61	  84	  31	 144	 101	 146	  44	  61	  44	  19	  18	   8	  12	  10	   7	   5	   7	   5	   0	   5	   3	   6	   0	   3	   2	   4	   0	   1	   2	   1	   1	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 144.80	   7.36	 145.0	  98	 144.88	  4.46	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   5	   2	   3	   5	   6	   1	   5	   7	  12	   4	  14	  10	   5	   4	   7	   8	  19	  15	  21	  49	  77	  28	 121	 126	 154	  55	  62	  36	  14	  17	  11	   7	  12	  10	   4	  10	   6	   1	   9	   7	   4	   2	   2	   3	   2	   2	   4	   4	   1	   1	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 144.80	   7.95	 145.0	 121	 144.84	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   2	   2	   3	   2	   5	   8	   5	   2	   3	   6	  16	   3	  10	  14	  12	   3	  10	   9	  18	  25	  15	  48	  59	  21	 110	 124	 157	  36	  66	  47	  27	  15	   9	  11	   8	   6	   5	  10	   4	   0	  12	   7	  10	   4	   9	   7	   5	   0	   4	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 145.17	   5.09	 145.0	  90	 145.17	  3.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   2	   6	   1	   5	   9	   7	   1	  11	  15	  17	  19	  26	  38	  71	  32	 135	 139	 160	  41	  88	  48	  35	  12	  17	  17	   7	   6	   4	   7	   6	   0	   5	   1	   1	   1	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 145.26	   8.25	 145.0	 113	 145.16	  5.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   4	   3	   4	   7	   4	   4	   2	   8	   6	   7	   3	   7	  19	  12	   6	  18	  15	  20	  19	  19	  47	  49	  27	 108	  99	 113	  54	  70	  47	  25	  21	  14	  14	  15	  12	  11	  15	  11	   0	   9	   6	   7	   4	  11	   5	   1	   1	   5	   2	   4	   0	   0	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 145.27	   8.40	 145.0	  61	 145.37	  6.44	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   3	   0	   2	   1	   4	   2	   0	   3	   7	   7	   1	   3	   4	  12	   9	  10	  12	  12	   8	  10	  18	  23	  22	  19	  51	  50	  28	  99	  89	 113	  43	  54	  58	  39	  25	  13	  16	  16	  11	  11	  21	  12	   1	  10	   7	  10	   2	   4	   7	   3	   2	   3	   3	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 145.48	   8.36	 146.0	  68	 145.47	  6.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   5	   5	   0	   4	   5	   3	   3	   7	   5	   8	   3	  16	  15	   7	  11	  16	  14	  22	  21	  18	  46	  55	  20	 101	  72	 120	  49	  72	  62	  29	  29	  15	  11	  28	   7	   7	  12	   9	   1	  13	   4	  10	   4	   6	   8	   4	   3	   2	   3	   2	   3	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 145.48	   7.59	 146.0	  41	 145.41	  6.42	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   2	   3	   0	   3	   2	   5	   9	   9	   6	   9	  18	  11	   7	  14	  15	  27	  22	  23	  47	  54	  24	 103	  77	 119	  46	  71	  57	  32	  24	  19	  13	  26	  16	   5	  16	   7	   1	  10	   6	  14	   2	   6	   6	   2	   2	   2	   0	   1	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 130.68	   5.31	 130.5	  61	 130.78	  3.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   3	   0	   4	   3	   5	   4	   1	   4	   2	   3	   7	   6	  12	  15	   7	  27	  23	  15	  80	 102	 174	  76	 119	 113	  58	  23	  27	  19	  14	   6	   7	   9	   7	   0	   8	   3	   2	   0	   1	   2	   1	   4	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 130.82	   5.68	 131.0	 145	 131.06	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   4	   1	   2	   3	   6	   5	   9	  14	  10	  11	  15	   8	   4	  19	  24	   6	  75	  76	 176	  90	 139	 102	  62	  14	  20	  19	   9	  12	  10	  10	   8	   0	  10	   4	   5	   1	   6	   2	   3	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 130.88	   6.06	 131.0	 164	 131.18	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   4	   0	   1	   2	   6	   3	   9	   8	  13	   8	   5	  12	  19	  11	   8	  23	  27	  11	  43	  71	 153	  89	 128	 128	  65	  13	  22	  24	   9	  11	   6	  12	  11	   2	  17	   8	   9	   1	   1	   3	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 131.01	   3.85	 131.0	  51	 131.06	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   2	   4	   9	  10	   9	  12	  30	  29	  13	  55	  91	 173	  87	 170	 138	  48	  22	  27	  26	  13	   6	   6	   3	   4	   1	   4	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 131.00	   6.33	 131.0	 175	 131.10	  3.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   4	   4	   2	   3	   6	  11	  13	   4	   9	   7	  26	  15	  20	  19	  30	  19	  46	  65	 153	  69	 127	 116	  43	  15	  28	  20	  23	  17	  10	  15	  14	   2	  16	   2	   5	   2	   8	   2	   4	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 131.15	   6.53	 131.0	  73	 131.32	  4.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   1	   1	   5	   0	   4	   3	   6	  17	  13	   4	   6	  10	  17	  18	  16	  28	  22	   9	  49	  75	 132	  63	 114	 109	  58	  25	  37	  26	  29	  15	  14	  14	   9	   2	  13	  11	   7	   2	   2	   4	   2	   0	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 131.04	   6.49	 131.0	  72	 131.02	  4.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   1	   0	   0	   3	   7	   4	   9	   7	  10	   5	   6	  16	  21	  16	  14	  28	  32	  11	  57	  65	 145	  65	 111	 105	  54	  19	  39	  28	  22	  15	  13	  12	   5	   2	  12	   9	   4	   6	   6	   4	   7	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 131.08	   5.91	 131.0	  47	 130.97	  4.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   3	   1	   4	   9	   7	  10	   9	  18	  25	  13	  12	  35	  36	  22	  49	  67	 132	  56	 111	 109	  59	  24	  57	  23	  21	  12	   8	  13	  17	   0	   8	   9	   8	   3	   1	   1	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	  92.29	   4.06	  92.0	  66	  92.23	  2.79	1000   0	   0	   0	   2	   6	   0	   6	   6	   5	   5	   7	  11	  16	  16	  19	  50	 108	 123	 127	 208	 111	  14	  66	  27	  16	   2	  13	  11	   5	   0	   6	   6	   2	   3	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	  92.26	   4.36	  92.0	  80	  92.04	  3.03	1000   0	   0	   0	   1	   1	   1	   2	   8	  14	   5	  17	  24	  12	  16	  24	  40	 108	 128	 117	 200	 101	  13	  60	  19	  22	   7	  12	  15	   8	   1	   6	   5	   5	   4	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	  92.40	   4.50	  93.0	  90	  92.47	  3.14	1000   0	   0	   0	   1	   4	   1	   4	   2	  18	   4	  17	  22	  16	  16	  24	  40	 107	 116	  93	 210	  85	  22	  71	  31	  21	  10	  10	  16	  10	   7	   9	   6	   3	   0	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	  92.40	   3.00	  92.0	  16	  92.33	  2.71	1000   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   6	   2	  17	  17	  26	  44	 116	 135	 139	 214	 103	  25	  76	  30	  14	  14	   6	   4	   2	   1	   3	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	  92.50	   4.81	  93.0	  13	  92.47	  4.49	1000   0	   0	   1	   0	   3	   2	   3	   8	  11	   6	  18	  20	  28	  20	  23	  40	 115	 103	  96	 169	  93	  22	  69	  29	  22	  12	  25	  20	  11	   4	   9	   2	   9	   1	   2	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	  92.43	   4.92	  93.0	  18	  92.43	  4.49	1000   1	   0	   2	   1	   4	   1	   6	   5	  14	  12	  13	  20	  26	  24	  20	  40	 119	 105	  86	 144	  94	  35	  70	  35	  27	  16	  18	  23	  14	   5	   3	   3	   5	   7	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	  92.75	   4.80	  93.0	   9	  92.72	  4.55	1000   1	   0	   0	   0	   2	   1	   4	  10	  12	   5	   9	  20	  27	  21	  27	  44	 108	  88	  84	 146	 105	  29	  90	  34	  47	   9	  22	  12	   9	   2	  12	   7	   8	   0	   2	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	  92.74	   4.46	  93.0	   5	  92.70	  4.34	1000   0	   0	   0	   0	   0	   1	   2	   2	   7	   4	  17	  28	  20	  27	  33	  38	 102	  97	  86	 159	 119	  23	  71	  37	  37	   9	  23	  22	   9	   5	   9	   3	   6	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 116.73	   4.07	 117.0	  63	 116.82	  2.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   4	   3	   5	   3	   6	   4	   5	  10	   8	   8	  22	  35	 101	  60	 163	 194	 122	  85	  54	  25	  24	  10	   8	   8	   8	   1	   3	   4	   6	   2	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 116.75	   4.26	 117.0	  73	 116.72	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   4	   4	   9	   4	  11	  21	  15	  10	  22	  25	 113	  53	 150	 177	 140	  70	  47	  20	  30	  20	   7	   7	   7	   3	   3	   6	  12	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 116.87	   4.48	 117.0	  83	 116.83	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   0	   5	   5	   6	   8	  12	  23	  18	  18	  19	  30	  77	  52	 128	 204	 128	  75	  48	  40	  23	  13	   6	  15	  12	   4	   7	   8	   5	   1	   2	   0	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 117.19	   2.92	 117.0	 120	 117.04	  1.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   2	   6	  11	   6	  19	  24	  88	  61	 154	 218	 142	  88	  64	  41	  37	  14	   6	   9	   3	   0	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 117.20	   4.68	 117.0	  94	 117.01	  3.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   5	   7	  10	   9	   6	  20	  21	  15	  22	  36	  72	  53	 128	 172	 120	  64	  47	  48	  40	  19	  16	  13	  18	   4	  12	   4	   7	   4	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 117.19	   4.77	 117.0	  91	 117.22	  3.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   4	   0	   5	   7	   9	  10	  11	  19	  18	  14	  23	  37	  76	  46	 107	 179	 111	  79	  51	  40	  43	  29	  12	  25	  12	   1	  10	   7	   8	   3	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
