GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.372	157.720	0.9988	1.054	1.366	158.088	0.9992	0.854	1.607	149.971	0.9999	1.817	1.607	149.949	0.9999	1.584
 0	 1	1.241	153.265	0.9999	0.216	1.246	152.885	1.0000	0.128	1.330	152.414	0.9964	2.059	1.336	152.197	0.9966	2.045
 0	 2	1.184	151.275	0.9971	1.436	1.182	151.466	0.9975	1.332	1.242	151.427	0.9969	2.347	1.237	151.654	0.9971	2.343
 0	 3	1.129	151.065	0.9999	0.222	1.132	150.735	1.0000	0.081	1.157	151.926	0.9972	1.795	1.154	151.947	0.9973	2.009
 0	 4	1.076	152.105	0.9998	0.321	1.063	153.001	0.9998	0.310	1.114	151.596	0.9976	1.685	1.113	151.634	0.9977	1.914
 0	 5	1.054	150.445	0.9998	0.323	1.049	150.838	0.9999	0.273	1.068	151.093	0.9976	1.575	1.078	150.682	0.9976	1.950
 0	 6	1.013	150.790	0.9997	0.384	1.016	150.608	0.9999	0.269	1.011	151.404	0.9980	1.245	1.010	151.409	0.9981	1.011
 0	 7	0.985	150.530	1.0000	0.117	0.986	150.502	0.9999	0.267	0.978	151.146	0.9981	1.314	0.979	150.993	0.9981	1.420
 1	 0	1.397	138.390	0.9998	0.473	1.401	137.991	0.9998	0.493	1.699	128.300	1.0000	1.457	1.699	128.211	1.0000	1.283
 1	 1	1.255	136.160	0.9994	0.663	1.257	135.979	0.9996	0.550	1.438	130.342	0.9959	1.851	1.439	130.223	0.9959	1.787
 1	 2	1.179	135.740	0.9998	0.347	1.173	136.178	0.9997	0.421	1.349	129.511	0.9967	1.231	1.348	129.571	0.9968	1.274
 1	 3	1.152	133.710	0.9999	0.245	1.152	133.644	1.0000	0.104	1.275	129.443	0.9969	0.761	1.277	129.313	0.9969	0.851
 1	 4	1.118	133.540	0.9998	0.319	1.103	134.684	1.0000	0.127	1.232	129.200	0.9972	1.021	1.228	129.325	0.9976	1.024
 1	 5	1.079	133.165	0.9999	0.174	1.079	133.072	0.9999	0.175	1.181	128.854	0.9974	0.955	1.184	128.676	0.9973	1.137
 1	 6	1.063	131.770	0.9997	0.388	1.054	132.558	0.9998	0.346	1.162	127.592	0.9975	0.725	1.162	127.614	0.9975	0.947
 1	 7	1.049	130.505	0.9998	0.297	1.054	130.180	1.0000	0.141	1.113	128.076	0.9978	1.105	1.109	128.160	0.9979	1.111
 2	 0	1.378	170.585	0.9985	1.177	1.378	170.498	0.9988	1.056	1.703	157.924	1.0000	2.419	1.702	157.898	1.0000	2.343
 2	 1	1.268	164.155	0.9993	0.768	1.278	163.404	0.9992	0.817	1.460	157.915	0.9961	1.410	1.465	157.640	0.9960	1.388
 2	 2	1.217	161.125	0.9996	0.536	1.232	160.016	0.9994	0.653	1.357	156.826	0.9967	1.016	1.360	156.663	0.9967	1.208
 2	 3	1.216	156.260	0.9999	0.207	1.220	155.873	1.0000	0.183	1.284	156.279	0.9969	1.554	1.278	156.446	0.9969	1.711
 2	 4	1.170	156.845	0.9996	0.554	1.159	157.651	0.9996	0.502	1.250	155.445	0.9973	1.358	1.248	155.509	0.9976	1.172
 2	 5	1.137	155.435	0.9998	0.329	1.142	155.126	0.9997	0.407	1.190	154.995	0.9975	1.153	1.195	154.803	0.9975	1.219
 2	 6	1.085	156.300	0.9996	0.460	1.083	156.333	0.9996	0.454	1.155	154.327	0.9977	1.091	1.150	154.425	0.9978	1.166
 2	 7	1.054	155.670	0.9992	0.647	1.058	155.366	0.9993	0.646	1.097	154.704	0.9980	1.402	1.097	154.640	0.9980	1.261
 3	 0	1.467	136.320	0.9990	1.018	1.466	136.379	0.9997	0.601	1.816	123.912	1.0000	1.388	1.816	123.871	1.0000	0.904
 3	 1	1.300	133.085	0.9999	0.217	1.285	134.274	1.0000	0.051	1.502	126.537	0.9963	1.875	1.507	126.322	0.9964	1.720
 3	 2	1.227	131.415	0.9990	0.886	1.225	131.605	0.9992	0.791	1.393	125.431	0.9969	1.463	1.385	125.710	0.9969	1.373
 3	 3	1.194	128.935	0.9999	0.306	1.192	129.179	0.9999	0.198	1.314	124.974	0.9969	0.864	1.324	124.562	0.9968	0.881
 3	 4	1.146	129.195	0.9992	0.727	1.138	129.815	0.9993	0.657	1.265	124.498	0.9975	1.118	1.267	124.393	0.9976	1.117
 3	 5	1.122	127.155	0.9999	0.203	1.113	127.799	0.9999	0.279	1.211	123.770	0.9976	1.197	1.215	123.551	0.9975	0.954
 3	 6	1.069	127.830	0.9991	0.712	1.070	127.859	0.9991	0.719	1.175	122.873	0.9977	1.095	1.177	122.860	0.9977	1.227
 3	 7	1.071	124.710	0.9987	0.869	1.065	125.123	0.9989	0.790	1.111	123.416	0.9979	1.685	1.108	123.520	0.9980	1.445
 4	 0	1.390	154.495	0.9973	1.611	1.407	152.926	0.9982	1.336	1.748	140.764	1.0000	2.177	1.754	140.351	1.0000	1.446
 4	 1	1.294	146.090	0.9989	0.963	1.299	145.731	0.9991	0.890	1.476	141.118	0.9961	2.002	1.490	140.535	0.9959	1.902
 4	 2	1.200	146.395	0.9987	0.986	1.194	146.718	0.9999	0.306	1.372	140.364	0.9968	1.645	1.366	140.410	0.9968	1.458
 4	 3	1.175	143.535	0.9992	0.758	1.182	143.011	0.9991	0.771	1.306	139.376	0.9969	1.678	1.315	138.908	0.9968	1.816
 4	 4	1.136	143.340	0.9989	0.836	1.129	143.530	0.9995	0.557	1.271	138.603	0.9973	1.698	1.267	138.551	0.9974	1.914
 4	 5	1.106	141.890	0.9992	0.715	1.076	143.859	0.9987	0.881	1.205	138.463	0.9974	1.259	1.208	138.060	0.9973	1.520
 4	 6	1.065	141.675	0.9986	0.894	1.049	143.113	0.9986	0.892	1.168	137.565	0.9977	1.191	1.171	137.623	0.9978	1.505
 4	 7	1.033	141.295	0.9988	0.795	1.044	140.607	0.9988	0.818	1.099	138.474	0.9979	1.321	1.101	138.412	0.9979	1.212
 5	 0	1.340	166.345	0.9942	2.294	1.352	165.200	0.9971	1.638	1.737	149.995	0.9999	2.992	1.747	149.417	1.0000	2.178
