INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.572	2.994	3.049	2.546
 0	 1	3.291	2.923	3.070	2.726
 0	 2	2.987	2.716	2.847	2.595
 0	 3	3.000	2.822	2.929	2.769
 0	 4	2.995	2.842	2.893	2.715
 0	 5	2.790	2.666	2.753	2.594
 0	 6	3.019	2.934	3.025	2.952
 0	 7	3.311	3.096	3.333	3.118
 1	 0	3.794	3.135	3.120	2.585
 1	 1	3.514	3.277	3.067	2.862
 1	 2	3.318	3.106	2.898	2.703
 1	 3	3.221	3.146	2.910	2.838
 1	 4	3.174	3.172	2.880	2.849
 1	 5	3.189	3.066	2.913	2.794
 1	 6	3.180	3.081	2.911	2.793
 1	 7	3.483	3.351	3.284	3.186
 2	 0	3.958	3.484	3.200	2.820
 2	 1	3.547	3.226	3.081	2.814
 2	 2	3.215	3.114	2.885	2.822
 2	 3	2.882	2.816	2.731	2.687
 2	 4	2.935	2.820	2.747	2.620
 2	 5	2.898	2.682	2.770	2.563
 2	 6	3.244	3.181	3.047	2.995
 2	 7	3.223	3.112	3.094	3.001
 3	 0	3.373	3.238	2.725	2.613
 3	 1	3.068	3.038	2.656	2.590
 3	 2	2.795	2.739	2.462	2.422
 3	 3	2.785	2.748	2.532	2.475
 3	 4	2.862	2.859	2.592	2.570
 3	 5	2.908	2.885	2.696	2.643
 3	 6	2.982	2.919	2.712	2.652
 3	 7	3.154	3.062	3.038	2.944
 4	 0	3.417	3.344	2.717	2.683
 4	 1	2.838	2.775	2.487	2.419
 4	 2	2.673	2.637	2.337	2.305
 4	 3	2.765	2.733	2.487	2.456
 4	 4	2.746	2.729	2.454	2.431
 4	 5	2.918	2.932	2.679	2.612
 4	 6	2.945	2.920	2.686	2.617
 4	 7	3.119	3.042	2.934	2.886
 5	 0	3.259	3.096	2.514	2.397
 5	 1	2.765	2.694	2.396	2.340
 5	 2	2.693	2.636	2.400	2.360
 5	 3	2.657	2.618	2.435	2.373
 5	 4	2.687	2.675	2.425	2.424
 5	 5	2.599	2.553	2.457	2.376
 5	 6	2.813	2.844	2.524	2.513
 5	 7	2.986	2.873	2.808	2.728
 6	 0	3.453	3.228	2.655	2.554
 6	 1	3.063	2.943	2.680	2.617
 6	 2	2.966	2.986	2.602	2.593
 6	 3	2.726	2.645	2.540	2.467
 6	 4	2.848	2.760	2.559	2.532
 6	 5	2.895	2.915	2.736	2.726
 6	 6	2.890	2.880	2.553	2.533
 6	 7	3.177	3.097	3.007	2.966
 7	 0	3.270	3.001	2.523	2.376
 7	 1	2.979	2.852	2.572	2.497
 7	 2	2.954	2.845	2.601	2.526
 7	 3	2.673	2.665	2.485	2.430
 7	 4	2.880	2.837	2.666	2.577
 7	 5	2.969	2.947	2.858	2.809
 7	 6	3.233	3.198	2.955	2.915
 7	 7	3.459	3.326	3.423	3.347
 8	 0	3.770	3.334	2.936	2.672
 8	 1	3.660	3.443	3.178	2.973
 8	 2	3.413	3.276	3.004	2.903
 8	 3	3.149	3.001	2.978	2.775
 8	 4	3.283	3.158	2.969	2.914
 8	 5	3.298	3.229	3.126	3.085
 8	 6	3.438	3.396	3.030	2.980
 8	 7	3.710	3.610	3.568	3.414
 9	 0	3.219	3.078	2.545	2.475
 9	 1	3.230	3.090	2.810	2.695
 9	 2	2.934	2.948	2.630	2.629
 9	 3	2.807	2.795	2.709	2.664
 9	 4	3.011	2.974	2.814	2.811
 9	 5	2.900	2.855	2.849	2.790
 9	 6	3.275	3.140	2.991	2.856
 9	 7	3.406	3.349	3.430	3.391
10	 0	3.175	2.941	2.585	2.438
10	 1	2.884	2.745	2.511	2.419
10	 2	2.896	2.856	2.513	2.498
10	 3	2.911	2.828	2.626	2.511
10	 4	3.042	3.006	2.743	2.708
10	 5	3.187	3.187	2.913	2.895
10	 6	3.277	3.242	2.924	2.893
