INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.511	2.471	2.143	2.107
 0	 1	2.475	2.422	2.182	2.134
 0	 2	2.336	2.303	2.132	2.108
 0	 3	2.222	2.123	2.079	1.991
 0	 4	2.219	2.095	2.154	2.039
 0	 5	2.383	2.340	2.314	2.272
 0	 6	2.465	2.308	2.459	2.304
 0	 7	2.377	2.337	2.433	2.397
 1	 0	2.437	2.397	2.032	2.004
 1	 1	2.560	2.457	2.176	2.100
 1	 2	2.366	2.309	2.111	2.060
 1	 3	2.472	2.392	2.252	2.177
 1	 4	2.353	2.324	2.216	2.189
 1	 5	2.522	2.510	2.375	2.362
 1	 6	2.519	2.507	2.408	2.398
 1	 7	2.597	2.555	2.557	2.519
 2	 0	2.608	2.581	2.123	2.112
 2	 1	2.476	2.353	2.161	2.052
 2	 2	2.469	2.440	2.225	2.203
 2	 3	2.351	2.342	2.155	2.148
 2	 4	2.380	2.325	2.257	2.205
 2	 5	2.428	2.385	2.283	2.246
 2	 6	2.522	2.506	2.370	2.345
 2	 7	2.515	2.491	2.396	2.374
 3	 0	2.420	2.374	2.009	1.971
 3	 1	2.341	2.328	2.009	2.006
 3	 2	2.416	2.375	2.107	2.074
 3	 3	2.419	2.305	2.141	2.037
 3	 4	2.297	2.253	2.083	2.048
 3	 5	2.500	2.464	2.258	2.230
 3	 6	2.475	2.424	2.254	2.205
 3	 7	2.719	2.624	2.523	2.444
 4	 0	2.308	2.288	1.943	1.923
 4	 1	2.350	2.311	2.071	2.041
 4	 2	2.262	2.256	2.065	2.057
 4	 3	2.317	2.300	2.121	2.111
 4	 4	2.402	2.388	2.221	2.212
 4	 5	2.360	2.360	2.188	2.190
 4	 6	2.511	2.498	2.359	2.344
 4	 7	2.519	2.483	2.454	2.419
 5	 0	2.212	2.152	1.855	1.812
 5	 1	2.248	2.202	1.992	1.960
 5	 2	2.121	2.045	1.958	1.883
 5	 3	2.170	2.131	2.049	2.010
 5	 4	2.201	2.087	2.141	2.036
 5	 5	2.204	2.109	2.126	2.035
 5	 6	2.374	2.323	2.335	2.289
 5	 7	2.468	2.368	2.464	2.364
 6	 0	2.512	2.466	2.058	1.996
 6	 1	2.545	2.493	2.166	2.119
 6	 2	2.483	2.391	2.178	2.100
 6	 3	2.385	2.364	2.115	2.107
 6	 4	2.475	2.430	2.220	2.184
 6	 5	2.448	2.393	2.215	2.166
 6	 6	2.611	2.596	2.381	2.371
 6	 7	2.511	2.471	2.302	2.262
 7	 0	2.531	2.447	2.104	2.024
 7	 1	2.484	2.468	2.161	2.152
 7	 2	2.458	2.441	2.163	2.129
 7	 3	2.619	2.569	2.337	2.297
 7	 4	2.640	2.617	2.413	2.392
 7	 5	2.690	2.677	2.439	2.430
 7	 6	2.613	2.583	2.491	2.465
 7	 7	2.604	2.545	2.492	2.436
 8	 0	3.276	3.082	2.616	2.445
 8	 1	2.971	2.930	2.553	2.518
 8	 2	2.869	2.824	2.578	2.551
 8	 3	2.821	2.779	2.564	2.524
 8	 4	3.050	2.955	2.853	2.783
 8	 5	3.176	3.058	2.953	2.839
 8	 6	3.295	3.180	3.178	3.091
 8	 7	3.433	3.303	3.291	3.198
 9	 0	2.844	2.774	2.309	2.249
 9	 1	2.877	2.811	2.373	2.319
 9	 2	2.853	2.849	2.434	2.421
 9	 3	2.794	2.758	2.436	2.403
 9	 4	2.838	2.834	2.527	2.526
 9	 5	3.235	3.203	2.862	2.833
 9	 6	3.230	3.223	2.912	2.915
 9	 7	3.420	3.395	3.111	3.078
10	 0	2.378	2.375	1.979	1.978
10	 1	2.336	2.292	2.084	2.050
10	 2	2.188	2.176	2.063	2.043
10	 3	2.376	2.325	2.245	2.196
10	 4	2.424	2.390	2.340	2.308
10	 5	2.691	2.655	2.590	2.565
10	 6	2.743	2.663	2.752	2.675
10	 7	2.949	2.871	2.923	2.854
11	 0	2.280	2.248	1.897	1.881
11	 1	2.357	2.296	2.025	1.984
11	 2	2.458	2.379	2.127	2.063
11	 3	2.406	2.371	2.107	2.071
11	 4	2.429	2.391	2.238	2.209
11	 5	2.683	2.653	2.423	2.392
11	 6	2.821	2.809	2.625	2.614
11	 7	2.910	2.887	2.737	2.704
12	 0	2.562	2.486	2.075	2.009
12	 1	2.466	2.354	2.145	2.045
12	 2	2.314	2.285	2.088	2.062
12	 3	2.620	2.602	2.312	2.291
12	 4	2.670	2.605	2.435	2.383
12	 5	2.898	2.852	2.619	2.565
12	 6	2.910	2.820	2.693	2.618
12	 7	3.175	3.085	2.963	2.872
13	 0	2.525	2.486	2.055	2.017
13	 1	2.546	2.402	2.203	2.083
13	 2	2.498	2.443	2.223	2.173
13	 3	2.574	2.515	2.334	2.275
13	 4	2.712	2.622	2.539	2.464
13	 5	3.076	2.974	2.894	2.785
13	 6	3.185	3.124	3.058	3.023
13	 7	3.565	3.490	3.403	3.357
14	 0	2.770	2.724	2.264	2.239
14	 1	2.720	2.636	2.291	2.228
14	 2	2.703	2.608	2.306	2.228
14	 3	2.763	2.716	2.371	2.322
14	 4	3.100	3.071	2.667	2.620
14	 5	3.279	3.107	2.928	2.777
14	 6	3.495	3.455	3.157	3.134
14	 7	3.772	3.647	3.436	3.332
15	 0	2.232	2.210	1.934	1.917
15	 1	2.256	2.219	2.042	2.017
15	 2	2.299	2.273	2.132	2.106
15	 3	2.507	2.515	2.339	2.337
15	 4	2.542	2.558	2.436	2.444
15	 5	2.792	2.785	2.649	2.631
15	 6	2.998	3.003	2.992	2.994
15	 7	3.259	3.273	3.212	3.184
16	 0	2.417	2.368	2.007	1.972
16	 1	2.336	2.306	2.076	2.052
16	 2	2.317	2.281	2.114	2.083
16	 3	2.342	2.264	2.134	2.048
16	 4	2.290	2.292	2.134	2.134
16	 5	2.460	2.433	2.272	2.250
16	 6	2.522	2.498	2.353	2.335
16	 7	2.572	2.535	2.471	2.442
17	 0	2.516	2.495	2.114	2.079
17	 1	2.477	2.443	2.199	2.178
17	 2	2.326	2.276	2.086	2.041
17	 3	2.357	2.355	2.160	2.161
17	 4	2.538	2.496	2.334	2.301
17	 5	2.621	2.593	2.456	2.439
17	 6	2.601	2.587	2.450	2.442
17	 7	2.699	2.670	2.583	2.558
18	 0	2.749	2.712	2.221	2.189
18	 1	2.604	2.562	2.284	2.248
18	 2	2.531	2.452	2.318	2.256
18	 3	2.576	2.489	2.372	2.291
18	 4	2.601	2.553	2.472	2.425
18	 5	2.683	2.658	2.536	2.518
18	 6	2.663	2.580	2.551	2.491
18	 7	2.742	2.711	2.687	2.666
19	 0	2.565	2.507	2.128	2.087
19	 1	2.347	2.297	2.088	2.055
19	 2	2.341	2.311	2.163	2.134
19	 3	2.345	2.253	2.185	2.109
19	 4	2.404	2.259	2.269	2.137
19	 5	2.429	2.375	2.270	2.221
19	 6	2.546	2.411	2.419	2.293
19	 7	2.625	2.552	2.528	2.454
20	 0	2.873	2.727	2.329	2.228
20	 1	2.482	2.491	2.185	2.192
20	 2	2.598	2.526	2.372	2.303
20	 3	2.543	2.518	2.324	2.298
20	 4	2.596	2.538	2.388	2.354
20	 5	2.617	2.528	2.371	2.294
20	 6	2.524	2.513	2.303	2.295
20	 7	2.658	2.644	2.501	2.499
21	 0	2.379	2.318	1.997	1.947
21	 1	2.291	2.250	2.006	1.968
21	 2	2.378	2.296	2.099	2.021
21	 3	2.408	2.281	2.172	2.061
21	 4	2.505	2.474	2.301	2.280
21	 5	2.482	2.282	2.273	2.097
21	 6	2.585	2.391	2.428	2.250
21	 7	2.622	2.515	2.487	2.386
22	 0	3.018	2.827	2.400	2.235
22	 1	2.807	2.699	2.405	2.318
22	 2	2.677	2.642	2.390	2.354
22	 3	2.550	2.463	2.315	2.238
22	 4	2.580	2.513	2.391	2.326
22	 5	2.628	2.529	2.422	2.334
22	 6	2.678	2.579	2.502	2.397
22	 7	2.664	2.515	2.539	2.390
23	 0	2.767	2.658	2.253	2.161
23	 1	2.583	2.560	2.284	2.265
23	 2	2.487	2.385	2.281	2.189
23	 3	2.448	2.353	2.255	2.164
23	 4	2.418	2.336	2.270	2.198
23	 5	2.542	2.521	2.437	2.419
23	 6	2.491	2.394	2.430	2.342
23	 7	2.580	2.472	2.594	2.485
24	 0	2.547	2.376	2.080	1.930
24	 1	2.506	2.418	2.180	2.106
24	 2	2.498	2.411	2.239	2.158
24	 3	2.377	2.332	2.201	2.163
24	 4	2.446	2.389	2.351	2.306
24	 5	2.543	2.441	2.431	2.340
24	 6	2.371	2.329	2.370	2.330
24	 7	2.622	2.533	2.602	2.526
25	 0	2.491	2.450	2.050	2.012
25	 1	2.559	2.526	2.251	2.208
25	 2	2.368	2.337	2.145	2.121
25	 3	2.364	2.322	2.188	2.149
25	 4	2.463	2.394	2.296	2.244
25	 5	2.615	2.616	2.436	2.432
25	 6	2.578	2.574	2.418	2.408
25	 7	2.625	2.585	2.511	2.475
26	 0	2.372	2.284	1.992	1.919
26	 1	2.371	2.327	2.062	2.020
26	 2	2.319	2.278	2.077	2.050
26	 3	2.444	2.354	2.207	2.129
26	 4	2.415	2.356	2.237	2.187
26	 5	2.364	2.305	2.284	2.240
26	 6	2.446	2.407	2.339	2.303
26	 7	2.504	2.437	2.468	2.406
27	 0	2.264	2.232	1.881	1.859
27	 1	2.258	2.199	1.991	1.938
