ch	pt	m	q
17	 7	1.4217	-54.7182
18	 0	1.1092	-33.0020
18	 1	1.1075	-32.7086
18	 2	1.1126	-33.3462
18	 3	1.0838	-28.9935
18	 4	1.1376	-37.1907
18	 5	1.1658	-41.3778
18	 6	1.1656	-41.3036
18	 7	1.1185	-34.4151
19	 0	0.8910	28.2491
19	 1	0.9087	26.0242
19	 2	0.9328	23.0643
19	 3	0.9665	19.2998
19	 4	0.9787	17.6432
19	 5	0.9820	17.4886
19	 6	1.0003	15.2448
19	 7	0.9452	21.6922
20	 0	0.7856	47.4308
20	 1	0.7911	46.7870
20	 2	0.8165	43.9083
20	 3	0.8538	39.7564
20	 4	0.8641	38.9243
20	 5	0.8525	40.1977
20	 6	0.8783	37.2604
20	 7	0.8354	41.9951
21	 0	0.8073	22.6758
21	 1	0.7823	26.1611
21	 2	0.7895	25.0583
21	 3	0.8341	19.0072
21	 4	0.8408	18.0195
21	 5	0.8384	18.4886
21	 6	0.8443	17.7271
21	 7	0.8262	19.9075
22	 0	0.6757	26.6415
22	 1	0.6456	31.3995
22	 2	0.6412	32.0681
22	 3	0.6985	23.1441
22	 4	0.6950	23.4284
22	 5	0.6762	26.5607
22	 6	0.6850	25.1741
22	 7	0.6585	29.2625
23	 0	0.5616	84.6479
23	 1	0.5627	84.6151
23	 2	0.5702	83.5859
23	 3	0.6222	78.9630
23	 4	0.6371	77.7124
23	 5	0.6150	79.8841
23	 6	0.6428	77.1636
23	 7	0.6183	79.7569
24	 0	0.6149	63.5182
24	 1	0.5838	66.9206
24	 2	0.5872	66.4459
24	 3	0.6283	61.3600
24	 4	0.6436	60.0000
24	 5	0.6297	61.8516
24	 6	0.6442	60.0717
24	 7	0.6260	62.1014
25	 0	0.7257	47.9057
25	 1	0.7077	49.9090
25	 2	0.7080	49.5663
25	 3	0.7474	45.0761
25	 4	0.7650	43.0958
25	 5	0.7594	43.8530
25	 6	0.7752	42.0620
25	 7	0.7405	46.1220
26	 0	0.8356	15.3872
26	 1	0.8304	16.2565
26	 2	0.8412	14.3504
26	 3	0.8641	11.7125
26	 4	0.8959	6.8484
26	 5	0.9002	6.3509
26	 6	0.9221	3.3962
26	 7	0.9058	5.7217
27	 0	0.9972	16.9104
27	 1	1.0078	15.7811
27	 2	1.0155	14.9641
27	 3	1.0420	11.7620
27	 4	1.0733	8.0807
27	 5	1.0668	8.7581
27	 6	1.0977	5.3751
27	 7	1.0440	11.4936
28	 0	1.2380	-40.5134
28	 1	1.2768	-46.0043
28	 2	1.3167	-51.3120
28	 3	1.2848	-47.0057
28	 4	1.3491	-56.3382
28	 5	1.3610	-58.0127
28	 6	1.3832	-61.0447
28	 7	1.3057	-50.1157
29	 0	1.5406	-167.8240
29	 1	1.5713	-174.0826
29	 2	1.6190	-183.0338
29	 3	1.5888	-176.6102
29	 4	1.6516	-189.4740
29	 5	1.6488	-188.6289
29	 6	1.7015	-198.6515
29	 7	1.5268	-164.5359
30	 0	1.8005	-147.7056
30	 1	1.8724	-158.9447
30	 2	1.9894	-176.6737
30	 3	2.0794	-190.3660
30	 4	2.0383	-184.5611
30	 5	1.9172	-165.4908
30	 6	2.1028	-194.4506
30	 7	1.6544	-124.4086
31	 0	1.8283	-162.0633
31	 1	1.9398	-180.2078
31	 2	2.0367	-195.3319
31	 3	2.1293	-210.0377
31	 4	2.1272	-210.0034
31	 5	2.0182	-191.3419
31	 6	2.1490	-213.1184
31	 7	1.7452	-148.2933
