ch	pt	m	q
18	 7	1.0468	-2.4268
19	 0	0.6563	56.3116
19	 1	0.7682	42.6088
19	 2	0.7933	39.6294
19	 3	0.8251	35.6954
19	 4	0.8475	32.9541
19	 5	0.8634	30.9001
19	 6	0.8433	33.4838
19	 7	0.8556	31.8873
20	 0	0.5433	40.2814
20	 1	0.6405	22.9462
20	 2	0.6899	14.1134
20	 3	0.7155	9.5652
20	 4	0.7222	8.4560
20	 5	0.7172	9.3065
20	 6	0.7153	9.6421
20	 7	0.7237	8.0795
21	 0	0.6245	53.8217
21	 1	0.7326	39.4695
21	 2	0.7523	36.8048
21	 3	0.7512	36.8930
21	 4	0.7661	34.8857
21	 5	0.7750	33.7394
21	 6	0.7709	34.4117
21	 7	0.7655	34.9942
22	 0	0.5670	45.6681
22	 1	0.6047	39.5695
22	 2	0.6178	37.4433
22	 3	0.6293	35.5698
22	 4	0.6369	34.4089
22	 5	0.6420	33.6329
22	 6	0.6445	33.2200
22	 7	0.6254	36.2904
23	 0	0.4708	59.1159
23	 1	0.4996	54.3027
23	 2	0.4924	55.4460
23	 3	0.5072	52.9100
23	 4	0.5183	51.1925
23	 5	0.5149	51.6197
23	 6	0.5125	51.9987
23	 7	0.5030	53.9180
24	 0	0.5505	61.8920
24	 1	0.6041	54.6320
24	 2	0.6202	52.3221
24	 3	0.6298	51.2215
24	 4	0.6246	51.7516
24	 5	0.6366	50.2300
24	 6	0.6313	51.0064
24	 7	0.6169	52.9468
25	 0	0.5783	64.3248
25	 1	0.6599	54.0538
25	 2	0.6813	51.3586
25	 3	0.6913	50.1623
25	 4	0.7061	48.2353
25	 5	0.7221	46.2755
25	 6	0.6940	49.8731
25	 7	0.6873	50.6506
26	 0	0.7189	36.9779
26	 1	0.8098	24.3322
26	 2	0.8586	17.4221
26	 3	0.8843	13.9865
26	 4	0.9031	11.2503
26	 5	0.9091	10.5408
26	 6	0.9246	8.2056
26	 7	0.9085	10.3699
27	 0	0.6989	31.7971
27	 1	0.8260	12.6328
27	 2	0.8668	6.7520
27	 3	0.8916	2.8724
27	 4	0.9228	-1.6961
27	 5	0.9323	-3.3055
27	 6	0.9397	-4.1573
27	 7	0.9261	-2.3186
28	 0	0.7047	53.4290
28	 1	0.8977	30.5342
28	 2	0.9831	20.5669
28	 3	1.0100	17.2825
28	 4	1.0506	12.6360
28	 5	1.0952	7.2852
28	 6	1.0798	9.3253
28	 7	1.0684	10.4936
29	 0	0.7280	42.2250
29	 1	0.9667	11.2895
29	 2	1.0662	-1.4902
29	 3	1.1473	-12.1553
29	 4	1.2350	-23.5478
29	 5	1.2529	-25.9365
29	 6	1.2543	-26.3262
29	 7	1.2207	-21.8219
30	 0	0.6765	35.8992
30	 1	0.9456	-4.3914
30	 2	1.0249	-16.4149
30	 3	1.1165	-29.7981
30	 4	1.3125	-59.0897
30	 5	1.3012	-57.2511
30	 6	1.2967	-56.7522
30	 7	1.2390	-48.0442
31	 0	0.6412	53.2088
31	 1	0.9007	19.2130
31	 2	1.0390	1.1848
31	 3	1.1500	-13.2875
31	 4	1.2387	-25.0464
31	 5	1.2432	-25.4709
31	 6	1.2292	-23.5616
31	 7	1.2509	-26.4927
