ch	pt	m	q
 0	 0	0.8084	20.2881
 0	 1	1.0744	-18.1578
 0	 2	1.2686	-46.1665
 0	 3	1.3812	-62.2664
 0	 4	1.4849	-77.2398
 0	 5	1.5183	-82.0300
 0	 6	1.4846	-77.3675
 0	 7	1.4793	-76.5623
 1	 0	0.6523	18.4464
 1	 1	0.9082	-27.9891
 1	 2	1.1079	-64.1769
 1	 3	1.1614	-73.8218
 1	 4	1.2882	-96.7009
 1	 5	1.3180	-102.3167
 1	 6	1.2439	-88.7096
 1	 7	1.2798	-95.0191
 2	 0	0.6660	25.4955
 2	 1	0.9058	-14.6186
 2	 2	0.9774	-26.7146
 2	 3	1.0886	-45.0312
 2	 4	1.1809	-60.8016
 2	 5	1.1728	-59.5230
 2	 6	1.0846	-44.4494
 2	 7	1.1133	-49.6206
 3	 0	0.7326	53.1101
 3	 1	0.8980	34.2255
 3	 2	0.9734	25.4912
 3	 3	1.0191	20.3940
 3	 4	1.0687	14.5397
 3	 5	1.0596	15.7594
 3	 6	1.0507	16.7401
 3	 7	1.1018	10.7333
 4	 0	0.7462	70.3244
 4	 1	0.9234	54.5337
 4	 2	0.9347	53.4046
 4	 3	0.9513	51.9198
 4	 4	0.9947	47.9673
 4	 5	0.9946	48.1246
 4	 6	0.9674	50.3980
 4	 7	0.9986	47.5580
 5	 0	0.6067	61.1943
 5	 1	0.6784	52.4313
 5	 2	0.7174	47.4796
 5	 3	0.7411	44.4868
 5	 4	0.7616	41.9654
 5	 5	0.7698	40.9970
 5	 6	0.7602	42.1143
 5	 7	0.7464	43.8627
 6	 0	0.5247	47.7685
 6	 1	0.5658	40.5645
 6	 2	0.5961	35.5909
 6	 3	0.5997	35.0279
 6	 4	0.6140	32.5182
 6	 5	0.6176	31.8470
 6	 6	0.6176	31.9035
 6	 7	0.6147	32.3812
 7	 0	0.5038	87.1877
 7	 1	0.5324	84.3259
 7	 2	0.5463	82.9734
 7	 3	0.5524	82.3753
 7	 4	0.5644	81.2107
 7	 5	0.5556	82.1432
 7	 6	0.5546	82.1796
 7	 7	0.5477	82.8409
 8	 0	0.4059	80.2190
 8	 1	0.4308	76.6922
 8	 2	0.4283	76.9264
 8	 3	0.4332	76.3306
 8	 4	0.4478	74.2675
 8	 5	0.4353	76.0919
 8	 6	0.4393	75.4512
 8	 7	0.4355	76.0556
 9	 0	0.4967	72.5039
 9	 1	0.5206	69.4770
 9	 2	0.5361	67.2369
 9	 3	0.5529	65.1472
 9	 4	0.5574	64.6635
 9	 5	0.5474	65.8961
 9	 6	0.5498	65.5664
 9	 7	0.5474	65.9128
10	 0	0.5696	66.5439
10	 1	0.6249	59.6418
10	 2	0.6459	56.9604
10	 3	0.6631	54.9546
10	 4	0.6808	52.7241
10	 5	0.6679	54.2499
10	 6	0.6672	54.3837
10	 7	0.6614	55.1206
11	 0	0.5905	68.6321
11	 1	0.6628	60.2814
11	 2	0.6861	57.5148
11	 3	0.7069	54.9673
11	 4	0.7137	54.3127
11	 5	0.6969	56.1171
11	 6	0.7041	55.2156
11	 7	0.6943	56.4729
12	 0	0.6593	47.6116
12	 1	0.7538	34.8104
12	 2	0.7882	30.0351
12	 3	0.7770	31.4858
12	 4	0.8043	27.7469
12	 5	0.7882	30.0472
12	 6	0.7811	30.9826
12	 7	0.7692	32.5874
13	 0	0.6824	55.5604
13	 1	0.8258	38.3599
13	 2	0.8505	35.4164
13	 3	0.8725	32.8749
13	 4	0.8737	32.6997
13	 5	0.8305	37.7533
13	 6	0.8203	38.9201
13	 7	0.7840	43.3529
14	 0	0.7378	42.0309
14	 1	0.9234	18.0647
14	 2	0.9734	11.6320
14	 3	0.9415	15.5677
14	 4	0.9821	10.5397
14	 5	0.9173	18.7704
14	 6	0.8433	28.4213
14	 7	0.8169	31.8125
15	 0	0.7122	46.6310
15	 1	0.8888	24.3456
15	 2	0.9194	20.3797
15	 3	0.9212	20.1649
15	 4	0.9430	17.3077
15	 5	0.9088	21.8998
15	 6	0.8330	31.4126
15	 7	0.7821	37.9322
16	 0	0.6013	25.5131
16	 1	0.8339	-17.5512
16	 2	0.9897	-46.5380
16	 3	1.0231	-52.5751
16	 4	1.0845	-64.0897
16	 5	1.0961	-66.0630
16	 6	1.1092	-68.3961
16	 7	1.1277	-72.0434
17	 0	0.6786	60.5020
17	 1	0.8985	35.6531
17	 2	0.9995	24.2181
17	 3	1.0916	13.8829
17	 4	1.1339	9.0326
17	 5	1.1548	6.4590
17	 6	1.1287	9.5594
17	 7	1.0938	13.4166
18	 0	0.7218	40.9505
18	 1	0.9049	16.5631
18	 2	0.9346	12.7772
18	 3	1.0257	0.6122
18	 4	1.0471	-2.2342
18	 5	1.0755	-6.0336
18	 6	1.0135	2.0855
