INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.588	3.285	2.888	2.673
 0	 1	3.469	3.326	2.977	2.851
 0	 2	3.277	3.187	2.830	2.745
 0	 3	3.294	3.225	2.929	2.872
 0	 4	3.119	2.981	2.796	2.682
 0	 5	3.011	2.988	2.749	2.692
 0	 6	3.616	3.544	3.276	3.213
 0	 7	3.443	3.397	3.161	3.115
 1	 0	3.574	3.409	2.923	2.817
 1	 1	3.283	3.180	2.912	2.821
 1	 2	3.173	3.158	2.800	2.807
 1	 3	3.237	3.213	2.914	2.876
 1	 4	3.177	3.099	2.858	2.822
 1	 5	3.215	3.176	2.879	2.798
 1	 6	3.278	3.251	2.979	2.967
 1	 7	3.489	3.354	3.166	3.061
 2	 0	3.700	3.549	2.950	2.877
 2	 1	3.609	3.512	3.034	2.957
 2	 2	3.166	3.054	2.771	2.723
 2	 3	3.043	2.966	2.703	2.642
 2	 4	2.986	2.898	2.674	2.567
 2	 5	3.036	3.022	2.804	2.763
 2	 6	3.305	3.262	2.995	2.946
 2	 7	3.247	3.242	2.969	2.946
 3	 0	3.873	3.562	3.044	2.892
 3	 1	3.799	3.647	3.297	3.148
 3	 2	3.635	3.288	3.162	2.964
 3	 3	3.281	3.150	2.943	2.869
 3	 4	3.247	3.210	2.893	2.837
 3	 5	3.035	3.049	2.784	2.756
 3	 6	3.156	3.113	2.854	2.806
 3	 7	3.168	3.149	2.925	2.906
 4	 0	3.525	3.257	2.797	2.700
 4	 1	3.570	3.419	3.093	2.988
 4	 2	3.664	3.172	3.171	2.880
 4	 3	3.308	3.203	2.968	2.870
