INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	5.315	4.611	4.656	4.057
 0	 1	5.049	4.851	4.682	4.508
 0	 2	4.369	4.249	3.985	3.874
 0	 3	4.051	3.887	3.827	3.668
 0	 4	5.460	5.311	5.062	4.923
 0	 5	5.496	5.397	5.237	5.132
 0	 6	4.877	4.698	4.729	4.551
 0	 7	5.538	5.418	5.332	5.221
 1	 0	6.199	5.271	5.095	4.297
 1	 1	4.741	4.535	4.132	3.917
 1	 2	4.983	4.756	4.392	4.183
 1	 3	4.875	4.671	4.380	4.194
 1	 4	6.157	5.871	5.538	5.272
 1	 5	5.955	5.848	5.456	5.361
 1	 6	6.347	5.968	5.772	5.435
 1	 7	6.261	6.128	5.851	5.724
 2	 0	5.445	4.844	4.383	3.876
 2	 1	5.339	5.156	4.552	4.386
 2	 2	4.792	4.688	4.165	4.078
 2	 3	4.348	4.278	3.721	3.657
 2	 4	5.265	5.187	4.462	4.385
 2	 5	5.197	5.117	4.468	4.392
 2	 6	5.324	5.016	4.546	4.273
 2	 7	5.491	5.411	4.807	4.736
 3	 0	4.434	4.159	3.623	3.394
 3	 1	3.828	3.700	3.383	3.274
 3	 2	3.477	3.433	3.163	3.135
 3	 3	3.479	3.409	3.151	3.106
 3	 4	3.704	3.597	3.321	3.242
 3	 5	3.793	3.769	3.458	3.407
 3	 6	4.320	4.214	3.877	3.786
 3	 7	4.683	4.665	4.279	4.246
 4	 0	3.558	3.505	2.867	2.804
 4	 1	3.101	3.043	2.723	2.680
 4	 2	3.283	3.147	2.934	2.817
 4	 3	2.990	2.921	2.681	2.622
 4	 4	3.138	3.084	2.817	2.781
 4	 5	3.412	3.404	3.142	3.097
 4	 6	3.225	3.190	2.937	2.901
 4	 7	3.507	3.523	3.270	3.265
 5	 0	3.670	3.583	2.976	2.896
 5	 1	3.161	3.116	2.719	2.692
 5	 2	3.513	3.441	3.039	2.974
 5	 3	3.272	3.180	2.786	2.741
 5	 4	3.482	3.465	2.969	2.982
 5	 5	3.626	3.480	3.187	3.054
 5	 6	4.015	3.928	3.462	3.411
 5	 7	3.987	3.774	3.472	3.283
 6	 0	3.906	3.842	3.244	3.146
 6	 1	3.255	3.231	2.855	2.868
 6	 2	3.353	3.289	3.078	3.023
 6	 3	3.494	3.407	3.064	3.012
 6	 4	3.447	3.383	3.058	3.025
 6	 5	3.812	3.644	3.451	3.275
 6	 6	3.753	3.661	3.345	3.265
 6	 7	4.141	4.007	3.873	3.756
 7	 0	3.982	3.916	3.214	3.105
 7	 1	4.035	3.994	3.444	3.394
 7	 2	4.030	3.823	3.547	3.384
 7	 3	3.925	3.847	3.368	3.307
 7	 4	4.041	3.921	3.411	3.353
 7	 5	4.507	4.332	3.962	3.700
 7	 6	4.261	4.248	3.711	3.701
 7	 7	4.622	4.356	4.190	3.934
 8	 0	4.656	4.537	3.772	3.623
 8	 1	4.560	4.557	4.108	4.028
 8	 2	4.384	4.117	3.997	3.729
 8	 3	4.277	4.018	3.713	3.533
 8	 4	4.604	4.532	3.962	3.975
 8	 5	4.521	4.145	4.130	3.746
 8	 6	4.751	4.624	4.166	4.143
 8	 7	4.746	4.359	4.462	4.087
 9	 0	4.039	4.007	3.206	3.119
 9	 1	3.747	3.744	3.211	3.176
 9	 2	3.651	3.510	3.210	3.081
 9	 3	3.634	3.504	3.100	3.037
 9	 4	3.986	3.929	3.296	3.281
 9	 5	3.925	3.714	3.513	3.290
 9	 6	4.172	4.097	3.552	3.485
 9	 7	4.421	4.221	3.980	3.781
10	 0	3.790	3.807	3.101	3.074
10	 1	3.647	3.549	3.241	3.184
10	 2	3.512	3.316	3.217	3.044
10	 3	3.457	3.369	3.108	3.050
10	 4	3.787	3.696	3.373	3.359
10	 5	4.049	3.839	3.738	3.534
10	 6	3.843	3.686	3.487	3.386
10	 7	4.214	4.112	3.946	3.833
11	 0	3.429	3.334	2.788	2.693
11	 1	3.305	3.303	2.971	2.956
