ch	pt	m	q
 0	 0	0.1830	119.8273
 0	 1	0.1607	122.7274
 0	 2	0.1418	125.1430
 0	 3	0.1516	123.9673
 0	 4	0.1653	122.2111
 0	 5	0.1581	123.1034
 0	 6	0.1692	121.7708
 0	 7	0.1736	121.1199
 1	 0	0.1609	120.4582
 1	 1	0.1350	124.1885
 1	 2	0.1745	118.7182
 1	 3	0.1375	123.9134
 1	 4	0.1764	118.5024
 1	 5	0.1344	124.3178
 1	 6	0.1749	118.7036
 1	 7	0.1700	119.3167
 2	 0	0.1873	113.4483
 2	 1	0.1489	119.6264
 2	 2	0.1319	122.3331
 2	 3	0.1312	122.4640
 2	 4	0.1559	118.5659
 2	 5	0.1370	121.5280
 2	 6	0.1285	122.9099
 2	 7	0.1532	118.9769
 3	 0	0.1981	114.3012
 3	 1	0.1671	118.8833
 3	 2	0.1425	122.4719
 3	 3	0.1658	119.0745
 3	 4	0.1590	120.0487
 3	 5	0.1531	120.9297
 3	 6	0.1769	117.4814
 3	 7	0.1385	122.9875
 4	 0	0.2370	111.2214
 4	 1	0.1823	118.6741
 4	 2	0.1599	121.6635
 4	 3	0.1828	118.6247
 4	 4	0.1633	121.2313
 4	 5	0.1563	122.1611
 4	 6	0.1372	124.7572
 4	 7	0.1555	122.2123
 5	 0	0.2265	105.6245
 5	 1	0.1806	113.2580
 5	 2	0.1502	118.3009
 5	 3	0.1479	118.7191
 5	 4	0.1393	120.1016
 5	 5	0.1318	121.3539
 5	 6	0.1309	121.5451
 5	 7	0.1638	116.0542
 6	 0	0.2650	103.9933
 6	 1	0.1978	113.9899
 6	 2	0.1711	117.9617
 6	 3	0.1548	120.3667
 6	 4	0.1388	122.6877
 6	 5	0.1311	123.8124
 6	 6	0.1493	121.1789
 6	 7	0.1473	121.4037
 7	 0	0.2415	103.8607
 7	 1	0.1993	110.7718
 7	 2	0.1702	115.5459
 7	 3	0.1717	115.3082
 7	 4	0.1785	114.1808
 7	 5	0.1676	115.9458
 7	 6	0.1840	113.3498
 7	 7	0.1651	116.3015
 8	 0	0.2482	110.0545
 8	 1	0.2139	114.6669
 8	 2	0.1894	117.9661
 8	 3	0.2039	116.0599
 8	 4	0.1990	116.6821
 8	 5	0.2051	115.9123
 8	 6	0.2212	113.7704
 8	 7	0.2138	114.7055
 9	 0	0.2372	112.0887
 9	 1	0.1875	118.6281
 9	 2	0.1670	121.3393
 9	 3	0.1841	119.1039
 9	 4	0.1807	119.5501
 9	 5	0.1902	118.2912
 9	 6	0.2029	116.6745
 9	 7	0.2077	115.9448
10	 0	0.2671	105.8957
10	 1	0.2057	114.4664
10	 2	0.1710	119.3463
10	 3	0.2023	115.0066
10	 4	0.2011	115.1594
10	 5	0.2133	113.4580
10	 6	0.2191	112.6896
10	 7	0.2294	111.1836
11	 0	0.2284	110.2338
11	 1	0.1928	115.4075
11	 2	0.1618	119.8825
11	 3	0.1833	116.8453
11	 4	0.1801	117.2866
11	 5	0.1982	114.6554
11	 6	0.2242	110.9520
11	 7	0.2180	111.7907
12	 0	0.1996	117.8365
12	 1	0.1672	121.9988
12	 2	0.1329	126.3460
12	 3	0.1561	123.4724
12	 4	0.1747	121.0775
12	 5	0.1825	120.0505
12	 6	0.1792	120.5335
12	 7	0.1869	119.5415
13	 0	0.2006	116.1657
13	 1	0.1703	120.3079
13	 2	0.1593	121.8168
13	 3	0.1795	119.1503
13	 4	0.1908	117.6393
13	 5	0.1943	117.1238
13	 6	0.2181	113.9955
13	 7	0.2003	116.3086
14	 0	0.2089	118.2621
14	 1	0.1764	122.1580
14	 2	0.1461	125.7778
14	 3	0.1826	121.4858
14	 4	0.1694	123.0516
14	 5	0.1852	121.1503
14	 6	0.2025	119.1239
14	 7	0.1971	119.6859
15	 0	0.2004	112.8923
15	 1	0.1871	114.9614
15	 2	0.1493	120.6688
15	 3	0.1653	118.2483
15	 4	0.1736	117.0028
15	 5	0.1860	115.1253
15	 6	0.1898	114.5675
15	 7	0.1908	114.3620
16	 0	0.1551	126.8777
16	 1	0.1539	127.1344
16	 2	0.1629	126.2604
16	 3	0.1549	127.0744
16	 4	0.1883	123.6367
16	 5	0.1710	125.4236
16	 6	0.1943	123.0372
16	 7	0.2033	122.0280
17	 0	0.1896	108.7929
17	 1	0.1723	111.9874
17	 2	0.1506	115.9838
17	 3	0.1653	113.3152
17	 4	0.1785	110.9256
17	 5	0.1844	109.8468
17	 6	0.1637	113.6272
17	 7	0.1784	110.8823
18	 0	0.2052	112.9663
18	 1	0.2019	113.5799
18	 2	0.1787	116.9912
18	 3	0.1841	116.2144
18	 4	0.1905	115.2969
18	 5	0.1970	114.3338
18	 6	0.1878	115.7236
18	 7	0.1931	114.8449
19	 0	0.2406	108.2088
19	 1	0.2039	113.6909
19	 2	0.1666	119.0711
19	 3	0.1864	116.2172
19	 4	0.1621	119.7440
19	 5	0.1481	121.7215
19	 6	0.1959	114.9205
19	 7	0.2019	113.9533
20	 0	0.2453	103.1758
20	 1	0.2037	110.0089
20	 2	0.1642	116.4395
20	 3	0.1763	114.5234
20	 4	0.1920	111.9512
20	 5	0.1653	116.2558
20	 6	0.2107	108.9317
20	 7	0.1930	111.7565
21	 0	0.2491	110.1954
21	 1	0.2201	114.0715
21	 2	0.1803	119.3559
21	 3	0.1898	118.1486
21	 4	0.1995	116.8326
21	 5	0.1830	118.9898
21	 6	0.2119	115.2495
21	 7	0.2093	115.4965
22	 0	0.2740	105.2654
22	 1	0.2210	112.6446
22	 2	0.1989	115.6893
22	 3	0.1940	116.3873
22	 4	0.1962	116.0623
22	 5	0.1975	115.9064
22	 6	0.2164	113.3691
22	 7	0.2187	112.9704
23	 0	0.2415	100.9094
23	 1	0.2000	108.2415
23	 2	0.1939	109.3628
23	 3	0.1878	110.4506
23	 4	0.1712	113.2733
23	 5	0.1722	113.1148
23	 6	0.1763	112.4428
23	 7	0.1953	109.0591
24	 0	0.2527	107.4565
24	 1	0.2038	114.3707
24	 2	0.1838	117.2473
24	 3	0.1715	118.9962
24	 4	0.1738	118.6560
24	 5	0.1771	118.1658
24	 6	0.1734	118.7842
24	 7	0.1805	117.7138
25	 0	0.2562	111.9183
25	 1	0.2011	118.6588
25	 2	0.1818	121.0700
25	 3	0.1771	121.6693
25	 4	0.1734	122.0614
25	 5	0.1809	121.1805
25	 6	0.1842	120.8182
25	 7	0.2076	117.8683
26	 0	0.2291	107.1119
26	 1	0.1930	112.8618
26	 2	0.1631	117.5661
26	 3	0.1653	117.2612
26	 4	0.1768	115.4622
26	 5	0.1713	116.3005
26	 6	0.1886	113.6389
26	 7	0.1862	113.9613
27	 0	0.2221	106.3873
27	 1	0.1761	114.0634
27	 2	0.1678	115.4441
27	 3	0.1758	114.2198
27	 4	0.1550	117.6017
27	 5	0.1766	114.0434
27	 6	0.1477	118.8241
27	 7	0.1673	115.5097
28	 0	0.1586	117.7372
28	 1	0.1649	116.8385
28	 2	0.1444	120.1409
28	 3	0.1363	121.4560
28	 4	0.1523	118.8856
28	 5	0.1284	122.6679
28	 6	0.1595	117.7697
28	 7	0.1627	117.1706
29	 0	0.1598	117.3550
29	 1	0.1708	115.6802
29	 2	0.1507	118.9217
29	 3	0.1348	121.5210
29	 4	0.1602	117.4556
29	 5	0.1380	120.9685
29	 6	0.1532	118.5751
29	 7	0.1683	116.0982
30	 0	0.1314	127.8656
30	 1	0.1605	124.6503
30	 2	0.1596	124.8032
30	 3	0.1332	127.8633
30	 4	0.1704	123.5816
30	 5	0.1620	124.5268
30	 6	0.1736	123.2500
30	 7	0.1730	123.2251
31	 0	0.1491	121.7838
31	 1	0.1364	123.6929
31	 2	0.1261	125.1909
31	 3	0.1539	121.3112
31	 4	0.1366	123.7142
31	 5	0.1481	122.0823
31	 6	0.1491	122.0056
31	 7	0.1557	120.9711
