ch	pt	m	q
 0	 0	0.1693	103.1729
 0	 1	0.1955	98.9490
 0	 2	0.2125	96.1691
 0	 3	0.1942	99.2124
 0	 4	0.1934	99.3189
 0	 5	0.1952	99.0454
 0	 6	0.2412	91.5233
 0	 7	0.2657	87.4649
 1	 0	0.1963	104.8029
 1	 1	0.1810	106.9052
 1	 2	0.1498	111.1197
 1	 3	0.2076	103.4775
 1	 4	0.1947	105.1274
 1	 5	0.1865	106.2193
 1	 6	0.1995	104.5052
 1	 7	0.2034	103.9365
 2	 0	0.1719	104.8706
 2	 1	0.1617	106.4660
 2	 2	0.1847	103.0449
 2	 3	0.1669	105.7379
 2	 4	0.2018	100.4371
 2	 5	0.1780	104.0132
 2	 6	0.1772	104.1953
 2	 7	0.2132	98.7147
 3	 0	0.1811	108.3379
 3	 1	0.1512	112.1476
 3	 2	0.1977	106.4560
 3	 3	0.1678	110.1811
 3	 4	0.1715	109.6834
 3	 5	0.1830	108.2406
 3	 6	0.1862	107.8846
 3	 7	0.1854	107.9420
 4	 0	0.2118	106.9061
 4	 1	0.1992	108.4242
 4	 2	0.2019	108.1964
 4	 3	0.2110	107.1663
 4	 4	0.2337	104.5914
 4	 5	0.2049	107.7941
 4	 6	0.2392	103.9695
 4	 7	0.2450	103.2750
 5	 0	0.2164	106.9145
 5	 1	0.2053	108.2386
 5	 2	0.2041	108.3862
 5	 3	0.1935	109.5906
 5	 4	0.2253	106.0256
 5	 5	0.2041	108.3316
 5	 6	0.2206	106.5560
 5	 7	0.2422	104.1008
 6	 0	0.2367	106.0620
 6	 1	0.2142	108.5198
 6	 2	0.2133	108.6567
 6	 3	0.1960	110.4587
 6	 4	0.2002	109.9496
 6	 5	0.2067	109.2827
 6	 6	0.2281	107.0629
 6	 7	0.2507	104.6761
 7	 0	0.2436	98.3886
 7	 1	0.2208	101.4618
 7	 2	0.2345	99.7164
 7	 3	0.2240	101.1038
 7	 4	0.2269	100.6653
 7	 5	0.2219	101.3227
 7	 6	0.2451	98.2249
 7	 7	0.2445	98.2316
 8	 0	0.2224	103.8236
 8	 1	0.2154	104.6954
 8	 2	0.2164	104.6076
 8	 3	0.2172	104.4833
 8	 4	0.2399	101.7043
 8	 5	0.2155	104.6323
 8	 6	0.2235	103.6670
 8	 7	0.2382	101.8340
 9	 0	0.2216	102.2282
 9	 1	0.2207	102.4268
 9	 2	0.2054	104.4782
 9	 3	0.2102	103.8345
 9	 4	0.2306	101.1549
 9	 5	0.2252	101.8570
 9	 6	0.2337	100.7718
 9	 7	0.2427	99.5425
10	 0	0.2435	104.8708
10	 1	0.2218	107.2255
10	 2	0.2363	105.7742
10	 3	0.2373	105.6555
10	 4	0.2459	104.6528
10	 5	0.2576	103.3997
10	 6	0.2531	103.9324
10	 7	0.2659	102.5176
11	 0	0.2399	91.8536
11	 1	0.2148	96.0242
11	 2	0.2025	98.0737
11	 3	0.2189	95.3975
11	 4	0.2148	95.9762
11	 5	0.2353	92.6242
11	 6	0.2632	88.1048
11	 7	0.2657	87.6448
12	 0	0.2155	101.8761
12	 1	0.1808	106.5686
12	 2	0.1989	104.2669
12	 3	0.2277	100.3560
12	 4	0.2236	100.8541
12	 5	0.2317	99.7799
12	 6	0.2479	97.6079
12	 7	0.2673	94.9439
13	 0	0.1863	106.3503
13	 1	0.1596	109.9207
13	 2	0.1910	105.8810
13	 3	0.2006	104.5903
13	 4	0.2082	103.5403
13	 5	0.2282	100.8864
13	 6	0.2265	101.1855
13	 7	0.2286	100.8102
14	 0	0.1865	104.2080
14	 1	0.1615	107.8377
14	 2	0.1640	107.5474
14	 3	0.1932	103.3288
14	 4	0.2111	100.7266
14	 5	0.2025	101.9543
14	 6	0.2183	99.6811
14	 7	0.2207	99.2610
15	 0	0.1632	108.7281
15	 1	0.1895	105.2329
15	 2	0.1758	107.1348
15	 3	0.1820	106.2882
15	 4	0.2116	102.1973
15	 5	0.1998	103.7670
15	 6	0.2038	103.2499
15	 7	0.2170	101.3844
16	 0	0.1956	103.9862
16	 1	0.1894	104.9046
16	 2	0.2159	101.3556
16	 3	0.2192	100.9003
16	 4	0.2304	99.2850
16	 5	0.2332	98.8860
16	 6	0.2555	95.8196
16	 7	0.2486	96.7546
17	 0	0.1872	110.6429
17	 1	0.1853	110.9668
17	 2	0.1994	109.5545
17	 3	0.1732	112.3790
17	 4	0.2254	106.7032
17	 5	0.2269	106.5203
17	 6	0.2564	103.3826
17	 7	0.2767	101.1234
18	 0	0.2085	105.8236
18	 1	0.1934	107.6502
18	 2	0.2043	106.4382
18	 3	0.1877	108.4190
18	 4	0.2285	103.5223
18	 5	0.2162	104.9507
18	 6	0.2544	100.3854
18	 7	0.2549	100.2920
19	 0	0.1954	106.0937
19	 1	0.1807	108.0381
19	 2	0.1981	105.8849
19	 3	0.1892	107.0007
19	 4	0.2100	104.3586
19	 5	0.1957	106.1291
19	 6	0.2206	102.9876
19	 7	0.2305	101.7270
20	 0	0.2151	108.0401
20	 1	0.1819	111.6797
20	 2	0.2283	106.7800
20	 3	0.2183	107.7998
20	 4	0.2469	104.7670
20	 5	0.2377	105.7557
20	 6	0.2790	101.3654
20	 7	0.2836	100.8970
21	 0	0.2364	103.5401
21	 1	0.2209	105.3638
21	 2	0.2189	105.6838
21	 3	0.2108	106.5502
21	 4	0.2499	102.0211
21	 5	0.2396	103.2221
21	 6	0.2734	99.3570
21	 7	0.2691	99.7836
22	 0	0.2105	104.5248
22	 1	0.1958	106.4187
22	 2	0.2161	103.9425
22	 3	0.1954	106.5130
22	 4	0.2191	103.5024
22	 5	0.2191	103.5301
22	 6	0.2526	99.3099
22	 7	0.2234	102.9214
23	 0	0.2390	92.2415
23	 1	0.2276	94.1393
23	 2	0.2342	93.1854
23	 3	0.2382	92.5385
23	 4	0.2508	90.4569
23	 5	0.2390	92.3580
23	 6	0.2583	89.2262
23	 7	0.2809	85.5843
24	 0	0.2184	103.1684
24	 1	0.2033	105.1864
24	 2	0.2056	104.9175
24	 3	0.2098	104.5043
24	 4	0.2098	104.4470
24	 5	0.1999	105.7100
24	 6	0.2405	100.6292
24	 7	0.2276	102.1967
25	 0	0.2266	96.9902
25	 1	0.2158	98.6597
25	 2	0.2197	98.1403
25	 3	0.2208	97.9853
25	 4	0.2366	95.5182
25	 5	0.2241	97.4103
25	 6	0.2502	93.5666
25	 7	0.2671	90.9639
26	 0	0.2186	100.4891
26	 1	0.2075	102.0958
26	 2	0.2045	102.5912
26	 3	0.2197	100.4726
26	 4	0.2153	101.0564
26	 5	0.2068	102.1754
26	 6	0.2335	98.4967
26	 7	0.2309	98.8110
27	 0	0.1930	104.7747
27	 1	0.1845	105.9724
27	 2	0.1956	104.5380
27	 3	0.2013	103.7672
27	 4	0.2189	101.3329
27	 5	0.1974	104.2412
27	 6	0.2195	101.2926
27	 7	0.2358	99.0370
28	 0	0.2105	106.2310
28	 1	0.2032	107.1592
28	 2	0.2120	106.2000
28	 3	0.2201	105.2478
28	 4	0.2311	103.9207
28	 5	0.2133	105.9966
28	 6	0.2310	103.9507
28	 7	0.2844	97.7186
29	 0	0.2040	108.6000
29	 1	0.1332	116.3917
29	 2	0.2000	109.1592
29	 3	0.1807	111.2665
29	 4	0.2197	106.9932
29	 5	0.2365	105.1918
29	 6	0.2229	106.6662
29	 7	0.2174	107.2315
30	 0	0.1292	109.9548
30	 1	0.1710	103.2758
30	 2	0.1657	104.2330
30	 3	0.1747	102.7747
30	 4	0.2058	97.7173
30	 5	0.1932	99.7401
30	 6	0.1923	99.9327
30	 7	0.2344	93.1040
31	 0	0.1683	104.4220
31	 1	0.1609	105.6083
31	 2	0.1310	110.4103
31	 3	0.1731	103.8125
31	 4	0.2011	99.3361
31	 5	0.1591	105.9033
31	 6	0.2064	98.5209
31	 7	0.1961	100.1227
