INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.642	2.832	3.252	2.532
 0	 1	4.556	3.438	4.355	3.273
 0	 2	5.004	3.329	4.760	3.176
 0	 3	3.462	2.883	3.394	2.828
 0	 4	5.549	4.303	5.500	4.292
 0	 5	5.848	4.724	5.908	4.758
 0	 6	6.167	4.725	6.098	4.712
 0	 7	5.665	4.968	5.884	5.175
 1	 0	3.345	2.848	2.841	2.442
 1	 1	3.884	3.311	3.458	2.951
 1	 2	4.154	3.443	3.732	3.080
 1	 3	3.151	2.905	2.895	2.661
 1	 4	4.498	4.142	4.207	3.880
 1	 5	4.600	4.055	4.332	3.803
 1	 6	4.898	4.374	4.622	4.147
 1	 7	4.819	4.363	4.642	4.206
 2	 0	3.223	3.059	2.560	2.435
 2	 1	3.590	3.321	3.138	2.888
 2	 2	3.646	3.410	3.260	3.037
 2	 3	2.889	2.815	2.638	2.550
 2	 4	3.960	3.654	3.667	3.401
 2	 5	3.918	3.578	3.782	3.461
 2	 6	4.115	3.917	3.909	3.700
 2	 7	3.978	3.626	3.897	3.603
 3	 0	2.784	2.694	2.236	2.147
 3	 1	2.967	2.862	2.596	2.497
 3	 2	2.946	2.830	2.730	2.616
 3	 3	2.438	2.422	2.285	2.271
 3	 4	2.987	2.879	2.834	2.740
 3	 5	3.228	3.205	3.183	3.166
 3	 6	3.329	3.119	3.202	3.036
 3	 7	3.191	3.199	3.205	3.191
 4	 0	2.834	2.780	2.233	2.196
 4	 1	2.724	2.590	2.340	2.230
 4	 2	2.611	2.565	2.312	2.267
 4	 3	2.669	2.604	2.415	2.341
 4	 4	2.611	2.503	2.398	2.318
 4	 5	2.660	2.654	2.532	2.516
 4	 6	2.748	2.704	2.557	2.525
 4	 7	2.754	2.717	2.692	2.628
 5	 0	3.023	2.981	2.364	2.333
 5	 1	2.897	2.833	2.507	2.468
 5	 2	2.939	2.895	2.564	2.506
 5	 3	2.753	2.684	2.518	2.467
 5	 4	2.913	2.827	2.664	2.617
 5	 5	2.788	2.669	2.657	2.545
 5	 6	3.094	2.966	2.824	2.770
