GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.013	176.485	0.9983	0.938	1.013	177.039	0.9999	0.209	1.204	170.070	1.0000	1.728	1.215	170.010	1.0000	0.924
 0	 1	0.934	173.655	0.9943	1.584	0.934	174.065	0.9994	0.523	1.008	172.553	0.9983	2.536	1.038	171.299	0.9983	1.736
 0	 2	0.896	173.130	0.9996	0.406	0.917	171.605	0.9990	0.660	1.011	169.763	0.9976	2.234	1.010	169.719	0.9975	1.846
 0	 3	0.848	175.040	0.9983	0.778	0.863	173.300	0.9999	0.175	0.951	171.497	0.9984	3.529	0.954	170.771	0.9985	2.472
 0	 4	0.771	178.115	0.9991	0.527	0.807	175.547	0.9994	0.433	0.879	172.247	0.9984	3.152	0.899	171.634	0.9986	1.760
 0	 5	0.781	175.850	0.9851	2.151	0.840	171.203	0.9972	0.993	0.917	169.790	0.9986	3.214	0.900	170.047	0.9986	2.097
 0	 6	0.822	171.380	0.9931	1.528	0.857	168.757	0.9998	0.249	0.928	167.956	0.9974	2.795	0.905	168.707	0.9977	2.796
 0	 7	0.760	173.450	0.9975	0.848	0.810	170.243	0.9993	0.491	0.825	170.649	0.9996	2.792	0.837	170.389	0.9997	2.005
 1	 0	1.036	192.470	0.9984	0.933	1.025	193.668	0.9997	0.409	1.280	183.110	0.9999	2.480	1.295	182.793	1.0000	1.221
 1	 1	0.966	188.815	0.9959	1.388	0.953	190.118	0.9993	0.574	1.107	184.146	0.9983	1.572	1.129	183.150	0.9983	1.215
 1	 2	0.952	186.085	0.9978	0.999	0.973	184.549	1.0000	0.036	1.095	181.586	0.9976	2.192	1.075	182.273	0.9979	1.755
 1	 3	0.901	188.235	0.9972	1.074	0.920	186.280	0.9992	0.575	1.048	182.879	0.9985	3.564	1.049	182.087	0.9986	1.907
 1	 4	0.826	190.995	0.9953	1.274	0.874	187.654	0.9967	1.127	0.967	183.751	0.9984	3.311	0.987	183.204	0.9984	1.474
 1	 5	0.840	188.650	0.9849	2.329	0.918	183.029	0.9982	0.861	1.019	180.813	0.9985	3.225	1.017	180.586	0.9982	2.049
 1	 6	0.879	184.190	0.9930	1.644	0.930	180.417	0.9970	1.146	1.037	178.682	0.9969	2.846	1.017	179.430	0.9973	3.065
 1	 7	0.827	185.545	0.9970	1.010	0.894	181.453	0.9993	0.532	0.929	181.671	0.9995	2.178	0.958	180.810	0.9996	1.451
 2	 0	1.073	164.935	0.9980	1.061	1.082	164.901	0.9999	0.197	1.337	155.335	0.9999	2.979	1.358	155.044	1.0000	1.406
 2	 1	0.975	163.115	0.9887	2.331	0.968	163.958	0.9996	0.448	1.119	158.509	0.9982	2.913	1.166	156.574	0.9981	1.635
 2	 2	0.948	161.555	0.9987	0.774	0.952	161.270	0.9993	0.548	1.123	155.276	0.9978	2.210	1.113	155.750	0.9981	1.532
 2	 3	0.902	163.380	0.9970	1.114	0.919	161.183	0.9998	0.258	1.063	156.998	0.9985	5.001	1.055	156.267	0.9989	1.965
 2	 4	0.786	168.840	0.9937	1.399	0.837	165.455	0.9997	0.327	0.970	158.036	0.9986	4.302	0.994	157.415	0.9991	1.560
 2	 5	0.810	165.520	0.9682	3.284	0.908	158.150	0.9922	1.803	1.035	154.426	0.9985	4.788	1.017	154.778	0.9986	1.975
 2	 6	0.861	159.820	0.9896	1.972	0.924	155.245	0.9938	1.636	1.048	152.247	0.9969	4.592	1.010	153.634	0.9980	3.244
 2	 7	0.799	161.225	0.9967	1.022	0.841	159.126	0.9988	0.644	0.919	155.489	0.9995	3.453	0.950	154.741	0.9996	2.504
 3	 0	1.032	170.450	0.9914	2.156	1.058	169.459	0.9994	0.599	1.293	160.737	0.9998	4.339	1.322	160.168	0.9999	1.801
 3	 1	0.951	167.895	0.9793	3.089	0.952	168.394	0.9993	0.575	1.077	164.162	0.9981	3.643	1.130	161.902	0.9981	1.564
 3	 2	0.931	166.335	0.9965	1.237	0.934	166.110	0.9981	0.911	1.111	159.848	0.9970	3.949	1.070	161.641	0.9976	1.884
 3	 3	0.859	170.580	0.9915	1.775	0.920	164.950	0.9998	0.280	1.034	163.110	0.9982	7.683	1.049	161.009	0.9985	3.167
 3	 4	0.742	175.825	0.9892	1.733	0.826	170.132	0.9982	0.787	0.916	164.645	0.9984	5.641	0.961	163.282	0.9986	1.687
 3	 5	0.774	172.350	0.9423	4.283	0.869	164.964	0.9963	1.178	1.018	160.193	0.9985	6.480	0.973	161.339	0.9988	2.224
 3	 6	0.855	164.595	0.9781	2.863	0.930	159.272	0.9973	1.080	1.074	155.901	0.9956	5.804	1.027	157.840	0.9976	3.987
 3	 7	0.752	168.660	0.9902	1.676	0.853	162.376	0.9982	0.801	0.888	161.410	0.9993	4.408	0.925	160.349	0.9995	2.440
 4	 0	1.011	162.805	0.9840	2.885	1.055	161.626	0.9990	0.749	1.286	152.139	0.9996	5.210	1.326	151.889	1.0000	1.876
 4	 1	0.975	156.625	0.9590	4.508	0.958	160.817	0.9954	1.453	1.008	157.798	0.9987	5.338	1.159	153.155	0.9981	2.157
 4	 2	0.969	153.355	0.9991	0.642	0.955	157.937	0.9946	1.566	1.120	150.170	0.9956	6.954	1.102	153.170	0.9978	3.062
 4	 3	0.845	162.140	0.9804	2.670	0.883	160.458	0.9967	1.131	1.007	155.254	0.9972	11.600	1.034	153.977	0.9988	4.216
 4	 4	0.741	166.210	0.9742	2.697	0.770	167.115	0.9928	1.470	0.885	156.158	0.9983	8.324	0.945	156.385	0.9987	4.105
 4	 5	0.737	166.220	0.8082	8.025	0.894	156.208	0.9792	2.915	0.997	152.531	0.9978	10.741	1.017	152.225	0.9987	2.965
 4	 6	0.879	153.905	0.9508	4.471	1.013	145.708	0.9942	1.730	1.082	146.798	0.9944	8.612	1.068	148.342	0.9962	4.853
