ch	pt	m	q
14	 7	1.9699	-83.3509
15	 0	1.9852	-155.5772
15	 1	1.9080	-144.3292
15	 2	1.8113	-128.4333
15	 3	1.8071	-127.5395
15	 4	1.8099	-128.4475
15	 5	1.8672	-137.6407
15	 6	1.9287	-147.3534
15	 7	1.9451	-148.4878
16	 0	2.1634	-192.6419
16	 1	2.1393	-188.8659
16	 2	2.1293	-186.2398
16	 3	2.0521	-174.7370
16	 4	2.0539	-174.6728
16	 5	2.1246	-185.9024
16	 6	2.1130	-184.5870
16	 7	2.1614	-192.4294
17	 0	1.8016	-119.2857
17	 1	1.7580	-112.6044
17	 2	1.7326	-108.3086
17	 3	1.6859	-101.7867
17	 4	1.7036	-104.5919
17	 5	1.7512	-111.6583
17	 6	1.7286	-108.8827
17	 7	1.7531	-111.8270
18	 0	1.2665	-14.4243
18	 1	1.2740	-15.8717
18	 2	1.2767	-15.8474
18	 3	1.2426	-11.6894
18	 4	1.2654	-14.4609
18	 5	1.2780	-16.1684
18	 6	1.2632	-14.3124
18	 7	1.2975	-18.7858
19	 0	0.9388	39.9001
19	 1	0.9586	37.0334
19	 2	0.9799	34.4001
19	 3	0.9728	35.1559
19	 4	0.9772	34.6125
19	 5	0.9808	34.3477
19	 6	0.9817	34.1083
19	 7	1.0034	31.4407
20	 0	0.8116	40.9635
20	 1	0.8318	38.1345
20	 2	0.8715	32.0689
20	 3	0.8521	35.2780
20	 4	0.8604	33.9499
20	 5	0.8577	34.4850
20	 6	0.8567	34.4338
20	 7	0.8604	33.6814
21	 0	0.7370	55.5173
21	 1	0.7708	50.9497
21	 2	0.7947	47.3577
21	 3	0.7800	49.9308
21	 4	0.7867	48.7654
21	 5	0.7784	50.0781
21	 6	0.7902	48.3038
21	 7	0.7837	48.8222
22	 0	0.5238	60.2735
22	 1	0.5184	61.0129
22	 2	0.5355	57.8198
22	 3	0.5349	57.7055
22	 4	0.5372	57.5814
22	 5	0.5345	57.9539
22	 6	0.5244	59.7264
22	 7	0.5273	59.1651
23	 0	0.4755	85.1279
23	 1	0.4807	85.2957
23	 2	0.5133	79.1138
23	 3	0.5085	80.8659
23	 4	0.5215	78.7628
23	 5	0.5083	80.3274
23	 6	0.5293	77.4387
23	 7	0.5120	79.3203
24	 0	0.4690	78.2116
24	 1	0.4662	78.9326
24	 2	0.4809	76.1175
24	 3	0.4760	77.4213
24	 4	0.4765	77.2491
24	 5	0.4772	76.9390
24	 6	0.4756	77.2791
24	 7	0.4663	78.3375
25	 0	0.5518	51.0835
25	 1	0.5351	54.1976
25	 2	0.5438	52.5946
25	 3	0.5450	52.1387
25	 4	0.5522	50.7198
25	 5	0.5462	51.9887
25	 6	0.5365	53.7189
25	 7	0.5418	52.8324
26	 0	0.7270	14.8850
26	 1	0.7048	19.0718
26	 2	0.7075	18.9179
26	 3	0.6900	21.9450
26	 4	0.7093	18.2212
26	 5	0.7214	15.9098
26	 6	0.7019	19.5006
26	 7	0.7055	19.2061
27	 0	0.9988	37.9717
27	 1	1.0140	36.0596
27	 2	1.0349	33.5727
27	 3	1.0238	34.7618
27	 4	1.0321	33.5520
27	 5	1.0300	34.0011
27	 6	1.0366	33.4042
27	 7	1.0586	30.6844
28	 0	1.3752	-34.8775
28	 1	1.3699	-34.6454
28	 2	1.3516	-31.4335
28	 3	1.3174	-27.2601
28	 4	1.3489	-31.3331
28	 5	1.3656	-33.5184
28	 6	1.3623	-33.2373
28	 7	1.3834	-36.1845
29	 0	2.6075	-345.7507
29	 1	2.5182	-328.5538
29	 2	2.4307	-310.5699
29	 3	2.4009	-305.4341
29	 4	2.3707	-299.0607
29	 5	2.4478	-313.9759
29	 6	2.4273	-310.0245
29	 7	2.4343	-311.2960
30	 0	2.7479	-268.6569
30	 1	2.6934	-260.2658
30	 2	2.6771	-256.8759
30	 3	2.5954	-245.0785
30	 4	2.5857	-242.9826
30	 5	2.6681	-255.9391
30	 6	2.6513	-254.2706
30	 7	2.6735	-256.3549
31	 0	2.7710	-253.7391
31	 1	2.7095	-244.6019
31	 2	2.6927	-241.4199
31	 3	2.5834	-225.9964
31	 4	2.6026	-228.4649
31	 5	2.7039	-243.4449
31	 6	2.6966	-242.6269
31	 7	2.7283	-247.1778
