Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2708	0.2708	0.2708	0.2708	0.2708	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.2708	0.3125	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.3125	0.2708	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.2708	0.3125	0.2708	0.2708	0.2708	0.2904	0.0211	0.2708	 15	0.2708	0.0000
0.4375	0.4375	0.4375	0.4792	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4792	0.4375	0.4375	0.4792	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4792	0.4375	0.4583	0.4434	0.0142	0.4375	  5	0.4375	0.0000
0.6250	0.6458	0.6250	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6250	0.6439	0.0062	0.6458	  3	0.6458	0.0000
0.8333	0.8125	0.8333	0.8333	0.8333	0.7708	0.7708	0.7708	0.7917	0.7917	0.7708	0.7917	0.8333	0.8125	0.7917	0.7917	0.8125	0.8125	0.7917	0.7917	0.7708	0.7708	0.7708	0.7708	0.8542	0.7708	0.7708	0.7708	0.8333	0.8333	0.8125	0.8125	0.7995	0.0263	0.7917	  0	0.7995	0.0263
1.0000	0.9792	0.9792	0.9792	0.9792	1.0625	1.0625	1.0625	0.9583	0.9792	0.9792	0.9792	0.9792	0.9583	0.9792	0.9792	1.0000	0.9792	1.0000	0.9792	1.0625	0.9792	1.0625	1.0625	1.1250	1.0625	1.0000	0.9792	1.0000	0.9792	0.9792	0.9792	1.0039	0.0415	0.9792	 15	0.9792	0.0000
1.2708	1.2708	1.2083	1.2708	1.2083	1.2708	1.1458	1.2083	1.2083	1.2083	1.2083	1.2083	1.2917	1.2083	1.2083	1.2708	1.2708	1.2083	1.2083	1.2083	1.2083	1.2083	1.2083	1.2083	1.1458	1.2083	1.2083	1.2083	1.2083	1.2083	1.2917	1.2083	1.2214	0.0358	1.2083	 10	1.2083	0.0000
1.5000	1.4792	1.5000	1.5000	1.5000	1.5000	1.5000	1.4792	1.4792	1.4792	1.5833	1.4792	1.5833	1.4792	1.4792	1.5000	1.4792	1.5833	1.5000	1.4792	1.5000	1.4792	1.5000	1.4792	1.4792	1.4792	1.5833	1.4792	1.5833	1.5000	1.4792	1.5417	1.5046	0.0369	1.5000	  0	1.5046	0.0369
1.7708	1.7083	1.8333	1.7917	1.7083	1.7917	1.6875	1.6875	1.7083	1.7083	1.8542	1.7917	1.7917	1.7917	1.7917	1.7083	1.8333	1.7917	1.7917	1.7917	1.7917	1.6875	1.6875	1.6875	1.6875	1.7083	1.7917	1.8542	1.8542	1.7708	1.8542	1.7917	1.7656	0.0582	1.7917	  0	1.7656	0.0582
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
