ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 180.74	 8.979	181.0	  8	 181.17	 4.419	 100
 0	 0	  1	 201.61	 8.505	202.0	 14	 201.44	 2.831	 100
 0	 0	  2	 249.96	 9.505	250.0	  9	 250.24	 4.461	 100
 0	 0	  3	 325.58	11.475	328.0	 16	 328.61	 3.840	 100
 0	 0	  4	 399.13	10.250	400.0	 12	 400.49	 4.609	 100
 0	 0	  5	 467.35	 8.777	466.0	 16	 466.27	 2.843	 100
 0	 0	  6	 522.88	 5.749	523.0	  5	 523.37	 4.159	 100
 0	 0	  7	 569.57	 7.641	569.0	  8	 568.50	 4.675	 100
 0	 0	  8	 608.38	 9.587	609.0	  8	 608.04	 5.457	 100
 0	 0	  9	 637.96	 7.880	637.5	 11	 637.29	 3.868	 100
 0	 0	 10	 661.32	 8.641	661.5	  9	 661.38	 4.147	 100
 0	 0	 11	 679.32	10.188	678.0	 13	 679.06	 4.096	 100
 0	 0	 12	 690.39	 9.092	690.0	 11	 689.89	 4.665	 100
 0	 0	 13	 695.87	 9.403	697.0	 12	 695.62	 4.424	 100
 0	 0	 14	 697.58	 7.037	697.0	  8	 696.73	 4.472	 100
 0	 0	 15	 695.32	 8.582	696.0	 14	 696.01	 4.378	 100
 0	 0	 16	 690.06	 9.213	689.5	  9	 689.04	 4.763	 100
 0	 0	 17	 679.76	 8.079	680.0	  8	 679.77	 5.678	 100
 0	 0	 18	 667.69	 7.392	667.0	  8	 667.24	 4.724	 100
 0	 0	 19	 653.37	 7.185	654.0	  7	 654.16	 4.902	 100
 0	 0	 20	 638.99	 7.165	639.0	  7	 638.41	 4.805	 100
 0	 0	 21	 623.49	 8.623	623.0	 10	 621.94	 4.144	 100
 0	 0	 22	 604.69	 6.754	605.0	  8	 604.23	 4.302	 100
 0	 0	 23	 587.66	 7.984	587.0	 16	 587.06	 3.067	 100
 0	 0	 24	 568.14	 6.551	568.0	  5	 567.97	 4.418	 100
 0	 0	 25	 549.63	 5.669	549.0	  5	 549.06	 4.133	 100
 0	 0	 26	 528.85	 7.074	529.0	  7	 529.12	 4.761	 100
 0	 0	 27	 510.66	 5.544	510.5	  1	 510.48	 5.286	 100
 0	 0	 28	 491.62	 5.099	491.0	 10	 491.58	 3.046	 100
 0	 0	 29	 472.33	 5.898	473.0	 11	 472.97	 3.298	 100
 0	 0	 30	 455.64	 4.957	455.5	  5	 455.45	 3.672	 100
 0	 0	 31	 437.49	 5.473	438.0	 18	 437.96	 2.140	 100
 0	 0	 32	 420.62	 4.438	421.0	  8	 420.93	 2.882	 100
 0	 0	 33	 405.59	 5.556	405.0	 11	 404.73	 2.851	 100
 0	 0	 34	 389.92	 3.868	390.0	  7	 389.74	 2.523	 100
 0	 0	 35	 375.80	 4.449	376.0	  6	 375.96	 2.899	 100
 0	 0	 36	 361.14	 3.318	362.0	 13	 361.77	 1.553	 100
 0	 0	 37	 348.93	 3.076	349.0	 10	 349.18	 1.790	 100
 0	 0	 38	 337.72	 2.663	338.0	  8	 337.72	 1.633	 100
 0	 0	 39	 326.18	 3.625	326.0	 12	 326.14	 1.776	 100
 0	 0	 40	 315.68	 3.171	315.0	 13	 315.17	 1.700	 100
 0	 0	 41	 305.45	 3.115	306.0	 12	 305.57	 1.824	 100
 0	 0	 42	 296.57	 2.822	296.0	 12	 296.43	 1.646	 100
 0	 0	 43	 287.81	 2.933	288.0	 10	 287.70	 1.732	 100
