INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.935	2.768	2.476	2.338
 0	 1	2.596	2.412	2.416	2.242
 0	 2	2.396	2.261	2.271	2.151
 0	 3	2.380	2.370	2.305	2.295
 0	 4	2.393	2.364	2.332	2.308
 0	 5	2.394	2.383	2.345	2.331
 0	 6	2.464	2.367	2.429	2.336
 0	 7	2.643	2.586	2.623	2.572
 1	 0	2.752	2.667	2.295	2.238
 1	 1	2.715	2.537	2.423	2.259
 1	 2	2.623	2.589	2.340	2.310
 1	 3	2.572	2.511	2.301	2.247
 1	 4	2.521	2.443	2.291	2.220
 1	 5	2.751	2.667	2.526	2.450
 1	 6	2.688	2.556	2.516	2.398
 1	 7	2.887	2.817	2.809	2.742
 2	 0	2.807	2.770	2.276	2.255
 2	 1	2.753	2.702	2.394	2.352
 2	 2	2.850	2.790	2.553	2.503
 2	 3	2.710	2.682	2.455	2.438
 2	 4	2.853	2.775	2.627	2.557
 2	 5	2.738	2.728	2.595	2.579
 2	 6	2.774	2.756	2.648	2.615
 2	 7	2.891	2.892	2.814	2.816
 3	 0	2.611	2.567	2.095	2.066
 3	 1	2.467	2.442	2.075	2.054
 3	 2	2.549	2.484	2.221	2.172
 3	 3	2.597	2.565	2.307	2.279
 3	 4	2.646	2.590	2.377	2.333
 3	 5	2.458	2.372	2.287	2.207
 3	 6	2.621	2.567	2.452	2.401
 3	 7	2.744	2.694	2.633	2.592
 4	 0	2.338	2.309	1.886	1.868
 4	 1	2.356	2.334	2.023	2.001
 4	 2	2.302	2.285	2.004	1.986
 4	 3	2.403	2.367	2.174	2.153
 4	 4	2.303	2.277	2.195	2.171
 4	 5	2.510	2.462	2.396	2.351
 4	 6	2.632	2.614	2.454	2.436
 4	 7	2.623	2.615	2.549	2.547
 5	 0	2.808	2.759	2.261	2.237
 5	 1	2.713	2.606	2.313	2.221
 5	 2	2.652	2.583	2.281	2.226
 5	 3	2.614	2.533	2.308	2.239
 5	 4	2.741	2.712	2.429	2.398
 5	 5	2.910	2.845	2.649	2.583
 5	 6	2.761	2.735	2.548	2.535
 5	 7	2.804	2.735	2.650	2.585
 6	 0	3.304	3.210	2.613	2.558
 6	 1	3.169	3.008	2.747	2.606
 6	 2	2.858	2.763	2.492	2.414
 6	 3	2.977	2.842	2.650	2.508
 6	 4	2.973	2.882	2.682	2.595
 6	 5	2.898	2.800	2.695	2.609
 6	 6	2.902	2.856	2.711	2.675
 6	 7	2.925	2.838	2.782	2.699
 7	 0	3.522	3.091	2.792	2.465
 7	 1	3.434	3.055	2.890	2.562
 7	 2	2.876	2.663	2.431	2.243
 7	 3	2.906	2.834	2.523	2.453
 7	 4	2.775	2.720	2.493	2.451
 7	 5	2.756	2.760	2.483	2.486
 7	 6	2.840	2.749	2.609	2.524
 7	 7	2.828	2.770	2.642	2.585
 8	 0	3.949	3.487	3.143	2.787
 8	 1	3.996	3.335	3.396	2.820
 8	 2	3.215	2.977	2.871	2.673
 8	 3	3.286	3.135	2.980	2.843
 8	 4	3.450	3.301	3.174	3.057
 8	 5	3.611	3.569	3.255	3.220
 8	 6	3.680	3.593	3.292	3.222
 8	 7	4.026	4.015	3.751	3.726
 9	 0	3.146	3.065	2.480	2.430
 9	 1	2.975	2.928	2.511	2.467
 9	 2	2.965	2.929	2.543	2.514
 9	 3	2.984	2.987	2.589	2.584
 9	 4	2.949	2.947	2.631	2.636
 9	 5	3.060	3.053	2.745	2.713
 9	 6	3.201	3.189	2.878	2.854
 9	 7	3.409	3.355	3.145	3.112
10	 0	2.906	2.808	2.361	2.295
10	 1	2.733	2.694	2.400	2.379
10	 2	2.832	2.797	2.496	2.465
10	 3	2.804	2.781	2.522	2.498
10	 4	2.892	2.860	2.655	2.638
10	 5	3.011	2.987	2.738	2.685
10	 6	3.075	2.998	2.833	2.769
10	 7	3.454	3.403	3.233	3.202
