INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.108	2.100	1.911	1.903
 0	 1	2.199	2.191	2.104	2.095
 0	 2	2.261	2.263	2.198	2.209
 0	 3	2.203	2.200	2.200	2.200
 0	 4	2.282	2.282	2.338	2.338
 0	 5	2.399	2.374	2.513	2.495
 0	 6	2.539	2.549	2.696	2.702
 0	 7	2.723	2.708	2.924	2.909
 1	 0	2.485	2.451	2.064	2.044
 1	 1	2.455	2.399	2.107	2.059
 1	 2	2.348	2.298	2.096	2.061
 1	 3	2.365	2.344	2.160	2.139
 1	 4	2.324	2.325	2.181	2.181
 1	 5	2.444	2.419	2.324	2.298
 1	 6	2.441	2.438	2.388	2.391
 1	 7	2.545	2.545	2.492	2.491
 2	 0	2.593	2.570	2.138	2.132
 2	 1	2.571	2.551	2.314	2.306
 2	 2	2.490	2.430	2.259	2.203
 2	 3	2.479	2.423	2.270	2.217
 2	 4	2.440	2.427	2.266	2.257
 2	 5	2.635	2.583	2.432	2.382
 2	 6	2.716	2.716	2.592	2.597
 2	 7	2.506	2.467	2.409	2.374
 3	 0	2.564	2.529	2.115	2.087
 3	 1	2.513	2.473	2.177	2.138
 3	 2	2.470	2.427	2.245	2.212
 3	 3	2.355	2.266	2.148	2.065
 3	 4	2.546	2.465	2.348	2.271
 3	 5	2.432	2.394	2.282	2.250
 3	 6	2.590	2.537	2.419	2.366
 3	 7	2.617	2.456	2.514	2.365
 4	 0	2.286	2.246	1.916	1.879
 4	 1	2.371	2.294	2.044	1.974
 4	 2	2.366	2.321	2.112	2.074
 4	 3	2.471	2.440	2.210	2.180
 4	 4	2.526	2.513	2.300	2.288
 4	 5	2.494	2.475	2.308	2.294
 4	 6	2.625	2.605	2.497	2.483
 4	 7	2.876	2.842	2.785	2.752
 5	 0	2.637	2.615	2.133	2.118
 5	 1	2.550	2.477	2.179	2.119
 5	 2	2.684	2.655	2.339	2.314
 5	 3	2.396	2.361	2.133	2.108
 5	 4	2.610	2.597	2.321	2.310
 5	 5	2.514	2.466	2.297	2.252
 5	 6	2.798	2.791	2.555	2.546
 5	 7	2.750	2.750	2.537	2.535
 6	 0	2.695	2.661	2.209	2.183
 6	 1	2.573	2.534	2.252	2.234
 6	 2	2.731	2.723	2.390	2.395
 6	 3	2.679	2.654	2.402	2.383
 6	 4	2.655	2.619	2.460	2.437
 6	 5	2.762	2.767	2.557	2.557
 6	 6	2.858	2.857	2.681	2.682
 6	 7	3.016	3.010	2.822	2.824
 7	 0	2.595	2.527	2.119	2.066
 7	 1	2.533	2.528	2.232	2.214
 7	 2	2.453	2.442	2.210	2.199
 7	 3	2.455	2.440	2.300	2.293
 7	 4	2.533	2.538	2.382	2.383
 7	 5	2.591	2.579	2.447	2.446
 7	 6	2.735	2.707	2.621	2.594
 7	 7	2.801	2.795	2.746	2.748
 8	 0	2.986	2.900	2.453	2.379
 8	 1	3.005	3.003	2.609	2.565
 8	 2	2.983	2.930	2.614	2.559
 8	 3	3.040	3.070	2.719	2.729
 8	 4	2.902	2.878	2.594	2.569
 8	 5	3.414	3.337	3.081	3.015
 8	 6	3.528	3.487	3.207	3.167
 8	 7	3.764	3.752	3.498	3.478
 9	 0	2.863	2.785	2.320	2.262
 9	 1	2.916	2.754	2.466	2.316
 9	 2	2.805	2.694	2.492	2.401
 9	 3	2.765	2.709	2.474	2.408
 9	 4	2.880	2.792	2.640	2.561
 9	 5	3.045	2.946	2.863	2.764
 9	 6	3.159	3.069	2.950	2.878
 9	 7	3.266	3.125	3.211	3.089
10	 0	2.852	2.853	2.351	2.354
10	 1	2.910	2.877	2.535	2.504
10	 2	2.845	2.792	2.552	2.515
10	 3	2.986	2.961	2.661	2.646
10	 4	2.979	2.961	2.652	2.643
10	 5	3.141	3.148	2.832	2.819
10	 6	3.448	3.454	3.157	3.145
10	 7	3.604	3.583	3.453	3.444
11	 0	2.432	2.373	2.006	1.958
11	 1	2.393	2.330	2.097	2.042
11	 2	2.484	2.422	2.206	2.153
11	 3	2.314	2.271	2.070	2.029
11	 4	2.468	2.355	2.233	2.128
11	 5	2.635	2.550	2.446	2.380
11	 6	2.710	2.623	2.491	2.413
11	 7	2.955	2.936	2.800	2.775
12	 0	2.343	2.343	1.960	1.961
12	 1	2.383	2.382	2.105	2.102
12	 2	2.415	2.368	2.214	2.175
12	 3	2.621	2.619	2.391	2.395
12	 4	2.808	2.779	2.575	2.546
12	 5	2.807	2.807	2.644	2.642
12	 6	2.987	2.954	2.854	2.836
12	 7	3.284	3.253	3.207	3.181
13	 0	2.622	2.594	2.178	2.155
13	 1	2.685	2.666	2.313	2.299
13	 2	2.886	2.846	2.522	2.497
13	 3	2.803	2.792	2.546	2.523
13	 4	3.015	3.011	2.713	2.720
13	 5	3.154	3.121	2.944	2.927
13	 6	3.425	3.403	3.176	3.163
13	 7	3.688	3.649	3.552	3.509
14	 0	2.571	2.555	2.134	2.126
14	 1	2.618	2.549	2.188	2.133
14	 2	2.677	2.574	2.313	2.225
14	 3	2.616	2.426	2.308	2.143
14	 4	2.800	2.726	2.481	2.420
14	 5	3.107	3.070	2.773	2.741
14	 6	3.489	3.365	3.124	3.005
14	 7	3.583	3.479	3.322	3.217
15	 0	2.460	2.441	2.021	2.015
15	 1	2.456	2.445	2.173	2.162
15	 2	2.407	2.368	2.206	2.169
15	 3	2.638	2.535	2.459	2.368
15	 4	2.782	2.742	2.608	2.581
15	 5	2.901	2.837	2.722	2.656
15	 6	3.308	3.233	3.105	3.055
15	 7	3.597	3.567	3.450	3.423
16	 0	2.398	2.360	2.003	1.966
16	 1	2.374	2.324	2.093	2.048
16	 2	2.307	2.245	2.104	2.048
16	 3	2.330	2.239	2.167	2.084
16	 4	2.421	2.370	2.208	2.156
16	 5	2.550	2.502	2.409	2.367
16	 6	2.584	2.459	2.450	2.335
16	 7	2.613	2.528	2.509	2.435
17	 0	2.452	2.396	2.072	2.026
17	 1	2.522	2.447	2.278	2.223
17	 2	2.489	2.492	2.300	2.303
17	 3	2.487	2.447	2.354	2.318
17	 4	2.506	2.494	2.394	2.377
17	 5	2.458	2.434	2.390	2.369
17	 6	2.717	2.673	2.647	2.599
17	 7	2.819	2.785	2.749	2.729
18	 0	2.562	2.509	2.119	2.073
18	 1	2.644	2.603	2.265	2.213
18	 2	2.455	2.421	2.173	2.138
18	 3	2.448	2.416	2.192	2.159
18	 4	2.518	2.495	2.275	2.259
18	 5	2.577	2.526	2.372	2.324
18	 6	2.744	2.746	2.530	2.532
18	 7	2.771	2.734	2.585	2.553
19	 0	2.413	2.368	2.023	1.996
19	 1	2.513	2.476	2.206	2.175
19	 2	2.501	2.460	2.191	2.149
19	 3	2.507	2.480	2.220	2.186
19	 4	2.493	2.484	2.233	2.227
19	 5	2.535	2.511	2.338	2.312
19	 6	2.655	2.608	2.460	2.418
19	 7	2.651	2.616	2.493	2.451
20	 0	2.426	2.342	2.008	1.940
20	 1	2.412	2.300	2.089	1.998
20	 2	2.386	2.224	2.142	1.999
20	 3	2.411	2.291	2.180	2.069
20	 4	2.369	2.281	2.239	2.158
20	 5	2.388	2.223	2.303	2.148
20	 6	2.555	2.392	2.475	2.316
20	 7	2.618	2.524	2.635	2.543
21	 0	2.502	2.461	2.074	2.047
21	 1	2.451	2.409	2.147	2.113
21	 2	2.396	2.331	2.146	2.094
21	 3	2.336	2.313	2.185	2.170
21	 4	2.429	2.363	2.314	2.256
21	 5	2.410	2.351	2.375	2.316
21	 6	2.580	2.569	2.515	2.497
21	 7	2.563	2.497	2.588	2.523
22	 0	2.846	2.793	2.356	2.313
22	 1	2.841	2.824	2.421	2.402
22	 2	2.825	2.760	2.473	2.424
22	 3	2.705	2.637	2.441	2.386
22	 4	2.763	2.722	2.525	2.491
22	 5	2.720	2.638	2.533	2.460
22	 6	2.768	2.712	2.639	2.588
22	 7	2.849	2.799	2.793	2.745
23	 0	3.003	2.843	2.493	2.379
23	 1	2.743	2.683	2.379	2.315
23	 2	2.700	2.656	2.419	2.372
23	 3	2.635	2.567	2.443	2.371
23	 4	2.628	2.552	2.490	2.416
23	 5	2.679	2.591	2.604	2.524
23	 6	2.848	2.812	2.775	2.735
23	 7	2.771	2.725	2.756	2.707
24	 0	2.906	2.738	2.335	2.202
24	 1	2.881	2.873	2.476	2.464
24	 2	2.750	2.747	2.428	2.432
24	 3	2.605	2.609	2.364	2.339
24	 4	2.716	2.652	2.503	2.451
24	 5	2.644	2.620	2.482	2.455
24	 6	2.762	2.763	2.616	2.621
24	 7	2.831	2.806	2.681	2.659
25	 0	2.725	2.709	2.258	2.255
25	 1	2.885	2.887	2.505	2.507
25	 2	2.663	2.656	2.417	2.418
25	 3	2.744	2.731	2.577	2.560
25	 4	2.710	2.710	2.604	2.613
25	 5	2.731	2.710	2.723	2.707
25	 6	2.932	2.880	2.945	2.911
25	 7	3.036	3.031	3.078	3.056
26	 0	2.524	2.464	2.088	2.029
26	 1	2.517	2.483	2.177	2.139
26	 2	2.529	2.490	2.215	2.181
26	 3	2.427	2.306	2.182	2.071
26	 4	2.509	2.458	2.257	2.208
26	 5	2.582	2.555	2.343	2.311
26	 6	2.626	2.580	2.405	2.368
26	 7	2.712	2.707	2.531	2.533
27	 0	2.461	2.404	2.040	2.003
27	 1	2.594	2.588	2.201	2.182
27	 2	2.572	2.526	2.257	2.219
27	 3	2.541	2.470	2.249	2.192
27	 4	2.498	2.463	2.213	2.178
27	 5	2.656	2.628	2.379	2.347
27	 6	2.638	2.610	2.399	2.371
27	 7	2.765	2.733	2.557	2.527
28	 0	2.521	2.491	2.061	2.041
28	 1	2.410	2.312	2.115	2.033
28	 2	2.216	2.180	2.021	1.992
28	 3	2.302	2.240	2.144	2.091
28	 4	2.296	2.234	2.175	2.115
28	 5	2.454	2.336	2.335	2.218
28	 6	2.452	2.393	2.317	2.263
28	 7	2.608	2.537	2.512	2.446
29	 0	2.703	2.724	2.268	2.267
29	 1	2.658	2.624	2.308	2.279
29	 2	2.617	2.585	2.295	2.275
29	 3	2.701	2.700	2.407	2.407
29	 4	2.729	2.706	2.470	2.452
29	 5	2.718	2.697	2.508	2.491
29	 6	2.811	2.727	2.658	2.581
29	 7	2.930	2.871	2.834	2.773
30	 0	2.610	2.568	2.210	2.180
30	 1	2.762	2.753	2.416	2.407
30	 2	2.635	2.620	2.349	2.336
30	 3	2.645	2.620	2.376	2.353
30	 4	2.564	2.534	2.372	2.347
30	 5	2.840	2.778	2.670	2.619
30	 6	2.829	2.814	2.702	2.688
30	 7	2.862	2.838	2.792	2.757
31	 0	2.577	2.466	2.154	2.074
31	 1	2.482	2.396	2.167	2.082
31	 2	2.333	2.255	2.150	2.086
31	 3	2.402	2.259	2.244	2.111
31	 4	2.508	2.450	2.388	2.335
31	 5	2.451	2.329	2.388	2.270
31	 6	2.634	2.613	2.663	2.645
31	 7	2.675	2.580	2.661	2.566
