Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6458	0.6458	0.6458	0.6458	0.6250	0.6250	0.6667	0.6458	0.6250	0.6458	0.6250	0.6250	0.6458	0.6667	0.6458	0.6667	0.6667	0.6458	0.6250	0.6458	0.6042	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6667	0.6667	0.6667	0.6458	0.6458	0.6458	0.0159	0.6458	 15	0.6458	0.0000
0.8125	0.8333	0.8125	0.8333	0.8125	0.8125	0.8333	0.8333	0.8333	0.8333	0.8333	0.8125	0.8333	0.8125	0.7917	0.7917	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8164	0.0111	0.8125	 10	0.8125	0.0000
1.0000	1.0208	1.0000	1.0000	1.0208	1.0000	1.0000	1.0208	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0208	1.0208	0.9792	1.0417	1.0000	1.0000	1.0417	1.0000	1.0000	1.0000	1.0000	1.0000	0.9583	0.9792	0.9583	1.0000	1.0020	0.0178	1.0000	 11	1.0000	0.0000
1.2917	1.2708	1.2917	1.2917	1.2292	1.2708	1.2917	1.2708	1.2917	1.2917	1.2917	1.2708	1.2292	1.2708	1.2708	1.2708	1.2292	1.2292	1.2292	1.2292	1.2292	1.2708	1.2708	1.2917	1.2917	1.2917	1.2292	1.2292	1.2500	1.2708	1.2292	1.2708	1.2637	0.0257	1.2708	  0	1.2637	0.0257
1.5833	1.5625	1.5625	1.5625	1.5417	1.5833	1.5625	1.5417	1.5625	1.5417	1.5625	1.5833	1.5625	1.5625	1.5417	1.5000	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5833	1.5833	1.4583	1.5625	1.5625	1.5625	1.5579	0.0241	1.5625	 11	1.5625	0.0000
1.7708	1.7708	1.8958	1.7292	1.7917	1.7500	1.8125	1.7708	1.7708	1.8125	1.7500	1.7708	1.8125	1.7708	1.7708	1.7292	1.7708	1.7917	1.7708	1.7917	1.8125	1.8125	1.8125	1.7292	1.8125	1.8125	1.8125	1.8125	1.7708	1.7917	1.8125	1.7708	1.7865	0.0335	1.7813	  0	1.7865	0.0335
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
