GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.364	132.245	0.9999	0.327	1.364	132.271	1.0000	0.195	1.515	128.925	0.9999	2.694	1.513	128.926	0.9999	2.721
 0	 1	1.177	133.890	1.0000	0.037	1.175	134.121	1.0000	0.015	1.240	132.784	0.9998	1.664	1.240	132.758	0.9998	1.636
 0	 2	1.106	132.975	0.9999	0.282	1.105	133.037	0.9999	0.295	1.126	133.163	0.9974	1.695	1.124	133.219	0.9975	1.674
 0	 3	1.042	134.095	0.9998	0.341	1.042	134.052	0.9997	0.373	1.056	133.423	0.9977	1.262	1.054	133.448	0.9978	1.304
 0	 4	1.017	133.120	0.9996	0.457	1.018	133.021	0.9995	0.484	1.011	133.395	0.9979	1.172	1.009	133.426	0.9981	1.177
 0	 5	0.989	132.070	1.0000	0.074	0.989	132.070	1.0000	0.074	0.961	133.075	0.9980	1.464	0.959	133.108	0.9983	1.547
 0	 6	0.971	130.920	0.9998	0.282	0.971	130.920	0.9998	0.282	0.923	132.985	0.9982	1.437	0.923	132.965	0.9983	1.612
 0	 7	0.924	131.935	1.0000	0.082	0.923	131.962	1.0000	0.125	0.884	132.951	0.9984	1.335	0.884	132.928	0.9985	1.560
 1	 0	1.332	161.850	0.9996	0.567	1.335	161.668	0.9997	0.526	1.611	152.033	1.0000	0.813	1.616	151.805	1.0000	0.715
 1	 1	1.238	156.435	0.9995	0.634	1.242	156.211	0.9994	0.664	1.385	152.676	0.9998	1.388	1.385	152.662	0.9998	1.508
 1	 2	1.184	154.475	0.9999	0.281	1.182	154.589	0.9999	0.286	1.296	151.725	0.9968	1.367	1.295	151.694	0.9970	1.392
 1	 3	1.155	153.180	0.9999	0.305	1.154	153.255	0.9998	0.362	1.249	150.977	0.9972	1.254	1.248	151.000	0.9972	1.154
 1	 4	1.120	152.515	1.0000	0.059	1.117	152.724	1.0000	0.029	1.199	150.757	0.9974	1.189	1.196	150.835	0.9975	1.101
 1	 5	1.075	153.070	0.9996	0.504	1.075	153.046	0.9996	0.470	1.151	150.723	0.9975	1.163	1.150	150.742	0.9978	1.099
 1	 6	1.061	151.610	0.9999	0.261	1.061	151.587	0.9999	0.283	1.120	150.092	0.9977	1.025	1.119	150.065	0.9978	0.960
