ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191
 3	 6	 107.32	   2.99	 107.0	  14	 107.28	  2.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   4	   9	  19	  24	  18	  51	  80	 179	 169	 119	 142	  75	  20	  30	  19	  22	   6	   7	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 7	 107.29	   2.88	 107.0	  11	 107.29	  2.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   3	   6	   7	  16	  21	  14	  52	  88	 174	 171	 122	 158	  64	  25	  28	  26	  15	   2	   4	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 0	 123.43	   3.76	 123.0	  44	 123.39	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   0	   3	   6	   5	   5	  15	  19	  20	  33	  43	  78	 162	 124	 122	 143	  72	  17	  45	  23	  28	   7	   9	   8	   3	   0	   1	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 1	 123.59	   3.92	 123.0	  60	 123.50	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   2	   0	   2	   7	  10	   4	  15	  18	  22	  19	  43	  56	 151	 153	 117	 147	  78	  27	  39	  20	  21	  10	  11	   7	   6	   2	   4	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 2	 123.66	   4.07	 124.0	  60	 123.72	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   3	   5	  14	   7	  17	  28	  15	  21	  32	  65	 143	 129	 113	 156	  81	  30	  37	  24	  23	  16	  10	   8	   9	   3	   2	   0	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 3	 123.74	   4.15	 124.0	  69	 123.72	  3.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   4	   7	  14	   7	  20	  22	  28	  18	  28	  68	 133	 121	 117	 168	  70	  16	  50	  21	  24	   8	  19	  18	   9	   1	   4	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 4	 123.50	   4.28	 123.0	  79	 123.29	  3.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	   1	   1	   8	  12	   6	  17	  22	  29	  40	  40	  56	 138	 143	 117	 129	  72	  22	  28	  26	  26	  10	  13	  16	  10	   5	   1	   2	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 5	 123.63	   4.34	 123.0	  83	 123.30	  3.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   2	   2	   5	  16	   8	  11	  27	  41	  23	  39	  77	 136	 124	 111	 129	  64	  18	  44	  30	  27	   8	  15	  22	   9	   2	   3	   4	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 6	 123.80	   3.95	 124.0	  52	 123.81	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   0	   6	   9	   6	  14	  23	  20	  36	  35	  58	 130	 121	 115	 155	  96	  23	  36	  27	  33	   9	  17	  16	   6	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 7	 123.81	   3.91	 124.0	  52	 123.83	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   2	   3	  11	   8	  13	  19	  20	  23	  41	  58	 142	 135	 108	 150	  81	  24	  50	  37	  33	   7	   7	  12	   6	   1	   3	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 0	 136.69	   4.24	 137.0	  62	 136.74	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   0	   3	   1	   2	   5	   8	   2	   9	  11	  14	  11	  28	  62	  90	  60	 165	 134	 146	  78	  33	  49	  21	   9	  19	   8	   5	   6	   2	   5	   1	   2	   2	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 1	 136.47	   4.43	 136.0	  85	 136.35	  2.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   4	   4	   2	   7	  15	   2	  11	   6	  20	  18	  25	  61	  86	  65	 174	 146	 141	  52	  35	  32	  22	   8	  13	   6	  17	   4	   9	   4	   4	   0	   2	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 2	 136.76	   4.63	 137.0	  93	 136.82	  3.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   2	   4	   3	   7	  10	   6	  14	  16	  16	  13	  27	  33	  69	  66	 153	 161	 160	  67	  32	  31	  25	   7	  13	  18	  14	   8	   8	   4	   1	   1	   1	   3	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 3	 136.95	   4.70	 137.0	 100	 136.93	  3.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   3	   3	  11	   9	   6	  15	  14	  21	  14	  25	  51	  49	  68	 146	 134	 141	  79	  44	  59	  11	  11	  16	  17	  14	  11	   4	   8	   6	   3	   1	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 4	 136.68	   4.93	 137.0	 106	 136.63	  3.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	   4	   8	   9	   6	   5	  14	  11	  26	  24	  36	  49	  73	  68	 138	 131	 134	  57	  41	  41	  24	   6	  22	  13	  13	   8	   9	   9	   6	   5	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 5	 136.65	   5.06	 137.0	 119	 136.63	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   5	   0	  12	  14	   4	  19	  13	  23	  10	  36	  58	  81	  72	 146	 114	 140	  48	  41	  20	  26	  10	  29	  14	  18	   9	  11	   9	   3	   5	   0	   2	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 6	 136.71	   4.65	 137.0	  87	 136.79	  3.38	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   3	   3	   7	  10	   6	  13	  18	  28	  15	  33	  52	  73	  55	 132	 142	 131	  70	  36	  51	  26	  11	  27	  13	  15	   7	   5	   6	   2	   2	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 7	 136.78	   4.58	 137.0	  83	 136.78	  3.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   3	   2	   2	   5	   8	   7	  10	  12	  24	  22	  33	  50	  82	  50	 150	 120	 137	  83	  35	  44	  27	  12	  23	  13	  22	   4	   6	   3	   6	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 0	 109.09	   4.77	 109.0	  85	 108.90	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	   1	   2	   1	   7	   3	   5	   4	   7	  14	  13	   9	  29	  32	  82	  84	 113	 178	 150	  48	  65	  32	  33	  10	  11	  12	  11	   6	   5	   6	   5	   3	   0	   4	   1	   1	   6	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 1	 109.15	   5.15	 109.0	 116	 109.03	  3.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   2	   4	   0	   9	   8	   7	  10	  11	  15	  19	   3	  21	  26	  67	  96	  91	 201	 112	  66	  62	  33	  37	  10	  13	  12	  12	   6	   6	  10	   6	   5	   4	   4	   3	   2	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 2	 109.05	   5.39	 109.0	 136	 109.03	  3.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   4	   1	  14	  12	  18	   6	   9	  16	   9	  13	  22	  26	  79	  84	  83	 183	 117	  61	  67	  35	  35	   8	  13	  13	  17	   8	  13	   9	   3	   6	   3	   2	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 3	 109.11	   5.56	 109.0	 138	 108.97	  3.33	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   6	   1	   8	  13	   9	  11	  17	  20	  16	  14	  23	  37	  62	  78	 103	 180	 112	  44	  51	  37	  36	   9	  19	  21	   7	   9	   6	   8	  16	   8	   3	   6	   2	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 4	 109.17	   5.88	 109.0	  54	 108.94	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   9	   8	   3	  11	   4	   6	   7	  16	  20	  15	   9	  31	  45	  71	  76	  89	 157	 125	  38	  65	  28	  39	  13	  23	  17	  13	   7	   6	   6	   9	   7	   5	   8	   5	   1	   4	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 5	 108.97	   5.93	 109.0	  41	 108.74	  4.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   2	   1	   3	   4	   2	  10	   9	  12	   9	  16	  26	  26	  11	  33	  33	  72	  78	  91	 171	 103	  34	  47	  40	  34	  15	  23	  15	  11	  11	  13	   6	  10	   2	   6	  10	   3	   2	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 6	 109.00	   5.38	 109.0	  26	 108.91	  4.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   4	   1	  11	   6	  16	   5	  13	  23	  20	  11	  28	  34	  77	  80	  97	 176	  94	  50	  63	  32	  36	  15	  19	  13	  15	   9	   9	   7	  15	   5	   5	   4	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 7	 108.83	   5.13	 109.0	  25	 108.92	  4.47	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   0	   1	   1	   3	   4	   3	   4	   3	  12	   9	  16	  13	  14	  14	  38	  46	  77	  95	  99	 145	 102	  47	  73	  42	  31	  13	  21	  23	   8	  10	   8	   7	   5	   3	   2	   1	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 0	 143.44	   6.36	 144.0	  54	 143.52	  4.50	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   1	   1	   0	   1	   0	   3	   0	   5	   4	   2	   3	   4	   5	   3	   5	  18	  11	   3	  16	  16	  25	  48	  55	  94	  99	  52	 142	  99	  81	  28	  39	  31	  19	   8	  14	   9	  13	  10	   4	   4	   3	   0	   2	   4	   2	   1	   1	   1	   3	   1	   0	   0	   0	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 1	 143.33	   6.77	 144.0	  79	 143.43	  4.54	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   4	   2	   2	   5	   1	   4	   3	   4	   5	  11	   5	  10	  14	  11	   5	  15	  15	  24	  41	  39	 106	 102	  47	 152	  84	  92	  29	  27	  29	  17	   4	   9	  14	  14	   4	   6	   6	   4	   1	   4	   6	   6	   2	   6	   1	   2	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 2	 143.36	   7.20	 144.0	  99	 143.67	  4.67	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   2	   5	   5	   4	   9	   5	   6	  11	  10	   5	  10	  10	   9	   9	   9	  14	  24	  36	  48	  85	 114	  38	 141	  95	  83	  36	  24	  30	  14	   4	  10	  10	  15	  11	   9	   8	  10	   0	   9	   5	   4	   1	   3	   1	   0	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 3	 143.54	   7.35	 144.0	 106	 143.56	  4.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   0	   2	   8	  10	   2	   8	   9	  14	   5	  15	  11	  11	   8	  14	  18	  31	  30	  35	  94	  93	  39	 142	  86	 104	  16	  32	  26	  12	  13	   8	  13	  12	  11	   4	  11	   7	   0	  11	   7	   5	   8	   1	   1	   3	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 4	 143.45	   7.71	 144.0	 108	 143.40	  4.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   6	   5	   3	   9	   2	   3	   6	   3	  16	   7	   9	  12	  21	   8	  25	  21	  27	  38	  41	  78	  75	  44	 138	  86	  85	  34	  34	  23	  17	  13	  12	  17	   7	   4	   6	  10	   3	   0	  15	   6	   5	   3	   7	   4	   3	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 5	 143.30	   7.88	 144.0	 120	 143.46	  5.10	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   6	   5	  11	   4	   0	  10	   5	  23	   4	   6	  18	  14	  15	  24	  13	  38	  25	  43	  91	  99	  30	 145	  80	  57	  26	  32	  15	  18	  11	  19	  12	  18	   8	   5	  14	   8	   0	   7	  12	   5	   5	   4	   4	   4	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 6	 143.31	   7.16	 144.0	  90	 143.55	  5.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   3	   2	   3	   1	   6	   4	   2	   5	  12	  12	   5	   8	  13	  24	   6	  20	  19	  32	  40	  33	  88	 100	  45	 144	  75	  70	  18	  35	  28	  21	  15	  15	  14	  10	  10	   9	  13	   5	   2	  10	   5	   8	   2	   0	   1	   1	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	 143.18	   7.00	 144.0	  77	 143.45	  5.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   4	   1	   2	   2	   3	   3	   2	   7	  10	   8	   7	  13	  15	  11	   9	  25	  25	  39	  26	  35	 102	  88	  44	 140	  75	  82	  24	  29	  29	  25	  19	   7	  11	  13	  12	   5	  13	   7	   2	  10	   4	   0	   0	   3	   1	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 112.00	   7.02	 112.0	  71	 111.93	  4.69	1000   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   1	   1	   3	   2	   2	   6	   4	   2	   2	   5	   4	   4	   9	   8	  13	   7	  16	  13	  34	  23	  34	  88	 111	  65	 103	  97	  93	  34	  39	  37	  23	  14	  13	  14	  15	  14	   2	   6	   5	   3	   4	   2	   3	   2	   2	   1	   2	   2	   2	   0	   2	   0	   2	   3	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
