INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.461	2.883	3.031	2.532
 0	 1	4.066	3.169	3.848	2.991
 0	 2	4.295	3.370	4.221	3.329
 0	 3	4.938	4.016	4.866	3.979
 0	 4	5.098	4.377	5.055	4.354
 0	 5	5.511	4.471	5.515	4.477
 0	 6	5.464	4.707	5.624	4.824
 0	 7	5.408	4.779	5.651	4.987
 1	 0	3.411	2.992	2.870	2.523
 1	 1	3.815	3.306	3.390	2.925
 1	 2	3.949	3.513	3.645	3.192
 1	 3	4.358	3.767	4.126	3.620
 1	 4	4.637	4.169	4.369	3.934
 1	 5	4.972	4.453	4.650	4.156
 1	 6	4.752	4.479	4.569	4.250
 1	 7	4.701	4.273	4.561	4.135
 2	 0	2.879	2.792	2.408	2.335
 2	 1	3.483	3.207	2.996	2.773
 2	 2	3.622	3.458	3.175	3.025
 2	 3	3.685	3.519	3.308	3.152
 2	 4	4.006	3.798	3.548	3.396
 2	 5	4.035	3.834	3.672	3.499
 2	 6	3.994	3.751	3.684	3.467
 2	 7	4.064	3.811	3.724	3.513
 3	 0	2.828	2.809	2.305	2.303
 3	 1	3.033	3.015	2.593	2.572
 3	 2	3.064	3.051	2.650	2.639
 3	 3	3.140	3.090	2.766	2.726
 3	 4	3.350	3.298	2.934	2.894
 3	 5	3.182	3.099	2.894	2.808
 3	 6	3.122	3.069	2.912	2.840
 3	 7	3.257	3.180	3.077	2.994
 4	 0	2.782	2.723	2.263	2.199
 4	 1	2.842	2.811	2.404	2.383
 4	 2	2.764	2.780	2.368	2.363
 4	 3	2.549	2.546	2.233	2.226
 4	 4	2.815	2.780	2.368	2.351
 4	 5	2.789	2.800	2.416	2.425
 4	 6	2.769	2.773	2.487	2.459
 4	 7	2.827	2.808	2.500	2.502
 5	 0	2.623	2.587	2.110	2.073
 5	 1	2.513	2.443	2.221	2.172
 5	 2	2.424	2.370	2.218	2.151
 5	 3	2.508	2.362	2.375	2.265
 5	 4	2.626	2.544	2.423	2.396
 5	 5	2.594	2.561	2.547	2.532
