ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	232.001	0.411
 0	 0	 1	230.904	0.459
 0	 0	 2	229.941	0.445
 0	 0	 3	228.850	0.417
 0	 0	 4	228.013	0.424
 0	 0	 5	226.901	0.426
 0	 0	 6	225.898	0.447
 0	 0	 7	224.771	0.487
 0	 1	 0	231.935	0.366
 0	 1	 1	230.886	0.374
 0	 1	 2	229.924	0.369
 0	 1	 3	228.854	0.347
 0	 1	 4	227.942	0.337
 0	 1	 5	226.861	0.377
 0	 1	 6	225.845	0.402
 0	 1	 7	224.784	0.366
 0	 2	 0	231.928	0.341
 0	 2	 1	230.852	0.348
 0	 2	 2	229.856	0.325
 0	 2	 3	228.808	0.372
 0	 2	 4	227.886	0.343
 0	 2	 5	226.789	0.350
 0	 2	 6	225.865	0.353
 0	 2	 7	224.758	0.349
 0	 3	 0	231.908	0.339
 0	 3	 1	230.811	0.359
 0	 3	 2	229.898	0.260
 0	 3	 3	228.803	0.339
 0	 3	 4	227.884	0.333
 0	 3	 5	226.835	0.365
 0	 3	 6	225.858	0.337
 0	 3	 7	224.798	0.363
 0	 4	 0	231.913	0.357
 0	 4	 1	230.866	0.339
 0	 4	 2	229.879	0.361
 0	 4	 3	228.817	0.357
 0	 4	 4	227.892	0.346
 0	 4	 5	226.886	0.361
 0	 4	 6	225.869	0.365
 0	 4	 7	224.860	0.382
 0	 5	 0	231.948	0.446
 0	 5	 1	230.925	0.373
 0	 5	 2	229.896	0.384
 0	 5	 3	228.893	0.381
 0	 5	 4	227.952	0.448
 0	 5	 5	226.881	0.421
 0	 5	 6	225.930	0.395
 0	 5	 7	224.900	0.449
 0	 6	 0	231.927	0.410
 0	 6	 1	230.895	0.355
 0	 6	 2	229.906	0.378
 0	 6	 3	228.881	0.386
 0	 6	 4	227.911	0.382
 0	 6	 5	226.876	0.369
 0	 6	 6	225.910	0.394
 0	 6	 7	224.829	0.373
 0	 7	 0	231.852	0.322
 0	 7	 1	230.825	0.332
 0	 7	 2	229.834	0.296
 0	 7	 3	228.787	0.323
 0	 7	 4	227.873	0.332
 0	 7	 5	226.801	0.321
 0	 7	 6	225.853	0.333
 0	 7	 7	224.702	0.324
 1	 0	 0	221.134	0.377
 1	 0	 1	219.985	0.397
 1	 0	 2	219.127	0.377
 1	 0	 3	218.033	0.367
 1	 0	 4	217.259	0.346
 1	 0	 5	216.094	0.406
 1	 0	 6	215.128	0.409
 1	 0	 7	214.034	0.388
 1	 1	 0	221.073	0.338
 1	 1	 1	219.992	0.322
 1	 1	 2	219.069	0.309
 1	 1	 3	218.017	0.299
 1	 1	 4	217.222	0.283
 1	 1	 5	216.044	0.346
 1	 1	 6	215.161	0.306
 1	 1	 7	214.008	0.279
 1	 2	 0	221.147	0.311
 1	 2	 1	219.998	0.336
 1	 2	 2	219.050	0.308
 1	 2	 3	218.006	0.312
 1	 2	 4	217.216	0.273
 1	 2	 5	216.108	0.312
 1	 2	 6	215.112	0.310
 1	 2	 7	214.012	0.279
 1	 3	 0	221.113	0.290
 1	 3	 1	219.989	0.284
 1	 3	 2	219.054	0.279
 1	 3	 3	217.981	0.270
 1	 3	 4	217.208	0.275
 1	 3	 5	216.120	0.289
 1	 3	 6	215.094	0.255
 1	 3	 7	214.008	0.279
 1	 4	 0	221.082	0.300
 1	 4	 1	220.027	0.300
 1	 4	 2	219.045	0.281
 1	 4	 3	218.040	0.266
 1	 4	 4	217.225	0.282
 1	 4	 5	216.100	0.264
 1	 4	 6	215.108	0.251
 1	 4	 7	214.024	0.278
 1	 5	 0	221.090	0.298
 1	 5	 1	219.967	0.281
 1	 5	 2	219.105	0.293
 1	 5	 3	217.996	0.271
 1	 5	 4	217.195	0.280
 1	 5	 5	216.158	0.293
 1	 5	 6	215.103	0.252
 1	 5	 7	214.015	0.279
 1	 6	 0	221.070	0.283
 1	 6	 1	220.010	0.306
