ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200
 8	 0	 150.43	   6.17	 150.0	  55	 150.24	  4.54	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   1	   1	   0	   2	   1	   2	   2	   3	   3	   2	   3	   9	   7	  15	   9	   9	  11	  23	  22	  59	  34	  74	 122	 127	  75	  85	  75	  62	  29	  19	  25	   9	   1	  17	   9	   8	   7	   3	  10	   3	   5	   1	   2	   4	   2	   1	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 150.21	   7.38	 150.0	 104	 150.04	  4.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   3	   0	   6	   1	   3	   4	  12	   5	  10	  11	   8	  10	   8	  18	  11	   6	  18	  24	  44	  26	  78	 114	 118	  95	  73	  83	  51	  17	  18	  18	  10	   0	  12	   9	  10	   6	  12	  10	   8	   5	   5	   1	   6	   3	   1	   1	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 8	 2	 150.39	   7.97	 150.0	 122	 150.15	  4.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   2	   2	   9	   5	  14	   9	   1	  10	   9	  12	  10	   7	  12	  13	   3	  21	  27	  44	  41	  70	  89	 107	  79	  83	  72	  62	  36	  17	  21	   9	   0	  10	   8	  10	   6	   6	  10	   5	   9	   5	  10	   3	   6	   1	   1	   0	   4	   2	   0	   1	   0	   0	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 150.90	   8.09	 150.0	 131	 150.36	  4.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   5	   4	   0	   3	   2	  13	   9	   4	   9	   3	   8	   6	  13	  18	  14	   6	  34	  22	  33	  38	  71	  94	  96	  73	  79	  70	  58	  26	  16	  28	  11	   1	  22	   8	  13	   8	  10	  15	   9	   4	   9	   4	  12	   1	   3	   5	   2	   0	   0	   2	   1	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 150.91	   8.59	 151.0	 129	 150.73	  5.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   1	   3	   8	   2	   2	  14	   6	   4	   7	  10	   7	   9	  12	  20	  18	   3	  22	  30	  26	  47	  62	  76	  90	  80	  87	  60	  66	  31	  24	  25	  12	   1	  18	  13	  13	  10	   9	  12	   4	   6	   8	   3	   9	   0	   3	   6	   3	   1	   3	   3	   1	   0	   2	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 150.95	   8.10	 151.0	 105	 150.94	  5.47	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   2	   0	   0	   3	   3	   3	   3	   6	   7	   3	   5	   9	   4	  14	  10	  14	  12	  14	  10	  24	  21	  49	  23	  74	  81	  82	  77	  79	  59	  64	  38	  28	  23	  16	   3	  19	  16	  18	  10	  17	   8	   6	   2	   7	   6	   5	   3	   1	   6	   3	   2	   2	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 150.79	   8.30	 151.0	 114	 150.77	  5.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   2	   1	   0	   3	   4	   1	   7	   0	   4	   4	   6	   5	   8	  12	   8	  15	  10	  22	  19	   5	  23	  27	  40	  30	  53	  95	  68	  71	  81	  73	  63	  45	  30	  24	  19	   2	  24	  16	  13	   5	   5	   8	   1	   4	   7	   8	   7	   1	   0	   5	   4	   1	   3	   2	   0	   0	   0	   2	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 150.78	   7.81	 151.0	  99	 150.83	  5.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   2	   2	   3	   0	   5	   1	   2	   7	   7	   3	   8	   8	  10	   4	   9	  17	  13	   5	  27	  33	  46	  34	  74	  88	  83	  74	  65	  70	  77	  40	  23	  28	  16	   2	  14	  17	  14	   8	  10	  11	   3	   2	   7	   3	   3	   1	   3	   6	   2	   0	   1	   3	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 9	 0	  98.91	   4.57	  99.0	  86	  98.88	  2.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   0	   1	   3	   3	   3	   5	   9	  15	  10	  13	  23	  25	   8	  95	  90	 180	  81	 128	 109	  70	  21	  31	   8	  18	   4	   8	   5	   5	   2	   9	   2	   7	   1	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	  98.76	   5.36	  99.0	 141	  98.93	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   2	   5	   5	   6	  10	  12	  17	  21	   9	   7	  24	  23	  10	  87	  85	 170	  81	 139	  89	  45	  17	  33	  14	  13	  13	  10	  13	  13	   8	   2	   2	   5	   2	   1	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	  98.93	   5.72	  99.0	 151	  98.82	  3.07	1000   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   1	   1	   1	   2	   8	  12	   8	  10	  13	  16	  12	   8	  27	  35	  14	  71	  98	 143	  78	 118	 114	  52	  14	  29	  16	  15	   5	   8	  10	   8	  12	  11	   8	   8	   4	   3	   1	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	  99.31	   5.91	  99.0	 156	  99.03	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   3	   3	   5	   7	  10	   4	  12	   8	  13	   7	  13	  36	  27	  15	  64	  80	 148	  79	 113	  99	  57	  19	  36	  19	  22	  10	   6	  18	  17	  11	   7	   9	   7	   3	   3	   2	   0	   2	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	  99.27	   6.12	  99.0	 166	  99.11	  3.25	1000   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   2	   3	   2	   6	   7	   5	   4	  18	  15	  13	  16	  14	  25	  19	  17	  56	  75	 132	  90	 125	 111	  55	  22	  28	  16	  21	  12	  14	  19	   9	   8	   5	   5	   8	   3	   5	   6	   1	   1	   2	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	  99.27	   5.98	  99.0	  50	  99.20	  4.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   1	   3	   2	   7	   6	  11	   5	   5	  19	  13	  15	  11	  22	  29	   7	  80	  67	 140	  88	  95	 107	  69	  13	  36	  22	  26	  14	  14	  17	  11	   3	  11	   6	   4	   3	   5	   2	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	  99.22	   5.87	  99.0	  53	  99.05	  4.62	1000   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   7	   1	   3	   7	   5	   8	   6	   9	  22	  13	  23	  32	  34	  12	  64	  67	 120	  65	 108	 113	  78	  34	  45	  21	  17	  12	  11	  12	   8	   1	   7	  12	   7	   1	   3	   4	   2	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	  99.25	   5.65	  99.0	  40	  99.13	  4.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   3	   6	   4	   9	   8	   4	  11	  12	  15	  15	  36	  24	  12	  73	  84	 132	  74	 106	 103	  66	  30	  34	  30	  27	  15	   5	  13	   9	   4	   9	   7	   3	   2	   5	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 113.28	   4.24	 113.0	  63	 113.13	  3.02	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   2	   0	   1	   3	   5	   4	   7	   7	  26	  10	  19	  39	  64	  63	 145	 133	 166	  72	  85	  47	  21	  18	  11	  11	  10	   7	   3	   6	   2	   0	   4	   1	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 113.32	   5.01	 113.0	 112	 113.13	  3.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   3	   2	   6	   8	   6	   8	  13	  11	  28	  16	  15	  40	  63	  46	 115	 120	 189	  57	  75	  51	  18	  15	  17	  12	  16	  12	  11	   8	   7	   2	   2	   3	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 113.45	   5.23	 114.0	 123	 113.50	  3.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   2	   1	   0	   3	   4	   8	   8	  10	  14	  17	  24	  14	  13	  49	  57	  43	 100	 125	 167	  68	  78	  56	  33	  13	   8	  15	  14	  10	   7	  10	   8	   4	   5	   0	   5	   4	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 113.78	   5.45	 114.0	  32	 113.77	  4.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   3	   5	   2	   5	   6	   8	   8	  17	   9	  20	  17	  17	  37	  44	  58	 105	 131	 135	  61	  66	  75	  26	  25	  16	  17	  22	  12	   9	  17	  10	   0	   6	   4	   1	   0	   1	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 113.61	   5.62	 114.0	 137	 113.65	  3.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   3	   2	   4	  13	   9	   5	  17	  17	  21	  25	  15	  46	  41	  45	 100	 115	 151	  70	  81	  52	  32	  14	  16	  17	  22	  13	   8	   8	   9	   2	   7	   2	   8	   3	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 113.58	   5.43	 114.0	  28	 113.55	  4.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   1	   3	   1	   4	  11	  12	   5	  14	  13	  26	  17	  19	  52	  56	  55	  87	  98	 144	  52	  80	  74	  40	  15	  18	  23	  25	  12	   6	   3	  12	   3	   5	   4	   4	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 113.71	   5.31	 114.0	  39	 113.61	  4.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   7	   3	   5	   4	   8	   5	  12	  11	  22	  19	  27	  46	  62	  37	  85	 113	 141	  59	 100	  64	  44	  21	  22	  19	  13	   7	   3	   7	   8	   2	  11	   3	   3	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 113.51	   5.07	 114.0	 104	 113.64	  3.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   2	   0	   6	  10	   6	   9	  15	   8	  14	  24	  16	  49	  60	  53	  88	 111	 158	  59	 100	  68	  35	  21	  15	  10	  15	   7	   5	   7	   8	   4	   8	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	  90.71	   3.31	  90.0	  39	  90.54	  2.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   7	   3	   4	  13	  22	  36	  34	  55	 111	 220	 144	 118	  95	  45	  15	  24	  10	  12	   7	  10	   6	   2	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	  90.75	   3.85	  91.0	  52	  90.69	  2.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   7	   6	  12	  11	  17	  27	  34	  26	  58	  97	 197	 127	 124	 114	  36	   5	  41	  13	  15	   6	   7	   7	   5	   2	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	  90.69	   4.04	  90.5	 109	  90.50	  2.65	1000   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   2	  15	  14	  12	  22	  27	  28	  29	  51	 103	 194	 149	  90	 108	  43	   6	  27	  14	  19	   9	  12	   7	   8	   4	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	  91.04	   4.09	  91.0	  66	  90.94	  3.17	1000   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   9	   4	  14	   8	  12	  28	  28	  43	  47	  97	 175	 137	 114	  87	  46	  10	  51	  16	  17	  18	  12	  10	   5	   6	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	  90.82	   4.22	  91.0	  75	  90.71	  3.09	1000   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	  10	  11	  10	   5	  16	  30	  37	  34	  61	  94	 180	 154	  99	  81	  35	   8	  43	  22	  18	   8	  14	   7	   8	   3	   5	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	  91.01	   4.10	  91.0	  62	  90.91	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   2	   3	   9	  10	  13	  15	  37	  28	  29	  58	  86	 161	 136	  92	 110	  66	  14	  46	  18	  25	   4	   9	  11	   6	   2	   6	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	  91.35	   4.04	  91.0	  56	  91.24	  3.23	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   1	   4	   5	  10	   9	  18	  27	  24	  35	  50	  70	 149	 123	 116	 122	  78	  19	  49	  21	  24	  10	  12	   7	   6	   1	   2	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
