GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.342	133.910	1.0000	0.149	1.341	133.994	1.0000	0.076	1.503	130.253	0.9999	2.054	1.500	130.375	0.9999	2.025
 0	 1	1.167	134.410	1.0000	0.174	1.165	134.570	1.0000	0.140	1.221	134.123	0.9967	1.796	1.224	134.015	0.9969	1.951
 0	 2	1.072	135.790	1.0000	0.139	1.077	135.511	0.9999	0.278	1.127	134.036	0.9974	1.243	1.128	133.991	0.9977	1.297
 0	 3	1.041	134.560	0.9999	0.249	1.043	134.403	0.9999	0.210	1.062	134.040	0.9977	1.352	1.063	133.922	0.9977	1.407
 0	 4	1.015	134.100	0.9999	0.183	1.023	133.502	0.9999	0.240	1.024	133.809	0.9978	1.404	1.026	133.716	0.9980	1.354
 0	 5	0.991	132.845	1.0000	0.102	0.991	132.792	1.0000	0.080	0.981	133.522	0.9980	1.334	0.984	133.357	0.9980	1.462
 0	 6	0.929	135.015	0.9998	0.283	0.938	134.342	0.9998	0.312	0.939	133.455	0.9980	1.600	0.940	133.402	0.9980	1.775
 0	 7	0.937	132.395	1.0000	0.097	0.941	132.102	1.0000	0.067	0.902	133.693	0.9985	1.435	0.903	133.672	0.9988	1.563
 1	 0	1.478	134.065	0.9998	0.431	1.484	133.633	0.9997	0.526	1.740	126.506	1.0000	1.480	1.731	126.966	1.0000	1.661
 1	 1	1.303	133.270	0.9998	0.437	1.305	133.092	0.9995	0.629	1.464	128.711	0.9962	1.839	1.464	128.667	0.9965	1.826
