ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208	#209	#210
 8	 1	 130.11	   8.21	 130.0	 184	 130.20	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   1	   0	   5	   0	   4	   1	   1	   4	   4	   6	   5	   4	  14	   5	  10	   6	   4	   9	   4	   4	  10	  12	  10	  29	  36	  28	  93	 106	 158	  49	  98	  87	  33	  19	  24	  14	  10	   3	   6	   8	   4	   4	   7	   7	   7	   3	   3	   9	   3	   3	   5	   4	   3	   4	   2	   1	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 129.45	   8.77	 130.0	 151	 129.80	  4.46	1000   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   3	   0	   0	   2	   0	   0	   3	   1	   1	   3	   4	   9	   7	   9	   6	  12	  10	   3	   8	   7	   8	   8	  10	  10	  12	  23	  12	  29	  35	  29	  84	 105	 149	  61	  66	  73	  41	   5	  16	  21	  18	   9	   4	   8	   6	   0	   7	   9	  14	   0	   8	   6	   5	   2	   5	   3	   2	   3	   1	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 130.94	   9.04	 130.0	 159	 130.49	  4.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   3	   2	   0	   1	   4	   0	   2	   8	   4	   2	   7	   8	  12	   3	   9	  10	   9	   2	  10	  11	   8	  11	  12	  24	  39	  27	  67	  70	 156	  59	  87	  75	  43	  10	  20	  19	  23	  13	  10	   8	  13	   5	   9	  10	  10	   4	  12	   8	  10	   6	   2	   4	   4	   3	   1	   3	   1	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 130.39	   8.55	 130.0	 129	 130.26	  5.02	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   1	   2	   2	   4	   3	   3	   7	   4	   2	   7	   4	   6	   6	   5	   9	  12	   4	   5	  13	  20	  23	  21	  29	  34	  31	  72	  75	 129	  64	  82	  68	  32	  22	  32	  21	  18	  16	  11	  13	  10	   5	   6	  14	  10	   2	   5	   8	   4	   4	   3	   4	   3	   1	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 129.37	   9.15	 130.0	  80	 129.48	  6.53	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   2	   0	   3	   0	   1	   2	   5	   1	   6	   3	   7	   4	   2	   5	  12	  13	   5	   8	  14	  18	  20	  12	  19	  15	  15	  14	  29	  41	  24	  76	  71	 109	  57	  92	  62	  56	  15	  27	  12	  20	  10	   7	   9	   8	   2	   9	   8	   7	   4	   5	   2	   7	   0	   5	   7	   1	   2	   2	   3	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 129.16	   8.41	 130.0	  68	 129.78	  6.48	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   2	   2	   1	   1	   3	   3	   5	  10	   5	   3	  11	   6	  14	   4	   9	  19	  11	   9	   8	  18	  23	  17	  14	  45	  45	  31	  59	  74	 120	  60	  83	  55	  43	  12	  32	  25	  10	  13	  17	  16	  10	   3	  11	   5	   8	   3	   5	   5	   1	   3	   0	   1	   3	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 130.60	   8.64	 130.0	 132	 130.49	  5.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   1	   1	   2	   2	   2	   4	   6	   5	  12	   2	   7	   1	  13	   9	   4	  13	   7	  12	  23	  11	  11	  35	  33	  42	  64	  76	 128	  54	  69	  73	  50	  24	  25	  21	  23	  13	  10	  14	  19	   5	   7	   4	  13	  11	   6	   5	   3	   3	   1	   1	   4	   1	   3	   4	   0	   0	   3	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 134.83	   5.64	 135.0	 112	 134.91	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   0	   1	   2	   1	   0	   1	   1	   4	   3	   0	   1	   2	   6	  10	   2	   8	  12	   5	  14	  17	  27	  33	  81	 129	 101	  79	 143	  97	  68	  39	  22	  14	  15	   4	   6	   9	   6	   4	   7	   8	   3	   1	   0	   2	   3	   2	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 134.85	   6.47	 135.0	 164	 134.94	  2.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   4	   1	   4	   6	   6	   8	   6	   8	   7	   7	   2	  10	  12	   5	  11	  15	  21	  30	  59	 120	 132	  71	 133	  99	  62	  31	  16	  16	  10	   5	  13	  12	   6	   6	   8	   5	   4	   4	   6	   2	   4	   7	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 134.20	   6.83	 134.0	 176	 134.43	  3.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   1	   1	   4	   0	   2	   7	   8	   5	  10	  12	  12	   8	   5	  13	  15	   6	  13	  23	  31	  26	  73	 127	 129	  59	 117	  74	  62	  27	  21	  10	  11	   4	   6	   9	  10	   6	   8	  15	   8	   7	   4	   3	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 135.41	   7.03	 135.0	  94	 135.08	  4.78	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   3	   3	   3	   0	   2	   4	   3	   3	   8	   6	  12	   9	   9	  11	  11	   6	  17	  15	  31	  25	  50	 103	 109	  72	 120	  65	  90	  31	  20	  23	  18	   8	  14	   9	  15	   4	   9	  14	  13	   5	  11	   4	   3	   1	   3	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 134.95	   6.59	 135.0	  70	 135.08	  4.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   1	   0	   2	   0	   4	   7	   4	   3	  10	   4	   8	   8	   6	  13	   9	   9	  20	  28	  37	  33	  58	 105	 107	  59	 108	  81	  76	  28	  20	  25	  21	   6	  21	  13	  19	   0	  12	  10	   4	   5	   4	   2	   2	   1	   1	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 134.20	   7.13	 134.0	  82	 134.19	  5.10	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   3	   2	   6	   0	   0	   8	   7	   7	   4	  10	  10	  11	   9	  32	  19	   6	  25	  28	  45	  27	  54	  94	  95	  54	 117	  74	  65	  37	  24	  28	   6	   8	  14	   8	  11	   7	   9	   6	   5	   3	   4	   5	   3	   2	   0	   1	   1	   0	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 134.01	   6.50	 134.0	  60	 134.25	  5.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   2	   1	   2	   6	   6	   6	   5	   6	  10	  14	  13	  13	  23	  14	  12	  18	  19	  51	  29	  68	 107	 110	  46	 102	  70	  57	  40	  23	  25	  25	   6	  19	  13	   9	   4	   8	   5	   4	   0	   1	   4	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 135.19	   6.80	 135.0	  70	 135.19	  4.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   1	   0	   2	   0	   0	   1	   3	   8	   4	   5	   8	   9	   8	   9	  17	  13	   1	  17	  21	  34	  37	  58	 115	  89	  62	 106	  75	  68	  36	  28	  35	  17	   5	  29	  11	  16	   2	  12	   9	   6	   1	   0	   4	   5	   4	   1	   1	   1	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 124.12	   5.03	 124.0	  87	 124.18	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   4	   0	   4	   2	   4	   0	   6	   5	  11	   3	   6	  15	  16	  24	  42	  46	 113	 125	  89	 157	  99	  32	  73	  33	  24	  10	   9	  10	   5	   4	   7	   5	   1	   2	   2	   2	   2	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 124.08	   5.48	 124.0	 130	 124.24	  2.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   7	   1	   6	   7	   4	   5	  15	  15	   6	   8	  13	  12	  14	  25	  45	 122	 117	  99	 166	  78	  47	  58	  24	  18	  11	  13	  10	   6	   5	   9	   8	   5	   3	   5	   4	   2	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 123.74	   5.90	 124.0	 156	 124.10	  3.12	1000   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   0	   0	   4	   1	   1	   9	   9	   7	  11	  15	  17	   9	  15	  18	   9	  21	  23	  36	 128	  94	 110	 152	  79	  42	  52	  26	  19	   5	  15	  15	  13	   3	   6	   8	  11	   3	   3	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 124.72	   5.98	 125.0	  44	 124.81	  4.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   2	   3	   3	   5	   5	   4	   9	   9	  13	   8	   7	  21	  10	  22	  31	  41	 104	  97	  88	 141	  92	  39	  58	  31	  28	  14	  11	  19	  18	   5	  10	  16	  14	   4	   4	   4	   2	   2	   0	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 124.26	   5.75	 124.0	 137	 124.21	  3.47	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   3	   2	   3	   8	   6	   2	   8	   3	  17	   8	   9	  22	  26	  25	  35	  49	 111	  83	  78	 138	  93	  36	  58	  33	  33	  18	  16	  16	   8	   8	  12	   7	   8	   7	   1	   3	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 123.85	   6.05	 125.0	  44	 124.17	  5.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   2	   1	   5	   3	   1	   6	   7	   4	   8	  16	  16	  11	  16	  32	  28	  24	  33	  52	  92	  79	  59	 156	  77	  43	  74	  30	  29	   6	  21	  13	  11	   6	   3	   8	  13	   3	   2	   1	   3	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 123.66	   5.67	 124.0	  34	 123.92	  4.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   3	   3	   4	   8	   5	   8	   6	  12	  17	  16	  22	  27	  25	  26	  30	  59	 103	  88	  87	 104	  81	  37	  62	  41	  33	  16	  17	  19	  11	   6	  12	   1	   3	   1	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 124.55	   5.78	 125.0	  39	 124.63	  4.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   1	   0	   2	   0	   4	  10	   2	   7	  12	  14	   8	  12	  23	  17	  24	  26	  49	 106	  86	  76	 132	  86	  37	  64	  46	  35	  20	  19	  26	  12	   2	  12	   6	   4	   2	   3	   6	   2	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 120.59	   4.65	 121.0	  83	 120.72	  2.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   0	   4	   1	   2	   5	   4	   5	   7	   2	  13	   7	  14	  10	  29	  65	  79	  81	 119	 140	 177	  76	  36	  39	  15	  11	   9	  10	   7	   5	   5	   6	   3	   1	   3	   1	   1	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 120.70	   5.05	 121.0	 118	 120.79	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   4	   4	   4	  10	   3	  11	   5	   6	  14	  11	  16	   9	  24	  55	  64	  81	 108	 141	 185	  66	  37	  42	  13	   8	  12	  10	  15	   8	   8	   7	   8	   4	   2	   2	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 120.60	   5.47	 121.0	 137	 120.79	  3.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   4	   5	   2	   5	   9	   6	  15	  12	  13	  20	  22	  11	  25	  42	  65	  97	  86	 133	 143	  83	  37	  41	  17	   9	  16	  16	  13	  12	  11	  10	   7	   3	   0	   2	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 121.67	   5.55	 122.0	  34	 121.69	  4.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   7	   2	   5	   6	  11	  12	   9	  10	  20	   9	  29	  30	  65	  65	 100	 104	 143	  84	  60	  62	  21	  19	  21	   9	  15	  12	  20	  16	  11	   3	   5	   3	   5	   1	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 121.17	   5.34	 121.0	 127	 121.07	  3.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   0	   0	   2	   3	   2	   9	  13	   6	   7	  12	   7	  29	  11	  25	  58	  62	  69	  90	 116	 158	  69	  44	  49	  37	   9	  25	  15	  18	   8	  14	   8	   8	   3	   4	   2	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 120.71	   5.61	 121.0	  32	 120.85	  4.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   1	   0	   3	   5	   8	   6	  11	  13	  12	   9	  20	  30	  10	  42	  58	  64	  53	  89	 107	 137	  73	  51	  67	  25	   8	  20	  10	  17	   4	  10	  14	   8	   1	   1	   1	   5	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	 120.57	   5.17	 121.0	  21	 120.66	  4.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   5	   5	  10	  12	  13	   5	  20	  18	  32	  15	  28	  47	  78	  68	  90	 102	 141	  73	  43	  59	  35	  12	  31	  16	  12	   3	  10	   5	   1	   1	   3	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 7	 121.37	   5.41	 121.0	  30	 121.33	  4.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   0	   0	   0	   0	   2	   5	   3	   5	   8	   7	   8	  10	  15	  25	  16	  23	  56	  62	  70	  83	 116	 136	  63	  35	  71	  44	  18	  26	  17	  27	   9	   9	   7	   4	   5	   6	   1	   2	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
