INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.149	2.761	2.770	2.434
 0	 1	3.948	3.246	3.625	2.987
 0	 2	4.123	3.411	3.951	3.287
 0	 3	4.486	3.728	4.479	3.728
 0	 4	4.805	4.046	4.687	3.956
 0	 5	5.002	4.022	5.011	4.029
 0	 6	5.173	4.159	5.177	4.174
 0	 7	5.462	4.632	5.497	4.663
 1	 0	3.432	3.110	2.943	2.660
 1	 1	4.002	3.469	3.476	3.006
 1	 2	4.125	3.764	3.704	3.389
 1	 3	4.203	3.825	3.896	3.544
 1	 4	4.447	4.009	4.074	3.664
 1	 5	4.680	4.063	4.287	3.729
 1	 6	4.788	4.352	4.407	4.019
 1	 7	4.918	4.313	4.602	4.037
 2	 0	3.068	2.998	2.626	2.564
 2	 1	3.442	3.432	3.001	2.971
 2	 2	3.635	3.521	3.313	3.208
 2	 3	3.925	3.868	3.592	3.517
 2	 4	3.908	3.773	3.511	3.359
 2	 5	4.177	4.013	3.878	3.731
 2	 6	4.243	4.172	3.992	3.937
 2	 7	4.316	4.249	3.923	3.861
 3	 0	2.747	2.646	2.320	2.224
 3	 1	2.906	2.868	2.499	2.482
 3	 2	3.017	2.911	2.581	2.495
 3	 3	2.955	2.901	2.644	2.601
 3	 4	3.004	2.895	2.638	2.544
 3	 5	3.184	3.124	2.801	2.759
 3	 6	3.334	3.292	2.909	2.860
 3	 7	3.395	3.268	3.049	2.931
 4	 0	2.434	2.368	2.022	1.946
 4	 1	2.377	2.245	2.066	1.973
 4	 2	2.402	2.367	2.128	2.096
 4	 3	2.407	2.341	2.238	2.173
 4	 4	2.462	2.400	2.300	2.236
 4	 5	2.597	2.495	2.438	2.364
 4	 6	2.800	2.716	2.606	2.504
 4	 7	2.937	2.850	2.852	2.761
 5	 0	2.986	2.988	2.462	2.454
 5	 1	3.051	3.005	2.608	2.559
 5	 2	2.897	2.819	2.503	2.450
 5	 3	2.824	2.783	2.564	2.512
 5	 4	2.903	2.864	2.588	2.575
 5	 5	2.838	2.755	2.522	2.478
 5	 6	3.153	3.143	2.713	2.684
 5	 7	3.221	3.180	2.803	2.760
 6	 0	3.274	3.039	2.814	2.586
 6	 1	3.867	3.516	3.331	3.001
 6	 2	3.886	3.437	3.371	2.991
 6	 3	4.043	3.624	3.801	3.401
 6	 4	4.262	3.817	3.927	3.519
 6	 5	4.349	3.935	3.978	3.642
 6	 6	4.732	4.281	4.157	3.760
 6	 7	4.662	4.271	4.315	3.962
 7	 0	3.730	3.329	3.060	2.729
 7	 1	4.461	3.860	3.697	3.166
 7	 2	4.629	3.956	3.948	3.366
 7	 3	4.708	3.857	4.341	3.591
 7	 4	4.959	3.822	4.476	3.509
 7	 5	5.223	4.257	4.735	3.971
 7	 6	5.689	4.952	4.966	4.274
 7	 7	5.755	4.672	5.231	4.245
 8	 0	5.273	4.044	4.438	3.335
 8	 1	6.275	4.071	5.353	3.504
 8	 2	7.172	5.051	6.113	4.327
 8	 3	7.249	5.465	6.758	5.125
 8	 4	7.565	5.463	6.974	5.115
 8	 5	8.243	6.217	7.471	5.742
 8	 6	8.553	6.796	7.551	5.882
 8	 7	8.945	6.992	7.881	6.152
 9	 0	3.751	3.339	3.177	2.791
 9	 1	4.407	3.419	3.828	2.986
 9	 2	4.630	3.629	4.055	3.215
 9	 3	4.578	4.089	4.311	3.823
 9	 4	5.008	4.187	4.596	3.816
 9	 5	5.397	4.620	4.863	4.112
 9	 6	5.579	5.037	4.958	4.372
 9	 7	5.690	5.133	5.114	4.568
10	 0	3.076	3.004	2.590	2.495
10	 1	3.252	3.093	2.852	2.730
10	 2	3.355	3.179	2.957	2.807
10	 3	3.339	3.225	3.098	2.987
10	 4	3.422	3.316	3.153	3.073
10	 5	3.698	3.484	3.331	3.228
10	 6	3.992	3.886	3.560	3.448
10	 7	4.056	3.932	3.674	3.611
11	 0	2.894	2.837	2.450	2.386
11	 1	2.963	2.928	2.554	2.496
11	 2	3.025	2.951	2.601	2.557
11	 3	2.969	2.819	2.697	2.540
11	 4	3.127	3.059	2.815	2.760
11	 5	3.480	3.402	3.108	3.062
11	 6	3.586	3.516	3.139	3.044
11	 7	3.737	3.612	3.387	3.290
12	 0	2.685	2.683	2.244	2.219
12	 1	2.538	2.561	2.208	2.209
12	 2	2.582	2.505	2.300	2.241
12	 3	2.679	2.619	2.470	2.432
12	 4	2.764	2.746	2.558	2.539
12	 5	2.842	2.828	2.636	2.638
12	 6	3.212	3.252	2.905	2.899
12	 7	3.366	3.331	3.109	3.080
13	 0	2.979	2.938	2.479	2.420
13	 1	2.826	2.805	2.450	2.445
13	 2	2.917	2.896	2.528	2.509
13	 3	2.945	2.898	2.638	2.618
13	 4	3.315	3.276	2.954	2.919
13	 5	3.497	3.449	3.080	3.065
13	 6	3.844	3.878	3.376	3.377
13	 7	4.105	4.060	3.651	3.616
14	 0	3.010	2.997	2.524	2.486
14	 1	3.210	3.103	2.803	2.708
14	 2	3.271	3.150	2.876	2.783
14	 3	3.510	3.400	3.180	3.087
14	 4	3.718	3.600	3.365	3.247
14	 5	3.942	3.821	3.522	3.418
14	 6	4.481	4.411	3.986	3.898
14	 7	4.692	4.559	4.183	4.062
15	 0	3.180	3.160	2.608	2.591
15	 1	3.258	3.125	2.818	2.699
15	 2	3.466	3.398	3.020	2.954
15	 3	3.735	3.648	3.290	3.215
15	 4	3.919	3.800	3.466	3.356
15	 5	4.067	3.986	3.592	3.528
15	 6	4.525	4.454	4.001	3.923
15	 7	4.864	4.729	4.322	4.207
16	 0	3.658	3.512	3.085	2.946
16	 1	3.985	3.592	3.455	3.109
16	 2	3.862	3.428	3.459	3.077
16	 3	4.012	3.770	3.700	3.477
16	 4	4.077	3.690	3.715	3.358
16	 5	4.332	3.999	3.954	3.659
16	 6	4.470	4.094	4.006	3.682
16	 7	4.679	4.273	4.313	3.944
17	 0	3.106	2.894	2.668	2.490
17	 1	3.410	3.100	2.967	2.703
17	 2	3.499	3.257	3.072	2.879
17	 3	3.441	3.117	3.111	2.829
17	 4	3.509	3.247	3.197	2.967
17	 5	3.842	3.371	3.542	3.115
17	 6	3.766	3.316	3.537	3.112
17	 7	3.947	3.648	3.700	3.440
18	 0	2.813	2.739	2.407	2.322
18	 1	2.877	2.799	2.532	2.444
18	 2	2.923	2.815	2.637	2.534
18	 3	2.806	2.670	2.660	2.526
18	 4	2.922	2.821	2.748	2.670
18	 5	3.198	3.036	2.963	2.827
18	 6	3.355	3.275	3.136	3.074
18	 7	3.298	3.144	3.091	2.943
19	 0	2.763	2.606	2.324	2.184
19	 1	2.717	2.654	2.346	2.297
19	 2	2.819	2.742	2.431	2.384
19	 3	2.641	2.621	2.437	2.436
19	 4	2.680	2.598	2.374	2.288
19	 5	2.726	2.650	2.438	2.358
19	 6	3.144	3.074	2.765	2.707
19	 7	3.004	2.995	2.678	2.676
20	 0	3.297	3.258	2.813	2.759
20	 1	3.171	3.156	2.760	2.735
20	 2	3.081	2.962	2.736	2.642
20	 3	2.969	2.890	2.794	2.677
20	 4	3.101	2.910	2.924	2.759
20	 5	3.349	3.278	3.101	3.087
20	 6	3.505	3.415	3.217	3.196
20	 7	3.595	3.522	3.279	3.205
21	 0	3.084	3.040	2.605	2.545
21	 1	2.773	2.781	2.360	2.355
21	 2	2.762	2.727	2.384	2.349
21	 3	2.804	2.712	2.539	2.480
21	 4	2.831	2.766	2.497	2.418
21	 5	2.832	2.803	2.473	2.460
21	 6	2.970	2.919	2.565	2.504
21	 7	3.121	3.083	2.710	2.693
22	 0	3.241	3.263	2.691	2.655
