ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	222.049	0.635
 0	 0	 1	220.884	0.668
 0	 0	 2	219.814	0.602
 0	 0	 3	218.573	0.551
 0	 0	 4	217.698	0.592
 0	 0	 5	216.757	0.597
 0	 0	 6	215.729	0.589
 0	 0	 7	214.570	0.824
 0	 1	 0	221.974	0.591
 0	 1	 1	220.872	0.578
 0	 1	 2	219.746	0.541
 0	 1	 3	218.674	0.560
 0	 1	 4	217.615	0.550
 0	 1	 5	216.699	0.583
 0	 1	 6	215.542	0.559
 0	 1	 7	214.565	0.867
 0	 2	 0	221.875	0.615
 0	 2	 1	220.885	0.639
 0	 2	 2	219.768	0.620
 0	 2	 3	218.634	0.549
 0	 2	 4	217.667	0.568
 0	 2	 5	216.763	0.586
 0	 2	 6	215.535	0.563
 0	 2	 7	214.532	0.902
 0	 3	 0	221.967	0.660
 0	 3	 1	220.945	0.678
 0	 3	 2	219.886	0.711
 0	 3	 3	218.774	0.574
 0	 3	 4	217.758	0.655
 0	 3	 5	216.813	0.638
 0	 3	 6	215.765	0.646
 0	 3	 7	214.663	1.012
 0	 4	 0	221.979	0.701
 0	 4	 1	221.042	0.725
 0	 4	 2	219.993	0.687
 0	 4	 3	218.718	0.760
 0	 4	 4	217.787	0.707
 0	 4	 5	216.847	0.751
 0	 4	 6	215.597	1.104
 0	 4	 7	214.673	1.092
 0	 5	 0	222.085	0.695
 0	 5	 1	220.983	0.747
 0	 5	 2	219.913	0.745
 0	 5	 3	218.739	0.745
 0	 5	 4	217.855	0.739
 0	 5	 5	216.892	0.777
 0	 5	 6	215.685	1.059
 0	 5	 7	214.679	1.089
 0	 6	 0	221.994	0.705
 0	 6	 1	220.800	0.739
 0	 6	 2	219.784	0.712
 0	 6	 3	218.736	0.667
 0	 6	 4	217.880	0.694
 0	 6	 5	216.700	0.745
 0	 6	 6	215.598	1.037
 0	 6	 7	214.418	1.091
 0	 7	 0	221.949	0.690
 0	 7	 1	220.940	0.720
