INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	6.101	4.513	5.147	3.811
 0	 1	5.495	4.142	5.113	3.851
 0	 2	5.347	4.021	5.069	3.826
 0	 3	7.144	6.363	6.918	6.162
 0	 4	6.149	5.688	5.992	5.554
 0	 5	6.746	6.524	6.607	6.380
 0	 6	7.235	7.085	7.133	6.994
 0	 7	7.075	7.016	7.021	6.978
 1	 0	5.978	4.653	4.985	3.905
 1	 1	6.950	5.092	6.202	4.533
 1	 2	6.690	5.025	5.966	4.482
 1	 3	7.541	6.446	6.746	5.767
 1	 4	7.046	6.442	6.403	5.855
 1	 5	9.935	9.597	9.120	8.816
 1	 6	7.217	7.058	6.754	6.621
 1	 7	9.164	8.942	8.919	8.703
 2	 0	5.484	4.365	4.447	3.555
 2	 1	5.842	4.341	5.080	3.779
 2	 2	7.471	5.810	6.692	5.211
 2	 3	8.120	7.248	7.358	6.589
 2	 4	8.096	7.308	7.454	6.733
 2	 5	7.245	7.077	6.867	6.691
 2	 6	9.425	9.445	8.996	8.964
 2	 7	8.167	8.033	7.948	7.822
 3	 0	4.570	3.663	3.667	2.949
 3	 1	4.722	3.704	3.971	3.115
 3	 2	6.084	4.754	5.300	4.157
 3	 3	7.876	6.986	6.996	6.209
 3	 4	7.255	6.634	6.517	5.976
 3	 5	7.198	7.013	6.697	6.526
 3	 6	7.881	7.816	7.374	7.311
 3	 7	9.146	9.006	8.775	8.667
 4	 0	3.740	3.213	3.016	2.599
 4	 1	4.051	3.326	3.478	2.852
 4	 2	4.526	3.862	3.940	3.356
 4	 3	6.302	5.613	5.701	5.105
 4	 4	5.769	5.367	5.499	5.119
 4	 5	6.995	6.867	6.678	6.556
 4	 6	8.449	8.221	7.880	7.663
 4	 7	8.213	8.076	7.981	7.865
 5	 0	4.211	3.761	3.392	3.050
 5	 1	4.099	3.704	3.495	3.156
 5	 2	4.765	4.262	4.100	3.674
 5	 3	5.348	5.034	4.722	4.450
 5	 4	5.879	5.692	5.209	5.033
 5	 5	7.633	7.401	6.947	6.718
 5	 6	7.788	7.616	7.186	7.061
 5	 7	8.262	8.075	7.809	7.634
 6	 0	4.106	3.808	3.246	3.035
 6	 1	4.089	3.688	3.545	3.194
 6	 2	3.926	3.741	3.423	3.269
 6	 3	5.291	5.105	4.710	4.506
 6	 4	5.702	5.434	5.144	4.893
 6	 5	6.402	6.317	5.955	5.888
 6	 6	7.498	7.385	7.004	6.918
 6	 7	8.332	8.297	7.925	7.891
 7	 0	4.192	3.828	3.324	3.054
 7	 1	4.346	3.868	3.657	3.243
 7	 2	4.340	3.930	3.669	3.310
 7	 3	5.500	5.070	4.776	4.387
 7	 4	5.334	5.139	4.792	4.631
 7	 5	6.317	6.177	5.692	5.562
 7	 6	7.755	7.659	7.124	7.031
 7	 7	7.488	7.368	6.994	6.874
 8	 0	4.288	3.944	3.412	3.153
 8	 1	4.320	3.991	3.671	3.375
 8	 2	4.272	3.976	3.814	3.569
 8	 3	4.950	4.669	4.490	4.234
 8	 4	5.139	4.996	4.728	4.626
 8	 5	5.747	5.666	5.181	5.112
 8	 6	5.595	5.541	5.004	4.967
 8	 7	5.612	5.544	5.228	5.145
 9	 0	3.989	3.673	3.144	2.912
 9	 1	4.040	3.738	3.410	3.149
 9	 2	4.384	4.147	3.760	3.560
 9	 3	4.970	4.578	4.312	3.960
 9	 4	4.844	4.706	4.322	4.210
 9	 5	5.529	5.453	4.960	4.846
 9	 6	5.472	5.369	4.920	4.805
 9	 7	5.014	4.900	4.625	4.546
10	 0	3.787	3.480	3.077	2.844
10	 1	4.048	3.597	3.556	3.175
10	 2	4.686	4.343	4.131	3.828
10	 3	5.123	4.734	4.608	4.253
10	 4	5.152	5.012	4.731	4.623
10	 5	5.348	5.238	4.863	4.709
10	 6	5.314	5.253	4.896	4.852
10	 7	4.865	4.751	4.553	4.470
11	 0	4.320	3.837	3.430	3.032
11	 1	4.565	3.763	3.904	3.202
11	 2	4.535	4.069	4.039	3.618
11	 3	4.923	4.479	4.418	4.005
11	 4	4.959	4.659	4.443	4.173
11	 5	5.312	5.199	4.839	4.708
11	 6	4.962	4.875	4.546	4.469
11	 7	4.937	4.901	4.490	4.485
12	 0	4.436	3.675	3.589	3.002
12	 1	5.058	4.317	4.295	3.681
12	 2	5.418	4.442	4.634	3.794
12	 3	5.553	4.967	4.766	4.265
12	 4	5.479	5.314	4.798	4.647
12	 5	5.947	5.733	5.307	5.127
12	 6	5.780	5.668	5.176	5.068
12	 7	5.252	5.059	4.807	4.662
13	 0	4.270	3.576	3.472	2.912
13	 1	4.864	3.846	4.257	3.370
13	 2	5.514	4.438	4.987	4.016
13	 3	6.199	5.410	5.677	4.945
13	 4	5.510	5.273	5.187	4.962
13	 5	5.890	5.761	5.505	5.380
13	 6	5.715	5.545	5.392	5.271
13	 7	5.167	5.022	5.021	4.878
14	 0	6.126	4.846	5.011	3.974
14	 1	6.646	4.982	5.810	4.342
14	 2	6.710	5.432	5.864	4.746
14	 3	7.278	6.454	6.703	5.932
14	 4	7.596	6.874	6.984	6.332
14	 5	6.756	6.531	6.251	6.082
14	 6	5.919	5.647	5.578	5.316
14	 7	5.907	5.654	5.666	5.469
15	 0	5.539	4.365	4.524	3.559
15	 1	5.633	4.219	4.922	3.683
15	 2	6.084	4.718	5.337	4.140
15	 3	6.246	5.314	5.620	4.797
15	 4	6.625	5.995	6.024	5.428
15	 5	6.830	6.475	6.228	5.913
15	 6	6.224	6.067	5.710	5.542
15	 7	5.882	5.705	5.431	5.258
16	 0	7.268	5.337	6.070	4.480
16	 1	7.492	5.514	6.408	4.712
16	 2	5.615	4.427	4.936	3.891
16	 3	6.381	5.600	5.605	4.924
16	 4	6.360	5.788	5.669	5.173
16	 5	6.445	6.290	5.821	5.682
16	 6	6.413	6.365	5.753	5.724
16	 7	7.114	7.089	6.328	6.332
17	 0	5.926	4.689	4.962	3.955
17	 1	6.313	4.595	5.585	4.084
17	 2	5.128	4.105	4.634	3.714
17	 3	5.664	5.072	5.202	4.666
17	 4	7.058	6.516	6.689	6.189
17	 5	6.512	6.209	6.210	5.895
17	 6	6.217	6.164	5.976	5.924
17	 7	6.513	6.347	6.442	6.279
18	 0	4.924	4.022	4.017	3.285
18	 1	4.888	3.884	4.114	3.255
18	 2	4.752	3.776	4.185	3.348
18	 3	6.453	5.825	5.759	5.192
18	 4	5.838	5.371	5.197	4.785
18	 5	6.106	5.991	5.720	5.600
18	 6	5.742	5.682	5.351	5.297
18	 7	6.211	6.051	5.857	5.704
19	 0	4.394	3.768	3.554	3.043
19	 1	4.733	3.905	4.188	3.428
19	 2	4.430	3.944	3.854	3.440
19	 3	5.310	4.909	4.790	4.425
19	 4	6.454	6.028	5.721	5.338
19	 5	6.509	6.373	5.910	5.776
19	 6	6.316	6.260	5.642	5.588
19	 7	6.601	6.582	6.087	6.112
20	 0	4.590	3.960	3.766	3.266
20	 1	5.048	4.335	4.393	3.760
20	 2	4.781	4.317	4.228	3.814
20	 3	5.705	5.365	5.122	4.814
20	 4	5.568	5.182	5.111	4.772
20	 5	6.339	6.207	5.989	5.868
20	 6	5.994	5.971	5.623	5.593
20	 7	7.575	7.450	7.282	7.180
21	 0	3.646	3.384	2.954	2.755
21	 1	3.952	3.327	3.377	2.845
21	 2	4.021	3.603	3.425	3.063
21	 3	4.990	4.762	4.361	4.163
21	 4	4.793	4.695	4.217	4.129
21	 5	5.818	5.713	5.271	5.163
21	 6	5.897	5.829	5.250	5.187
21	 7	5.997	5.816	5.554	5.411
22	 0	3.541	3.271	2.880	2.669
22	 1	3.587	3.434	3.032	2.885
22	 2	3.589	3.441	3.114	2.967
22	 3	4.398	3.977	3.879	3.512
22	 4	4.098	3.962	3.611	3.498
22	 5	5.750	5.630	5.200	5.085
22	 6	5.512	5.486	4.899	4.882
22	 7	5.620	5.516	5.171	5.072
23	 0	3.355	3.247	2.691	2.627
23	 1	3.610	3.504	3.149	3.045
23	 2	3.388	3.363	3.085	3.075
23	 3	4.131	4.099	3.788	3.748
23	 4	4.635	4.582	4.223	4.191
23	 5	5.325	5.177	4.956	4.838
23	 6	6.205	6.156	5.645	5.611
23	 7	6.397	6.354	6.012	5.947
24	 0	3.589	3.520	2.845	2.814
24	 1	3.913	3.790	3.354	3.244
24	 2	3.720	3.439	3.326	3.080
24	 3	4.400	4.305	3.992	3.894
24	 4	4.736	4.639	4.389	4.313
24	 5	5.067	5.027	4.821	4.782
24	 6	6.837	6.726	6.536	6.455
24	 7	6.967	6.868	6.701	6.590
25	 0	3.580	3.405	2.873	2.756
25	 1	3.727	3.519	3.193	3.011
25	 2	3.747	3.683	3.309	3.236
25	 3	4.911	4.690	4.456	4.248
25	 4	4.912	4.633	4.426	4.188
25	 5	5.650	5.560	5.167	5.092
25	 6	7.271	7.262	6.604	6.598
25	 7	6.677	6.588	6.203	6.123
26	 0	4.144	3.756	3.331	3.019
26	 1	4.089	3.691	3.502	3.170
