ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 145.58	 1.394	146.0	  0	 145.58	 1.394	 100
 0	 0	  1	 160.73	 1.705	161.0	  1	 160.79	 1.612	 100
 0	 0	  2	 206.37	 2.092	206.0	  0	 206.37	 2.092	 100
 0	 0	  3	 289.94	 2.295	290.0	  1	 290.05	 2.022	 100
 0	 0	  4	 363.66	 2.194	364.0	  0	 363.66	 2.194	 100
 0	 0	  5	 434.13	 2.237	434.0	  0	 434.13	 2.237	 100
 0	 0	  6	 491.70	 2.013	491.0	  6	 491.41	 1.713	 100
 0	 0	  7	 540.90	 2.376	541.0	  4	 541.00	 2.083	 100
 0	 0	  8	 580.18	 2.027	580.0	  3	 580.03	 1.868	 100
 0	 0	  9	 611.35	 1.987	611.0	  3	 611.21	 1.837	 100
 0	 0	 10	 635.91	 2.045	636.0	  2	 636.02	 1.910	 100
 0	 0	 11	 654.29	 2.119	654.0	  3	 654.35	 1.953	 100
 0	 0	 12	 665.16	 2.078	665.0	  2	 665.06	 1.978	 100
 0	 0	 13	 671.68	 2.313	672.0	  1	 671.76	 2.190	 100
 0	 0	 14	 672.91	 1.995	673.0	  3	 672.84	 1.669	 100
 0	 0	 15	 669.58	 1.955	669.0	  3	 669.44	 1.820	 100
 0	 0	 16	 663.45	 1.850	663.0	  0	 663.45	 1.850	 100
 0	 0	 17	 654.48	 1.899	654.0	  1	 654.54	 1.826	 100
 0	 0	 18	 641.79	 1.893	642.0	  3	 641.94	 1.719	 100
 0	 0	 19	 628.18	 2.052	628.0	  0	 628.18	 2.052	 100
 0	 0	 20	 613.80	 2.179	614.0	  0	 613.80	 2.179	 100
 0	 0	 21	 596.92	 1.973	597.0	  1	 596.87	 1.915	 100
 0	 0	 22	 579.54	 1.877	580.0	  2	 579.54	 1.724	 100
 0	 0	 23	 561.01	 1.817	561.0	  0	 561.01	 1.817	 100
 0	 0	 24	 542.33	 1.881	542.0	  1	 542.28	 1.830	 100
 0	 0	 25	 523.46	 1.772	523.0	  2	 523.37	 1.665	 100
 0	 0	 26	 503.87	 1.835	504.0	  1	 503.93	 1.745	 100
 0	 0	 27	 484.29	 1.827	484.0	  2	 484.19	 1.715	 100
 0	 0	 28	 466.37	 1.631	466.0	  1	 466.32	 1.570	 100
 0	 0	 29	 448.27	 1.620	448.0	  1	 448.22	 1.555	 100
 0	 0	 30	 429.02	 1.792	429.0	  1	 428.97	 1.729	 100
 0	 0	 31	 412.60	 1.735	413.0	  0	 412.60	 1.735	 100
 0	 0	 32	 394.93	 1.584	395.0	  0	 394.93	 1.584	 100
 0	 0	 33	 378.92	 1.433	379.0	  0	 378.92	 1.433	 100
 0	 0	 34	 363.29	 1.343	363.0	  0	 363.29	 1.343	 100
 0	 0	 35	 349.02	 1.400	349.0	  0	 349.02	 1.400	 100
 0	 0	 36	 336.13	 1.353	336.0	  0	 336.13	 1.353	 100
 0	 0	 37	 323.75	 1.431	324.0	  0	 323.75	 1.431	 100
 0	 0	 38	 310.79	 1.486	311.0	  1	 310.84	 1.412	 100
 0	 0	 39	 298.96	 1.238	299.0	  0	 298.96	 1.238	 100
 0	 0	 40	 288.52	 1.159	288.0	  0	 288.52	 1.159	 100
 0	 0	 41	 278.38	 1.301	278.0	  0	 278.38	 1.301	 100
 0	 0	 42	 268.78	 1.133	269.0	  0	 268.78	 1.133	 100
 0	 0	 43	 260.54	 1.218	261.0	  0	 260.54	 1.218	 100
 0	 0	 44	 251.25	 1.175	251.0	  0	 251.25	 1.175	 100
 0	 0	 45	 244.20	 1.198	244.0	  0	 244.20	 1.198	 100
 0	 0	 46	 237.10	 1.337	237.0	  1	 237.05	 1.248	 100
