Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.2917	0.2917	0.2917	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.2917	0.2917	0.3066	0.0095	0.3125	  9	0.3125	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4375	0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4375	0.4375	0.4375	0.4375	0.4583	0.4583	0.4375	0.4375	0.4583	0.4583	0.4583	0.4486	0.0106	0.4583	 15	0.4583	0.0000
0.6458	0.6458	0.6458	0.6458	0.6667	0.6667	0.6667	0.6458	0.6458	0.6667	0.6667	0.6458	0.6667	0.6667	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6667	0.6667	0.6458	0.6667	0.6667	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6549	0.0105	0.6458	 14	0.6458	0.0000
0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8750	0.7917	0.8750	0.8125	0.8125	0.8125	0.8125	0.8125	0.8750	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7917	0.8750	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8203	0.0223	0.8125	  8	0.8125	0.0000
1.0000	1.0208	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0208	1.0000	1.0000	1.0208	1.0000	1.0000	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0000	1.0208	1.0000	1.0000	1.0208	1.0078	0.0102	1.0000	 12	1.0000	0.0000
1.2708	1.2500	1.2500	1.2500	1.3125	1.3125	1.3125	1.3125	1.3125	1.3542	1.3542	1.3125	1.2500	1.2500	1.2500	1.2708	1.2708	1.2500	1.2500	1.3125	1.3125	1.3125	1.3542	1.3125	1.3125	1.3125	1.3125	1.3542	1.3125	1.2708	1.2500	1.2500	1.2930	0.0363	1.3125	  0	1.2930	0.0363
1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5833	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5632	0.0037	1.5625	  1	1.5625	0.0000
1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.9167	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7083	1.7148	0.0368	1.7083	  1	1.7083	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.3333	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2930	0.0074	0.2917	  1	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4564	0.0062	0.4583	  3	0.4583	0.0000
0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.7083	0.6458	0.7083	0.6458	0.7083	0.7083	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6536	0.0210	0.6458	  4	0.6458	0.0000
0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8132	0.0037	0.8125	  1	0.8125	0.0000
1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0833	1.0208	1.0833	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0000	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0241	0.0160	1.0208	  3	1.0208	0.0000
1.2708	1.2500	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.3125	1.2708	1.3125	1.3079	0.0147	1.3125	  3	1.3125	0.0000
1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.6250	1.5625	1.6250	1.5625	1.5625	1.6250	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.6250	1.5625	1.6250	1.6667	1.6250	1.6250	1.6250	1.6250	1.6250	1.5625	1.6250	1.5625	1.5625	1.5872	0.0332	1.5625	 12	1.5625	0.0000
