GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.286	173.845	0.9999	0.348	1.289	173.601	0.9999	0.324	1.517	165.496	0.9999	1.144	1.519	165.393	0.9999	1.159
 0	 1	1.151	171.815	0.9992	0.745	1.153	171.657	0.9991	0.786	1.277	167.661	0.9960	1.545	1.277	167.611	0.9960	1.558
 0	 2	1.106	169.300	0.9988	0.867	1.106	169.300	0.9988	0.867	1.180	167.327	0.9967	1.498	1.180	167.317	0.9967	1.480
 0	 3	1.080	167.920	1.0000	0.066	1.080	167.920	1.0000	0.066	1.135	166.842	0.9987	1.177	1.134	166.824	0.9987	1.155
 0	 4	1.049	168.040	0.9999	0.230	1.049	168.040	0.9999	0.230	1.098	166.855	0.9972	1.438	1.098	166.826	0.9973	1.326
 0	 5	1.045	165.540	0.9999	0.249	1.045	165.540	0.9999	0.249	1.054	166.725	0.9976	1.388	1.054	166.693	0.9976	1.332
 0	 6	1.013	165.310	0.9996	0.425	1.015	165.214	0.9996	0.450	1.011	166.638	0.9977	1.471	1.011	166.631	0.9977	1.459
 0	 7	0.995	165.035	0.9999	0.176	0.995	164.990	0.9999	0.212	0.996	166.063	0.9977	1.646	0.995	166.040	0.9978	1.572
 1	 0	1.400	172.040	1.0000	0.192	1.398	172.166	1.0000	0.216	1.679	161.689	1.0000	1.396	1.679	161.651	1.0000	1.341
 1	 1	1.245	169.955	0.9996	0.568	1.244	170.001	0.9995	0.606	1.408	164.014	0.9962	1.301	1.406	164.063	0.9965	1.345
 1	 2	1.186	167.110	0.9998	0.346	1.188	167.015	0.9999	0.321	1.299	163.022	0.9967	0.935	1.295	163.096	0.9968	0.932
 1	 3	1.170	164.080	0.9994	0.638	1.170	164.080	0.9994	0.638	1.243	162.384	0.9987	1.359	1.242	162.371	0.9987	1.416
 1	 4	1.136	163.380	0.9997	0.431	1.134	163.566	0.9997	0.429	1.194	162.086	0.9973	0.998	1.194	162.096	0.9973	0.955
 1	 5	1.099	161.830	1.0000	0.144	1.099	161.806	1.0000	0.159	1.129	161.582	0.9977	1.037	1.129	161.519	0.9977	1.025
