ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 145.99	 1.474	146.0	  1	 146.04	 1.392	 100
 0	 0	   20	 158.20	 2.030	158.0	  0	 158.20	 2.030	 100
 0	 0	   30	 171.64	 1.661	171.0	  1	 171.60	 1.609	 100
 0	 0	   40	 186.17	 1.700	186.0	  0	 186.17	 1.700	 100
 0	 0	   50	 200.99	 1.931	201.0	  2	 200.99	 1.813	 100
 0	 0	   60	 215.76	 1.975	216.0	  4	 215.76	 1.703	 100
 0	 0	   70	 230.19	 2.029	230.0	  3	 230.13	 1.766	 100
 0	 0	   80	 245.13	 2.043	245.0	  3	 244.98	 1.882	 100
 0	 0	   90	 259.69	 2.073	260.0	  3	 259.74	 1.827	 100
 0	 0	  100	 272.45	 2.157	273.0	  4	 272.56	 1.885	 100
 0	 0	  200	 392.40	 2.383	392.5	  2	 392.58	 2.020	 100
 0	 0	  300	 486.55	 1.882	486.0	  2	 486.66	 1.723	 100
 0	 0	  400	 564.96	 2.069	565.0	  3	 565.11	 1.903	 100
 0	 0	  500	 629.03	 1.867	629.0	  3	 628.98	 1.677	 100
 0	 0	  600	 681.76	 2.090	682.0	  2	 681.86	 1.995	 100
 0	 0	  700	 726.88	 2.143	727.0	  0	 726.88	 2.143	 100
 0	 0	  800	 765.30	 1.850	765.0	  0	 765.30	 1.850	 100
 0	 0	  900	 798.51	 1.931	798.0	  1	 798.57	 1.858	 100
 0	 0	 1000	 826.81	 1.921	827.0	  3	 826.75	 1.665	 100
 0	 0	 1200	 875.58	 1.881	876.0	  2	 875.69	 1.714	 100
 0	 0	 1400	 915.41	 1.891	916.0	  3	 915.56	 1.720	 100
 0	 0	 1600	 948.79	 2.081	949.0	  4	 948.81	 1.749	 100
 0	 0	 1800	 978.87	 1.868	979.0	  4	 978.86	 1.607	 100
 0	 0	 2000	1003.70	 1.823	1004.0	  1	1003.65	 1.751	 100
 0	 0	 4000	1167.94	 3.530	1169.0	  4	1168.42	 2.674	 100
 0	 0	 6000	1265.26	 2.766	1266.0	  1	1265.36	 2.577	 100
 0	 0	 8000	1337.34	 2.889	1338.0	  1	1337.44	 2.708	 100
 0	 0	10000	1396.01	 2.316	1396.0	  0	1396.01	 2.316	 100
 0	 0	12000	1447.76	 2.697	1448.0	  1	1447.86	 2.523	 100
 0	 0	14000	1493.51	 2.484	1494.0	  5	1493.84	 2.049	 100
 0	 0	16000	1534.52	 2.568	1534.0	  6	1534.31	 2.170	 100
 0	 0	18000	1574.12	 2.524	1574.0	  0	1574.12	 2.524	 100
 0	 0	20000	1610.09	 2.207	1610.0	  2	1610.22	 2.013	 100
 0	 0	22000	1644.89	 2.369	1645.0	  0	1644.89	 2.369	 100
 0	 0	24000	1677.25	 2.455	1677.0	  0	1677.25	 2.455	 100
 0	 0	26000	1708.19	 2.364	1709.0	  0	1708.19	 2.364	 100
 0	 0	28000	1737.15	 2.115	1737.0	  5	1737.20	 1.802	 100
 0	 0	30000	1765.66	 2.071	1766.0	  3	1765.80	 1.929	 100
 0	 0	32000	1792.33	 2.458	1793.0	  0	1792.33	 2.458	 100
 0	 0	34000	1818.78	 2.351	1819.0	  1	1818.85	 2.260	 100
 0	 0	36000	1843.71	 2.086	1844.0	  5	1843.85	 1.756	 100
 0	 0	38000	1868.24	 1.955	1869.0	  3	1868.29	 1.732	 100
 0	 0	40000	1891.18	 1.855	1891.0	  1	1891.23	 1.789	 100
 0	 0	42000	1910.13	 1.535	1910.0	  2	1910.13	 1.375	 100
 0	 0	44000	1928.70	 1.617	1929.0	  1	1928.75	 1.554	 100
 0	 0	46000	1946.12	 1.572	1946.0	  1	1946.17	 1.492	 100
 0	 0	48000	1962.59	 1.450	1963.0	  1	1962.64	 1.381	 100
 0	 0	50000	1976.65	 1.395	1977.0	  0	1976.65	 1.395	 100
 0	 0	52000	1990.09	 1.386	1990.0	  0	1990.09	 1.386	 100
 0	 0	54000	2000.97	 1.114	2001.0	  0	2000.97	 1.114	 100
 0	 0	56000	2009.46	 0.717	2010.0	 49	2010.00	 0.000	 100
 0	 0	58000	2015.12	 0.608	2015.0	 10	2015.00	 0.000	 100
 0	 0	60000	2020.97	 0.413	2021.0	 14	2021.00	 0.000	 100
 0	 0	62000	2024.83	 0.587	2025.0	 37	2025.00	 0.000	 100
 0	 0	64000	2027.20	 0.512	2027.0	 27	2027.00	 0.000	 100
 0	 1	   10	 164.34	 7.264	162.0	  1	 164.12	 6.962	 100
 0	 1	   20	 156.81	 1.637	157.0	  0	 156.81	 1.637	 100
 0	 1	   30	 168.88	 1.526	169.0	  1	 168.93	 1.452	 100
 0	 1	   40	 180.80	 1.421	181.0	  0	 180.80	 1.421	 100
 0	 1	   50	 193.28	 1.975	194.0	  4	 193.48	 1.741	 100
 0	 1	   60	 206.25	 1.817	206.0	  2	 206.14	 1.668	 100
 0	 1	   70	 218.69	 1.522	219.0	  0	 218.69	 1.522	 100
 0	 1	   80	 230.99	 1.691	231.0	  0	 230.99	 1.691	 100
 0	 1	   90	 243.27	 1.734	243.0	  1	 243.22	 1.675	 100
 0	 1	  100	 255.48	 1.925	256.0	  0	 255.48	 1.925	 100
 0	 1	  200	 362.81	 2.304	363.0	  8	 363.21	 1.552	 100
 0	 1	  300	 455.15	 2.185	455.5	  2	 455.31	 1.907	 100
 0	 1	  400	 533.08	 1.905	533.0	  3	 533.15	 1.642	 100
 0	 1	  500	 596.96	 1.385	597.0	  0	 596.96	 1.385	 100
 0	 1	  600	 649.68	 1.510	650.0	  0	 649.68	 1.510	 100
 0	 1	  700	 693.81	 1.824	694.0	  2	 693.82	 1.664	 100
 0	 1	  800	 731.23	 1.693	731.0	  0	 731.23	 1.693	 100
 0	 1	  900	 763.52	 1.834	764.0	  2	 763.52	 1.676	 100
 0	 1	 1000	 791.80	 1.614	792.0	  0	 791.80	 1.614	 100
 0	 1	 1200	 838.98	 1.717	839.0	  1	 839.03	 1.650	 100
 0	 1	 1400	 877.69	 1.937	878.0	  0	 877.69	 1.937	 100
 0	 1	 1600	 909.91	 1.832	910.0	  0	 909.91	 1.832	 100
 0	 1	 1800	 938.24	 1.724	938.0	  2	 938.24	 1.586	 100
 0	 1	 2000	 963.13	 1.721	963.0	  2	 963.13	 1.584	 100
 0	 1	 4000	1120.16	 3.184	1121.0	  9	1120.97	 1.754	 100
 0	 1	 6000	1213.36	 2.855	1214.0	 12	1213.99	 2.098	 100
 0	 1	 8000	1283.54	 2.435	1284.0	  7	1283.98	 1.877	 100
 0	 1	10000	1339.85	 2.115	1340.0	  6	1339.93	 1.705	 100
 0	 1	12000	1389.59	 2.184	1390.0	  3	1389.73	 2.059	 100
 0	 1	14000	1433.43	 2.284	1433.5	  0	1433.43	 2.284	 100
 0	 1	16000	1473.54	 2.204	1474.0	  6	1473.84	 1.908	 100
 0	 1	18000	1510.75	 2.333	1511.0	  0	1510.75	 2.333	 100
 0	 1	20000	1546.09	 2.080	1546.0	  5	1546.26	 1.746	 100
 0	 1	22000	1578.74	 2.268	1579.0	  5	1579.03	 1.916	 100
 0	 1	24000	1610.97	 2.209	1611.0	  4	1611.20	 1.939	 100
 0	 1	26000	1641.05	 2.213	1641.0	  4	1641.29	 1.897	 100
 0	 1	28000	1669.52	 2.072	1669.0	  4	1669.45	 1.840	 100
 0	 1	30000	1698.37	 1.978	1698.0	  0	1698.37	 1.978	 100
 0	 1	32000	1724.70	 2.023	1725.0	  3	1724.76	 1.801	 100
