ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	224.156	0.427
 0	 0	 1	223.111	0.441
 0	 0	 2	222.112	0.445
 0	 0	 3	220.991	0.431
 0	 0	 4	220.072	0.356
 0	 0	 5	219.022	0.350
 0	 0	 6	218.071	0.347
 0	 0	 7	217.039	0.448
 0	 1	 0	224.146	0.427
 0	 1	 1	223.091	0.469
 0	 1	 2	222.091	0.462
 0	 1	 3	221.009	0.450
 0	 1	 4	220.074	0.301
 0	 1	 5	218.972	0.314
 0	 1	 6	218.072	0.304
 0	 1	 7	217.017	0.422
 0	 2	 0	224.233	0.389
 0	 2	 1	223.042	0.393
 0	 2	 2	222.106	0.429
 0	 2	 3	220.969	0.420
 0	 2	 4	220.065	0.304
 0	 2	 5	219.005	0.310
 0	 2	 6	218.116	0.286
 0	 2	 7	216.956	0.412
 0	 3	 0	224.215	0.416
 0	 3	 1	223.019	0.419
 0	 3	 2	222.086	0.430
 0	 3	 3	220.941	0.416
 0	 3	 4	220.060	0.276
 0	 3	 5	218.958	0.306
 0	 3	 6	218.076	0.257
 0	 3	 7	216.922	0.419
 0	 4	 0	224.207	0.367
 0	 4	 1	223.078	0.415
 0	 4	 2	222.106	0.427
 0	 4	 3	220.931	0.283
 0	 4	 4	220.029	0.282
 0	 4	 5	218.945	0.322
 0	 4	 6	218.075	0.321
 0	 4	 7	216.931	0.413
 0	 5	 0	224.162	0.370
 0	 5	 1	223.053	0.444
 0	 5	 2	222.052	0.411
 0	 5	 3	220.911	0.275
 0	 5	 4	220.048	0.340
 0	 5	 5	218.944	0.307
 0	 5	 6	218.117	0.433
 0	 5	 7	216.963	0.425
 0	 6	 0	224.176	0.406
 0	 6	 1	222.985	0.454
 0	 6	 2	222.072	0.433
 0	 6	 3	220.943	0.288
 0	 6	 4	220.035	0.309
 0	 6	 5	218.970	0.324
 0	 6	 6	218.088	0.390
 0	 6	 7	216.899	0.437
 0	 7	 0	224.214	0.392
 0	 7	 1	223.040	0.363
 0	 7	 2	222.089	0.373
 0	 7	 3	220.919	0.300
 0	 7	 4	220.088	0.342
 0	 7	 5	218.938	0.310
 0	 7	 6	218.073	0.411
 0	 7	 7	216.982	0.420
 1	 0	 0	227.250	0.434
 1	 0	 1	226.147	0.448
 1	 0	 2	225.149	0.507
 1	 0	 3	223.978	0.446
 1	 0	 4	223.084	0.344
 1	 0	 5	221.979	0.341
 1	 0	 6	220.977	0.345
 1	 0	 7	219.806	0.434
 1	 1	 0	227.244	0.466
 1	 1	 1	226.095	0.481
 1	 1	 2	225.140	0.498
 1	 1	 3	223.987	0.491
 1	 1	 4	223.064	0.268
 1	 1	 5	221.991	0.270
 1	 1	 6	220.965	0.283
 1	 1	 7	219.800	0.445
 1	 2	 0	227.254	0.449
 1	 2	 1	226.113	0.452
 1	 2	 2	225.117	0.476
 1	 2	 3	223.928	0.494
 1	 2	 4	223.080	0.265
 1	 2	 5	221.986	0.270
 1	 2	 6	220.960	0.282
 1	 2	 7	219.849	0.403
 1	 3	 0	227.243	0.457
 1	 3	 1	226.107	0.495
 1	 3	 2	225.117	0.474
 1	 3	 3	223.905	0.460
 1	 3	 4	223.090	0.295
 1	 3	 5	221.973	0.268
 1	 3	 6	220.971	0.310
 1	 3	 7	219.778	0.429
 1	 4	 0	227.266	0.441
 1	 4	 1	226.079	0.493
 1	 4	 2	225.103	0.488
 1	 4	 3	223.974	0.283
 1	 4	 4	223.054	0.284
 1	 4	 5	221.938	0.313
 1	 4	 6	220.962	0.283
 1	 4	 7	219.740	0.418
 1	 5	 0	227.269	0.462
 1	 5	 1	226.079	0.489
 1	 5	 2	225.120	0.505
 1	 5	 3	223.959	0.280
 1	 5	 4	223.043	0.273
 1	 5	 5	221.925	0.258
 1	 5	 6	220.936	0.509
 1	 5	 7	219.743	0.459
 1	 6	 0	227.242	0.489
 1	 6	 1	226.075	0.489
 1	 6	 2	225.072	0.507
