INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	6.132	3.253	5.287	2.803
 0	 1	6.946	4.601	6.189	4.100
 0	 2	7.308	3.391	6.546	3.039
 0	 3	19.286	8.176	17.547	7.381
 0	 4	9.331	5.477	8.753	5.116
 0	 5	6.819	3.827	6.368	3.577
 0	 6	9.337	6.239	8.839	5.937
 0	 7	5.156	3.776	5.033	3.695
 1	 0	6.056	2.681	5.102	2.243
 1	 1	6.578	2.990	5.782	2.620
 1	 2	6.937	3.049	6.257	2.755
 1	 3	18.022	7.837	16.447	7.124
 1	 4	9.238	5.321	8.382	4.842
 1	 5	6.462	5.282	5.965	4.889
 1	 6	8.704	5.868	8.022	5.370
 1	 7	4.894	3.631	4.617	3.427
 2	 0	8.382	3.988	6.846	3.258
 2	 1	8.899	4.530	7.827	3.988
 2	 2	9.164	4.810	8.248	4.324
 2	 3	25.605	9.629	23.264	8.713
 2	 4	12.411	5.607	11.410	5.149
 2	 5	8.601	5.357	8.040	5.059
 2	 6	12.023	8.497	11.201	7.968
 2	 7	6.760	5.602	6.388	5.282
 3	 0	10.321	4.375	8.376	3.529
 3	 1	11.314	4.675	9.792	4.033
 3	 2	11.581	4.650	10.570	4.258
 3	 3	32.573	12.249	29.789	11.206
 3	 4	15.794	8.358	14.731	7.672
 3	 5	10.881	7.898	10.309	7.466
 3	 6	14.945	8.617	14.596	8.390
 3	 7	8.253	6.026	8.009	5.838
 4	 0	12.778	4.241	10.718	3.540
 4	 1	14.721	4.697	12.703	3.976
 4	 2	15.814	7.272	13.742	6.282
 4	 3	42.407	18.562	37.230	16.164
 4	 4	20.978	9.119	18.828	8.085
 4	 5	14.897	8.918	13.351	7.971
 4	 6	20.934	12.060	18.542	10.719
 4	 7	11.142	6.557	10.113	5.914
 5	 0	13.746	5.572	11.617	4.679
 5	 1	15.685	6.608	13.571	5.623
 5	 2	17.401	7.297	15.289	6.385
 5	 3	44.984	19.911	40.608	18.225
 5	 4	23.094	10.884	21.107	9.734
 5	 5	17.209	8.910	15.592	8.117
 5	 6	23.654	12.141	21.904	11.155
 5	 7	12.520	8.952	12.065	8.620
 6	 0	17.975	5.955	15.020	4.896
 6	 1	21.048	6.719	18.192	5.706
 6	 2	23.177	9.153	19.992	7.849
 6	 3	60.242	24.138	54.148	21.718
 6	 4	30.601	13.644	28.510	12.367
 6	 5	22.957	11.403	20.309	10.224
 6	 6	31.121	15.545	28.676	14.166
 6	 7	16.805	9.472	15.671	8.844
 7	 0	21.720	6.059	18.273	5.008
 7	 1	24.548	6.793	21.415	5.769
 7	 2	27.136	11.166	23.969	9.818
 7	 3	66.571	36.594	60.106	32.740
 7	 4	36.069	16.770	33.262	14.663
 7	 5	27.343	14.423	24.704	13.213
 7	 6	38.300	20.930	34.686	18.872
 7	 7	20.072	11.718	18.897	10.997
 8	 0	21.206	6.643	18.418	5.569
 8	 1	25.813	8.181	22.781	7.028
 8	 2	29.241	11.404	26.063	10.194
 8	 3	70.882	33.896	65.106	30.576
 8	 4	37.836	18.725	36.317	17.297
 8	 5	29.005	14.402	26.908	13.497
 8	 6	41.352	22.516	38.132	20.329
 8	 7	21.859	14.888	21.235	14.570
 9	 0	19.000	6.183	16.345	5.227
 9	 1	21.952	6.991	18.960	5.803
 9	 2	25.117	9.930	21.628	8.517
 9	 3	62.545	29.445	55.554	25.983
 9	 4	32.324	14.984	29.420	12.942
 9	 5	24.040	14.780	21.452	13.254
 9	 6	33.578	18.533	29.968	16.351
 9	 7	17.687	12.114	16.238	11.127
10	 0	17.588	6.270	14.649	5.087
10	 1	20.169	6.943	17.962	6.037
10	 2	22.776	9.273	20.097	8.192
10	 3	58.877	22.865	53.470	20.701
10	 4	28.829	13.432	27.376	12.705
10	 5	20.484	10.947	18.976	10.280
10	 6	29.282	14.785	26.702	13.387
10	 7	15.016	9.376	14.058	8.828
11	 0	14.469	5.572	12.222	4.630
11	 1	16.560	6.606	14.640	5.765
