INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.575	2.428	2.265	2.139
 0	 1	2.748	2.630	2.523	2.420
 0	 2	2.842	2.718	2.723	2.619
 0	 3	2.793	2.681	2.789	2.681
 0	 4	3.218	3.030	3.140	2.962
 0	 5	3.183	3.037	3.189	3.042
 0	 6	3.358	3.204	3.361	3.215
 0	 7	3.347	3.236	3.368	3.257
 1	 0	3.238	2.816	2.777	2.408
 1	 1	3.545	3.100	3.079	2.686
 1	 2	3.424	3.036	3.075	2.734
 1	 3	3.693	3.157	3.423	2.926
 1	 4	3.854	3.354	3.531	3.064
 1	 5	3.919	3.259	3.590	2.991
 1	 6	4.168	3.488	3.837	3.221
 1	 7	4.018	3.516	3.760	3.291
 2	 0	3.456	3.413	2.959	2.919
 2	 1	4.008	3.962	3.495	3.429
 2	 2	3.945	3.837	3.596	3.496
 2	 3	4.073	4.106	3.727	3.733
 2	 4	4.460	4.442	4.007	3.955
 2	 5	4.413	4.398	4.096	4.089
 2	 6	4.840	4.694	4.554	4.430
 2	 7	5.035	4.952	4.577	4.500
 3	 0	3.659	3.545	3.091	2.979
 3	 1	4.345	4.083	3.736	3.534
 3	 2	4.703	4.433	4.023	3.799
 3	 3	4.882	4.527	4.367	4.059
 3	 4	5.300	5.095	4.655	4.476
 3	 5	5.508	5.284	4.844	4.667
 3	 6	5.698	5.399	4.972	4.691
 3	 7	5.451	5.165	4.895	4.633
 4	 0	3.819	3.207	3.173	2.636
 4	 1	4.354	2.866	3.784	2.519
 4	 2	4.884	3.096	4.326	2.742
 4	 3	5.230	4.893	4.863	4.541
 4	 4	5.500	3.182	5.137	2.964
 4	 5	5.735	5.116	5.384	4.846
 4	 6	6.126	5.501	5.701	5.070
 4	 7	5.718	3.329	5.553	3.225
 5	 0	5.495	4.486	4.530	3.685
 5	 1	6.710	5.161	5.736	4.395
 5	 2	7.061	5.202	6.101	4.519
 5	 3	7.324	5.694	6.649	5.140
 5	 4	7.836	5.859	6.986	5.269
 5	 5	8.121	6.057	7.218	5.449
 5	 6	8.659	6.724	7.450	5.741
 5	 7	8.811	6.505	7.668	5.646
 6	 0	5.976	4.149	5.137	3.531
 6	 1	7.926	4.985	6.828	4.254
 6	 2	8.522	5.131	7.393	4.466
 6	 3	9.019	5.506	8.480	5.166
 6	 4	9.830	5.864	9.056	5.406
 6	 5	10.135	6.016	9.270	5.567
 6	 6	10.967	6.842	9.635	6.008
