ch	pt	m	q
22	 4	0.5457	60.4499
22	 5	0.5310	63.0995
22	 6	0.5406	61.2378
22	 7	0.5413	60.9589
23	 0	0.4487	86.8546
23	 1	0.4589	84.8737
23	 2	0.4536	85.3665
23	 3	0.4687	83.8019
23	 4	0.4845	81.0822
23	 5	0.4740	82.6940
23	 6	0.4714	83.4009
23	 7	0.4645	84.1972
24	 0	0.4389	84.8750
24	 1	0.4465	83.2516
24	 2	0.4399	83.8601
24	 3	0.4625	81.0021
24	 4	0.4796	77.9583
24	 5	0.4658	80.1883
24	 6	0.4643	80.7598
24	 7	0.4564	81.6536
25	 0	0.5603	55.0768
25	 1	0.5657	54.0868
25	 2	0.5472	57.3308
25	 3	0.5651	54.6284
25	 4	0.5790	51.5500
25	 5	0.5618	54.9478
25	 6	0.5732	52.6838
25	 7	0.5743	52.3483
26	 0	0.7197	44.1474
26	 1	0.7231	43.5843
26	 2	0.6916	48.1848
26	 3	0.7230	43.8561
26	 4	0.7269	42.7891
26	 5	0.7041	46.3635
26	 6	0.7260	43.0130
26	 7	0.7360	41.3831
27	 0	0.9168	-10.8619
27	 1	0.8914	-6.0466
27	 2	0.7955	11.9760
27	 3	0.8660	-1.5875
27	 4	0.8649	-1.0101
27	 5	0.8008	10.5690
27	 6	0.8665	-1.4892
27	 7	0.8777	-3.2088
28	 0	1.5482	-126.1444
28	 1	1.4407	-107.0799
28	 2	1.2457	-69.8265
28	 3	1.3947	-98.1938
28	 4	1.3930	-97.7158
28	 5	1.2623	-74.3608
28	 6	1.3897	-97.5784
28	 7	1.3992	-99.8251
29	 0	2.0646	-158.0674
29	 1	1.9706	-143.6897
29	 2	1.7230	-105.5297
29	 3	1.8933	-132.4056
29	 4	1.8779	-129.4370
29	 5	1.7284	-106.9816
29	 6	1.9014	-133.0223
29	 7	1.9397	-139.4583
30	 0	2.9533	-422.4040
30	 1	2.7747	-386.8079
30	 2	2.4394	-320.0703
30	 3	2.6568	-364.6062
30	 4	2.6323	-358.8468
30	 5	2.4437	-321.5975
30	 6	2.6852	-368.8162
30	 7	2.7154	-374.3735
31	 0	2.5576	-288.3817
31	 1	2.4536	-270.1662
31	 2	2.1929	-223.7986
31	 3	2.3648	-255.1319
31	 4	2.3601	-253.3653
31	 5	2.1836	-223.2077
31	 6	2.3594	-253.4774
31	 7	2.4564	-270.1458
