ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	224.225	0.493
 0	 0	 1	223.137	0.488
 0	 0	 2	222.236	0.471
 0	 0	 3	221.193	0.486
 0	 0	 4	220.189	0.413
 0	 0	 5	219.121	0.412
 0	 0	 6	218.204	0.409
 0	 0	 7	217.163	0.394
 0	 1	 0	224.268	0.486
 0	 1	 1	223.207	0.510
 0	 1	 2	222.272	0.462
 0	 1	 3	221.133	0.509
 0	 1	 4	220.212	0.415
 0	 1	 5	219.150	0.438
 0	 1	 6	218.276	0.416
 0	 1	 7	217.176	0.440
 0	 2	 0	224.266	0.483
 0	 2	 1	223.162	0.497
 0	 2	 2	222.245	0.457
 0	 2	 3	221.160	0.437
 0	 2	 4	220.199	0.404
 0	 2	 5	219.156	0.428
 0	 2	 6	218.235	0.422
 0	 2	 7	217.192	0.418
 0	 3	 0	224.284	0.536
 0	 3	 1	223.082	0.541
 0	 3	 2	222.254	0.553
 0	 3	 3	221.096	0.472
 0	 3	 4	220.246	0.439
 0	 3	 5	219.125	0.485
 0	 3	 6	218.276	0.442
 0	 3	 7	217.194	0.444
 0	 4	 0	224.244	0.611
 0	 4	 1	223.127	0.628
 0	 4	 2	222.293	0.599
 0	 4	 3	220.986	0.497
 0	 4	 4	220.119	0.572
 0	 4	 5	219.077	0.551
 0	 4	 6	218.292	0.507
 0	 4	 7	217.229	0.513
 0	 5	 0	224.320	0.692
 0	 5	 1	223.127	0.688
 0	 5	 2	222.359	0.683
 0	 5	 3	221.158	0.653
 0	 5	 4	220.270	0.654
 0	 5	 5	219.126	0.603
 0	 5	 6	218.377	0.611
 0	 5	 7	217.220	0.620
 0	 6	 0	224.266	0.728
 0	 6	 1	223.161	0.671
 0	 6	 2	222.359	0.602
 0	 6	 3	221.076	0.692
 0	 6	 4	220.244	0.637
 0	 6	 5	219.109	0.640
 0	 6	 6	218.375	0.616
 0	 6	 7	217.314	0.662
 0	 7	 0	224.213	0.626
 0	 7	 1	223.096	0.598
 0	 7	 2	222.253	0.572
 0	 7	 3	221.007	0.541
 0	 7	 4	220.192	0.555
 0	 7	 5	219.077	0.564
 0	 7	 6	218.325	0.462
 0	 7	 7	217.204	0.515
 1	 0	 0	225.013	0.555
 1	 0	 1	223.814	0.548
 1	 0	 2	222.846	0.542
 1	 0	 3	221.680	0.498
 1	 0	 4	220.752	0.459
 1	 0	 5	219.568	0.445
 1	 0	 6	218.637	0.440
 1	 0	 7	217.525	0.419
 1	 1	 0	225.011	0.520
 1	 1	 1	223.793	0.469
 1	 1	 2	222.806	0.479
 1	 1	 3	221.666	0.465
 1	 1	 4	220.751	0.387
 1	 1	 5	219.571	0.371
 1	 1	 6	218.651	0.369
 1	 1	 7	217.541	0.368
 1	 2	 0	224.986	0.509
 1	 2	 1	223.816	0.461
 1	 2	 2	222.781	0.438
 1	 2	 3	221.646	0.371
 1	 2	 4	220.757	0.372
 1	 2	 5	219.594	0.357
 1	 2	 6	218.644	0.323
 1	 2	 7	217.599	0.347
 1	 3	 0	225.035	0.487
 1	 3	 1	223.802	0.432
 1	 3	 2	222.812	0.441
 1	 3	 3	221.656	0.352
 1	 3	 4	220.742	0.350
 1	 3	 5	219.522	0.334
 1	 3	 6	218.687	0.328
 1	 3	 7	217.588	0.331
 1	 4	 0	224.982	0.474
 1	 4	 1	223.815	0.421
 1	 4	 2	222.834	0.424
 1	 4	 3	221.637	0.356
 1	 4	 4	220.698	0.350
 1	 4	 5	219.578	0.328
 1	 4	 6	218.667	0.331
 1	 4	 7	217.531	0.311
 1	 5	 0	224.947	0.493
 1	 5	 1	223.819	0.436
 1	 5	 2	222.728	0.392
 1	 5	 3	221.641	0.346
 1	 5	 4	220.727	0.346
 1	 5	 5	219.565	0.318
 1	 5	 6	218.687	0.324
 1	 5	 7	217.598	0.300
 1	 6	 0	224.900	0.468
 1	 6	 1	223.831	0.441
 1	 6	 2	222.781	0.402
 1	 6	 3	221.685	0.334
 1	 6	 4	220.746	0.374
 1	 6	 5	219.604	0.316
 1	 6	 6	218.686	0.316
 1	 6	 7	217.577	0.342
 1	 7	 0	224.871	0.409
 1	 7	 1	223.805	0.425
 1	 7	 2	222.812	0.412
 1	 7	 3	221.700	0.360
 1	 7	 4	220.712	0.324
 1	 7	 5	219.659	0.342
 1	 7	 6	218.687	0.335
 1	 7	 7	217.610	0.342
 2	 0	 0	227.416	0.497
 2	 0	 1	226.306	0.482
 2	 0	 2	225.342	0.498
 2	 0	 3	224.229	0.515
 2	 0	 4	223.268	0.341
 2	 0	 5	222.169	0.351
 2	 0	 6	221.264	0.369
 2	 0	 7	220.141	0.333
 2	 1	 0	227.394	0.467
 2	 1	 1	226.354	0.463
 2	 1	 2	225.371	0.482
 2	 1	 3	224.241	0.533
 2	 1	 4	223.290	0.310
 2	 1	 5	222.154	0.275
 2	 1	 6	221.209	0.288
 2	 1	 7	220.152	0.295
 2	 2	 0	227.397	0.496
 2	 2	 1	226.308	0.545
 2	 2	 2	225.382	0.496
 2	 2	 3	224.224	0.293
 2	 2	 4	223.287	0.290
 2	 2	 5	222.146	0.242
 2	 2	 6	221.230	0.307
 2	 2	 7	220.139	0.282
 2	 3	 0	227.372	0.535
 2	 3	 1	226.240	0.546
 2	 3	 2	225.396	0.527
 2	 3	 3	224.160	0.306
 2	 3	 4	223.257	0.280
 2	 3	 5	222.163	0.305
 2	 3	 6	221.245	0.275
 2	 3	 7	220.146	0.253
 2	 4	 0	227.392	0.554
 2	 4	 1	226.252	0.564
 2	 4	 2	225.362	0.544
 2	 4	 3	224.145	0.281
 2	 4	 4	223.248	0.284
