INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.998	2.939	2.626	2.585
 0	 1	2.786	2.766	2.583	2.570
 0	 2	3.047	2.966	2.779	2.704
 0	 3	2.718	2.688	2.568	2.536
 0	 4	2.728	2.730	2.529	2.531
 0	 5	2.837	2.799	2.703	2.661
 0	 6	2.661	2.611	2.580	2.530
 0	 7	2.632	2.632	2.534	2.536
 1	 0	3.330	3.194	2.737	2.604
 1	 1	3.178	3.172	2.769	2.740
 1	 2	3.187	3.148	2.808	2.769
 1	 3	3.236	3.183	2.908	2.858
 1	 4	3.229	3.224	2.904	2.895
 1	 5	3.114	2.080	2.853	1.907
 1	 6	3.240	3.207	2.947	2.920
 1	 7	3.212	3.137	3.002	2.931
 2	 0	4.132	3.698	3.326	2.959
 2	 1	4.010	3.711	3.419	3.158
 2	 2	3.999	3.839	3.476	3.340
 2	 3	4.037	3.868	3.454	3.307
 2	 4	3.850	3.776	3.263	3.191
 2	 5	3.767	3.607	3.238	3.096
 2	 6	3.786	3.685	3.233	3.140
 2	 7	3.836	3.761	3.358	3.291
 3	 0	4.854	4.391	3.966	3.583
 3	 1	4.491	4.345	3.969	3.844
 3	 2	4.628	4.506	4.210	4.115
 3	 3	4.680	4.582	4.239	4.174
 3	 4	4.351	4.343	3.901	3.914
 3	 5	4.361	4.391	3.975	3.969
 3	 6	4.449	3.936	3.993	3.536
 3	 7	4.431	4.447	4.049	4.047
 4	 0	5.846	5.155	4.712	4.123
 4	 1	5.336	5.184	4.687	4.565
 4	 2	5.814	5.714	5.197	5.114
 4	 3	5.540	5.353	4.968	4.806
 4	 4	4.938	4.803	4.433	4.331
 4	 5	4.786	4.819	4.407	4.385
 4	 6	4.804	4.178	4.375	3.799
 4	 7	4.332	4.016	4.040	3.722
 5	 0	6.986	5.447	5.664	4.403
 5	 1	7.035	6.051	6.051	5.227
 5	 2	7.579	6.493	6.556	5.611
 5	 3	7.590	7.212	6.463	6.216
 5	 4	6.660	6.121	5.680	5.269
 5	 5	6.524	6.141	5.733	5.391
 5	 6	6.587	6.176	5.681	5.364
 5	 7	6.114	6.037	5.324	5.251
 6	 0	8.846	6.521	7.347	5.340
 6	 1	8.726	7.800	7.653	6.923
 6	 2	9.027	8.211	8.287	7.546
 6	 3	9.262	8.457	8.122	7.477
 6	 4	7.903	7.620	7.011	6.813
 6	 5	8.058	7.917	7.295	7.116
 6	 6	7.956	7.041	7.090	6.280
 6	 7	7.188	6.681	6.722	6.262
 7	 0	12.215	8.979	9.859	7.120
 7	 1	12.476	11.400	10.649	9.688
 7	 2	13.028	11.672	11.466	10.329
 7	 3	12.602	11.742	10.814	10.094
 7	 4	11.372	10.447	9.597	8.934
 7	 5	11.077	10.778	9.738	9.205
 7	 6	10.886	10.042	9.481	8.747
 7	 7	10.185	10.055	9.233	9.080
 8	 0	14.352	9.453	11.628	7.548
 8	 1	13.715	11.753	12.354	10.389
 8	 2	14.535	12.552	13.250	11.369
 8	 3	14.601	12.997	12.677	11.428
 8	 4	13.017	11.855	11.203	10.398
 8	 5	12.549	12.226	11.466	11.048
 8	 6	12.739	11.806	11.170	10.578
 8	 7	11.774	11.659	11.069	10.932
 9	 0	10.443	8.383	8.290	6.525
 9	 1	10.245	9.574	8.780	8.120
 9	 2	10.519	9.855	9.250	8.651
 9	 3	10.466	9.516	8.930	8.247
 9	 4	9.749	9.615	8.062	8.029
 9	 5	9.072	8.837	8.119	7.828
 9	 6	9.522	9.145	8.107	7.779
 9	 7	9.137	9.167	8.224	8.213
10	 0	8.284	7.008	6.778	5.659
