GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.247	149.845	0.9999	0.215	1.247	149.918	0.9999	0.278	1.369	147.086	0.9999	1.555	1.369	147.070	0.9999	1.676
 0	 1	1.072	151.705	0.9999	0.231	1.072	151.693	0.9999	0.234	1.132	150.046	0.9966	1.219	1.131	150.051	0.9966	1.158
 0	 2	1.008	151.425	1.0000	0.145	1.007	151.474	1.0000	0.064	1.046	149.913	0.9974	0.551	1.043	149.957	0.9975	0.579
 0	 3	0.980	150.295	0.9995	0.492	0.979	150.340	0.9994	0.527	0.992	149.937	0.9977	0.745	0.991	149.938	0.9979	0.806
 0	 4	0.950	149.865	0.9993	0.543	0.950	149.865	0.9993	0.543	0.951	149.889	0.9979	0.873	0.949	149.938	0.9980	0.878
 0	 5	0.936	148.305	0.9999	0.251	0.936	148.305	0.9999	0.251	0.918	149.274	0.9980	0.915	0.915	149.344	0.9981	0.905
 0	 6	0.904	148.265	0.9999	0.195	0.904	148.265	0.9999	0.195	0.875	149.456	0.9982	0.875	0.873	149.474	0.9983	0.939
 0	 7	0.874	148.795	1.0000	0.092	0.874	148.795	1.0000	0.092	0.854	149.051	0.9983	0.412	0.852	149.076	0.9986	0.432
 1	 0	1.345	178.060	0.9998	0.417	1.341	178.411	0.9996	0.598	1.615	168.078	1.0000	1.363	1.612	168.179	1.0000	1.436
 1	 1	1.207	175.895	0.9989	0.886	1.209	175.740	0.9991	0.830	1.383	169.212	0.9958	1.565	1.382	169.114	0.9957	1.736
 1	 2	1.186	171.835	0.9990	0.845	1.184	171.933	0.9989	0.869	1.301	168.149	0.9968	1.674	1.300	168.130	0.9968	1.648
 1	 3	1.165	169.680	0.9999	0.225	1.167	169.530	0.9999	0.309	1.251	167.423	0.9971	1.371	1.249	167.461	0.9971	1.375
 1	 4	1.157	167.060	0.9995	0.596	1.158	167.009	0.9994	0.612	1.213	166.650	0.9972	1.566	1.211	166.657	0.9975	1.557
 1	 5	1.117	166.970	0.9994	0.607	1.116	167.084	0.9994	0.594	1.163	166.386	0.9974	1.388	1.161	166.401	0.9975	1.418
 1	 6	1.101	165.595	0.9998	0.354	1.100	165.621	0.9998	0.324	1.131	165.805	0.9975	1.203	1.129	165.851	0.9977	1.133
 1	 7	1.073	165.200	0.9999	0.172	1.072	165.337	0.9999	0.284	1.098	165.458	0.9978	1.292	1.099	165.353	0.9978	1.176
 2	 0	1.382	153.075	0.9997	0.517	1.375	153.564	0.9996	0.618	1.653	144.084	1.0000	1.192	1.651	144.109	1.0000	1.113
 2	 1	1.244	149.825	0.9999	0.244	1.244	149.799	0.9999	0.205	1.392	145.603	0.9958	1.134	1.394	145.472	0.9957	0.868
 2	 2	1.195	147.200	1.0000	0.169	1.194	147.286	0.9999	0.230	1.314	143.903	0.9966	0.926	1.314	143.845	0.9970	0.915
 2	 3	1.149	146.265	0.9999	0.247	1.150	146.155	0.9997	0.415	1.233	144.094	0.9972	1.273	1.233	144.098	0.9976	1.307
 2	 4	1.110	146.240	1.0000	0.155	1.107	146.461	0.9999	0.195	1.206	143.096	0.9972	1.177	1.207	143.035	0.9974	1.189
 2	 5	1.079	144.815	0.9999	0.274	1.078	144.884	0.9998	0.334	1.154	142.381	0.9975	0.886	1.150	142.477	0.9976	0.874
 2	 6	1.056	143.835	1.0000	0.054	1.054	143.958	1.0000	0.045	1.108	142.195	0.9977	0.672	1.107	142.189	0.9978	0.522
 2	 7	1.023	143.635	0.9995	0.486	1.023	143.635	0.9995	0.486	1.079	141.493	0.9979	0.588	1.078	141.514	0.9981	0.638
 3	 0	1.408	161.560	0.9988	1.097	1.409	161.512	0.9988	1.082	1.715	150.761	1.0000	1.848	1.714	150.747	1.0000	1.571
 3	 1	1.280	156.910	0.9997	0.492	1.276	157.355	0.9997	0.519	1.439	152.362	0.9957	1.607	1.435	152.508	0.9957	1.530
 3	 2	1.224	154.505	0.9999	0.197	1.229	154.080	0.9999	0.321	1.345	151.284	0.9966	0.946	1.343	151.320	0.9967	1.052
 3	 3	1.183	153.235	0.9998	0.414	1.179	153.514	0.9996	0.536	1.277	150.843	0.9971	1.107	1.276	150.871	0.9971	1.127
 3	 4	1.160	151.475	1.0000	0.130	1.160	151.522	1.0000	0.111	1.229	150.362	0.9973	1.030	1.225	150.461	0.9975	0.987
 3	 5	1.112	151.185	0.9999	0.184	1.113	151.056	0.9999	0.180	1.180	149.385	0.9974	1.134	1.178	149.396	0.9976	1.034
 3	 6	1.085	150.115	0.9997	0.442	1.085	150.115	0.9997	0.442	1.141	148.835	0.9975	1.400	1.145	148.626	0.9976	1.359
 3	 7	1.045	149.960	0.9999	0.282	1.045	149.936	0.9998	0.323	1.092	148.520	0.9979	0.923	1.094	148.428	0.9980	0.981
 4	 0	1.394	175.400	1.0000	0.170	1.390	175.727	1.0000	0.193	1.710	163.277	1.0000	1.436	1.708	163.372	1.0000	1.571
 4	 1	1.254	170.845	0.9989	0.946	1.251	171.069	0.9986	1.033	1.437	164.244	0.9956	1.504	1.436	164.246	0.9956	1.556
 4	 2	1.217	166.365	0.9991	0.825	1.217	166.311	0.9994	0.672	1.346	162.497	0.9967	1.087	1.341	162.606	0.9968	1.042
 4	 3	1.203	162.785	0.9998	0.352	1.207	162.507	0.9998	0.375	1.280	161.685	0.9970	1.270	1.279	161.702	0.9970	1.335
 4	 4	1.147	163.455	0.9998	0.395	1.149	163.360	0.9998	0.383	1.230	161.191	0.9972	0.941	1.227	161.264	0.9973	0.874
 4	 5	1.128	160.490	0.9999	0.305	1.124	160.793	0.9998	0.364	1.166	160.567	0.9976	1.352	1.166	160.557	0.9977	1.307
 4	 6	1.099	159.010	0.9997	0.400	1.097	159.150	0.9997	0.407	1.126	159.594	0.9976	1.215	1.124	159.651	0.9978	1.121
 4	 7	1.052	159.580	1.0000	0.146	1.052	159.557	1.0000	0.120	1.075	159.550	0.9980	1.148	1.075	159.527	0.9982	1.062
 5	 0	1.391	160.860	0.9990	0.972	1.388	161.165	0.9986	1.180	1.707	149.558	1.0000	1.769	1.712	149.367	1.0000	1.826
 5	 1	1.279	156.050	0.9995	0.636	1.276	156.392	0.9992	0.803	1.451	151.327	0.9955	1.284	1.454	151.326	0.9957	1.369
 5	 2	1.210	155.170	0.9999	0.260	1.209	155.224	0.9999	0.290	1.360	150.431	0.9964	1.176	1.358	150.474	0.9964	1.046
 5	 3	1.201	151.965	0.9996	0.560	1.202	151.828	0.9994	0.633	1.304	149.938	0.9969	1.271	1.304	149.913	0.9970	1.331
 5	 4	1.174	151.150	0.9996	0.557	1.182	150.551	0.9996	0.495	1.258	149.766	0.9971	1.451	1.256	149.834	0.9971	1.478
 5	 5	1.123	151.290	1.0000	0.118	1.114	151.895	0.9999	0.282	1.217	148.680	0.9971	1.321	1.212	148.789	0.9972	1.288
 5	 6	1.087	151.055	0.9999	0.260	1.088	151.022	0.9999	0.271	1.185	147.819	0.9973	0.926	1.183	147.877	0.9975	0.866
 5	 7	1.048	151.460	0.9995	0.502	1.048	151.562	0.9995	0.528	1.136	148.034	0.9978	1.219	1.136	148.031	0.9979	1.351
 6	 0	1.325	164.870	0.9993	0.764	1.326	164.932	0.9992	0.838	1.636	153.532	1.0000	1.532	1.644	153.225	1.0000	1.548
 6	 1	1.219	158.950	0.9994	0.680	1.228	158.449	0.9994	0.692	1.394	153.515	0.9955	1.454	1.402	153.205	0.9956	1.571
 6	 2	1.190	155.315	0.9998	0.413	1.187	155.597	0.9995	0.620	1.318	152.205	0.9965	1.591	1.314	152.319	0.9965	1.551
 6	 3	1.140	155.675	0.9992	0.741	1.140	155.742	0.9994	0.636	1.261	151.983	0.9970	1.254	1.261	151.941	0.9970	1.260
 6	 4	1.120	153.830	1.0000	0.103	1.120	153.807	1.0000	0.141	1.224	151.131	0.9970	0.931	1.226	151.021	0.9973	0.852
 6	 5	1.084	153.365	0.9997	0.432	1.087	153.204	0.9995	0.531	1.192	150.010	0.9971	1.063	1.191	150.035	0.9973	1.040
 6	 6	1.073	151.375	0.9999	0.224	1.072	151.400	0.9999	0.265	1.151	149.749	0.9973	1.607	1.152	149.678	0.9973	1.630
 6	 7	1.035	152.075	0.9997	0.404	1.034	152.174	0.9997	0.425	1.124	149.053	0.9976	0.968	1.123	149.045	0.9978	0.982
 7	 0	1.489	144.685	0.9994	0.829	1.489	144.923	0.9993	0.909	1.795	135.867	1.0000	2.010	1.805	135.562	1.0000	2.155
 7	 1	1.287	144.060	0.9993	0.781	1.299	143.331	0.9996	0.606	1.465	138.940	0.9958	1.716	1.472	138.727	0.9958	1.813
 7	 2	1.213	143.130	0.9998	0.353	1.206	143.535	0.9998	0.419	1.389	136.981	0.9966	1.835	1.387	136.927	0.9966	1.684
 7	 3	1.185	140.950	1.0000	0.078	1.186	140.898	1.0000	0.140	1.312	137.056	0.9970	0.948	1.315	136.851	0.9970	0.896
 7	 4	1.164	139.465	0.9999	0.265	1.160	139.703	1.0000	0.162	1.278	136.221	0.9970	1.358	1.273	136.413	0.9973	1.553
 7	 5	1.120	139.090	1.0000	0.125	1.127	138.620	1.0000	0.154	1.229	135.229	0.9973	0.926	1.233	135.001	0.9973	0.928
 7	 6	1.092	137.990	0.9995	0.526	1.094	137.831	0.9993	0.665	1.175	135.262	0.9975	1.012	1.174	135.278	0.9976	1.116
 7	 7	1.057	138.455	0.9999	0.278	1.060	138.273	0.9999	0.228	1.139	134.965	0.9979	0.679	1.137	135.032	0.9979	0.753
 8	 0	1.446	190.310	0.9998	0.505	1.460	189.609	0.9999	0.264	1.755	179.117	1.0000	1.203	1.768	178.748	1.0000	1.252
 8	 1	1.245	189.815	0.9999	0.207	1.239	190.410	0.9999	0.214	1.445	181.295	0.9961	1.485	1.456	180.808	0.9960	1.712
 8	 2	1.181	187.990	0.9996	0.556	1.177	188.271	0.9996	0.533	1.357	179.827	0.9969	2.193	1.351	180.048	0.9970	2.106
 8	 3	1.171	183.830	0.9999	0.262	1.163	184.391	0.9999	0.268	1.287	179.121	0.9973	0.943	1.282	179.252	0.9973	0.993
 8	 4	1.144	182.150	0.9991	0.752	1.144	182.150	0.9991	0.752	1.237	178.658	0.9974	0.910	1.237	178.642	0.9975	1.062
 8	 5	1.130	179.565	0.9997	0.430	1.131	179.531	0.9997	0.423	1.190	177.900	0.9976	1.265	1.191	177.781	0.9977	1.223
 8	 6	1.102	177.925	0.9993	0.644	1.104	177.851	0.9992	0.719	1.141	177.219	0.9976	1.039	1.141	177.271	0.9977	1.098
 8	 7	1.061	178.375	0.9984	0.960	1.061	178.375	0.9984	0.960	1.104	176.690	0.9978	1.230	1.104	176.670	0.9978	1.245
 9	 0	1.329	159.470	0.9995	0.642	1.330	159.507	0.9996	0.558	1.609	150.209	1.0000	0.990	1.616	149.943	1.0000	1.113
 9	 1	1.206	156.440	0.9991	0.787	1.215	155.944	0.9990	0.880	1.366	151.369	0.9955	1.682	1.377	150.924	0.9957	1.638
 9	 2	1.187	152.830	0.9999	0.233	1.181	153.245	0.9999	0.288	1.312	149.731	0.9964	1.626	1.312	149.713	0.9965	1.576
 9	 3	1.149	151.960	0.9999	0.301	1.153	151.656	0.9999	0.272	1.253	149.480	0.9970	1.126	1.256	149.343	0.9973	1.199
 9	 4	1.114	152.300	0.9999	0.255	1.118	151.927	1.0000	0.118	1.230	148.924	0.9971	1.171	1.230	148.923	0.9971	1.221
 9	 5	1.091	151.150	0.9996	0.512	1.092	151.101	0.9992	0.682	1.195	148.019	0.9971	1.214	1.196	147.936	0.9973	1.358
 9	 6	1.065	150.755	0.9997	0.434	1.056	151.508	0.9993	0.639	1.156	148.046	0.9973	1.421	1.160	147.947	0.9974	1.788
 9	 7	1.048	150.265	0.9996	0.485	1.051	150.064	0.9995	0.505	1.130	147.628	0.9976	0.854	1.128	147.682	0.9976	0.696
10	 0	1.405	155.460	0.9989	1.051	1.404	155.484	0.9989	1.061	1.681	146.153	1.0000	1.681	1.681	146.086	1.0000	1.656
10	 1	1.264	152.030	0.9999	0.327	1.266	151.958	1.0000	0.163	1.417	147.424	0.9959	1.067	1.422	147.223	0.9959	0.943
10	 2	1.211	149.575	0.9994	0.685	1.216	149.221	0.9990	0.860	1.344	145.482	0.9966	1.339	1.348	145.304	0.9967	1.389
10	 3	1.178	148.410	1.0000	0.184	1.182	148.104	1.0000	0.095	1.284	145.363	0.9971	0.790	1.288	145.179	0.9970	0.860
10	 4	1.139	147.810	0.9996	0.509	1.136	147.991	0.9997	0.475	1.230	145.138	0.9973	1.359	1.228	145.163	0.9974	1.274
10	 5	1.102	147.130	1.0000	0.162	1.098	147.472	0.9999	0.262	1.192	144.157	0.9974	1.138	1.193	144.097	0.9974	1.228
10	 6	1.086	145.595	0.9999	0.262	1.087	145.513	0.9999	0.234	1.153	143.771	0.9977	1.227	1.150	143.857	0.9977	1.269
10	 7	1.059	145.180	0.9994	0.566	1.052	145.783	0.9992	0.646	1.115	143.286	0.9978	0.912	1.113	143.410	0.9979	0.808
11	 0	1.356	157.595	0.9999	0.341	1.356	157.668	0.9998	0.453	1.648	147.219	1.0000	1.060	1.656	146.935	1.0000	1.092
11	 1	1.221	154.780	0.9994	0.696	1.227	154.382	0.9995	0.613	1.405	148.062	0.9957	1.107	1.405	148.013	0.9959	1.120
11	 2	1.211	149.785	0.9999	0.225	1.218	149.244	0.9998	0.382	1.325	147.116	0.9965	1.099	1.330	146.857	0.9965	1.177
11	 3	1.131	151.830	1.0000	0.098	1.126	152.103	1.0000	0.114	1.254	147.282	0.9972	0.545	1.252	147.287	0.9972	0.496
11	 4	1.122	149.365	0.9999	0.213	1.117	149.683	0.9999	0.300	1.229	145.959	0.9972	0.856	1.228	145.945	0.9974	0.951
11	 5	1.109	147.265	0.9999	0.290	1.099	147.983	0.9998	0.303	1.190	145.305	0.9973	1.371	1.186	145.400	0.9976	1.255
11	 6	1.063	147.680	0.9999	0.171	1.068	147.323	1.0000	0.100	1.138	145.242	0.9975	0.993	1.135	145.362	0.9978	0.937
11	 7	1.049	146.915	0.9999	0.265	1.045	147.152	0.9998	0.313	1.111	144.798	0.9978	0.562	1.110	144.814	0.9978	0.548
12	 0	1.446	146.760	0.9989	1.081	1.454	146.211	0.9989	1.099	1.723	138.066	1.0000	1.759	1.729	137.875	1.0000	1.678
12	 1	1.304	144.185	0.9998	0.384	1.301	144.381	0.9999	0.238	1.458	140.187	0.9957	1.562	1.455	140.279	0.9961	1.453
12	 2	1.236	143.315	1.0000	0.099	1.239	143.080	1.0000	0.145	1.370	139.247	0.9966	1.126	1.369	139.244	0.9966	1.041
12	 3	1.191	142.365	1.0000	0.142	1.195	141.932	1.0000	0.083	1.298	139.188	0.9971	1.252	1.296	139.178	0.9971	1.220
12	 4	1.154	142.170	0.9998	0.337	1.154	142.198	0.9998	0.339	1.260	138.687	0.9972	1.404	1.255	138.779	0.9976	1.383
12	 5	1.132	140.590	0.9999	0.209	1.127	141.045	0.9999	0.305	1.215	137.933	0.9974	1.147	1.215	137.877	0.9975	1.027
12	 6	1.100	140.230	0.9999	0.252	1.095	140.587	0.9999	0.240	1.171	137.762	0.9976	0.452	1.171	137.704	0.9976	0.377
12	 7	1.078	139.135	0.9998	0.316	1.078	139.135	0.9998	0.316	1.134	137.343	0.9979	0.808	1.136	137.256	0.9979	0.807
13	 0	1.318	198.520	0.9999	0.282	1.315	198.727	0.9999	0.337	1.615	187.570	1.0000	1.871	1.612	187.664	1.0000	1.758
13	 1	1.183	195.775	0.9996	0.496	1.185	195.701	0.9998	0.404	1.382	187.969	0.9958	1.125	1.386	187.794	0.9959	0.851
13	 2	1.132	194.020	0.9999	0.209	1.126	194.478	0.9998	0.313	1.307	186.451	0.9965	1.350	1.309	186.324	0.9967	1.532
13	 3	1.112	192.080	0.9998	0.340	1.115	191.861	0.9997	0.397	1.257	186.039	0.9970	0.837	1.257	185.966	0.9970	0.855
13	 4	1.090	191.045	0.9999	0.248	1.083	191.545	0.9998	0.316	1.218	185.612	0.9972	1.031	1.216	185.676	0.9977	1.202
13	 5	1.104	187.320	0.9998	0.379	1.104	187.378	0.9997	0.426	1.198	184.354	0.9972	1.395	1.196	184.443	0.9974	1.486
13	 6	1.047	188.540	0.9988	0.795	1.049	188.313	0.9987	0.832	1.139	184.742	0.9975	0.893	1.140	184.633	0.9975	1.013
13	 7	1.042	187.005	0.9983	0.970	1.046	186.702	0.9985	0.895	1.122	183.813	0.9976	1.217	1.124	183.718	0.9977	1.155
14	 0	1.328	171.950	0.9997	0.540	1.337	171.269	0.9993	0.815	1.613	161.617	1.0000	1.657	1.610	161.710	1.0000	1.708
14	 1	1.211	168.210	0.9998	0.406	1.209	168.344	0.9998	0.348	1.380	162.456	0.9956	0.942	1.377	162.493	0.9957	0.770
14	 2	1.171	165.540	0.9996	0.510	1.177	165.098	0.9996	0.544	1.295	161.589	0.9965	1.056	1.297	161.452	0.9965	1.206
14	 3	1.152	163.260	0.9996	0.491	1.156	162.930	0.9997	0.466	1.243	161.046	0.9970	1.039	1.240	161.121	0.9970	1.119
14	 4	1.131	162.150	0.9997	0.466	1.134	161.947	0.9998	0.349	1.205	160.709	0.9972	1.299	1.205	160.686	0.9973	1.208
14	 5	1.115	160.495	0.9993	0.674	1.111	160.758	0.9995	0.539	1.165	160.226	0.9972	1.520	1.164	160.204	0.9973	1.348
14	 6	1.080	160.065	0.9998	0.375	1.091	159.306	0.9995	0.549	1.125	159.777	0.9975	1.192	1.128	159.633	0.9975	1.346
14	 7	1.057	159.715	0.9995	0.514	1.060	159.515	0.9995	0.527	1.107	158.950	0.9977	1.227	1.113	158.603	0.9977	1.275
15	 0	1.323	182.435	0.9999	0.239	1.320	182.675	0.9999	0.233	1.634	170.311	1.0000	1.929	1.637	170.130	1.0000	1.776
15	 1	1.207	177.780	0.9995	0.630	1.209	177.646	0.9994	0.678	1.391	170.886	0.9956	1.401	1.392	170.736	0.9958	1.322
15	 2	1.153	176.515	0.9994	0.657	1.150	176.791	0.9987	0.935	1.323	169.574	0.9965	1.561	1.324	169.482	0.9967	1.645
15	 3	1.151	172.915	0.9997	0.455	1.154	172.671	0.9994	0.646	1.268	169.162	0.9968	1.159	1.267	169.172	0.9969	1.388
15	 4	1.140	170.860	0.9986	0.951	1.143	170.665	0.9985	0.998	1.226	168.781	0.9970	1.605	1.221	168.933	0.9975	1.659
15	 5	1.130	169.115	0.9997	0.408	1.127	169.286	0.9997	0.409	1.193	168.214	0.9973	1.655	1.195	168.126	0.9972	1.716
15	 6	1.088	169.285	0.9991	0.716	1.088	169.256	0.9990	0.765	1.144	168.142	0.9975	1.240	1.144	168.101	0.9975	1.228
15	 7	1.078	168.100	0.9994	0.584	1.086	167.568	0.9997	0.447	1.128	167.253	0.9975	1.254	1.130	167.226	0.9975	1.275
16	 0	1.368	202.530	1.0000	0.148	1.375	202.098	0.9999	0.219	1.638	193.566	1.0000	1.224	1.637	193.678	1.0000	1.505
16	 1	1.223	199.805	0.9999	0.286	1.223	199.782	1.0000	0.024	1.390	194.208	0.9961	1.462	1.389	194.145	0.9961	1.248
