ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	217.733	0.368
 0	 0	 1	216.648	0.387
 0	 0	 2	215.712	0.406
 0	 0	 3	214.544	0.376
 0	 0	 4	213.587	0.410
 0	 0	 5	212.564	0.347
 0	 0	 6	211.483	0.409
 0	 0	 7	210.393	0.405
 0	 1	 0	217.700	0.319
 0	 1	 1	216.608	0.287
 0	 1	 2	215.647	0.349
 0	 1	 3	214.428	0.281
 0	 1	 4	213.549	0.282
 0	 1	 5	212.569	0.310
 0	 1	 6	211.512	0.307
 0	 1	 7	210.364	0.303
 0	 2	 0	217.738	0.256
 0	 2	 1	216.619	0.266
 0	 2	 2	215.635	0.264
 0	 2	 3	214.437	0.259
 0	 2	 4	213.578	0.252
 0	 2	 5	212.496	0.268
 0	 2	 6	211.533	0.308
 0	 2	 7	210.408	0.282
 0	 3	 0	217.682	0.248
 0	 3	 1	216.591	0.235
 0	 3	 2	215.570	0.275
 0	 3	 3	214.419	0.250
 0	 3	 4	213.613	0.231
 0	 3	 5	212.529	0.368
 0	 3	 6	211.478	0.262
 0	 3	 7	210.442	0.280
 0	 4	 0	217.571	0.245
 0	 4	 1	216.489	0.238
 0	 4	 2	215.647	0.210
 0	 4	 3	214.459	0.246
 0	 4	 4	213.565	0.239
 0	 4	 5	212.531	0.253
 0	 4	 6	211.516	0.261
 0	 4	 7	210.469	0.235
 0	 5	 0	217.632	0.220
 0	 5	 1	216.527	0.251
 0	 5	 2	215.516	0.225
 0	 5	 3	214.514	0.221
 0	 5	 4	213.548	0.218
 0	 5	 5	212.442	0.244
 0	 5	 6	211.527	0.237
 0	 5	 7	210.424	0.234
 0	 6	 0	217.692	0.199
 0	 6	 1	216.524	0.247
 0	 6	 2	215.497	0.223
 0	 6	 3	214.494	0.201
 0	 6	 4	213.522	0.228
 0	 6	 5	212.494	0.227
 0	 6	 6	211.463	0.223
 0	 6	 7	210.486	0.248
 0	 7	 0	217.671	0.194
 0	 7	 1	216.539	0.215
 0	 7	 2	215.648	0.227
 0	 7	 3	214.491	0.211
 0	 7	 4	213.597	0.225
 0	 7	 5	212.497	0.223
 0	 7	 6	211.451	0.228
 0	 7	 7	210.394	0.221
 1	 0	 0	221.684	0.346
 1	 0	 1	220.529	0.344
 1	 0	 2	219.543	0.330
 1	 0	 3	218.512	0.324
 1	 0	 4	217.610	0.369
 1	 0	 5	216.520	0.338
 1	 0	 6	215.446	0.373
 1	 0	 7	214.320	0.362
 1	 1	 0	221.643	0.322
 1	 1	 1	220.529	0.310
 1	 1	 2	219.488	0.281
 1	 1	 3	218.489	0.296
 1	 1	 4	217.612	0.271
 1	 1	 5	216.448	0.319
 1	 1	 6	215.470	0.339
 1	 1	 7	214.306	0.331
 1	 2	 0	221.684	0.284
 1	 2	 1	220.526	0.280
 1	 2	 2	219.543	0.286
 1	 2	 3	218.488	0.277
 1	 2	 4	217.556	0.265
 1	 2	 5	216.482	0.273
 1	 2	 6	215.453	0.291
 1	 2	 7	214.326	0.285
 1	 3	 0	221.670	0.267
 1	 3	 1	220.538	0.257
 1	 3	 2	219.517	0.268
 1	 3	 3	218.487	0.271
 1	 3	 4	217.576	0.262
 1	 3	 5	216.496	0.420
 1	 3	 6	215.431	0.268
 1	 3	 7	214.302	0.290
 1	 4	 0	221.655	0.272
 1	 4	 1	220.556	0.276
 1	 4	 2	219.559	0.267
 1	 4	 3	218.470	0.250
 1	 4	 4	217.594	0.260
 1	 4	 5	216.424	0.271
 1	 4	 6	215.402	0.275
 1	 4	 7	214.270	0.266
 1	 5	 0	221.655	0.272
 1	 5	 1	220.525	0.250
 1	 5	 2	219.522	0.275
 1	 5	 3	218.508	0.268
 1	 5	 4	217.563	0.256
 1	 5	 5	216.453	0.284
 1	 5	 6	215.434	0.261
 1	 5	 7	214.310	0.260
 1	 6	 0	221.666	0.271
 1	 6	 1	220.544	0.275
 1	 6	 2	219.548	0.258
 1	 6	 3	218.449	0.248
 1	 6	 4	217.566	0.239
 1	 6	 5	216.465	0.266
 1	 6	 6	215.434	0.270
 1	 6	 7	214.304	0.262
 1	 7	 0	221.666	0.277
 1	 7	 1	220.557	0.282
 1	 7	 2	219.563	0.253
 1	 7	 3	218.481	0.278
 1	 7	 4	217.574	0.258
 1	 7	 5	216.443	0.271
 1	 7	 6	215.413	0.277
 1	 7	 7	214.315	0.258
 2	 0	 0	217.132	0.427
 2	 0	 1	216.011	0.451
 2	 0	 2	214.909	0.367
 2	 0	 3	213.843	0.371
 2	 0	 4	212.915	0.392
 2	 0	 5	211.833	0.375
 2	 0	 6	210.739	0.405
 2	 0	 7	209.669	0.421
 2	 1	 0	217.076	0.373
 2	 1	 1	216.031	0.358
 2	 1	 2	214.927	0.334
 2	 1	 3	213.828	0.350
 2	 1	 4	212.885	0.346
 2	 1	 5	211.850	0.339
 2	 1	 6	210.711	0.378
 2	 1	 7	209.629	0.361
 2	 2	 0	217.069	0.337
 2	 2	 1	216.052	0.326
 2	 2	 2	214.933	0.337
 2	 2	 3	213.818	0.309
 2	 2	 4	212.918	0.318
 2	 2	 5	211.869	0.286
 2	 2	 6	210.764	0.317
 2	 2	 7	209.635	0.321
 2	 3	 0	217.067	0.266
 2	 3	 1	215.982	0.303
 2	 3	 2	214.898	0.259
 2	 3	 3	213.854	0.278
 2	 3	 4	212.896	0.266
 2	 3	 5	211.766	0.511
 2	 3	 6	210.724	0.288
 2	 3	 7	209.613	0.315
 2	 4	 0	217.085	0.317
 2	 4	 1	215.986	0.284
 2	 4	 2	214.901	0.292
 2	 4	 3	213.879	0.256
 2	 4	 4	212.890	0.291
 2	 4	 5	211.825	0.320
 2	 4	 6	210.743	0.303
 2	 4	 7	209.570	0.306
 2	 5	 0	217.045	0.287
 2	 5	 1	215.992	0.285
 2	 5	 2	214.908	0.294
 2	 5	 3	213.855	0.250
 2	 5	 4	212.890	0.264
 2	 5	 5	211.823	0.300
 2	 5	 6	210.694	0.294
 2	 5	 7	209.599	0.283
 2	 6	 0	217.076	0.263
 2	 6	 1	216.035	0.309
 2	 6	 2	214.872	0.283
 2	 6	 3	213.836	0.273
 2	 6	 4	212.898	0.293
 2	 6	 5	211.830	0.269
 2	 6	 6	210.752	0.261
 2	 6	 7	209.577	0.281
 2	 7	 0	217.060	0.267
 2	 7	 1	216.051	0.277
 2	 7	 2	214.911	0.258
 2	 7	 3	213.859	0.280
 2	 7	 4	212.909	0.273
 2	 7	 5	211.856	0.282
 2	 7	 6	210.716	0.285
 2	 7	 7	209.596	0.281
 3	 0	 0	222.749	0.375
 3	 0	 1	221.651	0.349
 3	 0	 2	220.691	0.361
 3	 0	 3	219.533	0.345
 3	 0	 4	218.640	0.335
 3	 0	 5	217.566	0.350
 3	 0	 6	216.643	0.393
 3	 0	 7	215.533	0.399
 3	 1	 0	222.714	0.312
 3	 1	 1	221.596	0.331
 3	 1	 2	220.717	0.335
 3	 1	 3	219.620	0.314
 3	 1	 4	218.582	0.305
 3	 1	 5	217.587	0.310
 3	 1	 6	216.596	0.350
 3	 1	 7	215.510	0.337
 3	 2	 0	222.746	0.282
 3	 2	 1	221.596	0.312
 3	 2	 2	220.657	0.313
 3	 2	 3	219.518	0.305
 3	 2	 4	218.651	0.275
 3	 2	 5	217.553	0.292
 3	 2	 6	216.668	0.319
 3	 2	 7	215.435	0.293
 3	 3	 0	222.674	0.303
 3	 3	 1	221.544	0.309
 3	 3	 2	220.678	0.292
 3	 3	 3	219.519	0.294
 3	 3	 4	218.639	0.283
 3	 3	 5	217.558	0.515
 3	 3	 6	216.631	0.319
 3	 3	 7	215.469	0.297
 3	 4	 0	222.717	0.308
 3	 4	 1	221.610	0.284
 3	 4	 2	220.664	0.294
 3	 4	 3	219.606	0.286
 3	 4	 4	218.618	0.281
 3	 4	 5	217.552	0.282
 3	 4	 6	216.606	0.304
 3	 4	 7	215.447	0.318
 3	 5	 0	222.684	0.303
 3	 5	 1	221.544	0.287
 3	 5	 2	220.647	0.302
 3	 5	 3	219.540	0.278
 3	 5	 4	218.670	0.288
 3	 5	 5	217.554	0.278
 3	 5	 6	216.543	0.306
 3	 5	 7	215.497	0.308
 3	 6	 0	222.720	0.272
 3	 6	 1	221.563	0.263
 3	 6	 2	220.645	0.293
 3	 6	 3	219.541	0.287
 3	 6	 4	218.600	0.280
 3	 6	 5	217.486	0.290
 3	 6	 6	216.579	0.285
 3	 6	 7	215.455	0.290
 3	 7	 0	222.647	0.302
 3	 7	 1	221.517	0.281
 3	 7	 2	220.664	0.290
 3	 7	 3	219.555	0.295
 3	 7	 4	218.577	0.269
 3	 7	 5	217.539	0.289
 3	 7	 6	216.505	0.285
 3	 7	 7	215.476	0.293
 4	 0	 0	226.577	0.399
 4	 0	 1	225.462	0.367
 4	 0	 2	224.465	0.368
 4	 0	 3	223.298	0.401
 4	 0	 4	222.454	0.367
 4	 0	 5	221.297	0.396
 4	 0	 6	220.361	0.413
 4	 0	 7	219.224	0.455
 4	 1	 0	226.583	0.335
 4	 1	 1	225.441	0.344
 4	 1	 2	224.470	0.318
 4	 1	 3	223.356	0.323
 4	 1	 4	222.364	0.313
 4	 1	 5	221.352	0.319
 4	 1	 6	220.305	0.400
 4	 1	 7	219.178	0.402
 4	 2	 0	226.568	0.292
 4	 2	 1	225.448	0.300
 4	 2	 2	224.511	0.323
 4	 2	 3	223.273	0.307
 4	 2	 4	222.398	0.296
 4	 2	 5	221.276	0.306
 4	 2	 6	220.313	0.324
 4	 2	 7	219.211	0.350
 4	 3	 0	226.560	0.295
 4	 3	 1	225.422	0.297
 4	 3	 2	224.483	0.283
 4	 3	 3	223.302	0.284
 4	 3	 4	222.420	0.257
 4	 3	 5	221.330	0.705
 4	 3	 6	220.265	0.285
 4	 3	 7	219.166	0.291
 4	 4	 0	226.565	0.283
 4	 4	 1	225.410	0.285
 4	 4	 2	224.431	0.271
 4	 4	 3	223.305	0.283
 4	 4	 4	222.402	0.297
 4	 4	 5	221.260	0.301
 4	 4	 6	220.282	0.298
 4	 4	 7	219.179	0.310
 4	 5	 0	226.598	0.275
 4	 5	 1	225.397	0.267
 4	 5	 2	224.438	0.284
 4	 5	 3	223.278	0.272
 4	 5	 4	222.383	0.265
 4	 5	 5	221.286	0.358
 4	 5	 6	220.266	0.267
 4	 5	 7	219.136	0.283
 4	 6	 0	226.609	0.284
 4	 6	 1	225.445	0.278
 4	 6	 2	224.422	0.282
 4	 6	 3	223.301	0.271
 4	 6	 4	222.389	0.303
 4	 6	 5	221.274	0.282
 4	 6	 6	220.297	0.273
 4	 6	 7	219.098	0.248
 4	 7	 0	226.584	0.293
 4	 7	 1	225.391	0.293
 4	 7	 2	224.446	0.278
 4	 7	 3	223.302	0.254
 4	 7	 4	222.393	0.273
 4	 7	 5	221.240	0.295
 4	 7	 6	220.235	0.251
 4	 7	 7	219.180	0.269
 5	 0	 0	225.711	0.381
 5	 0	 1	224.656	0.384
 5	 0	 2	223.614	0.384
 5	 0	 3	222.521	0.372
 5	 0	 4	221.585	0.370
 5	 0	 5	220.492	0.401
 5	 0	 6	219.486	0.421
 5	 0	 7	218.420	0.401
 5	 1	 0	225.728	0.340
 5	 1	 1	224.572	0.340
 5	 1	 2	223.614	0.311
 5	 1	 3	222.494	0.309
 5	 1	 4	221.536	0.335
 5	 1	 5	220.461	0.343
 5	 1	 6	219.441	0.379
 5	 1	 7	218.430	0.377
 5	 2	 0	225.722	0.300
 5	 2	 1	224.566	0.299
 5	 2	 2	223.630	0.340
 5	 2	 3	222.544	0.317
 5	 2	 4	221.589	0.298
 5	 2	 5	220.450	0.338
 5	 2	 6	219.434	0.331
 5	 2	 7	218.409	0.324
 5	 3	 0	225.736	0.293
 5	 3	 1	224.575	0.306
 5	 3	 2	223.603	0.310
 5	 3	 3	222.528	0.287
 5	 3	 4	221.555	0.288
 5	 3	 5	220.416	0.784
 5	 3	 6	219.415	0.298
 5	 3	 7	218.378	0.306
 5	 4	 0	225.705	0.298
 5	 4	 1	224.548	0.296
 5	 4	 2	223.558	0.287
 5	 4	 3	222.509	0.275
 5	 4	 4	221.556	0.309
 5	 4	 5	220.425	0.317
 5	 4	 6	219.434	0.291
 5	 4	 7	218.360	0.287
 5	 5	 0	225.698	0.284
 5	 5	 1	224.576	0.296
 5	 5	 2	223.558	0.285
 5	 5	 3	222.465	0.282
 5	 5	 4	221.493	0.301
 5	 5	 5	220.406	0.314
 5	 5	 6	219.403	0.281
 5	 5	 7	218.361	0.287
 5	 6	 0	225.713	0.302
 5	 6	 1	224.576	0.299
 5	 6	 2	223.556	0.293
 5	 6	 3	222.468	0.276
 5	 6	 4	221.509	0.307
 5	 6	 5	220.388	0.310
 5	 6	 6	219.406	0.283
 5	 6	 7	218.298	0.256
 5	 7	 0	225.703	0.311
 5	 7	 1	224.562	0.284
 5	 7	 2	223.547	0.286
 5	 7	 3	222.469	0.278
 5	 7	 4	221.488	0.298
 5	 7	 5	220.363	0.282
 5	 7	 6	219.388	0.271
 5	 7	 7	218.328	0.279
 6	 0	 0	227.712	0.396
 6	 0	 1	226.520	0.426
 6	 0	 2	225.530	0.412
 6	 0	 3	224.454	0.420
 6	 0	 4	223.465	0.392
 6	 0	 5	222.396	0.401
 6	 0	 6	221.463	0.517
 6	 0	 7	220.266	0.509
 6	 1	 0	227.694	0.372
 6	 1	 1	226.465	0.333
 6	 1	 2	225.554	0.379
 6	 1	 3	224.347	0.363
 6	 1	 4	223.424	0.340
 6	 1	 5	222.402	0.348
 6	 1	 6	221.390	0.435
 6	 1	 7	220.273	0.456
 6	 2	 0	227.575	0.351
 6	 2	 1	226.454	0.308
 6	 2	 2	225.515	0.337
 6	 2	 3	224.386	0.334
 6	 2	 4	223.411	0.301
 6	 2	 5	222.341	0.356
 6	 2	 6	221.391	0.374
 6	 2	 7	220.235	0.416
 6	 3	 0	227.674	0.318
 6	 3	 1	226.448	0.323
 6	 3	 2	225.491	0.334
 6	 3	 3	224.296	0.312
 6	 3	 4	223.452	0.329
 6	 3	 5	222.308	0.992
 6	 3	 6	221.376	0.368
 6	 3	 7	220.264	0.365
 6	 4	 0	227.578	0.290
 6	 4	 1	226.471	0.298
 6	 4	 2	225.495	0.339
 6	 4	 3	224.432	0.322
 6	 4	 4	223.384	0.317
 6	 4	 5	222.304	0.328
 6	 4	 6	221.346	0.337
 6	 4	 7	220.210	0.288
 6	 5	 0	227.600	0.324
 6	 5	 1	226.459	0.290
 6	 5	 2	225.471	0.298
 6	 5	 3	224.321	0.317
 6	 5	 4	223.388	0.330
 6	 5	 5	222.322	0.501
 6	 5	 6	221.340	0.311
 6	 5	 7	220.232	0.313
 6	 6	 0	227.609	0.308
 6	 6	 1	226.421	0.313
 6	 6	 2	225.525	0.304
 6	 6	 3	224.338	0.316
 6	 6	 4	223.365	0.324
 6	 6	 5	222.264	0.278
 6	 6	 6	221.338	0.309
 6	 6	 7	220.224	0.322
 6	 7	 0	227.609	0.297
 6	 7	 1	226.467	0.302
 6	 7	 2	225.540	0.294
 6	 7	 3	224.358	0.288
 6	 7	 4	223.427	0.300
 6	 7	 5	222.307	0.282
 6	 7	 6	221.333	0.300
 6	 7	 7	220.237	0.278
 7	 0	 0	221.238	0.477
 7	 0	 1	220.032	0.486
 7	 0	 2	219.043	0.520
 7	 0	 3	218.040	0.509
 7	 0	 4	217.048	0.489
 7	 0	 5	215.976	0.493
 7	 0	 6	214.868	0.694
 7	 0	 7	213.800	0.617
 7	 1	 0	221.140	0.391
 7	 1	 1	219.968	0.395
 7	 1	 2	219.016	0.397
 7	 1	 3	217.944	0.384
 7	 1	 4	217.081	0.420
 7	 1	 5	215.883	0.437
 7	 1	 6	214.838	0.568
 7	 1	 7	213.766	0.530
 7	 2	 0	221.115	0.412
 7	 2	 1	219.997	0.398
 7	 2	 2	219.011	0.347
 7	 2	 3	217.975	0.295
 7	 2	 4	217.069	0.366
 7	 2	 5	215.940	0.400
 7	 2	 6	214.816	0.495
 7	 2	 7	213.759	0.419
 7	 3	 0	221.148	0.353
 7	 3	 1	219.997	0.325
 7	 3	 2	219.003	0.338
 7	 3	 3	217.900	0.348
 7	 3	 4	217.083	0.336
 7	 3	 5	215.893	1.242
 7	 3	 6	214.852	0.449
 7	 3	 7	213.770	0.407
 7	 4	 0	221.137	0.335
 7	 4	 1	220.016	0.327
 7	 4	 2	219.041	0.334
 7	 4	 3	217.942	0.263
 7	 4	 4	217.050	0.356
 7	 4	 5	215.869	0.391
 7	 4	 6	214.898	0.433
 7	 4	 7	213.718	0.379
 7	 5	 0	221.075	0.254
 7	 5	 1	219.968	0.311
 7	 5	 2	218.977	0.370
 7	 5	 3	217.892	0.345
 7	 5	 4	216.966	0.363
 7	 5	 5	215.887	0.413
 7	 5	 6	214.818	0.385
 7	 5	 7	213.740	0.345
 7	 6	 0	221.061	0.278
 7	 6	 1	219.983	0.328
 7	 6	 2	218.970	0.310
 7	 6	 3	217.908	0.255
 7	 6	 4	217.017	0.300
 7	 6	 5	215.823	0.365
 7	 6	 6	214.831	0.345
 7	 6	 7	213.736	0.311
 7	 7	 0	221.074	0.349
 7	 7	 1	219.962	0.335
 7	 7	 2	218.981	0.311
 7	 7	 3	217.899	0.314
 7	 7	 4	216.986	0.357
 7	 7	 5	215.872	0.329
 7	 7	 6	214.807	0.335
 7	 7	 7	213.733	0.310
 8	 0	 0	224.078	0.462
 8	 0	 1	222.963	0.487
 8	 0	 2	222.033	0.492
 8	 0	 3	220.940	0.463
 8	 0	 4	219.965	0.478
 8	 0	 5	218.931	0.483
 8	 0	 6	217.967	0.692
 8	 0	 7	216.897	0.677
 8	 1	 0	224.051	0.422
 8	 1	 1	222.981	0.402
 8	 1	 2	222.042	0.401
 8	 1	 3	220.885	0.389
 8	 1	 4	219.921	0.408
 8	 1	 5	218.913	0.434
 8	 1	 6	217.886	0.592
 8	 1	 7	216.818	0.538
 8	 2	 0	224.014	0.417
 8	 2	 1	222.943	0.354
 8	 2	 2	221.988	0.418
 8	 2	 3	220.888	0.414
 8	 2	 4	219.901	0.383
 8	 2	 5	218.831	0.339
 8	 2	 6	217.900	0.494
 8	 2	 7	216.812	0.486
 8	 3	 0	224.086	0.381
 8	 3	 1	222.875	0.382
 8	 3	 2	221.935	0.376
 8	 3	 3	220.822	0.397
 8	 3	 4	219.883	0.384
 8	 3	 5	218.870	1.398
 8	 3	 6	217.890	0.489
 8	 3	 7	216.818	0.477
 8	 4	 0	223.991	0.398
 8	 4	 1	222.878	0.359
 8	 4	 2	221.980	0.436
 8	 4	 3	220.837	0.407
 8	 4	 4	219.833	0.473
 8	 4	 5	218.811	0.466
 8	 4	 6	217.861	0.438
 8	 4	 7	216.752	0.428
 8	 5	 0	223.929	0.479
 8	 5	 1	222.886	0.452
 8	 5	 2	221.893	0.445
 8	 5	 3	220.783	0.445
 8	 5	 4	219.809	0.472
 8	 5	 5	218.793	0.453
 8	 5	 6	217.858	0.471
 8	 5	 7	216.753	0.476
 8	 6	 0	223.978	0.500
 8	 6	 1	222.891	0.471
 8	 6	 2	221.898	0.498
 8	 6	 3	220.765	0.498
 8	 6	 4	219.807	0.532
 8	 6	 5	218.761	0.495
 8	 6	 6	217.856	0.473
 8	 6	 7	216.813	0.502
 8	 7	 0	223.969	0.522
 8	 7	 1	222.835	0.497
 8	 7	 2	221.931	0.507
 8	 7	 3	220.799	0.522
 8	 7	 4	219.871	0.585
 8	 7	 5	218.764	0.471
 8	 7	 6	217.784	0.491
 8	 7	 7	216.849	0.540
 9	 0	 0	221.730	0.434
 9	 0	 1	220.530	0.400
 9	 0	 2	219.525	0.424
 9	 0	 3	218.458	0.451
 9	 0	 4	217.447	0.422
 9	 0	 5	216.357	0.445
 9	 0	 6	215.255	0.552
 9	 0	 7	214.036	0.551
 9	 1	 0	221.676	0.376
 9	 1	 1	220.555	0.387
 9	 1	 2	219.510	0.354
 9	 1	 3	218.375	0.352
 9	 1	 4	217.429	0.359
 9	 1	 5	216.329	0.401
 9	 1	 6	215.214	0.490
 9	 1	 7	214.093	0.487
 9	 2	 0	221.686	0.356
 9	 2	 1	220.502	0.378
 9	 2	 2	219.512	0.380
 9	 2	 3	218.396	0.333
 9	 2	 4	217.457	0.340
 9	 2	 5	216.261	0.399
 9	 2	 6	215.270	0.453
 9	 2	 7	214.100	0.457
 9	 3	 0	221.674	0.377
 9	 3	 1	220.506	0.352
 9	 3	 2	219.446	0.362
 9	 3	 3	218.424	0.369
 9	 3	 4	217.420	0.350
 9	 3	 5	216.287	1.130
 9	 3	 6	215.215	0.457
 9	 3	 7	214.160	0.393
 9	 4	 0	221.699	0.383
 9	 4	 1	220.496	0.385
 9	 4	 2	219.492	0.394
 9	 4	 3	218.397	0.383
 9	 4	 4	217.381	0.401
 9	 4	 5	216.241	0.445
 9	 4	 6	215.238	0.441
 9	 4	 7	214.013	0.434
 9	 5	 0	221.697	0.416
 9	 5	 1	220.498	0.431
 9	 5	 2	219.496	0.413
 9	 5	 3	218.341	0.384
 9	 5	 4	217.417	0.425
 9	 5	 5	216.274	0.486
 9	 5	 6	215.226	0.433
 9	 5	 7	213.971	0.379
 9	 6	 0	221.686	0.455
 9	 6	 1	220.533	0.462
 9	 6	 2	219.517	0.438
 9	 6	 3	218.411	0.436
 9	 6	 4	217.447	0.455
 9	 6	 5	216.245	0.420
 9	 6	 6	215.221	0.436
 9	 6	 7	213.980	0.466
 9	 7	 0	221.687	0.463
 9	 7	 1	220.523	0.474
 9	 7	 2	219.524	0.463
 9	 7	 3	218.398	0.449
 9	 7	 4	217.440	0.457
 9	 7	 5	216.296	0.448
 9	 7	 6	215.262	0.489
 9	 7	 7	214.082	0.482
10	 0	 0	227.383	0.397
10	 0	 1	226.263	0.379
10	 0	 2	225.170	0.396
10	 0	 3	224.070	0.403
10	 0	 4	223.129	0.405
10	 0	 5	222.073	0.390
10	 0	 6	221.034	0.544
10	 0	 7	219.900	0.535
10	 1	 0	227.353	0.372
10	 1	 1	226.216	0.361
10	 1	 2	225.187	0.375
10	 1	 3	224.000	0.356
10	 1	 4	223.115	0.372
10	 1	 5	222.022	0.366
10	 1	 6	220.967	0.488
10	 1	 7	219.862	0.426
10	 2	 0	227.313	0.377
10	 2	 1	226.205	0.357
10	 2	 2	225.131	0.385
10	 2	 3	224.030	0.381
10	 2	 4	223.034	0.374
10	 2	 5	221.965	0.368
10	 2	 6	220.971	0.417
10	 2	 7	219.845	0.415
10	 3	 0	227.253	0.336
10	 3	 1	226.152	0.365
10	 3	 2	225.120	0.364
10	 3	 3	223.966	0.361
10	 3	 4	223.068	0.326
10	 3	 5	221.987	1.022
10	 3	 6	220.940	0.395
10	 3	 7	219.825	0.361
10	 4	 0	227.262	0.398
10	 4	 1	226.182	0.386
10	 4	 2	225.111	0.406
10	 4	 3	223.948	0.353
10	 4	 4	223.035	0.386
10	 4	 5	221.961	0.426
10	 4	 6	220.917	0.394
10	 4	 7	219.849	0.390
10	 5	 0	227.304	0.443
10	 5	 1	226.165	0.437
10	 5	 2	225.102	0.432
10	 5	 3	223.999	0.407
10	 5	 4	223.033	0.426
10	 5	 5	221.939	0.505
10	 5	 6	220.949	0.448
10	 5	 7	219.808	0.402
10	 6	 0	227.299	0.472
10	 6	 1	226.164	0.466
10	 6	 2	225.126	0.455
10	 6	 3	223.985	0.454
10	 6	 4	223.046	0.479
10	 6	 5	221.914	0.452
10	 6	 6	220.983	0.452
10	 6	 7	219.790	0.433
10	 7	 0	227.322	0.494
10	 7	 1	226.157	0.507
10	 7	 2	225.067	0.476
10	 7	 3	223.933	0.444
10	 7	 4	223.027	0.496
10	 7	 5	221.960	0.472
10	 7	 6	220.893	0.481
10	 7	 7	219.831	0.482
11	 0	 0	213.690	0.384
11	 0	 1	212.612	0.385
11	 0	 2	211.538	0.407
11	 0	 3	210.400	0.421
11	 0	 4	209.428	0.391
11	 0	 5	208.338	0.414
11	 0	 6	207.274	0.467
11	 0	 7	206.123	0.490
11	 1	 0	213.657	0.323
11	 1	 1	212.585	0.347
11	 1	 2	211.506	0.350
11	 1	 3	210.409	0.353
11	 1	 4	209.455	0.366
11	 1	 5	208.300	0.369
11	 1	 6	207.312	0.404
11	 1	 7	206.163	0.427
11	 2	 0	213.685	0.359
11	 2	 1	212.626	0.355
11	 2	 2	211.514	0.371
11	 2	 3	210.355	0.354
11	 2	 4	209.469	0.356
11	 2	 5	208.308	0.362
11	 2	 6	207.230	0.422
11	 2	 7	206.115	0.388
11	 3	 0	213.680	0.341
11	 3	 1	212.583	0.361
11	 3	 2	211.518	0.348
11	 3	 3	210.368	0.368
11	 3	 4	209.451	0.366
11	 3	 5	208.340	0.906
11	 3	 6	207.290	0.386
11	 3	 7	206.189	0.378
11	 4	 0	213.673	0.347
11	 4	 1	212.602	0.397
11	 4	 2	211.547	0.369
11	 4	 3	210.323	0.363
11	 4	 4	209.431	0.378
11	 4	 5	208.308	0.387
11	 4	 6	207.235	0.401
11	 4	 7	206.170	0.374
11	 5	 0	213.743	0.398
11	 5	 1	212.574	0.381
11	 5	 2	211.530	0.397
11	 5	 3	210.396	0.390
11	 5	 4	209.465	0.397
11	 5	 5	208.314	0.414
