ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208	#209	#210	#211	#212	#213	#214	#215	#216	#217	#218	#219	#220	#221	#222	#223	#224	#225	#226	#227	#228	#229	#230	#231	#232	#233	#234	#235	#236	#237	#238	#239	#240	#241	#242	#243	#244	#245	#246	#247	#248	#249	#250	#251	#252	#253	#254	#255	#256	#257	#258	#259	#260	#261	#262	#263	#264	#265	#266	#267	#268	#269	#270	#271	#272	#273
 5	 1	 168.96	  23.95	 169.0	 147	 168.89	  7.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   3	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   4	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   0	   2	   1	   0	   0	   1	   0	   0	   0	   1	   2	   1	   0	   0	   1	   0	   1	   0	   1	   1	   1	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   2	   0	   1	   0	   0	   0	   1	   1	   2	   0	   1	   1	   3	   6	   4	   0	   9	   5	   4	   1	   4	   5	   6	   7	   5	   5	  10	   5	   4	  11	   7	   1	  22	  16	  24	   8	  39	  56	  57	  28	  78	  75	  85	  51	  32	  36	  38	  14	  13	  17	   9	   9	  12	  13	   3	   4	   6	   3	   9	   7	   2	   5	   8	   3	   3	   4	   6	   2	   0	   5	   1	   1	   2	   0	   3	   1	   1	   3	   2	   0	   0	   2	   4	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   0	   1	   0	   2	   1	   0	   3	   0	   0	   1	   0	   0	   0	   2	   0	   0	   2	   0	   0	   0	   0	   1	   0	   0	   0	   1	   7
 5	 2	 168.72	  23.07	 169.0	 148	 169.42	  9.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   2	   3	   2	   2	   2	   2	   2	   1	   1	   0	   1	   1	   2	   1	   0	   0	   0	   0	   1	   0	   0	   2	   0	   1	   1	   0	   2	   0	   0	   3	   0	   0	   0	   0	   0	   0	   1	   2	   3	   2	   2	   1	   3	   0	   2	   6	   1	   1	   4	   2	   1	   3	   2	   6	   3	   1	   1	   9	   5	   4	   5	   9	   6	   4	   7	   1	  10	   7	   5	  16	   3	   2	  16	  14	  30	  13	  18	  49	  49	  22	  70	  55	  92	  40	  33	  51	  17	  11	  15	  16	  26	  11	  12	  19	   4	   6	   8	   8	   7	   4	   2	   5	   7	   4	   2	   5	   9	   7	   2	   8	   3	   1	   5	   5	   5	   3	   0	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   2	   0	   1	   2	   1	   0	   0	   0	   1	   0	   1	   1	   0	   0	   1	   1	   2	   0	   0	   1	   0	   1	   2	   2	   0	   0	   1	   1	   0	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1
 5	 3	 168.67	  18.19	 169.0	 120	 168.55	 10.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   2	   0	   1	   0	   0	   0	   1	   1	   0	   1	   2	   0	   3	   1	   1	   1	   0	   2	   1	   2	   0	   1	   2	   1	   2	   1	   6	   3	   1	   2	   1	   1	   4	   3	   6	   2	   2	   7	   5	   7	   5	   6	   5	   9	   5	   5	  11	  18	  10	   6	  14	  12	   0	  22	  21	  20	  18	  30	  50	  52	  26	  67	  61	  67	  53	  31	  41	  19	  12	  11	  12	  24	   7	  11	  11	   6	   4	   9	   7	   8	   3	   5	  13	   5	   4	   3	   5	  14	   1	   2	   6	   3	   3	   4	   3	   1	   2	   3	   2	   2	   0	   0	   2	   2	   1	   1	   1	   2	   0	   1	   0	   2	   2	   0	   2	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   1	   1	   0	   0	   2	   0	   1	   0	   0	   0	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 4	 169.15	  19.16	 169.0	 116	 168.81	 11.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   1	   0	   2	   1	   1	   1	   0	   1	   1	   4	   3	   0	   1	   0	   2	   1	   1	   3	   1	   0	   0	   0	   4	   0	   2	   1	   3	   0	   2	   2	   4	   2	   3	   1	   3	   4	   1	   8	   5	   0	   7	   6	   6	   4	   4	  12	   9	   5	   6	   7	   9	   7	  12	  20	  12	   0	  21	  14	  18	   9	  27	  48	  39	  30	  74	  67	  64	  36	  26	  37	  19	   8	  15	  20	  17	   9	  14	  17	   8	   7	   3	   6	  17	   7	   3	  12	   5	   1	   1	   6	   8	   1	   7	   7	   2	   6	   1	   4	   7	   2	   4	   7	   7	   2	   3	   6	   2	   0	   3	   2	   1	   1	   0	   2	   2	   1	   0	   1	   0	   1	   0	   0	   1	   0	   1	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 5	 5	 169.13	  17.39	 169.0	  91	 168.51	 12.36	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   1	   1	   1	   1	   0	   2	   0	   0	   2	   6	   3	   4	   5	   2	   2	   1	   2	  10	   2	   5	   7	   5	   2	   7	   4	  10	   6	  10	   6	  12	   8	   6	  11	  12	   8	   6	  13	  11	   1	  21	  13	  22	  13	  27	  52	  47	  26	  73	  50	  62	  38	  31	  36	  20	   8	  17	  11	  13	   8	  22	  13	   9	   8	  11	   7	  11	   4	   9	   7	   7	   6	   2	  10	  11	   4	   3	   5	   7	   1	   2	   4	   2	   1	   0	   7	   3	   0	   6	   3	   4	   1	   2	   4	   1	   1	   2	   1	   3	   2	   0	   2	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 6	 168.59	  16.21	 169.0	  79	 168.67	 12.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   2	   0	   2	   2	   3	   0	   1	   1	   7	   3	   8	   1	   3	   1	   2	   2	   7	   2	   2	  10	   2	   3	   5	   8	  12	   3	   6	   9	  10	   5	  10	   5	  12	   7	   9	  19	  15	   2	  24	  22	  24	   6	  27	  42	  51	  28	  69	  53	  64	  33	  18	  40	  26	   6	  24	  17	  19	   6	  14	  20	  10	  14	  12	   7	  14	   5	   3	  11	   6	   1	   4	   5	   8	   3	   6	   8	   4	   0	   4	   5	   3	   1	   2	   3	   2	   0	   0	   3	   4	   1	   4	   3	   1	   1	   1	   0	   2	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 7	 168.61	  15.13	 168.0	  61	 168.60	 12.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   2	   1	   2	   0	   3	   2	   4	   4	   2	   3	   3	   4	   6	   3	   4	   9	   4	   3	   6	   4	   8	   2	   5	   9	   5	   9	   5	   9	  14	   9	   8	  13	  13	   4	  32	  20	  24	  14	  32	  55	  45	  30	  69	  67	  59	  36	  26	  18	  18	  11	  17	  12	  21	   8	  16	  19	  11	   8	  12	  12	  15	  13	   4	  12	   6	   2	   4	   5	   8	   5	   4	   7	   4	   2	   3	   4	   2	   1	   3	   1	   3	   1	   2	   2	   3	   2	   1	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 0	 135.57	  23.32	 135.0	 142	 134.93	  7.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   6	   3	   4	   1	   2	   1	   3	   1	   2	   0	   0	   0	   0	   1	   3	   2	   0	   1	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   2	   2	   1	   2	   0	   0	   1	   4	   2	   3	   5	   1	   8	   5	   2	   6	   9	   8	   3	   2	   5	   4	   3	   6	   5	  12	   5	  14	  18	  21	   4	  13	  19	  30	  22	  56	  77	  60	  37	  77	  63	  63	  37	  27	  30	  18	   4	  27	  12	  14	   5	   9	   9	   4	   4	   6	   6	   3	   5	   1	   1	   4	   1	   8	   2	   1	   1	   3	   1	   3	   0	   1	   0	   2	   0	   0	   1	   2	   1	   1	   1	   0	   2	   3	   1	   0	   0	   2	   0	   0	   0	   0	   1	   1	   0	   0	   2	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   6
 6	 1	 135.40	  25.26	 135.0	 193	 135.31	  7.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   5	   5	   5	   3	   3	   1	   3	   1	   0	   1	   2	   1	   1	   0	   1	   0	   1	   0	   2	   1	   0	   0	   1	   1	   1	   1	   3	   0	   0	   1	   2	   1	   6	   5	   3	   1	   4	   8	   9	   3	   2	   6	   3	   3	   3	   2	   5	   2	   6	   5	   6	   5	   5	   6	  15	   6	   7	  12	  14	   1	  20	  21	  34	  21	  45	  62	  66	  41	  64	  53	  58	  32	  28	  37	  23	   5	  18	   6	  15	   3	   9	  11	   3	   7	   6	   2	   5	   6	   6	   3	   2	   0	   7	   2	   7	   3	   4	   5	   3	   1	   4	   2	   2	   0	   2	   1	   0	   0	   1	   0	   3	   0	   1	   0	   2	   0	   2	   4	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   3	   0	   0	   1	   2	   0	   0	   1	   1	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   0	   0	   0	   0	   1	   0
 6	 2	 134.78	  25.60	 136.0	 178	 135.59	 11.42	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   1	   2	   4	   4	   6	   4	   5	   2	   2	   0	   3	   1	   1	   0	   1	   2	   1	   5	   4	   3	   5	   3	   1	   2	   2	   0	   1	   3	   6	   2	   2	   5	   6	   1	   7	   6	   6	   5	   3	   7	   3	   5	   4	   3	   9	   1	   3	   7	   6	   4	   8	   4	  11	   8	   9	  10	  14	   5	   8	  22	  24	  26	  33	  69	  42	  29	  66	  43	  48	  32	  18	  30	  17	  10	  18	  11	  16	   5	   7	  14	  11	   6	   8	  12	   7	  10	   6	   4	   5	   0	   5	   7	   3	   1	   3	   2	   2	   1	   6	   6	   5	   4	   2	   3	   4	   5	   2	   2	   5	   1	   1	   1	   3	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   2	   1	   0	   1	   1	   1	   0	   0	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   0	   1	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 6	 3	 134.93	  22.10	 135.0	 147	 134.87	 12.07	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   1	   2	   2	   1	   0	   5	   2	   2	   2	   2	   2	   2	   0	   0	   6	   5	   1	   2	   5	   4	   1	   4	   4	   3	   4	   5	   4	   3	   1	   5	   6	   3	   2	   2	   6	  12	   3	   7	   4	  10	   3	  12	   4	   8	   9	   6	  10	  11	   9	   6	  16	   4	   2	  20	  23	  36	  25	  36	  74	  41	  23	  53	  54	  44	  38	  17	  29	  13	   5	  16	  13	  18	   8	   9	   9	   6	   4	   6	   5	  10	   7	   3	   5	   3	   1	  11	   5	   5	   4	   3	   7	   4	   1	   8	   3	   0	   2	   0	   4	   2	   1	   6	   3	   2	   2	   2	   2	   0	   1	   2	   1	   1	   2	   1	   2	   4	   1	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   0	   0	   1	   1	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 4	 135.66	  22.82	 135.0	 111	 134.86	 15.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   3	   2	   0	   4	   4	   5	   2	   3	   1	   2	   4	   0	   1	   3	   2	   1	   7	   3	   1	   4	   4	   5	   3	   4	   3	   2	   2	   7	   2	  11	   7	   1	   6	   4	   3	   7	   5	   8	   5	   4	  13	   6	   7	   9	   8	  16	  11	   8	  16	   8	   8	  16	  15	  24	  17	  47	  44	  45	  39	  60	  35	  60	  27	  14	  16	  19	   8	  16	  14	   9	   9	  10	  14	   7	   3	   2	   8	   6	   9	   8	  12	   4	   1	   7	   3	   5	   6	   1	  10	   7	   0	   6	   2	   5	   1	   3	   3	   3	   1	   2	   2	   4	   1	   5	   5	   4	   3	   7	   2	   3	   4	   0	   0	   1	   3	   0	   0	   0	   1	   1	   2	   2	   0	   2	   0	   1	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 6	 5	 135.36	  21.05	 135.0	  77	 134.57	 15.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   1	   1	   1	   0	   1	   2	   4	   0	   2	   3	   5	   3	   4	   4	   0	   3	   3	   3	   5	   2	   4	   5	   5	   2	   6	   4	  10	   8	   3	  14	  11	   5	   6	   9	   7	   3	   8	  11	  12	   8	   4	   5	   8	  11	   8	  14	  10	   5	  17	  16	  34	  14	  47	  53	  47	  29	  62	  48	  37	  16	  21	  23	  14	   9	  24	   6	  14	   4	  11	  10	  11	   8	   5	   8	  13	   6	   8	   9	   8	   1	   7	   4	   6	   0	   9	   9	   4	   1	   8	   4	   2	   5	   1	   2	   5	   1	   1	   0	   0	   1	   3	   2	   0	   4	   5	   2	   2	   0	   1	   5	   0	   2	   2	   2	   1	   0	   1	   2	   1	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 6	 134.90	  19.70	 135.0	  73	 134.63	 15.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   2	   3	   0	   2	   5	   3	   6	   2	   6	   4	   2	   7	   4	   5	   1	   5	   8	   8	   3	   1	   3	   2	   6	   3	   4	   5	   6	   7	   6	  13	   4	  11	   8	  10	   7	   8	  11	   8	   6	   7	  20	  20	   8	  12	  18	  30	  14	  43	  61	  54	  27	  51	  48	  39	  26	  15	  24	  13	   8	  25	   7	  18	   4	  16	  11	   8	   8	   6	   8	  13	  15	   9	   6	   5	   1	   9	   3	   6	   0	   4	   3	   3	   4	   4	   1	   5	   2	   3	   3	   7	   0	   2	   0	   3	   1	   4	   6	   2	   1	   1	   1	   6	   1	   1	   0	   0	   1	   0	   1	   1	   0	   1	   0	   0	   0	   2	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 7	 135.04	  18.05	 134.0	  76	 134.82	 13.90	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   3	   1	   0	   1	   1	   0	   1	   0	   6	   0	  11	   2	   8	   3	   6	   4	   2	   2	   6	  13	   7	   3	   3	   3	   4	   1	   6	   4	   9	   1	   9	   9	  13	   7	   8	  15	  15	  14	   8	  23	  14	   4	  15	  19	  41	  22	  37	  65	  55	  21	  59	  31	  44	  25	  22	  15	  15	   6	  18	  23	  18	   4	   7	  22	   8	  10	   4	   9	  13	   1	   3	  14	   6	   1	   9	  10	   5	   3	   5	   2	   8	   3	   7	   3	   4	   0	   5	   4	   3	   2	   1	   0	   3	   0	   2	   1	   1	   0	   0	   1	   1	   0	   1	   3	   3	   0	   0	   0	   2	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 0	 132.83	  34.00	 132.0	 141	 131.39	 10.88	1000   0	   2	   4	   5	   3	   2	   0	   0	   3	   1	   0	   0	   0	   1	   1	   0	   0	   1	   0	   1	   0	   1	   0	   0	   1	   1	   0	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   2	   2	   4	   1	   0	   3	   1	   2	   7	   5	   3	   2	   2	   9	   4	   1	   4	   3	   3	   4	  10	   4	   1	   4	   5	   6	   6	   3	  10	  17	  10	   3	  12	   9	  18	  15	   9	  24	  32	   7	  31	  43	  53	  37	  63	  66	  39	  16	  42	  38	  32	  15	  12	  22	  15	   6	  13	  11	  10	   3	  10	   4	   4	   6	   4	   3	   5	   4	   4	   6	   2	   0	   2	   3	   2	   0	   3	   4	   2	   1	   3	   2	   2	   1	   2	   1	   1	   0	   0	   1	   1	   0	   3	   0	   0	   1	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   4	   3	   0	   0	   3	   0	   0	   0	   1	   0	   1	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	  15
 7	 1	 133.04	  37.64	 132.0	 177	 132.28	 12.17	1000   0	   3	   9	   3	   5	   2	   2	   2	   1	   1	   1	   1	   0	   2	   0	   0	   0	   1	   0	   2	   0	   0	   0	   1	   1	   1	   0	   0	   1	   1	   1	   0	   1	   1	   0	   0	   1	   0	   1	   0	   0	   1	   0	   0	   0	   2	   1	   0	   3	   2	   1	   0	   6	   3	   3	   5	   4	   1	   4	   1	   2	   3	   2	   2	   4	   1	   4	   2	   5	   3	   2	   3	   3	   4	   4	   1	   2	   6	   3	   2	   7	   4	   4	   6	   8	  11	   4	   4	   9	  12	  22	  12	  16	  23	  20	   9	  45	  44	  45	  22	  51	  48	  35	  16	  43	  31	  42	  15	  13	  23	  17	   3	  12	  10	   9	   0	   4	  12	   5	   4	   5	   3	  11	   5	   2	   6	   3	   0	   3	   1	   4	   3	   2	   6	   4	   0	   1	   0	   4	   4	   1	   3	   3	   0	   1	   4	   5	   1	   3	   2	   2	   0	   2	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   2	   1	   1	   0	   1	   0	   2	   1	   0	   2	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	  20
