ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	219.378	0.716
 0	 0	 1	218.360	0.750
 0	 0	 2	217.424	0.795
 0	 0	 3	216.349	0.848
 0	 0	 4	215.342	0.764
 0	 0	 5	214.215	0.886
 0	 0	 6	213.337	0.854
 0	 0	 7	212.236	0.889
 0	 1	 0	219.421	1.090
 0	 1	 1	218.381	0.889
 0	 1	 2	217.436	0.923
 0	 1	 3	216.395	1.206
 0	 1	 4	215.379	1.140
 0	 1	 5	214.213	0.942
 0	 1	 6	213.355	0.947
 0	 1	 7	212.262	0.964
 0	 2	 0	219.382	1.134
 0	 2	 1	218.460	1.206
 0	 2	 2	217.460	0.852
 0	 2	 3	216.385	1.054
 0	 2	 4	215.366	1.076
 0	 2	 5	214.311	1.252
 0	 2	 6	213.376	1.285
 0	 2	 7	212.296	1.311
 0	 3	 0	219.428	1.255
 0	 3	 1	218.465	1.081
 0	 3	 2	217.509	1.313
 0	 3	 3	216.446	1.033
 0	 3	 4	215.349	1.349
 0	 3	 5	214.348	1.219
 0	 3	 6	213.274	1.187
 0	 3	 7	212.176	1.228
 0	 4	 0	219.561	1.399
 0	 4	 1	218.446	1.372
 0	 4	 2	217.621	1.228
 0	 4	 3	216.449	1.415
 0	 4	 4	215.472	1.456
 0	 4	 5	214.380	1.227
 0	 4	 6	213.439	1.316
 0	 4	 7	212.352	1.330
 0	 5	 0	219.586	1.361
 0	 5	 1	218.571	1.368
 0	 5	 2	217.587	1.250
 0	 5	 3	216.613	1.282
 0	 5	 4	215.566	1.400
 0	 5	 5	214.513	1.527
 0	 5	 6	213.477	1.355
 0	 5	 7	212.371	1.614
 0	 6	 0	219.503	1.347
 0	 6	 1	218.406	1.184
 0	 6	 2	217.549	1.323
 0	 6	 3	216.360	1.352
 0	 6	 4	215.452	1.195
 0	 6	 5	214.412	1.260
 0	 6	 6	213.386	1.263
 0	 6	 7	212.339	1.183
 0	 7	 0	219.469	1.274
 0	 7	 1	218.400	1.124
 0	 7	 2	217.535	1.069
 0	 7	 3	216.375	1.251
 0	 7	 4	215.475	1.259
 0	 7	 5	214.425	1.271
 0	 7	 6	213.450	1.071
 0	 7	 7	212.329	1.152
 1	 0	 0	223.861	0.914
 1	 0	 1	222.784	0.894
 1	 0	 2	221.834	1.024
 1	 0	 3	220.751	0.978
 1	 0	 4	219.793	0.914
 1	 0	 5	218.754	0.873
 1	 0	 6	217.878	0.905
 1	 0	 7	216.724	0.951
 1	 1	 0	223.830	1.141
 1	 1	 1	222.813	1.141
 1	 1	 2	221.871	1.111
 1	 1	 3	220.741	1.207
 1	 1	 4	219.766	1.158
 1	 1	 5	218.708	1.046
 1	 1	 6	217.891	1.053
 1	 1	 7	216.773	1.111
 1	 2	 0	223.879	1.233
 1	 2	 1	222.724	1.351
 1	 2	 2	221.845	1.240
 1	 2	 3	220.742	1.164
 1	 2	 4	219.738	1.188
 1	 2	 5	218.585	1.360
 1	 2	 6	217.771	1.223
 1	 2	 7	216.707	1.240
 1	 3	 0	223.915	1.276
 1	 3	 1	222.774	1.271
 1	 3	 2	221.839	1.423
 1	 3	 3	220.728	1.358
 1	 3	 4	219.751	1.342
 1	 3	 5	218.725	1.228
 1	 3	 6	217.817	1.203
 1	 3	 7	216.731	1.340
 1	 4	 0	223.844	1.303
 1	 4	 1	222.814	1.419
 1	 4	 2	221.854	1.287
 1	 4	 3	220.681	1.423
 1	 4	 4	219.810	1.366
 1	 4	 5	218.681	1.129
 1	 4	 6	217.853	1.338
 1	 4	 7	216.816	1.278
 1	 5	 0	223.897	1.505
 1	 5	 1	222.798	1.541
 1	 5	 2	221.813	1.411
 1	 5	 3	220.688	1.433
 1	 5	 4	219.810	1.353
 1	 5	 5	218.709	1.436
 1	 5	 6	217.796	1.501
 1	 5	 7	216.738	1.472
 1	 6	 0	223.823	1.465
 1	 6	 1	222.827	1.417
 1	 6	 2	221.852	1.501
 1	 6	 3	220.751	1.478
 1	 6	 4	219.808	1.409
 1	 6	 5	218.732	1.402
 1	 6	 6	217.895	1.383
 1	 6	 7	216.758	1.332
 1	 7	 0	223.872	1.502
 1	 7	 1	222.788	1.390
 1	 7	 2	221.907	1.446
 1	 7	 3	220.749	1.456
 1	 7	 4	219.739	1.443
 1	 7	 5	218.748	1.415
 1	 7	 6	217.843	1.336
 1	 7	 7	216.795	1.296
 2	 0	 0	224.382	1.008
 2	 0	 1	223.251	1.081
 2	 0	 2	222.205	1.201
 2	 0	 3	221.048	1.185
 2	 0	 4	220.076	1.043
 2	 0	 5	218.958	1.039
