GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.367	190.775	0.9996	0.642	1.363	191.098	0.9993	0.806	1.602	182.556	1.0000	1.573	1.598	182.617	1.0000	1.566
 0	 1	1.179	190.785	0.9999	0.249	1.179	190.810	0.9999	0.282	1.338	184.209	0.9965	1.293	1.338	184.208	0.9965	1.223
 0	 2	1.123	187.825	0.9997	0.430	1.124	187.673	0.9998	0.352	1.230	183.262	0.9970	1.206	1.227	183.307	0.9972	1.124
 0	 3	1.097	185.655	0.9986	0.905	1.101	185.377	0.9985	0.961	1.173	182.608	0.9972	1.295	1.174	182.526	0.9974	1.297
 0	 4	1.085	183.185	0.9989	0.804	1.086	183.092	0.9989	0.792	1.117	182.494	0.9976	1.534	1.116	182.501	0.9979	1.525
 0	 5	1.046	182.835	0.9988	0.809	1.045	182.882	0.9987	0.843	1.077	181.597	0.9977	1.458	1.076	181.588	0.9978	1.509
 0	 6	1.042	180.255	0.9997	0.371	1.042	180.255	0.9997	0.371	1.044	180.979	0.9977	1.110	1.043	180.976	0.9977	1.149
 0	 7	1.029	179.030	0.9997	0.393	1.030	178.967	0.9996	0.446	1.006	181.051	0.9982	1.422	1.004	181.073	0.9982	1.445
 1	 0	1.444	184.265	0.9999	0.274	1.447	184.044	0.9999	0.289	1.731	174.550	1.0000	1.551	1.731	174.539	1.0000	1.472
 1	 1	1.239	186.020	0.9998	0.370	1.243	185.715	0.9998	0.357	1.458	176.735	0.9963	1.776	1.455	176.747	0.9964	1.663
 1	 2	1.212	180.575	0.9999	0.243	1.208	180.824	0.9997	0.444	1.358	175.159	0.9967	0.972	1.354	175.243	0.9967	0.920
 1	 3	1.189	178.330	0.9986	1.010	1.189	178.307	0.9985	1.016	1.305	174.478	0.9971	1.504	1.306	174.408	0.9973	1.377
 1	 4	1.169	176.350	0.9986	0.973	1.168	176.462	0.9983	1.062	1.242	174.513	0.9973	1.872	1.240	174.548	0.9975	1.842
 1	 5	1.122	176.325	0.9988	0.885	1.122	176.370	0.9987	0.917	1.192	173.946	0.9975	1.591	1.192	173.913	0.9975	1.580
 1	 6	1.109	174.505	1.0000	0.066	1.109	174.590	1.0000	0.077	1.161	173.079	0.9976	1.746	1.159	173.104	0.9976	1.786
 1	 7	1.096	172.580	0.9992	0.708	1.096	172.580	0.9992	0.708	1.113	173.055	0.9980	1.543	1.111	173.080	0.9980	1.539
 2	 0	1.377	166.905	0.9992	0.883	1.380	166.601	0.9990	0.990	1.692	155.608	1.0000	1.576	1.687	155.703	1.0000	1.579
 2	 1	1.248	162.770	0.9994	0.656	1.248	162.770	0.9994	0.656	1.430	156.984	0.9960	1.300	1.431	156.972	0.9962	1.001
 2	 2	1.211	158.865	0.9993	0.710	1.212	158.798	0.9991	0.821	1.344	155.215	0.9964	1.438	1.342	155.246	0.9964	1.435
 2	 3	1.172	157.410	0.9997	0.455	1.171	157.436	0.9996	0.499	1.278	154.652	0.9969	1.258	1.277	154.672	0.9972	1.259
 2	 4	1.171	154.380	0.9999	0.194	1.170	154.424	0.9999	0.210	1.235	154.211	0.9970	1.501	1.234	154.199	0.9972	1.447
 2	 5	1.116	155.240	1.0000	0.136	1.115	155.280	0.9999	0.177	1.187	153.752	0.9974	0.809	1.185	153.801	0.9975	0.799
 2	 6	1.091	154.275	0.9996	0.459	1.083	154.781	0.9995	0.560	1.160	152.904	0.9975	1.323	1.157	152.940	0.9975	1.376
 2	 7	1.071	153.215	1.0000	0.140	1.071	153.236	0.9999	0.173	1.124	152.420	0.9979	1.448	1.123	152.427	0.9980	1.424
 3	 0	1.407	137.710	0.9999	0.277	1.408	137.612	0.9999	0.339	1.695	129.101	1.0000	1.611	1.696	129.047	1.0000	1.526
 3	 1	1.220	137.315	0.9998	0.368	1.222	137.192	0.9998	0.345	1.422	130.342	0.9961	1.453	1.418	130.426	0.9965	1.478
