ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	#-78	#-77	#-76	#-75	#-74	#-73	#-72	#-71	#-70	#-69	#-68	#-67	#-66	#-65	#-64	#-63	#-62	#-61	#-60	#-59	#-58	#-57	#-56	#-55	#-54	#-53	#-52	#-51	#-50	#-49	#-48	#-47	#-46	#-45	#-44	#-43	#-42	#-41	#-40	#-39	#-38	#-37	#-36	#-35	#-34	#-33	#-32	#-31	#-30	#-29	#-28	#-27	#-26	#-25	#-24	#-23	#-22	#-21	#-20	#-19	#-18	#-17	#-16	#-15	#-14	#-13	#-12	#-11	#-10	 #-9	 #-8	 #-7	 #-6	 #-5	 #-4	 #-3	 #-2	 #-1	  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90
 6	 7	   9.02	   5.34	   8.2	  88	   8.83	  4.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   9	   8	   9	   7	  16	   6	   7	  14	  19	  18	  62	 105	 128	 122	  87	  85	  41	  36	  12	  24	  22	  35	  35	  26	  34	  21	   8	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 0	   5.75	  10.91	   5.5	  70	   5.58	  5.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   2	   0	   0	   2	   2	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   0	   1	   2	   4	   2	   3	   3	   5	   5	   4	   4	   7	   8	   7	   9	  11	  19	  27	  26	  24	  41	  50	  65	  66	  87	  79	  55	  58	  48	  42	  40	  37	  31	  35	  14	  12	   5	   4	   3	   3	   2	   1	   0	   3	   1	   1	   2	   2	   3	   1	   0	   0	   0	   0	   1	   0	   0	   3	   1	   2	   2	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1
 7	 1	   6.30	   8.53	   5.8	  55	   5.59	  5.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   3	   0	   0	   1	   3	   1	   0	   3	   6	   5	   5	   7	  10	   9	   8	  21	  29	  24	  40	  49	  36	  70	  63	  73	  87	  62	  58	  49	  53	  45	  27	  26	  24	  21	  14	   5	   2	   7	   3	   2	   2	   1	   4	   2	   5	   0	   0	   2	   3	   0	   5	   1	   0	   4	   3	   2	   1	   2	   1	   2	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 2	   6.32	   8.77	   6.3	  66	   6.00	  5.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   2	   1	   0	   1	   0	   1	   0	   0	   1	   1	   4	   4	   1	   4	   3	   4	   6	   7	   2	   1	  11	  15	  19	  10	  18	  23	  32	  33	  48	  59	  55	  70	  78	  76	  61	  69	  54	  56	  35	  23	  21	  14	   8	   6	   5	   3	   3	   8	   2	   4	   3	   2	   1	   1	   0	   1	   2	   1	   0	   3	   0	   3	   1	   6	   2	   0	   4	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 3	   6.41	   9.55	   6.2	  78	   5.44	  6.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   1	   0	   2	   2	   0	   2	   1	   2	   1	   3	   1	   2	   3	   3	   4	  14	  12	   8	  14	  21	  16	  15	  29	   9	  25	  38	  42	  58	  62	  62	  59	  88	  61	  65	  50	  43	  29	  27	  16	   9	  11	   5	   6	   7	   3	   3	   5	   3	   3	   3	   2	   3	   5	   2	   2	   2	   2	   2	   1	   5	   5	   5	   7	   2	   1	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 4	   6.07	   9.67	   5.6	  98	   4.87	  5.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   1	   2	   0	   2	   2	   0	   4	   4	   2	   0	   0	   6	   2	   6	   5	   7	   7	  13	  19	  21	  16	  19	  15	  16	  34	  40	  41	  59	  68	  74	  92	  63	  58	  47	  53	  35	  23	  12	  14	  12	   9	   5	   5	   1	   3	   5	   3	   2	   5	   5	   5	   6	   6	   1	   5	   3	   8	   8	   6	   3	   2	   3	   1	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 5	   6.20	   9.52	   5.5	  82	   5.33	  6.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   2	   1	   4	   3	   3	   2	   2	   5	   3	   5	   6	   6	  11	  13	   9	   7	  16	  14	  16	  26	  23	  29	  40	  43	  65	  76	  63	  70	  66	  51	  41	  49	  36	  22	  14	  10	  15	   9	  14	  14	   8	   7	   3	   9	   1	   9	   4	   3	   4	   9	   8	   4	   9	   5	   5	   1	   4	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 6	   5.79	   9.59	   5.2	 101	   5.14	  6.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   5	   3	   2	   4	   3	   4	   4	   2	   6	   8	   4	   7	   6	  16	   9	  13	   8	  11	  18	  19	  26	  30	  38	  47	  71	  77	  81	  74	  62	  57	  36	  41	  17	  23	  11	  11	  11	   7	   4	  14	   9	   7	  11	  11	   9	   8	   6	   7	  11	   3	   5	   6	   4	   3	   4	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	   6.22	   9.79	   5.2	 122	   5.49	  6.63	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   4	   3	   4	   5	   5	   5	   7	   2	   5	   3	   8	   9	   8	  12	   2	   8	   5	   7	  13	  17	  19	  40	  45	  60	  69	  78	  75	  70	  50	  50	  40	  34	  14	  22	  19	   8	  16	   9	  10	  16	   9	   6	  16	   7	  12	  15	   9	   7	  15	   6	   9	   5	   2	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 -12.97	   9.25	 -12.6	  77	 -12.75	  5.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   0	   1	   0	   1	   3	   4	   6	   1	   4	   4	   4	   8	   7	  10	   4	   6	   5	  12	  12	  10	  17	  14	  26	  25	  31	  42	  34	  59	  74	  77	  75	  73	  65	  66	  41	  30	  22	  30	  19	  12	  12	   6	  10	   2	   2	   1	   2	   0	   2	   0	   0	   2	   2	   1	   1	   1	   0	   0	   4	   0	   0	   0	   1	   0	   1	   3	   3	   0	   2	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 -12.56	   8.79	 -12.9	  63	 -13.16	  5.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   2	   1	   1	   4	   2	   3	   5	   7	   6	   6	   5	   9	  14	  12	  16	  23	  17	  38	  34	  47	  57	  80	  69	  64	  53	  81	  62	  54	  50	  32	  23	  15	  20	  17	   3	   8	   4	   4	   6	   1	   0	   1	   1	   4	   4	   0	   2	   0	   2	   3	   4	   2	   2	   2	   1	   0	   0	   2	   1	   2	   0	   3	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 -12.31	   9.34	 -12.3	  89	 -12.41	  5.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   0	   0	   2	   4	   2	   2	   1	   2	   1	   3	   4	   4	   3	  10	   1	   5	   5	   8	  11	   7	  10	  17	  25	  16	  24	  23	  40	  34	  66	  73	  73	  70	  81	  65	  61	  36	  34	  38	  32	  12	  14	   6	  10	   8	   2	   5	   3	   3	   4	   3	   3	   0	   1	   2	   1	   0	   2	   0	   0	   1	   2	   5	   0	   1	   2	   1	   3	   4	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 -12.20	  10.11	 -12.3	  84	 -12.90	  6.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   3	   4	   1	   2	   1	   3	   2	   2	   1	   2	   1	   3	   2	   8	   4	   8	   9	  11	  16	  13	  15	  16	  15	  27	  26	  24	  26	  53	  50	  64	  71	  67	  83	  60	  53	  35	  40	  34	  27	  11	  12	   4	  10	   4	   5	   4	   2	   4	   6	   2	   3	   3	   5	   0	   2	   3	   3	   1	   1	   1	   3	   5	   7	   5	   2	   2	   2	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 -12.53	  10.37	 -13.1	 103	 -13.50	  6.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   0	   0	   1	   2	   6	   0	   4	   2	   2	   4	   2	   4	   4	   1	   3	   6	   9	  13	  21	  13	   9	  12	   9	  18	  27	  24	  29	  47	  65	  64	  63	  78	  63	  52	  55	  49	  38	  20	  24	  13	  16	  10	  12	   8	   4	   7	   6	   1	   7	   2	   6	   4	   4	   3	   5	   4	   3	   4	   5	   9	   3	   2	   4	   5	   1	   2	   0	   1	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 -12.57	  10.15	 -13.3	  83	 -13.26	  7.44	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   0	   4	   3	   4	   3	   0	   3	   6	   0	   3	   6	   6	   7	  11	   6	   6	  10	  12	   9	  10	  11	  19	  30	  30	  45	  50	  58	  72	  62	  70	  62	  44	  36	  41	  28	  19	  26	  19	  17	  12	  13	  12	   5	  12	  13	   4	   5	  11	   4	   5	  10	   4	   2	   9	   5	   5	   4	   8	   4	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 -12.68	  10.83	 -13.3	  78	 -12.54	  8.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   2	   0	   1	   4	   7	   4	   6	   4	   7	   2	   4	   5	   8	   6	   7	  10	   6	   5	   7	   7	   9	  17	  12	  14	  20	  34	  52	  45	  54	  62	  54	  72	  65	  41	  39	  39	  27	  16	  21	  15	  12	  18	   8	   6	  14	  12	  13	  14	  11	  14	  13	   9	   8	   2	  12	   5	   3	   4	   2	   4	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 -12.26	  10.92	 -13.3	 138	 -12.65	  7.34	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   7	   4	   6	   6	   6	   5	  10	   7	   0	   6	   5	   3	   9	  10	   4	   6	   3	   6	   9	  13	  13	  20	  25	  39	  56	  64	  65	  76	  70	  70	  50	  35	  22	  21	  14	  15	   7	   9	  12	  12	  18	  12	  18	  10	  12	  17	  12	  13	  14	  14	   8	   8	   8	   5	   3	   4	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 -11.72	   4.81	 -11.4	  56	 -11.55	  3.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   2	   1	   0	   3	   1	   3	   0	   3	   4	   8	   7	  14	  16	  26	  41	  45	  74	  98	 130	 139	 137	  79	  61	  39	  20	  11	   5	   3	   3	   3	   3	   2	   2	   6	   2	   0	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 -11.19	   4.59	 -11.3	  53	 -11.30	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   4	   0	   2	   1	   1	   5	   2	  10	   5	  14	  12	  17	  33	  53	  85	 100	 130	 110	 118	  80	  75	  45	  30	  10	  11	   7	   7	   4	   4	   2	   3	   3	   8	   3	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 -11.36	   4.66	 -11.3	  61	 -11.35	  3.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   3	   5	   6	   8	   6	   5	  12	   9	  22	  24	  32	  41	  74	 119	 107	 113	 112	  84	  68	  52	  25	  13	   9	   9	   8	   4	   5	   8	   4	   4	   2	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 -11.46	   5.19	 -11.7	  64	 -11.57	  3.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   7	   4	   6	   4	  10	   6	   5	  11	  20	  26	  25	  36	  45	  73	 121	 121	 103	  83	  70	  52	  45	  29	  22	  16	   6	   7	  11	   5	   8	   9	   3	   5	   1	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 -11.17	   5.35	 -11.8	  62	 -11.56	  4.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   2	   2	   6	   1	   6	   8	  11	  17	  18	  19	  20	  30	  64	  85	 128	 101	 104	  82	  51	  34	  33	  31	  32	  25	  16	  14	  11	   9	   9	  13	   6	   6	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 -11.32	   5.83	 -11.9	  36	 -11.21	  5.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   3	   3	   1	   9	   5	   6	   9	   9	  12	   6	  12	  22	  24	  44	  78	  95	 101	  90	  87	  73	  53	  27	  28	  36	  26	  19	  27	  23	  28	  18	  10	   5	   5	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 -11.82	   6.50	 -12.5	  29	 -11.61	  5.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   3	   2	   8	   7	  10	   6	  10	  19	   8	   5	  14	  17	  33	  32	  50	  76	 109	  86	  87	  74	  50	  31	  36	  10	  19	  24	  28	  26	  34	  42	  22	   9	   3	   7	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
