ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208	#209	#210	#211	#212	#213
 7	 4	 152.79	  15.44	 152.0	  93	 150.52	  9.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   1	   0	   0	   2	   0	   0	   2	   1	   1	   1	   2	   1	   1	   2	   2	   5	   2	   0	   7	   6	  10	   5	  10	  19	  10	   3	  10	  19	  16	   4	   5	  22	  17	   7	  35	  15	  46	  22	  36	  49	  44	  48	  42	  47	  54	  35	  31	  45	  25	   4	  47	  25	  25	   8	  10	   5	   7	   3	   5	   4	   5	   1	   3	   1	   3	   0	   0	   2	   3	   2	   3	   2	   1	   4	   0	   3	   2	   1	   0	   2	   2	   0	   2	   2	   5	   1	   3	   7	   3	   4	   3	   3	   2	   1	   1	   1	   4	   1	   1	   0	   1	   1	   1	   0
 7	 5	 152.81	  15.26	 152.0	  96	 150.66	  9.84	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   2	   1	   1	   0	   3	   0	   2	   4	   4	   6	   3	   2	   3	   9	  10	   5	  15	  12	  12	   4	  13	  12	  21	   9	  13	  21	  18	   8	  23	  17	  45	  17	  33	  54	  41	  46	  42	  36	  44	  33	  33	  51	  29	   1	  48	  23	  20	   9	  11	  10	   8	   4	   6	   5	   4	   1	   2	   5	   2	   1	   2	   3	   5	   0	   2	   2	   5	   0	   1	   2	   3	   2	   4	   5	   2	   6	   2	   3	   4	   5	   3	   3	   2	   0	   4	   2	   1	   1	   2	   2	   1	   0	   0	   0	   1	   0	   0	   0
 7	 6	 152.42	  14.73	 152.0	  95	 150.80	 10.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   1	   1	   0	   3	   0	   1	   6	   4	   3	   6	   3	   4	   3	   5	  14	   4	  12	  22	   8	   4	  13	  16	  15	  15	   7	  13	  18	   9	  33	  17	  30	  12	  38	  38	  51	  49	  34	  49	  59	  46	  27	  53	  26	   7	  34	  17	  17	   5	  13	   5	   4	   1	   7	   7	  10	   5	   6	   3	   1	   8	   3	   1	   4	   0	   6	   2	   2	   4	   4	   3	   6	   3	   4	   1	   4	   2	   0	   4	   5	   1	   1	   3	   3	   1	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0
 7	 7	 153.06	  15.00	 153.0	  63	 151.46	 11.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   1	   0	   0	   1	   3	   2	   7	   3	   2	   6	   5	   3	   5	   8	   8	   7	  13	  11	  13	   7	  12	  11	  14	   9	  17	  16	  20	   5	  19	  25	  33	  14	  31	  56	  29	  36	  38	  34	  56	  45	  32	  45	  38	   1	  44	  26	  23	   5	  12	   8	   7	   3	   8	   4	   5	   4	   2	   3	   4	   3	   3	   3	   8	   0	   8	   6	   5	   5	   4	   4	   5	   4	   2	   7	   5	   3	   0	   8	   6	   1	   2	   1	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 133.79	  16.58	 134.0	  72	 133.86	  9.16	1000   0	   0	   0	   2	   0	   4	   0	   3	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   3	   1	   2	   0	   2	   2	   3	   1	   2	   5	   2	   4	   0	   3	   8	   3	   2	   6	   5	   6	   6	   8	   7	   6	   9	  18	  17	  15	  14	  30	  22	  17	  27	  23	  52	  27	  60	  66	  46	  20	  53	  30	  57	  35	  17	  40	  28	   2	  33	  21	  21	   6	   9	  14	   7	   6	   3	   2	   9	   6	   2	   1	   2	   0	   1	   0	   1	   0	   1	   2	   0	   1	   0	   1	   0	   1	   1	   2	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   2	   0	   1	   1	   1	   0	   0	   1	   0	   0	   2	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   6
 8	 1	 134.41	  14.08	 133.0	  60	 133.06	  9.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   1	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   0	   2	   4	   2	   4	   2	   3	   4	   5	   8	   7	   3	  10	  10	   6	   6	   7	  13	  16	  11	  21	  36	  23	  21	  30	  52	  58	  20	  51	  67	  45	  26	  45	  42	  55	  25	  24	  34	  24	   9	  26	  14	  11	   6	  11	  11	  13	   5	   5	   2	   2	   3	   2	   2	   2	   0	   2	   0	   2	   2	   5	   0	   2	   0	   2	   1	   0	   0	   0	   1	   2	   0	   0	   1	   1	   0	   1	   2	   1	   0	   2	   1	   2	   2	   1	   2	   0	   1	   0	   0	   0	   0	   0	   3	   1	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1
 8	 2	 134.62	  14.36	 134.0	  70	 133.79	  9.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   0	   2	   1	   1	   1	   0	   1	   0	   0	   1	   0	   3	   3	   1	   0	   2	   5	   6	   0	   1	   3	   4	   2	   1	   5	   7	   5	   5	  12	  10	   5	  17	  12	  20	  12	  14	  25	  23	  13	  35	  30	  52	  23	  44	  78	  44	  14	  58	  42	  51	  40	  27	  34	  23	   5	  28	  20	  20	   8	  13	   9	   6	   3	   5	   4	   9	   2	   0	   3	   3	   0	   1	   2	   3	   0	   1	   1	   1	   1	   4	   1	   0	   0	   0	   2	   1	   0	   0	   0	   0	   1	   1	   1	   1	   0	   1	   0	   0	   0	   1	   4	   0	   1	   1	   3	   3	   1	   0	   2	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 134.91	  15.37	 134.0	  84	 132.90	  9.36	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   2	   2	   3	   0	   0	   0	   0	   0	   1	   4	   2	   6	   2	   7	   9	   4	   8	   7	   8	   2	  12	  12	   7	  10	   5	   8	  23	  15	  13	  29	  26	  11	  27	  32	  45	  25	  57	  59	  38	  26	  68	  44	  47	  32	  27	  41	  22	   3	  27	  13	  13	   5	  12	   7	   4	   2	   2	   3	   4	   1	   4	   5	   1	   0	   2	   1	   3	   1	   4	   0	   0	   2	   2	   2	   1	   1	   1	   4	   2	   1	   0	   0	   3	   0	   1	   2	   1	   2	   2	   1	   3	   1	   4	   2	   4	   5	   1	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 134.19	  15.69	 133.0	  98	 131.98	  9.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   0	   0	   2	   0	   0	   3	   1	   0	   0	   2	   4	   4	   0	   2	   3	   4	   2	   2	   5	   4	   3	  14	  13	  13	   5	  11	  15	  11	   9	   6	   6	  16	  13	  18	  23	  22	  15	  32	  33	  55	  29	  59	  57	  54	  24	  50	  42	  50	  26	  22	  32	  30	  10	  15	  13	   6	   5	   8	   2	   5	   3	   1	   0	   3	   3	   1	   3	   2	   1	   3	   0	   1	   2	   1	   4	   3	   1	   2	   2	   4	   0	   1	   4	   1	   0	   3	   2	   5	   1	   4	   7	   0	   2	   3	   3	   1	   2	   1	   2	   1	   0	   0	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 134.04	  15.08	 133.0	  95	 131.78	  9.73	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   3	   1	   1	   1	   2	   1	   2	   0	   2	   1	   5	   5	   3	   6	   7	   2	  11	  14	  13	  10	   8	  12	   8	  15	   9	   6	  22	  18	  21	  17	  25	  14	  31	  27	  61	  25	  50	  64	  51	  30	  50	  46	  32	  25	  17	  33	  25	   5	  14	  11	   9	   4	   6	   9	   7	   4	   4	   4	   5	   4	   2	   2	   2	   0	   7	   1	   3	   1	   3	   3	   2	   1	   4	   1	   5	   4	   2	   3	   4	   2	   3	   2	   5	   0	   3	   3	   5	   1	   3	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 133.95	  14.99	 133.0	 109	 132.37	  9.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   2	   2	   1	   2	   1	   7	   3	   0	   4	   6	   4	   4	   4	   4	  11	   5	   5	   9	  15	   5	   8	  14	   7	  12	  10	  14	  22	   7	  11	  28	  16	  14	  23	  44	  56	  20	  37	  67	  56	  14	  46	  52	  47	  28	  18	  31	  14	   7	  24	  10	  11	   4	  10	  11	   4	   4	   4	   6	   5	   2	   4	   6	   0	   1	   5	   7	   3	   2	   2	   6	   4	   4	   3	   3	   5	   3	   1	   6	   4	   0	   1	   3	   4	   1	   0	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 134.57	  15.05	 134.0	 116	 133.03	 10.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	   1	   3	   0	   3	   2	   5	   1	   3	   9	   2	   4	   6	   4	   6	   6	   7	   8	  15	   2	   4	  11	   9	  12	  10	   8	  18	  17	  14	  29	  13	  11	  28	  29	  59	  26	  46	  48	  57	  21	  57	  39	  47	  30	  14	  40	  20	   7	  19	   6	  10	   4	   8	   8	   5	   3	   3	   5	   8	   4	   4	   4	   6	   0	   9	   3	   9	   3	   3	   4	   6	   5	   3	   9	   6	   2	   5	   4	   4	   3	   2	   2	   2	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 135.04	  10.04	 135.0	  64	 134.88	  6.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   4	   0	   2	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   2	   5	   3	   1	   5	   9	   3	   4	   6	  12	  12	   6	  24	  15	  10	  21	  29	  66	  22	  48	  92	  60	  49	  58	  66	  83	  50	  31	  53	  23	  10	  29	   6	  11	   5	   2	  14	   5	   1	   1	   2	   0	   2	   1	   2	   3	   0	   1	   0	   3	   0	   3	   1	   0	   2	   0	   0	   2	   1	   0	   1	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   0	   2	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 135.78	   9.11	 135.0	  59	 134.81	  5.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   1	   0	   3	   1	   1	   1	   2	   3	   4	   4	   7	   6	  16	   7	   7	  18	  13	   6	  33	  24	  52	  37	  77	  79	  73	  30	  75	  70	  81	  41	  30	  46	  23	   7	  22	  17	  13	   5	   4	   5	   6	   2	   1	   6	   5	   0	   1	   1	   1	   0	   1	   2	   1	   0	   5	   0	   2	   0	   4	   2	   2	   0	   0	   3	   2	   0	   2	   0	   2	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 135.58	   8.94	 135.0	  57	 134.81	  5.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   0	   0	   2	   7	   1	   1	   4	   2	   4	   6	   4	  10	  10	  12	  31	  11	   9	  26	  19	  59	  29	  63	  95	  67	  32	  87	  67	  72	  61	  26	  33	  28	   7	  24	  13	  10	   3	   8	   6	   5	   2	   2	   1	   2	   2	   0	   5	   0	   0	   4	   0	   2	   0	   0	   3	   0	   0	   0	   3	   5	   1	   2	   1	   1	   2	   3	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 135.66	   9.76	 134.0	  72	 134.03	  6.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   4	   0	   4	   4	   9	   7	   6	   4	  20	  10	  12	  23	  24	   6	  27	  25	  52	  33	  54	  89	  89	  30	  88	  55	  67	  44	  31	  36	  21	  10	  15	  13	   9	   1	   4	   5	   3	   2	   0	   5	   3	   0	   3	   3	   3	   0	   1	   4	   4	   0	   3	   2	   1	   3	   5	   3	   8	   3	   1	   3	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 135.56	  10.01	 135.0	  92	 134.01	  5.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   2	   4	   1	   5	   9	   3	   6	   3	  14	  20	  13	  13	  23	  15	  10	  31	  33	  42	  17	  69	  89	  65	  43	  87	  80	  59	  42	  28	  29	  22	   7	  11	   7	   8	   2	   7	   5	   1	   1	   3	   1	   7	   1	   4	   3	   4	   0	   3	   3	   5	   1	   4	   3	   5	   3	   6	   1	   4	   5	   0	   2	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 135.29	   9.64	 134.0	  84	 133.82	  6.42	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   2	   4	   2	   1	   3	   3	   5	   6	   8	   8	  23	  13	  18	  29	  17	  12	  32	  25	  53	  36	  63	  81	  58	  29	  89	  65	  66	  34	  28	  27	  16	   5	  20	   7	  16	   0	  10	   7	   2	   5	   6	   5	   2	   1	   2	   6	   6	   0	   6	   1	   8	   5	   3	   4	   5	   1	   2	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 134.81	   9.59	 134.0	  91	 133.50	  6.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   2	   2	   6	   3	   4	   7	  14	   6	   8	  15	  27	  13	  13	  20	  16	  11	  27	  38	  46	  32	  64	  70	  82	  37	  68	  57	  72	  34	  16	  29	  16	   7	  24	   4	  11	   0	   8	   5	   4	   8	   5	   7	   8	   5	   6	   6	   3	   1	   8	   5	   4	   4	   1	   2	   2	   0	   1	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 135.33	   9.58	 134.0	 102	 133.88	  6.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   4	   6	   2	   5	   7	   8	   8	   9	   6	  21	  16	  14	  24	  24	  10	  25	  26	  54	  27	  56	  80	  70	  37	  69	  41	  81	  24	  34	  31	  18	   9	  15	   9	  14	   5	   2	   8	   8	   8	  10	   5	   7	  11	   5	  16	   4	   1	   8	   2	   6	   2	   1	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 135.83	  10.38	 136.0	  53	 135.65	  5.49	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   2	   1	   2	   2	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   0	   3	   0	   8	   3	   2	   5	   5	   6	   2	  14	  14	   9	  19	  29	  49	  22	  68	  86	  72	  34	  94	  60	 100	  48	  45	  47	  27	   7	  26	  12	  19	   3	   8	   2	   3	   3	   2	   2	   3	   0	   0	   1	   1	   0	   3	   1	   0	   0	   0	   0	   2	   0	   0	   0	   1	   1	   0	   1	   0	   0	   0	   0	   1	   0	   2	   0	   1	   0	   2	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0
10	 1	 136.24	   7.82	 136.0	  72	 135.62	  4.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   1	   0	   0	   0	   1	   1	   1	   2	   1	   2	   5	   7	   7	   6	  10	  13	   6	  18	  28	  53	  34	  57	  96	  76	  38	  88	  83	  87	  47	  35	  46	  24	   4	  29	  10	  13	   4	   9	   7	   4	   4	   2	   1	   1	   1	   3	   6	   2	   0	   3	   2	   3	   0	   1	   1	   1	   1	   4	   2	   1	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 136.15	   7.58	 136.0	  73	 135.56	  4.84	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   1	   1	   2	   0	   4	   4	   3	   3	   4	   2	   4	   6	  12	  17	   8	  17	  28	  56	  28	  50	  89	  85	  42	  87	  75	  90	  55	  35	  49	  27	   7	  22	  11	  17	   5	   5	   0	   2	   2	   2	   3	   7	   3	   2	   2	   1	   1	   1	   3	   1	   0	   5	   3	   4	   2	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 136.49	   7.93	 136.0	  83	 135.40	  4.90	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   1	   3	   1	   3	   3	   2	   6	   5	   9	  16	  23	   8	  18	  27	  34	  29	  61	  89	  75	  28	  99	  86	 104	  41	  37	  53	  23	   4	  14	  10	   7	   3	   7	   7	   4	   0	   2	   5	   6	   1	   2	   3	   5	   0	   4	   4	   5	   5	   5	   7	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 136.05	   8.18	 136.0	 102	 134.89	  4.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   1	   1	   3	   4	   1	   4	   4	   8	   9	  13	  18	  22	   7	  26	  27	  48	  22	  52	  86	  83	  35	  93	  84	  94	  48	  31	  45	  12	   5	  18	   8	   4	   5	   3	   0	   5	   6	   2	   3	   8	   4	   1	   4	   7	   3	   8	   5	   4	   1	   5	   2	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 135.95	   7.94	 135.0	  91	 134.78	  5.10	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   2	   1	   3	   2	   2	   2	   6	  12	   8	  10	  22	  16	   7	  22	  26	  46	  27	  71	  90	  85	  49	  80	  73	  79	  44	  24	  47	  21	   6	  13	   7	   9	   8	   7	   1	   6	   2	   2	   3	  11	   5	   3	   9	   5	   2	   8	   5	   4	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 135.59	   7.73	 135.5	  70	 134.90	  5.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   4	   2	   3	   8	   1	   7	  16	  11	   9	  24	  16	  12	  23	  33	  52	  19	  52	  98	  73	  34	  83	  60	  97	  45	  35	  34	  20	   7	  15	  10	  15	   7	   5	   5	   2	  10	   6	  10	   8	   4	   1	   5	   7	   0	   7	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
