ch	pt	m	q
12	 3	0.8155	27.9924
12	 4	0.8221	27.2033
12	 5	0.8081	29.1845
12	 6	0.8116	28.5451
12	 7	0.7584	35.6583
13	 0	0.7481	14.2983
13	 1	0.8744	-6.6780
13	 2	0.9247	-14.6330
13	 3	0.8883	-8.9000
13	 4	0.9060	-11.8861
13	 5	0.8567	-3.5593
13	 6	0.8780	-7.1237
13	 7	0.7744	10.0099
14	 0	0.7298	45.5842
14	 1	0.9246	21.0890
14	 2	0.9581	16.9669
14	 3	0.9620	16.2299
14	 4	0.9276	20.3903
14	 5	0.8660	28.5201
14	 6	0.8680	27.9981
14	 7	0.7209	46.4372
15	 0	0.8155	22.1065
15	 1	1.0251	-7.5343
15	 2	1.0452	-10.2124
15	 3	1.0126	-5.9297
15	 4	0.9674	0.5328
15	 5	0.9032	9.9783
15	 6	0.8978	10.4816
15	 7	0.7324	33.8682
16	 0	0.6917	52.5584
16	 1	0.9164	24.8279
16	 2	1.0364	10.7240
16	 3	1.0904	3.7053
16	 4	1.1178	0.3512
16	 5	1.1557	-4.0248
16	 6	1.2399	-14.2348
16	 7	1.0821	4.9216
17	 0	0.6530	54.6769
17	 1	0.8690	27.4407
17	 2	0.9794	13.7711
17	 3	1.0411	5.8400
17	 4	1.0644	2.7925
17	 5	1.0472	5.2406
17	 6	1.0982	-1.1720
17	 7	0.9713	14.9100
18	 0	0.7793	31.3563
18	 1	0.8860	16.6224
18	 2	0.9859	3.2849
18	 3	1.0198	-1.5684
18	 4	0.9925	2.2695
18	 5	1.0243	-1.9085
18	 6	0.9968	1.8715
18	 7	0.9679	5.5535
19	 0	0.7363	23.1392
19	 1	0.8444	6.1479
19	 2	0.8793	1.1739
19	 3	0.8897	-0.7569
19	 4	0.9010	-2.5086
19	 5	0.8922	-1.1200
19	 6	0.9065	-3.2735
19	 7	0.8633	3.4297
20	 0	0.6660	57.4436
20	 1	0.7375	48.8641
20	 2	0.7519	47.3583
20	 3	0.7799	43.9089
20	 4	0.7803	43.8392
20	 5	0.7848	43.2920
20	 6	0.7770	44.3498
20	 7	0.7596	46.3676
21	 0	0.6439	42.8091
21	 1	0.6918	35.7005
21	 2	0.7233	31.4361
21	 3	0.7325	29.7777
21	 4	0.7291	30.2788
21	 5	0.7388	28.9757
21	 6	0.7240	31.0501
21	 7	0.6880	36.2674
22	 0	0.6111	52.3021
22	 1	0.6333	49.1669
22	 2	0.6548	46.4259
22	 3	0.6616	45.4862
22	 4	0.6501	46.8844
22	 5	0.6589	45.7086
22	 6	0.6559	46.2129
22	 7	0.6419	48.0407
23	 0	0.4967	80.5860
23	 1	0.5281	77.0289
23	 2	0.5213	77.9236
23	 3	0.5306	76.7803
23	 4	0.5398	75.7757
23	 5	0.5329	76.5595
23	 6	0.5378	76.0021
23	 7	0.5214	77.8278
24	 0	0.5235	56.0880
24	 1	0.5561	51.0350
24	 2	0.5660	49.6987
24	 3	0.5729	48.5381
24	 4	0.5676	49.3726
24	 5	0.5701	48.9058
24	 6	0.5610	50.4985
24	 7	0.5429	53.1204
25	 0	0.6527	61.0187
25	 1	0.7043	55.0564
25	 2	0.7043	55.0494
25	 3	0.7118	54.1812
25	 4	0.7318	51.8754
25	 5	0.7080	54.6963
25	 6	0.7220	52.8638
25	 7	0.6977	55.8515
26	 0	0.6849	26.3014
26	 1	0.7487	15.8985
26	 2	0.7886	9.5678
26	 3	0.8091	6.2845
26	 4	0.7947	8.5586
26	 5	0.8189	4.5586
26	 6	0.8003	7.6808
26	 7	0.7779	11.1845
27	 0	0.6956	27.0341
27	 1	0.8149	8.0178
27	 2	0.8608	1.0099
27	 3	0.8819	-2.4377
27	 4	0.8739	-1.2667
27	 5	0.8996	-5.2859
27	 6	0.8952	-4.5701
27	 7	0.8618	0.8770
28	 0	0.8820	42.5975
28	 1	1.0265	26.8145
28	 2	1.1318	15.7956
28	 3	1.1813	10.4057
28	 4	1.1844	10.0763
28	 5	1.1947	9.1265
28	 6	1.2186	6.6452
28	 7	1.1585	12.8540
29	 0	0.7515	46.0165
29	 1	0.9715	18.9983
29	 2	1.0691	7.6538
29	 3	1.1341	-0.4484
29	 4	1.2143	-10.1545
29	 5	1.2200	-10.5766
29	 6	1.2415	-13.2752
29	 7	1.1016	3.7645
30	 0	0.6770	31.8993
30	 1	1.0100	-19.9633
30	 2	1.1228	-37.0054
30	 3	1.1887	-47.6926
30	 4	1.2860	-62.4341
30	 5	1.2428	-55.7228
30	 6	1.3288	-69.1237
30	 7	1.1653	-43.7601
31	 0	0.6756	26.9042
31	 1	1.0066	-27.4282
31	 2	1.1742	-54.3345
31	 3	1.2357	-64.8397
31	 4	1.2337	-64.2098
31	 5	1.3187	-77.9183
31	 6	1.3090	-76.2773
31	 7	1.1542	-51.0201
