ch	pt	m	q
 0	 0	0.8433	3.2813
 0	 1	1.0900	-36.2501
 0	 2	1.2899	-67.3495
 0	 3	1.3770	-81.4822
 0	 4	1.4702	-96.3590
 0	 5	1.5403	-106.9529
 0	 6	1.5138	-102.7075
 0	 7	1.2879	-66.9110
 1	 0	0.7974	16.4884
 1	 1	1.0149	-16.8651
 1	 2	1.1693	-39.7738
 1	 3	1.2595	-53.9481
 1	 4	1.3272	-63.9209
 1	 5	1.3806	-71.9549
 1	 6	1.3949	-73.9380
 1	 7	1.1717	-40.2982
 2	 0	0.8772	16.5692
 2	 1	1.0892	-12.7141
 2	 2	1.2235	-30.8588
 2	 3	1.3257	-45.1147
 2	 4	1.3172	-43.7263
 2	 5	1.3171	-43.7769
 2	 6	1.3314	-45.4087
 2	 7	1.2452	-33.6182
 3	 0	0.7338	23.6865
 3	 1	0.9224	-5.6872
 3	 2	0.9713	-12.8284
 3	 3	1.0648	-27.5441
 3	 4	1.0701	-28.5058
 3	 5	1.0622	-27.2316
 3	 6	1.0839	-30.5787
 3	 7	0.9935	-16.5656
 4	 0	0.6954	51.9409
 4	 1	0.8137	37.4846
 4	 2	0.8492	33.0936
 4	 3	0.8669	30.9179
 4	 4	0.8825	28.8530
 4	 5	0.8819	29.2425
 4	 6	0.8702	30.7399
 4	 7	0.8515	32.7573
 5	 0	0.7041	55.6020
 5	 1	0.8007	44.5000
 5	 2	0.8172	42.6959
 5	 3	0.8149	42.8328
 5	 4	0.8425	39.6953
 5	 5	0.7996	44.5107
 5	 6	0.8216	42.0458
 5	 7	0.7950	45.1356
 6	 0	0.5747	60.1873
 6	 1	0.6072	55.8178
 6	 2	0.6475	50.3521
 6	 3	0.6399	51.2261
 6	 4	0.6492	50.0796
 6	 5	0.6557	49.2317
 6	 6	0.6575	49.0122
 6	 7	0.6411	51.1582
 7	 0	0.4463	80.9333
 7	 1	0.4866	75.8831
 7	 2	0.4952	74.8978
 7	 3	0.4998	74.1632
 7	 4	0.5013	74.0330
 7	 5	0.5014	73.9389
 7	 6	0.5022	73.9932
 7	 7	0.4882	75.5708
 8	 0	0.4351	74.3816
 8	 1	0.4509	71.9722
 8	 2	0.4639	70.2341
 8	 3	0.4584	71.0037
 8	 4	0.4651	70.0659
 8	 5	0.4716	68.9585
 8	 6	0.4766	68.2956
 8	 7	0.4616	70.4667
 9	 0	0.5317	60.9414
 9	 1	0.5662	55.8405
 9	 2	0.5914	52.4072
 9	 3	0.5866	53.0108
 9	 4	0.5964	51.6561
 9	 5	0.6142	49.1028
 9	 6	0.6029	50.7215
 9	 7	0.5851	53.2574
10	 0	0.6747	68.5728
10	 1	0.7456	61.3094
10	 2	0.7473	61.2364
10	 3	0.7574	60.1778
10	 4	0.7563	60.2243
10	 5	0.7597	59.9498
10	 6	0.7721	58.7236
10	 7	0.7264	63.3086
11	 0	0.6233	47.7468
11	 1	0.6896	38.1744
11	 2	0.7251	33.2739
11	 3	0.7367	31.4393
11	 4	0.7323	31.9985
11	 5	0.7368	31.4981
11	 6	0.7503	29.5742
11	 7	0.7190	34.1153
12	 0	0.7041	42.9846
12	 1	0.7816	32.5842
12	 2	0.8076	29.0809
