ch	pt	m	q
 0	 0	0.1870	116.2578
 0	 1	0.1588	120.2826
 0	 2	0.1768	117.7021
 0	 3	0.2161	112.0943
 0	 4	0.1948	115.1652
 0	 5	0.1978	114.8180
 0	 6	0.2356	109.4711
 0	 7	0.1842	116.8180
 1	 0	0.1583	117.0719
 1	 1	0.1401	120.0476
 1	 2	0.1701	115.1433
 1	 3	0.1816	113.2339
 1	 4	0.1739	114.5481
 1	 5	0.1651	116.0837
 1	 6	0.2061	109.4517
 1	 7	0.2065	109.3648
 2	 0	0.1641	122.3744
 2	 1	0.1449	124.7973
 2	 2	0.1572	123.2557
 2	 3	0.1903	119.2282
 2	 4	0.1676	122.0829
 2	 5	0.1573	123.4360
 2	 6	0.1845	120.1343
 2	 7	0.2341	113.9518
 3	 0	0.1878	118.8461
 3	 1	0.1633	121.9776
 3	 2	0.1480	123.8723
 3	 3	0.2033	116.7417
 3	 4	0.1548	123.0928
 3	 5	0.1781	120.1007
 3	 6	0.2281	113.8346
 3	 7	0.2090	116.2665
 4	 0	0.2038	120.9275
 4	 1	0.1831	123.1676
 4	 2	0.1931	122.1124
 4	 3	0.2025	121.0630
 4	 4	0.1752	124.0457
 4	 5	0.2131	120.0000
 4	 6	0.2075	120.7121
 4	 7	0.1683	124.9400
 5	 0	0.2329	115.3815
 5	 1	0.2084	118.2802
 5	 2	0.1694	122.8707
 5	 3	0.2428	114.1784
 5	 4	0.1996	119.3102
 5	 5	0.2149	117.6125
 5	 6	0.1991	119.5395
 5	 7	0.2200	117.0756
 6	 0	0.2429	113.8029
 6	 1	0.1936	119.7528
 6	 2	0.2064	118.2561
 6	 3	0.2058	118.2787
 6	 4	0.1836	120.9830
 6	 5	0.2142	117.3478
 6	 6	0.2199	116.7588
 6	 7	0.2127	117.6255
 7	 0	0.2448	109.9842
 7	 1	0.2026	115.6532
 7	 2	0.2183	113.5180
 7	 3	0.2367	111.0323
 7	 4	0.2139	114.1234
 7	 5	0.2211	113.2201
 7	 6	0.2351	111.3438
 7	 7	0.2147	114.1306
 8	 0	0.2373	113.3609
 8	 1	0.1961	118.4702
 8	 2	0.2038	117.5184
 8	 3	0.2063	117.1888
 8	 4	0.2285	114.4839
 8	 5	0.2210	115.4420
 8	 6	0.2331	114.0180
 8	 7	0.2401	113.1599
 9	 0	0.2244	106.9496
 9	 1	0.1839	113.4497
 9	 2	0.1941	111.8041
 9	 3	0.2189	107.8240
 9	 4	0.2095	109.3795
 9	 5	0.2194	107.8636
 9	 6	0.2537	102.4528
 9	 7	0.2491	103.1724
10	 0	0.2072	106.7505
10	 1	0.1639	114.3487
10	 2	0.1867	110.3975
10	 3	0.2096	106.3663
10	 4	0.2087	106.5381
10	 5	0.2202	104.5956
10	 6	0.2265	103.5902
10	 7	0.2347	102.1247
11	 0	0.2224	117.0190
11	 1	0.1957	120.1005
11	 2	0.2068	118.8303
11	 3	0.2544	113.2604
11	 4	0.2285	116.3051
11	 5	0.2489	114.0071
11	 6	0.2775	110.7664
11	 7	0.2734	111.2385
12	 0	0.2086	116.3549
12	 1	0.1801	120.0085
12	 2	0.1845	119.4540
12	 3	0.2051	116.7739
12	 4	0.1912	118.5836
12	 5	0.2281	113.9278
12	 6	0.2446	111.9644
12	 7	0.2547	110.6538
13	 0	0.1955	110.1973
13	 1	0.1667	115.0243
13	 2	0.1747	113.7139
13	 3	0.1991	109.6009
13	 4	0.1807	112.7011
13	 5	0.2073	108.2939
13	 6	0.2271	105.0941
13	 7	0.2298	104.6277
14	 0	0.1608	125.9789
14	 1	0.1664	125.3705
14	 2	0.1669	125.3169
14	 3	0.2015	121.6458
14	 4	0.1938	122.4830
14	 5	0.2259	119.2425
14	 6	0.2227	119.6526
14	 7	0.2371	118.1476
15	 0	0.1846	117.8099
15	 1	0.1630	120.7406
15	 2	0.1718	119.5103
15	 3	0.1935	116.5285
15	 4	0.1870	117.4571
15	 5	0.2181	113.2999
15	 6	0.2140	113.9679
15	 7	0.2273	112.1270
16	 0	0.1701	120.3242
16	 1	0.1708	120.2566
16	 2	0.1794	119.1435
16	 3	0.2271	112.8266
16	 4	0.2075	115.4211
16	 5	0.2108	115.0788
16	 6	0.2370	111.6759
16	 7	0.2511	109.7986
17	 0	0.1863	116.8665
17	 1	0.1521	121.6356
17	 2	0.1662	119.6812
17	 3	0.2046	114.2597
17	 4	0.1968	115.4361
17	 5	0.2084	113.8788
17	 6	0.2060	114.2713
17	 7	0.2259	111.4938
