ch	pt	m	q
18	 0	0.2126	118.5792
18	 1	0.1817	122.1304
18	 2	0.1885	121.3387
18	 3	0.2323	116.3209
18	 4	0.2242	117.2857
18	 5	0.2143	118.4915
18	 6	0.2133	118.7104
18	 7	0.2508	114.4232
19	 0	0.2376	113.5698
19	 1	0.1844	120.1651
19	 2	0.2009	118.1302
19	 3	0.2298	114.5176
19	 4	0.2343	113.9968
19	 5	0.2270	114.9871
19	 6	0.2369	113.8484
19	 7	0.2398	113.5005
20	 0	0.2070	110.8753
20	 1	0.1929	113.0279
20	 2	0.2022	111.6232
20	 3	0.2339	106.7066
20	 4	0.2206	108.7752
20	 5	0.2394	105.9846
20	 6	0.2469	104.8365
20	 7	0.2351	106.6711
21	 0	0.2224	109.6881
21	 1	0.2016	112.7816
21	 2	0.2043	112.3353
21	 3	0.2420	106.7315
21	 4	0.2160	110.6213
21	 5	0.2186	110.3650
21	 6	0.2521	105.3354
21	 7	0.2565	104.7036
22	 0	0.2262	104.8006
22	 1	0.1866	111.4771
22	 2	0.1945	110.1559
22	 3	0.2197	105.8823
22	 4	0.2025	108.8221
22	 5	0.2172	106.4049
22	 6	0.2359	103.3229
22	 7	0.2436	102.0140
23	 0	0.2320	94.4461
23	 1	0.2101	99.0354
23	 2	0.2107	98.9352
23	 3	0.2377	93.2200
23	 4	0.2214	96.6952
23	 5	0.2165	97.8053
23	 6	0.2234	96.4141
23	 7	0.2371	93.5314
24	 0	0.2247	98.3695
24	 1	0.1870	105.8362
24	 2	0.1952	104.2079
24	 3	0.2266	97.9765
24	 4	0.1970	103.8966
24	 5	0.2286	97.7309
24	 6	0.2362	96.2754
24	 7	0.2232	98.8550
25	 0	0.2141	108.9008
25	 1	0.1697	115.9773
25	 2	0.1936	112.2030
25	 3	0.1936	112.2024
25	 4	0.1944	112.0837
25	 5	0.1990	111.4067
25	 6	0.2007	111.1932
25	 7	0.2068	110.2547
26	 0	0.2180	117.1855
26	 1	0.1845	121.1520
26	 2	0.1902	120.4630
26	 3	0.2398	114.5951
26	 4	0.2175	117.2740
26	 5	0.2117	118.0546
26	 6	0.2484	113.7723
26	 7	0.2156	117.6547
27	 0	0.1951	120.8894
27	 1	0.1734	123.3829
27	 2	0.1767	122.9987
27	 3	0.2008	120.2861
27	 4	0.2037	119.9723
27	 5	0.1982	120.6838
27	 6	0.2356	116.5364
27	 7	0.1975	120.8159
28	 0	0.1731	118.9109
28	 1	0.1759	118.5384
28	 2	0.1976	115.5540
28	 3	0.2269	111.4931
28	 4	0.1922	116.3142
28	 5	0.1943	116.0910
28	 6	0.2310	111.0967
28	 7	0.2148	113.3100
29	 0	0.1550	116.1208
29	 1	0.1522	116.6086
29	 2	0.1489	117.2406
29	 3	0.1800	111.7974
29	 4	0.1737	112.9162
29	 5	0.1829	111.4199
29	 6	0.1882	110.5753
29	 7	0.1939	109.5754
30	 0	0.1480	117.5300
30	 1	0.1148	123.2419
30	 2	0.1590	115.6927
30	 3	0.1787	112.2898
30	 4	0.1931	109.8613
30	 5	0.1439	118.3894
30	 6	0.1867	111.1023
30	 7	0.1881	110.8603
31	 0	0.1462	119.2659
31	 1	0.1513	118.4702
31	 2	0.1646	116.3315
31	 3	0.1999	110.6329
31	 4	0.1724	115.0865
31	 5	0.1965	111.2907
31	 6	0.2049	109.9948
31	 7	0.1926	111.9655
