INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.516	2.410	3.101	2.118
 0	 1	3.133	2.447	2.951	2.310
 0	 2	3.409	2.507	3.272	2.407
 0	 3	2.932	2.664	2.871	2.604
 0	 4	3.239	2.737	3.227	2.727
 0	 5	3.061	2.726	3.059	2.724
 0	 6	3.441	3.025	3.509	3.078
 0	 7	3.506	3.070	3.631	3.181
 1	 0	4.756	3.667	3.908	3.003
 1	 1	4.253	3.410	3.619	2.894
 1	 2	3.984	3.325	3.606	3.029
 1	 3	3.740	3.404	3.369	3.050
 1	 4	4.002	3.514	3.697	3.249
 1	 5	3.798	3.375	3.544	3.145
 1	 6	3.761	3.407	3.633	3.292
 1	 7	3.969	3.600	3.855	3.504
 2	 0	4.154	3.315	3.414	2.714
 2	 1	3.678	3.163	3.238	2.793
 2	 2	3.440	3.175	3.123	2.890
 2	 3	3.333	3.103	3.099	2.880
 2	 4	3.247	3.055	3.062	2.877
 2	 5	3.342	3.107	3.156	2.944
 2	 6	3.509	3.246	3.392	3.137
 2	 7	3.745	3.546	3.650	3.458
 3	 0	3.299	2.855	2.728	2.351
 3	 1	3.078	2.803	2.665	2.433
 3	 2	3.110	2.862	2.806	2.585
 3	 3	2.818	2.652	2.623	2.462
 3	 4	2.975	2.806	2.803	2.648
 3	 5	3.017	2.875	2.931	2.798
 3	 6	3.075	2.900	3.006	2.831
 3	 7	3.096	2.979	3.075	2.965
 4	 0	3.476	3.150	2.787	2.530
 4	 1	2.832	2.700	2.427	2.316
 4	 2	2.847	2.753	2.564	2.488
 4	 3	2.918	2.827	2.622	2.536
 4	 4	2.961	2.931	2.709	2.684
 4	 5	2.789	2.748	2.592	2.554
 4	 6	3.149	3.125	2.986	2.965
 4	 7	3.128	3.106	3.012	3.003
 5	 0	2.984	2.875	2.432	2.354
 5	 1	2.868	2.810	2.501	2.457
 5	 2	2.862	2.766	2.525	2.451
 5	 3	2.865	2.763	2.556	2.479
 5	 4	2.827	2.788	2.553	2.514
 5	 5	2.927	2.820	2.681	2.593
 5	 6	2.957	2.919	2.699	2.669
 5	 7	3.346	3.254	3.089	3.011
 6	 0	3.182	2.967	2.571	2.402
