INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.538	2.498	2.286	2.251
 0	 1	2.588	2.547	2.458	2.413
 0	 2	2.610	2.612	2.562	2.568
 0	 3	2.768	2.742	2.731	2.712
 0	 4	2.746	2.698	2.762	2.723
 0	 5	2.904	2.893	2.988	2.984
 0	 6	2.849	2.828	2.996	2.974
 0	 7	3.062	3.029	3.197	3.163
 1	 0	2.650	2.612	2.191	2.157
 1	 1	2.455	2.437	2.196	2.185
 1	 2	2.270	2.250	2.073	2.054
 1	 3	2.329	2.321	2.153	2.145
 1	 4	2.351	2.329	2.196	2.175
 1	 5	2.468	2.454	2.305	2.293
 1	 6	2.537	2.495	2.403	2.365
 1	 7	2.598	2.583	2.487	2.479
 2	 0	2.842	2.835	2.299	2.292
 2	 1	2.815	2.758	2.364	2.318
 2	 2	2.723	2.657	2.398	2.343
 2	 3	2.804	2.764	2.479	2.461
 2	 4	2.653	2.591	2.416	2.361
 2	 5	2.700	2.666	2.483	2.455
 2	 6	2.788	2.717	2.641	2.569
 2	 7	2.777	2.710	2.646	2.588
 3	 0	2.680	2.622	2.173	2.133
 3	 1	2.541	2.482	2.202	2.150
 3	 2	2.500	2.403	2.249	2.164
 3	 3	2.359	2.288	2.151	2.091
 3	 4	2.476	2.415	2.291	2.238
 3	 5	2.456	2.408	2.280	2.247
 3	 6	2.476	2.412	2.330	2.283
 3	 7	2.713	2.698	2.587	2.582
 4	 0	2.636	2.586	2.114	2.068
 4	 1	2.539	2.412	2.211	2.103
 4	 2	2.444	2.422	2.197	2.178
 4	 3	2.252	2.193	2.088	2.037
 4	 4	2.468	2.373	2.244	2.163
 4	 5	2.552	2.480	2.316	2.255
 4	 6	2.778	2.691	2.605	2.524
 4	 7	2.696	2.645	2.565	2.521
 5	 0	2.892	2.798	2.334	2.269
