ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	224.926	0.455
 0	 0	 1	223.781	0.449
 0	 0	 2	222.768	0.386
 0	 0	 3	221.832	0.389
 0	 0	 4	220.908	0.390
 0	 0	 5	219.882	0.417
 0	 0	 6	218.929	0.454
 0	 0	 7	217.905	0.412
 0	 1	 0	224.853	0.380
 0	 1	 1	223.690	0.343
 0	 1	 2	222.758	0.309
 0	 1	 3	221.824	0.362
 0	 1	 4	220.687	0.295
 0	 1	 5	219.823	0.377
 0	 1	 6	218.800	0.334
 0	 1	 7	217.948	0.388
 0	 2	 0	224.670	0.293
 0	 2	 1	223.651	0.284
 0	 2	 2	222.806	0.262
 0	 2	 3	221.705	0.298
 0	 2	 4	220.831	0.325
 0	 2	 5	219.680	0.292
 0	 2	 6	218.854	0.367
 0	 2	 7	217.858	0.302
 0	 3	 0	224.801	0.293
 0	 3	 1	223.626	0.292
 0	 3	 2	222.775	0.293
 0	 3	 3	221.757	0.341
 0	 3	 4	220.790	0.351
 0	 3	 5	219.750	0.262
 0	 3	 6	218.913	0.323
 0	 3	 7	217.930	0.289
 0	 4	 0	224.691	0.269
 0	 4	 1	223.686	0.279
 0	 4	 2	222.652	0.260
 0	 4	 3	221.667	0.271
 0	 4	 4	220.834	0.239
 0	 4	 5	219.712	0.306
 0	 4	 6	218.900	0.327
 0	 4	 7	217.876	0.348
 0	 5	 0	224.719	0.299
 0	 5	 1	223.666	0.251
 0	 5	 2	222.767	0.280
 0	 5	 3	221.662	0.257
 0	 5	 4	220.715	0.232
 0	 5	 5	219.774	0.252
 0	 5	 6	218.755	0.264
 0	 5	 7	217.766	0.267
 0	 6	 0	224.768	0.251
 0	 6	 1	223.686	0.259
 0	 6	 2	222.787	0.290
 0	 6	 3	221.735	0.327
 0	 6	 4	220.745	0.210
 0	 6	 5	219.710	0.268
 0	 6	 6	218.786	0.258
 0	 6	 7	217.952	0.484
 0	 7	 0	224.694	0.241
 0	 7	 1	223.603	0.255
 0	 7	 2	222.702	0.229
 0	 7	 3	221.794	0.260
 0	 7	 4	220.847	0.299
 0	 7	 5	219.702	0.245
 0	 7	 6	218.918	0.463
 0	 7	 7	217.922	0.450
 1	 0	 0	229.129	0.368
 1	 0	 1	228.048	0.386
 1	 0	 2	227.046	0.387
 1	 0	 3	225.936	0.382
 1	 0	 4	225.009	0.403
 1	 0	 5	223.904	0.386
 1	 0	 6	222.925	0.378
 1	 0	 7	221.829	0.382
 1	 1	 0	229.124	0.358
 1	 1	 1	228.028	0.376
 1	 1	 2	227.003	0.356
 1	 1	 3	225.927	0.370
 1	 1	 4	225.024	0.375
 1	 1	 5	223.843	0.393
 1	 1	 6	222.969	0.369
 1	 1	 7	221.825	0.329
 1	 2	 0	229.104	0.332
 1	 2	 1	228.061	0.339
 1	 2	 2	227.009	0.358
 1	 2	 3	225.931	0.343
 1	 2	 4	224.998	0.306
 1	 2	 5	223.868	0.360
 1	 2	 6	222.936	0.352
 1	 2	 7	221.786	0.326
 1	 3	 0	229.093	0.332
 1	 3	 1	228.019	0.298
 1	 3	 2	227.016	0.349
 1	 3	 3	225.922	0.349
 1	 3	 4	225.012	0.346
 1	 3	 5	223.918	0.346
 1	 3	 6	222.969	0.320
 1	 3	 7	221.806	0.346
 1	 4	 0	229.117	0.344
 1	 4	 1	228.025	0.329
 1	 4	 2	227.038	0.310
 1	 4	 3	225.973	0.344
 1	 4	 4	224.978	0.346
 1	 4	 5	223.890	0.291
 1	 4	 6	222.920	0.363
 1	 4	 7	221.827	0.337
 1	 5	 0	229.079	0.298
 1	 5	 1	228.051	0.332
 1	 5	 2	227.039	0.335
 1	 5	 3	225.946	0.325
 1	 5	 4	225.026	0.352
 1	 5	 5	223.878	0.308
 1	 5	 6	222.943	0.354
 1	 5	 7	221.833	0.304
 1	 6	 0	229.114	0.308
 1	 6	 1	228.035	0.312
 1	 6	 2	227.015	0.320
 1	 6	 3	225.955	0.307
 1	 6	 4	225.031	0.320
 1	 6	 5	223.907	0.343
 1	 6	 6	222.934	0.338
 1	 6	 7	221.805	0.304
 1	 7	 0	229.132	0.337
 1	 7	 1	228.014	0.308
 1	 7	 2	227.041	0.341
 1	 7	 3	225.955	0.340
 1	 7	 4	225.003	0.274
 1	 7	 5	223.895	0.327
 1	 7	 6	222.931	0.307
 1	 7	 7	221.861	0.279
 2	 0	 0	223.380	0.407
 2	 0	 1	222.237	0.418
 2	 0	 2	221.270	0.397
 2	 0	 3	220.217	0.446
 2	 0	 4	219.345	0.401
 2	 0	 5	218.205	0.436
 2	 0	 6	217.314	0.407
 2	 0	 7	216.150	0.461
 2	 1	 0	223.394	0.364
 2	 1	 1	222.206	0.416
 2	 1	 2	221.300	0.418
 2	 1	 3	220.202	0.372
 2	 1	 4	219.287	0.350
 2	 1	 5	218.298	0.355
 2	 1	 6	217.348	0.385
 2	 1	 7	216.322	0.390
 2	 2	 0	223.363	0.349
 2	 2	 1	222.196	0.371
 2	 2	 2	221.273	0.350
 2	 2	 3	220.109	0.368
 2	 2	 4	219.295	0.343
 2	 2	 5	218.213	0.387
