ch	pt	m	q
 0	 0	2.6013	-248.4464
 0	 1	2.2380	-192.5129
 0	 2	2.2094	-188.2455
 0	 3	2.2913	-200.9803
 0	 4	2.2529	-195.1432
 0	 5	2.1927	-185.9084
 0	 6	2.0858	-170.4633
 0	 7	2.0816	-169.6941
 1	 0	2.2354	-188.6566
 1	 1	1.9357	-143.5080
 1	 2	1.9291	-142.0550
 1	 3	1.9149	-140.0663
 1	 4	1.9915	-151.3807
 1	 5	1.9536	-146.1430
 1	 6	1.8385	-128.9690
 1	 7	1.8789	-134.4534
 2	 0	1.7601	-133.0064
 2	 1	1.6560	-116.4169
 2	 2	1.6389	-113.5905
 2	 3	1.7580	-132.5236
 2	 4	1.7663	-133.9711
 2	 5	1.7195	-126.3719
 2	 6	1.7264	-127.6915
 2	 7	1.7330	-128.5351
 3	 0	1.2993	-39.1377
 3	 1	1.2822	-36.7517
 3	 2	1.3382	-44.6016
 3	 3	1.3923	-52.3306
 3	 4	1.3956	-52.8161
 3	 5	1.4174	-55.9813
 3	 6	1.4316	-58.1837
 3	 7	1.4220	-56.4414
 4	 0	0.8056	22.7255
 4	 1	0.9135	6.1942
 4	 2	0.9333	3.1250
 4	 3	0.9833	-4.4182
 4	 4	0.9883	-5.1920
 4	 5	1.0232	-10.8087
 4	 6	1.0331	-12.1019
 4	 7	1.0167	-9.6865
 5	 0	0.7030	36.0738
 5	 1	0.7689	25.7132
 5	 2	0.7779	24.2124
 5	 3	0.8085	19.4311
 5	 4	0.7958	21.3510
 5	 5	0.8287	16.2358
 5	 6	0.8168	18.1769
 5	 7	0.8269	16.4957
 6	 0	0.5762	56.9489
 6	 1	0.6072	52.1418
 6	 2	0.6066	52.2031
 6	 3	0.6067	52.3312
 6	 4	0.5997	53.2729
 6	 5	0.6319	48.1761
 6	 6	0.6071	52.1969
 6	 7	0.6142	51.1112
 7	 0	0.4416	79.4202
 7	 1	0.4194	82.6878
 7	 2	0.4118	83.8280
 7	 3	0.4019	85.4068
 7	 4	0.4013	85.4125
 7	 5	0.4189	82.5988
 7	 6	0.3994	85.7529
 7	 7	0.4029	85.1661
 8	 0	0.4825	82.2041
 8	 1	0.4057	92.4438
 8	 2	0.3872	94.8039
 8	 3	0.3795	95.9219
 8	 4	0.3760	96.2679
 8	 5	0.3899	94.3456
 8	 6	0.3466	100.2039
 8	 7	0.3522	99.4389
 9	 0	0.7620	43.8633
 9	 1	0.6130	63.7400
 9	 2	0.6192	62.9788
 9	 3	0.5960	66.2596
 9	 4	0.5895	66.8080
 9	 5	0.6016	65.2263
 9	 6	0.5330	74.7741
 9	 7	0.5403	73.7173
10	 0	0.8159	35.9401
10	 1	0.7602	43.4110
10	 2	0.7762	41.2627
10	 3	0.7670	42.4260
10	 4	0.7481	44.9434
10	 5	0.7823	40.2638
10	 6	0.7160	49.5331
10	 7	0.7166	49.3411
11	 0	0.8041	39.0244
11	 1	0.8560	32.0057
11	 2	0.8556	31.9864
11	 3	0.8717	29.9296
11	 4	0.8596	31.4440
11	 5	0.8919	27.0909
11	 6	0.8331	35.2791
11	 7	0.8338	34.9622
12	 0	0.8541	11.9610
12	 1	0.9434	-2.0432
12	 2	0.9437	-2.1321
12	 3	0.9855	-8.7121
12	 4	0.9679	-5.8172
12	 5	0.9897	-9.2327
12	 6	0.9100	3.3640
12	 7	0.9168	2.4137
13	 0	1.2689	-46.5475
13	 1	1.2994	-50.9525
13	 2	1.3167	-53.4444
13	 3	1.3005	-51.1458
13	 4	1.2775	-47.7331
13	 5	1.2800	-48.2078
13	 6	1.0990	-20.5653
13	 7	1.1024	-21.0158
14	 0	1.5437	-102.5651
14	 1	1.5896	-109.7642
14	 2	1.5351	-100.7405
14	 3	1.5954	-110.4951
14	 4	1.4657	-89.4378
14	 5	1.4443	-86.0683
14	 6	1.1716	-41.8752
14	 7	1.1192	-33.5021
15	 0	1.5755	-98.0330
15	 1	1.5419	-92.7940
15	 2	1.5273	-90.5287
15	 3	1.5270	-90.3000
15	 4	1.5134	-88.2965
15	 5	1.4103	-72.3582
15	 6	1.1782	-36.2766
15	 7	1.1941	-38.7772
16	 0	1.5001	-43.1522
16	 1	0.8924	33.8137
16	 2	0.7239	55.1002
16	 3	0.6590	63.3991
16	 4	0.5935	71.5125
16	 5	0.5781	73.3822
16	 6	0.4988	83.2643
16	 7	0.4882	84.8566
17	 0	1.6889	-70.7261
17	 1	1.0297	14.3565
17	 2	0.8534	37.1922
17	 3	0.7893	45.2990
17	 4	0.7008	56.5367
17	 5	0.6702	60.5522
17	 6	0.5807	71.7662
17	 7	0.5692	73.5348
18	 0	1.3578	-21.1685
18	 1	0.9945	23.9440
18	 2	0.8793	38.2162
18	 3	0.8008	47.9723
18	 4	0.7401	55.0550
18	 5	0.6839	62.0643
18	 6	0.6045	71.9013
18	 7	0.5932	73.3466
19	 0	0.9704	-2.2786
19	 1	0.8542	15.8523
19	 2	0.7966	24.4114
19	 3	0.7547	30.7840
19	 4	0.7290	34.9023
19	 5	0.6703	43.7897
19	 6	0.6186	51.4967
19	 7	0.6065	53.6537
20	 0	0.8633	34.3588
20	 1	0.8005	42.5383
20	 2	0.7573	48.2293
20	 3	0.7375	50.8634
20	 4	0.7302	51.6769
20	 5	0.6775	58.6299
20	 6	0.6362	63.9572
20	 7	0.6210	65.9579
21	 0	0.7104	30.8724
21	 1	0.7094	31.2580
21	 2	0.6898	34.2716
21	 3	0.6948	33.5910
21	 4	0.6917	34.0863
21	 5	0.6483	41.1304
21	 6	0.6217	45.3413
21	 7	0.6136	46.7147
22	 0	0.6057	60.5309
22	 1	0.6134	59.4126
22	 2	0.6115	59.6877
22	 3	0.6101	60.0654
22	 4	0.6202	58.6098
22	 5	0.6011	61.3036
22	 6	0.5870	63.1858
22	 7	0.5813	63.9255
23	 0	0.5116	65.4396
23	 1	0.4714	71.8478
23	 2	0.4694	72.1698
23	 3	0.4632	73.0223
23	 4	0.4698	71.9841
23	 5	0.4757	70.9629
23	 6	0.4703	71.8999
23	 7	0.4741	71.2869
24	 0	0.4944	68.4922
24	 1	0.5041	66.9326
24	 2	0.5063	66.5624
24	 3	0.5105	66.0293
24	 4	0.5135	65.5128
24	 5	0.5277	63.2547
24	 6	0.5264	63.5201
24	 7	0.5245	63.8519
25	 0	0.5684	44.7752
25	 1	0.6117	37.0294
25	 2	0.6179	35.8489
25	 3	0.6221	35.2124
25	 4	0.6370	32.5050
25	 5	0.6352	32.6353
25	 6	0.6272	34.2295
25	 7	0.6328	33.2837
26	 0	0.7368	39.6324
26	 1	0.7679	34.8363
26	 2	0.7769	33.3833
26	 3	0.7860	32.1406
26	 4	0.8015	29.9146
26	 5	0.7673	35.0774
26	 6	0.7687	34.7271
26	 7	0.7595	36.0776
27	 0	0.8867	7.6509
27	 1	0.9195	2.6164
27	 2	0.9004	5.6275
27	 3	0.9204	2.4334
27	 4	0.9316	0.6769
27	 5	0.8802	8.7698
27	 6	0.8510	13.2545
27	 7	0.8390	15.2345
28	 0	1.3880	-44.8712
28	 1	1.2932	-31.6724
28	 2	1.2098	-19.9283
28	 3	1.1996	-18.6603
28	 4	1.1907	-17.3167
28	 5	1.0691	-0.6190
28	 6	0.9932	9.7841
28	 7	0.9826	11.3262
29	 0	1.9766	-112.7430
29	 1	1.5020	-50.2195
29	 2	1.2892	-22.3469
29	 3	1.2185	-12.9363
29	 4	1.1296	-1.4079
29	 5	1.0512	8.9083
29	 6	0.9255	25.2027
29	 7	0.9247	25.5422
30	 0	2.0512	-101.0745
30	 1	1.4122	-23.6794
30	 2	1.1954	2.6759
30	 3	1.1218	11.4639
30	 4	1.0240	23.1673
30	 5	0.9695	29.7756
30	 6	0.8424	44.9577
30	 7	0.8467	44.6536
31	 0	2.0050	-152.6733
31	 1	1.3080	-48.5254
31	 2	1.0877	-15.5426
31	 3	1.0353	-7.6143
31	 4	0.9363	6.8483
31	 5	0.8874	14.3019
31	 6	0.7747	30.9212
31	 7	0.7559	33.9041
